"","Player","Nation","Age","Born","X90s","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"278","b.owor","Mico",20,2000,3.64,1.66,1.17,0.61,1.13,0,0.02,0.5,0.04,0.5,16.38,4.92,1,3.05,9.73,3.65,1.58,0.09,0,1.66,2.83,4.42,0.21,0,31600000,29900000,28100000,26400000,24700000,23100000,21500000,19900000,18400000,1.7e+07
"279","q.ili","Mico",25,1996,1.58,0.08,0.03,0.02,0.02,0.04,0.08,2.47,0,2.41,29.97,6.19,1,13.18,11.81,5.09,0.64,0.07,0.01,0.65,0.73,0.61,0.58,0.07,9400000,8700000,8100000,7500000,6900000,6400000,5800000,5300000,4900000,4400000
"280","c.imalingat","New Uwi",23,1998,2.93,2,1.68,1.91,0.01,0.07,1.74,2.98,1,1.26,12.77,3.94,1,9.97,1.94,0.72,1.96,0.09,0,1.97,0.76,2.73,4.4,0,16800000,15700000,14700000,13700000,12700000,11700000,10800000,1e+07,9200000,8400000
"281","g.lambert","New Uwi",26,1994,2.95,4.35,2.34,3.9,0,0.38,1.02,2.05,1,0.95,12.4,4.28,1,10.01,1.62,0.77,0.9,0.25,0.03,0.71,2.41,6.75,3.31,0.04,13800000,12800000,11900000,1.1e+07,10100000,9300000,8500000,7700000,7e+06,6400000
"282","h.yong","New Uwi",28,1992,2.94,1.63,1,1.75,0.03,0.09,0.29,0.59,1,0.31,8.77,2.61,1,6.95,1.59,0,1.26,0.99,0,0.31,0.05,1.61,8.7,0.23,12400000,11500000,10500000,9700000,8900000,8100000,7400000,6700000,6e+06,5500000
"283","r.yakubu","New Uwi",30,1990,2.88,3.46,2.46,2.03,1.37,0,0.68,3.47,1,2.78,21.65,4.85,1,14.51,5.19,2.16,5.44,1.06,0,4.48,0.42,3.86,2.68,0,8900000,8200000,7500000,6900000,6200000,5700000,5100000,4600000,4200000,3700000
"284","o.kobugabe","New Uwi",30,1991,2.26,2.1,0.33,1.75,0.04,0.5,0.4,1.23,1,0.83,12.61,2.13,1,6.57,3.97,2.08,1.33,0,0.05,1.29,1.39,3.53,0.39,0,8600000,7900000,7300000,6600000,6e+06,5500000,5e+06,4500000,4e+06,3600000
"285","w.dickson","New Uwi",32,1988,1.07,1.76,0,1.76,0.06,0.09,0.03,0.86,0,0.84,18.22,6.39,1,11,7.34,0,1.73,0,0.05,1.86,3.68,5.43,0.88,0.01,4600000,4200000,3800000,3500000,3100000,2800000,2600000,2300000,2e+06,1800000
"286","g.acheampong","New Uwi",23,1997,2.72,0.33,0.45,0,0.4,0.07,0,0.35,0.09,0.38,12.69,1.42,1,2.61,7.06,2.92,0.7,0,0,0.74,0.39,0.81,0,0.06,18700000,17500000,16300000,15200000,14100000,1.3e+07,1.2e+07,11100000,10200000,9300000
"287","p.mutyaba","New Uwi",33,1987,0.75,2.56,0,1.35,0.06,1.28,0.01,1.17,0,1.28,11.32,1.24,1,6.17,3.73,1.32,1.22,1.29,0.08,0,2.45,5.04,0.01,0,4e+06,3700000,3300000,3e+06,2700000,2400000,2200000,2e+06,1800000,1600000
"288","w.takata","New Uwi",20,2000,0.3,0.01,0.09,0,0.03,0,0.08,6.58,0,6.67,23.35,0.08,0.07,6.73,3.35,13.4,0.01,0.06,0.05,0,0,0,0.07,0,9900000,9300000,8800000,8200000,7700000,7200000,6700000,6200000,5800000,5300000
"289","x.hofer","New Uwi",33,1987,2.16,0.87,0.82,0.45,0.4,0.04,0.45,1.87,1,1.37,18.22,4.6,1,6.83,7.27,4.11,0.88,0,0,0.87,1.42,2.3,2.29,0,6700000,6100000,5600000,5e+06,4500000,4100000,3700000,3300000,2900000,2600000
"290","z.tuhirirwe","New Uwi",24,1996,0.09,0,0.08,0.05,0,0.1,0,0.08,0,0,39.91,9.93,1,20.05,10.02,9.98,9.99,0.09,0.08,9.96,9.99,10.05,0,0,5700000,5300000,5e+06,4600000,4300000,3900000,3600000,3300000,3e+06,2800000
"291","e.tushemereirwe","New Uwi",30,1990,2.96,0.07,0,0.02,0.06,0,0.04,0.29,0,0.31,0.05,0.07,0,0,0,0.01,0,0.05,0,0,0.09,0.09,0.38,0.06,12300000,11200000,10300000,9400000,8600000,7800000,7e+06,6300000,5700000,5100000
"292","e.nakirijja","New Uwi",21,1999,2.49,1.29,0.71,0.47,0.87,0,0,2.06,0.05,1.9,19.93,4.41,1,10.36,8.07,1.53,2.75,1.18,0.05,1.55,2.04,3.3,0.71,0.45,16600000,15600000,14600000,13700000,12800000,11900000,1.1e+07,10200000,9400000,8700000
"293","h.caruso","New Uwi",30,1990,0.19,0,0.09,0.08,0,0,0.06,0.07,0,0,69.97,19.94,1,29.91,39.94,0,0.01,0,0,0.05,10.02,10.09,0,0,3100000,2800000,2600000,2400000,2200000,2e+06,1800000,1600000,1400000,1300000
"294","l.berg","New Uwi",25,1995,3.02,2.09,1.66,1.7,0.36,0.03,0.64,1.62,1,0.98,11.9,4.39,1,6.63,5.05,0.38,2.05,0,0.06,2.05,3.4,5.4,1.31,0.08,16600000,15400000,14300000,13200000,12200000,11200000,10300000,9400000,8600000,7800000
"295","u.lefebvre","New Uwi",26,1994,2.77,2.2,2.21,1.51,0.82,0,0.75,1.4,1,0.64,16.27,6.34,1,8.89,6.2,1.15,1.52,0.04,0,1.48,2.54,4.88,2.24,0.08,13900000,12900000,11900000,1.1e+07,10100000,9300000,8500000,7800000,7100000,6400000
"296","u.rahmawati","New Uwi",33,1988,0.21,0,0.06,0.09,0,0.04,0.03,0,0,0,14.99,5,1,10.09,5.06,0,5.08,0,0,4.99,0,0,0.06,0.04,3200000,2900000,2600000,2400000,2200000,1900000,1700000,1600000,1400000,1200000
"297","e.naik","Nganion",20,2001,2.76,1.11,0.42,0.75,0.36,0,0.64,0.71,1,0,9.34,2.9,1,4.21,3.86,1.14,0.37,0,0,0.43,1.37,2.45,1.44,0,21900000,20700000,19500000,18300000,17100000,1.6e+07,14900000,13800000,12800000,11800000
"298","j.khoh","Nganion",26,1995,2.68,1.1,0.67,0.29,0.81,0,1.14,1.77,1,0.84,10.42,4.8,1,3.77,2.53,4.1,1.02,0.4,0.33,0.75,0,1.12,1.11,0.02,15500000,14400000,13300000,12300000,11300000,10400000,9500000,8700000,7900000,7100000
"299","j.wulandari","Nganion",26,1994,7.07,0.64,0.51,0.35,0.38,0,0.39,0.62,1,0.29,5.3,2.21,1,1.91,2.79,0.36,0.37,0.28,0,0.05,1.06,1.78,3.6,0.08,62600000,58100000,53800000,49600000,45700000,41900000,38400000,3.5e+07,31900000,28900000
"300","q.namazzi","Nganion",25,1995,0.87,1.33,1.25,0.08,1.28,0.1,1.2,1.25,1,0,10.01,5.02,1,2.43,6.34,1.2,0.08,0.08,0,0,0.04,1.33,1.31,0,9400000,8700000,8100000,7500000,6900000,6400000,5800000,5300000,4900000,4400000
"301","s.namugere","Nganion",31,1989,4.48,0.92,0.38,0.38,0.37,0,0,1.21,0.05,1.1,9.32,4.25,1,2.87,4.97,1.37,2.59,0.33,0,2.28,1.23,2.13,1.54,0,18400000,16800000,15400000,1.4e+07,12700000,11500000,10400000,9300000,8400000,7500000
"302","v.nazziwa","Nganion",31,1989,6.29,1.96,1.03,0.44,1.42,0.04,0.99,1.23,1,0.25,11.39,4.48,1,3.69,6.91,0.72,2.2,0,0,2.15,1.54,3.44,1.46,0.06,32300000,29500000,2.7e+07,24500000,22300000,20200000,18200000,16400000,14700000,13100000
"303","z.hribar","Nganion",24,1997,4.25,1.04,0.39,0.41,0.49,0.09,0.32,0.53,1,0.21,5.25,2.71,1,2.09,2.93,0.32,0.69,0.42,0,0.2,1.03,1.9,2.63,0.27,2.9e+07,27100000,25200000,23400000,21600000,2e+07,18400000,16900000,15400000,14100000
"304","d.nasser","Nganion",25,1996,0.19,0.03,0.09,0.09,0,0,0.06,0,0,0,0.09,0.05,0,0,0.1,0.08,0.09,0.09,0,0.09,0.07,0,0,0.09,7400000,6900000,6400000,5900000,5400000,5e+06,4600000,4200000,3800000,3500000
"305","b.male","Nganion",23,1997,1.86,0.53,0.1,0,0.07,0.57,0.07,0.62,0,0.59,13.65,3.08,1,1.62,5.84,6.42,2.2,0.06,0.08,2.04,0,0.52,0,0.03,15300000,14400000,13400000,12500000,11600000,10700000,9900000,9100000,8400000,7600000
"306","g.owusu","Nganion",28,1992,4.93,1.92,1.25,0.49,0.45,1.2,0.17,0.41,1,0.14,19.71,6.22,1,0.83,7.92,10.95,0.83,0.27,0,0.62,0.53,2.65,0.44,0.07,32200000,29800000,27400000,25100000,2.3e+07,2.1e+07,19100000,17400000,15700000,14200000
"307","j.chou","Nganion",28,1992,3.03,1.31,1.06,0.42,0.32,0.7,0.97,1.6,1,0.63,10.4,5.14,1,1.92,4.27,4.23,1.61,0.37,0,1.38,1.6,2.95,0,0,15700000,14500000,13400000,12300000,11200000,10200000,9300000,8500000,7700000,6900000
"308","j.pedro","Nganion",22,1998,4.18,1.35,0.88,0.03,0.72,0.69,0.68,1.27,1,0.41,17.98,4.82,1,2.05,10.48,5.26,1.84,0.08,0,1.86,0.98,2.39,0.98,0.04,34800000,32700000,30600000,28500000,26600000,24700000,22800000,21100000,19400000,17800000
"309","k.mukwaya","Nganion",20,2000,4.16,0.65,0.44,0.14,0.15,0.22,0.02,0.56,0,0.55,11.51,3.02,1,1.51,4.37,5.53,1.67,0,0,1.8,1.07,1.79,0,0.05,38500000,36300000,34200000,32100000,30100000,28100000,26100000,24200000,22400000,20700000
"310","r.ssembatya","Nganion",28,1992,2.75,0.64,0.29,0.02,0.39,0.41,0.34,0.66,1,0.44,10.43,3.93,1,0.75,4.94,4.65,0.3,0,0.05,0.44,0.42,0.99,0.36,0.02,14600000,13500000,12400000,11400000,10400000,9500000,8600000,7800000,7100000,6400000
"311","c.musana","Nganion",23,1997,7.09,0,0,0,0,0,0,0.01,0,0,0,0,0,0.08,0.08,0,0,0,0.06,0.06,0,0,0.18,0.02,78300000,73300000,68400000,63700000,59100000,54700000,50500000,46500000,42700000,39100000
"312","c.muhammadu","Nganion",24,1996,0.71,1.2,1.32,1.25,0,0,0,0.09,0,0.08,13.7,1.31,1,2.51,8.8,2.41,2.44,0,0,2.44,1.33,2.44,0,0,9100000,8500000,7900000,7300000,6800000,6300000,5800000,5300000,4800000,4400000
"313","i.aidoo","Nganion",29,1991,0.83,4.96,3.72,2.42,2.5,0.03,2.53,3.67,1,1.3,18.74,10.02,1,3.73,12.49,2.46,1.2,0,0.09,1.24,1.21,6.18,1.24,0.06,7200000,6600000,6100000,5600000,5100000,4600000,4200000,3800000,3400000,3100000
"314","i.mponda","Nganion",29,1992,5.22,2.06,1.88,0.67,1.21,0.35,0.91,1.81,1,1.03,16.4,6.55,1,3.57,7.84,5.05,0.79,0,0,0.84,0.39,2.42,0.53,0.03,2.9e+07,26700000,24500000,22500000,20500000,18700000,16900000,15300000,13800000,12400000
"315","p.tibesigwa","Nganion",18,2002,7.09,0.97,0.68,0.38,0.42,0.13,0.53,0.98,1,0.65,14.94,5.47,1,3.04,7.19,4.52,1.05,0.04,0.08,1.08,0.93,1.95,0.2,0,109300000,103700000,98200000,92700000,87300000,81900000,76700000,71600000,66600000,61800000
"316","t.nakirijja","Nganion",24,1996,2.59,1.66,1.13,0.72,0.86,0.03,0.34,1.14,1,0.72,13.1,3.62,1,4.78,6.42,2.09,0.5,0,0.09,0.35,0.73,2.5,2.71,0,16300000,15200000,14100000,13100000,12100000,11200000,10300000,9500000,8700000,7900000
"317","z.gholami","Nganion",32,1988,4.44,2.58,2.58,1.14,1.18,0.29,0.69,1.33,1,0.71,18.95,7.23,1,6.35,9.8,2.69,1.18,0,0.07,1.23,1.51,4.13,1.34,0.04,16100000,14700000,13300000,12100000,1.1e+07,9900000,8900000,8e+06,7100000,6400000
"318","a.nangobi","Ngoque Blicri",29,1991,2.37,2.59,1.57,2.45,0,0,0.45,1.34,1,0.88,14.21,5.03,1,9.61,3.8,0.82,1.67,0.76,0.08,0.78,3.68,6.31,9.14,0.03,9300000,8500000,7800000,7200000,6600000,6e+06,5400000,4900000,4400000,4e+06
"319","b.opoka","Ngoque Blicri",29,1991,1.03,1.94,1,1.08,0.98,0.07,0.93,2.05,1,0.98,19.1,2.08,1,11.09,8.08,0,2.07,0,0,2.05,4.97,6.98,8.01,0.03,5500000,5100000,4600000,4200000,3900000,3500000,3200000,2900000,2600000,2400000
"320","k.ray","Ngoque Blicri",19,2001,0.07,9.92,0,9.96,0,0,9.96,19.91,1,9.98,60.03,10.07,1,20,10.03,29.9,0,0.06,0,0,0.02,10.04,0,0,9200000,8700000,8200000,7700000,7300000,6800000,6300000,5900000,5500000,5100000
"321","m.tumuramye","Ngoque Blicri",26,1994,3.08,1.42,0.93,0.92,0.38,0,0.43,1.04,1,0.58,13.67,3.6,1,5.97,3.94,3.69,1.43,0,0.03,1.4,2.08,3.25,2.39,0.07,16300000,15100000,1.4e+07,12900000,11900000,10900000,1e+07,9100000,8300000,7500000
"322","m.vaknin","Ngoque Blicri",28,1992,2.77,1.72,0.45,1.04,0.61,0.07,0.32,0.68,1,0.46,16.87,3.91,1,6.5,6.43,3.93,1.12,0.08,0,1,2.11,3.96,1.72,0,12500000,11600000,10700000,9800000,9e+06,8200000,7400000,6800000,6100000,5500000
"323","q.aini","Ngoque Blicri",23,1997,1.94,0.45,0.44,0,0.52,0.04,0.03,0,0,0.04,10.54,3.59,1,6.53,2.94,1.06,1.56,0.45,0.07,1,2.06,2.51,3.55,0.05,13300000,12500000,11600000,10800000,1e+07,9300000,8600000,7900000,7300000,6600000
"324","t.santos","Ngoque Blicri",25,1995,0.72,0,0.01,0,0,0,0.05,0,0,0,12.96,4.27,1,4.31,7.09,1.47,1.34,0.06,0,1.52,0.06,0.06,5.63,0,8400000,7800000,7300000,6700000,6200000,5700000,5300000,4800000,4400000,4e+06
"325","z.khan","Ngoque Blicri",24,1996,0.67,1.69,0,1.76,0,0,0,0.08,0,0.07,13.27,3.25,1,8.33,4.97,0.09,3.35,0,0.04,3.41,1.66,3.37,3.31,0,7800000,7300000,6800000,6300000,5800000,5400000,4900000,4500000,4100000,3800000
"326","z.singini","Ngoque Blicri",29,1991,0.13,0,0,0.1,0.06,0,0.02,0.01,0,0.03,20.01,0.09,0.05,9.99,9.96,0.08,0.05,0,0,0.04,0.09,0.03,0,0,4100000,3800000,3500000,3200000,2900000,2600000,2400000,2200000,2e+06,1800000
"327","p.bauri","Ngoque Blicri",24,1996,3.07,1.94,1.09,1.42,0.67,0.05,1.06,1.01,1,0.04,16.22,4.33,1,7.59,6.76,2.08,2.33,0.38,0.06,2.09,2.75,4.67,1.96,0.06,17800000,16600000,15500000,14400000,13300000,12300000,11300000,10400000,9500000,8700000
"328","d.obeng","Ngoque Blicri",24,1996,2.43,0.33,0.43,0.02,0.03,0.49,0.01,0.79,0,0.79,15.75,4.21,1,2.15,7.44,6.17,0.43,0.45,0,0,1.2,1.62,0.52,0.06,17300000,16100000,1.5e+07,13900000,12900000,11900000,1.1e+07,10100000,9200000,8400000
"329","h.reiter","Ngoque Blicri",25,1995,0.46,2.03,0,0,0.07,1.96,2.05,1.98,1,0.05,26.02,4.02,1,4.02,14.01,7.98,0,0.01,0,0,0.06,2,0,0,8200000,7700000,7100000,6600000,6100000,5600000,5100000,4700000,4300000,3900000
"330","r.akidi","Ngoque Blicri",23,1997,0.29,6.75,3.26,0.02,6.75,0,3.26,3.37,1,0.06,26.62,3.35,1,3.24,10.01,13.25,0.05,0.03,0.07,0.02,3.36,10.04,0,0.01,9400000,8800000,8200000,7700000,7100000,6600000,6100000,5600000,5100000,4700000
"331","x.salihu","Ngoque Blicri",25,1995,2.92,0,0.04,0,0.07,0.05,0,0.38,0,0.27,18.32,3.49,1,1.12,7.97,9.21,0.37,0,0.06,0.3,0,0,1.1,0,19700000,18400000,17100000,15800000,14600000,13400000,12300000,11300000,10300000,9400000
"332","z.abidin","Ngoque Blicri",35,1985,3.05,0.08,0,0,0,0,0.08,0.09,0,0.03,0,0,0,0,0,0,0.01,0.09,0,0,0,0,0.36,0.04,8e+06,7200000,6500000,5900000,5300000,4700000,4200000,3700000,3300000,2900000
"333","a.lombardi","Ngoque Blicri",28,1992,1.78,2.91,1.23,1.79,1.2,0,1.12,4.04,1,3.01,31.13,5.88,1,11.23,14.11,5.83,1.14,0.05,0.09,1.24,1.23,4.04,1.11,0,8400000,7800000,7200000,6600000,6e+06,5500000,5e+06,4500000,4100000,3700000
"334","d.masereka","Ngoque Blicri",26,1994,0.48,0.02,0,0.07,0,0.02,0,0.01,0,0,4.07,0.03,0.02,0.08,4.03,0.03,0.08,0.1,0.01,0.01,0.05,0.08,0,0,7500000,7e+06,6400000,6e+06,5500000,5e+06,4600000,4200000,3800000,3500000
"335","j.brouwer","Ngoque Blicri",27,1993,2.23,0.82,0.4,0.36,0.46,0,0.52,3.05,1,2.7,22.65,3.96,1,7.39,13.44,1.7,1.32,0,0.05,1.24,2.1,3.09,0.41,0.06,10900000,10100000,9300000,8600000,7900000,7200000,6600000,6e+06,5400000,4900000
"336","y.diallo","Ngoque Blicri",19,2001,0.73,3.68,1.34,2.48,1.31,0.07,0.09,2.42,0,2.41,25.02,7.6,1,9.98,9.93,5.07,1.16,0,0.02,1.16,0.07,3.76,0.09,0,11500000,10800000,10200000,9600000,9e+06,8500000,7900000,7400000,6800000,6300000
"337","z.cher","Ngoque Blicri",26,1994,2.98,2.33,1.66,1.09,0.66,0.68,1.04,2.34,1,1.41,25.68,8.09,1,6.36,13.35,5.99,0.36,0.04,0.08,0.27,2.94,5.39,0.93,0,1.7e+07,15800000,14600000,13500000,12400000,11400000,10400000,9500000,8700000,7900000
"338","d.balazs","Nkasland Cronestan",25,1995,0.02,0.03,0.05,0.05,0,0,0,0.1,0,0.04,0.01,0,0,0.05,0.06,0.03,0.04,0,0,0,0,0,0,0,6900000,6500000,6e+06,5600000,5100000,4700000,4300000,4e+06,3600000,3300000
"339","d.shahar","Nkasland Cronestan",24,1996,2.9,2.84,1.4,1.35,1.31,0,0.69,1.37,1,0.71,9.65,3.8,1,5.24,4.56,0,1.99,0.7,0,1.31,2,4.76,4.11,0,17500000,16300000,15200000,14100000,1.3e+07,1.2e+07,11100000,10200000,9300000,8500000
"340","d.shuaibu","Nkasland Cronestan",28,1992,3.08,4.94,2.27,3.42,1.05,0.68,2.61,3.33,1,0.64,20.04,6.38,1,10.97,4.68,4.42,2.27,0.31,0,1.93,1.92,6.97,3.67,0.29,12900000,11900000,10900000,1e+07,9200000,8400000,7600000,6900000,6300000,5700000
"341","e.hamalainen","Nkasland Cronestan",31,1989,0.72,0,0.05,0.1,0,0,0.09,1.16,0,1.16,13.77,2.56,1,2.53,7.41,3.78,1.3,1.21,0,0,2.59,2.51,1.2,0,5500000,5e+06,4600000,4200000,3800000,3400000,3100000,2800000,2500000,2200000
"342","k.twinomujuni","Nkasland Cronestan",22,1999,1.61,2.95,2.3,0.01,1.21,1.7,0.62,1.22,1,0.66,14.67,2.92,1,7.16,5.38,2.25,2.9,0,0.07,2.88,1.77,4.73,1.27,0,12500000,11800000,1.1e+07,10300000,9600000,8900000,8200000,7600000,7e+06,6400000
"343","s.ayuba","Nkasland Cronestan",22,1998,2.67,2.61,2.6,0.31,1.21,1.13,0.77,1.85,1,1.14,20.44,7.36,1,5.26,9.99,5.2,2.31,0,0.01,2.16,1.17,3.66,1.06,0.31,20400000,19100000,17900000,16700000,15600000,14400000,13400000,12300000,11400000,10400000
"344","y.meyer","Nkasland Cronestan",32,1988,2.99,1.23,0.6,1.01,0.34,0,0.36,0.75,1,0.42,8,2.03,1,4.41,3.36,0.36,1.43,0.61,0,0.65,1.29,2.73,7.08,0,9600000,8700000,7900000,7200000,6500000,5900000,5300000,4800000,4300000,3800000
"345","l.friedrich","Nkasland Cronestan",25,1995,0.91,2.2,1.07,0.05,1.07,1.16,2.22,2.29,1,0,31.1,4.38,1,2.13,14.4,14.45,0.05,0,0,0,0.08,2.26,0.08,0,10600000,9900000,9200000,8500000,7900000,7200000,6600000,6100000,5500000,5e+06
"346","i.kyohairwe","Nkasland Cronestan",28,1992,0.39,0.08,0.02,0,0.02,0,0,0.06,0,0,9.96,3.24,1,3.27,0,6.7,0,0.02,0.02,0,0.01,0.09,0.08,0,6400000,5900000,5400000,5e+06,4600000,4200000,3800000,3400000,3100000,2800000
"347","s.ylmaz","Nkasland Cronestan",32,1988,2.93,0.72,0.32,0.04,0.26,0.36,0.34,0.75,1,0.33,13.09,5.24,1,0.36,3.64,8.95,0.99,0,0,1.02,0.42,1.06,0.73,0,11800000,10800000,9800000,8900000,8100000,7300000,6500000,5900000,5300000,4700000
"348","v.yang","Nkasland Cronestan",17,2003,0.65,1.59,1.69,1.67,0,0.08,1.59,1.6,1,0.08,24.93,6.69,1,5,15.03,5.1,4.98,0,0.05,5,1.7,3.28,0,0.01,13900000,13200000,12500000,11900000,11200000,10600000,9900000,9300000,8700000,8100000
"349","y.beh","Nkasland Cronestan",24,1997,1.86,1.76,1.74,0.5,0,1.05,0.55,0.65,1,0.09,20.61,6.61,1,3.37,11.77,5.52,0.58,0.08,0.05,0.54,0.08,1.57,0.61,0,14400000,13400000,12500000,11600000,10700000,9900000,9100000,8400000,7600000,7e+06
"350","j.vasquez","Nkasland Cronestan",30,1990,3,0,0.08,0,0.07,0.03,0.1,0,0,0.05,0.05,0,0,0.01,0,0.07,0,0,0.04,0,0,0.03,0,0,12400000,11400000,10400000,9500000,8700000,7900000,7100000,6400000,5800000,5200000
"351","d.kikuchi","Nkasland Cronestan",21,1999,0.95,1.91,0.95,0.97,1.1,0,0.96,3.01,1,1.97,34.08,5.07,1,10.03,19.98,4.08,2.04,0,0.02,1.97,0.05,1.9,5.02,0,10500000,9900000,9300000,8700000,8100000,7500000,7e+06,6500000,6e+06,5500000
"352","o.kraus","Nkasland Cronestan",30,1990,2.26,1.77,0.97,0.5,0.82,0.44,0.34,2.24,1,1.71,32.96,7.48,1,8.77,16.05,8.28,0.93,0.87,0,0,0.92,2.69,1.33,0.08,9300000,8600000,7800000,7200000,6500000,5900000,5400000,4800000,4300000,3900000
"353","s.greco","Nkasland Cronestan",22,1998,0.18,0,0,0.07,0.09,0.08,0,0.07,0,0,9.91,0.07,0,9.95,0,0,0.05,0.03,0.04,0.02,0.09,0.09,0.02,0.07,6900000,6500000,6100000,5700000,5300000,4900000,4500000,4200000,3800000,3500000
"354","y.almutairi","Nkasland Cronestan",25,1995,0.88,2.26,1.05,2.21,0,0,1.19,2.12,1,1.19,23.38,5.51,1,10.1,5.62,7.69,0.05,0.02,0,0.08,2.14,4.5,1.1,0,8200000,7600000,7100000,6600000,6100000,5600000,5100000,4700000,4300000,3900000
"355","q.liang","Nkasland Cronestan",26,1994,2.91,0.97,0.65,0.6,0.29,0,0.01,0.32,0.09,0.34,17.2,6.29,1,5.21,5.95,6.26,1.29,0.33,0.01,1.11,1.8,2.67,0.77,0,16700000,15500000,14400000,13300000,12200000,11200000,10300000,9400000,8500000,7700000
"356","x.nyombi","Nkasland Cronestan",31,1990,1.56,1.29,0,1.27,0,0,0.01,1.28,0,1.3,14.61,4.73,1,3.28,4.73,6.62,0.68,0.62,0.1,0.06,2.66,3.99,1.25,0,7500000,6800000,6200000,5700000,5100000,4700000,4200000,3800000,3400000,3e+06
"357","a.kamusiime","People's Land of Maneau",30,1990,3.15,1.17,0.97,0,0.39,1.04,0.99,2.74,1,1.94,16.61,3.74,1,5.02,8.08,3.53,1.92,0.32,0,1.63,1.81,3.16,1.34,0.03,12500000,11400000,10500000,9500000,8700000,7900000,7100000,6400000,5800000,5200000
"358","c.muyama","People's Land of Maneau",25,1995,6.42,1.35,0.75,0.32,0.82,0.23,0.85,1.38,1,0.69,11.84,2.98,1,4.29,5.59,1.79,1.33,0.12,0,1.15,1.49,2.86,1.95,0,52400000,48800000,45300000,41900000,38700000,35600000,32700000,29900000,27300000,24900000
"359","k.mirkovi","People's Land of Maneau",27,1993,2.01,0.41,0,0.52,0,0,0.55,0.54,1,0.05,4.3,2.37,1,2.29,1.97,0.02,1.03,0.43,0.03,0.39,3.42,3.86,7.2,0.09,11200000,10300000,9500000,8800000,8100000,7400000,6700000,6100000,5600000,5e+06
"360","m.as","People's Land of Maneau",26,1994,7.57,0.54,0.13,0.25,0.19,0,0.15,0.61,1,0.52,6.03,2.07,1,3.02,2.74,0.24,1.46,1.26,0.07,0.23,1.26,1.75,3.62,0.01,71200000,66100000,61200000,56500000,5.2e+07,47700000,43700000,39900000,36300000,32900000
"361","o.atim","People's Land of Maneau",30,1990,6.69,0.48,0.54,0.4,0,0.21,0.27,0.69,1,0.39,7.81,2.64,1,3.51,3.29,0.87,1.28,0.19,0.01,1.03,2.91,3.3,2.14,0,39200000,35900000,32900000,3e+07,27300000,24800000,22400000,20300000,18200000,16400000
"362","u.wright","People's Land of Maneau",27,1993,5.75,0.42,0.35,0.36,0.09,0,0.26,0.35,1,0.15,4.3,1.59,1,2.79,1.33,0.15,1.03,0.36,0,0.6,1.7,2.2,4.65,0,36600000,33900000,31300000,28800000,26400000,24200000,22100000,20100000,18200000,16500000
"363","v.thompson","People's Land of Maneau",21,1999,1.02,0,0,0.08,0,0.04,0.09,1.07,0,0.99,8.95,3.02,1,5.06,4.01,0,0.94,1.05,1.01,0.02,1.03,1.03,0,0.05,11400000,10700000,10100000,9400000,8800000,8200000,7600000,7e+06,6500000,6e+06
"364","g.dijkstra","People's Land of Maneau",19,2001,2.99,1.26,0.94,0.05,1,0.34,0,0.69,0.01,0.58,19.97,4.35,1,5.7,8.96,5.34,0.35,0.03,0,0.39,1.4,2.69,0.34,0,25400000,24100000,22700000,21400000,20100000,18800000,17500000,16300000,15200000,1.4e+07
"365","l.malinga","People's Land of Maneau",20,2000,1.05,0.81,0,0.08,0.83,0.04,0.85,1.9,1,0.88,29,6.44,1,9,10.02,10.04,0.96,0.09,0.05,0.91,0.87,1.85,0.03,0.03,12700000,1.2e+07,11300000,10600000,9900000,9200000,8600000,8e+06,7400000,6800000
"366","n.ono","People's Land of Maneau",23,1997,0.19,0,0,0.03,0,0,0.02,0,0,0.03,70,10,1,10.01,49.95,10.01,4.91,0,0.06,5.03,0.06,0,5.02,0.03,8200000,7700000,7200000,6700000,6200000,5700000,5300000,4900000,4500000,4100000
"367","t.ichikawa","People's Land of Maneau",23,1997,1.09,2.96,1.01,0.91,0.94,0.96,0.98,2.95,1,2.01,20.93,4.06,1,4.06,12.03,5.03,0,0.08,0,0.05,1.03,3.91,0,0.06,11200000,10500000,9800000,9100000,8500000,7900000,7300000,6700000,6100000,5600000
"368","z.bintizakaria","People's Land of Maneau",27,1993,7.3,0.29,0.1,0.1,0.07,0.07,0.05,0.08,0,0.09,13.53,2.73,1,0.73,6.67,6.06,1.11,0.23,0.05,0.93,0.51,0.77,0.78,0,68400000,63300000,58400000,53800000,49300000,45200000,41200000,37500000,34100000,30800000
"369","j.singini","People's Land of Maneau",20,2000,1.77,0.01,0,0,0.03,0.02,0.09,0.58,0,0.52,23.38,7.14,1,6.21,9.48,7.85,0.51,0.05,0,0.56,0.09,0.01,0.06,0.09,17100000,16100000,15200000,14200000,13300000,12400000,11600000,10700000,9900000,9200000
