"","Player","Nation","Squad","Age","Born","X90s","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"2121","n.nassiri","Janmico","Flying Penguins",22,1997,29.03,2.44,1.45,1.32,0.79,0.44,1.05,1.94,1,0.91,14.91,4.32,1,6.29,5.82,2.66,1.76,0.16,0,1.52,1.29,3.58,3.81,0.02,36300000,3.4e+07,31900000,29700000,27700000,25700000,23800000,2.2e+07,20200000,18500000
"2122","k.moshe","Nancipenuaroe","Flying Penguins",18,2001,0.43,0.09,0,0,0.01,0,0,0,0,0.09,7.91,1.93,1,1.94,4.09,2,7.98,0,0,7.94,0.03,0.02,2.07,0,1.1e+07,10500000,9900000,9400000,8800000,8300000,7700000,7200000,6700000,6200000
"2123","v.caputo","Nganion","Flying Penguins",32,1987,9.7,1.15,0.7,0.7,0.61,0,0.42,1.47,1,1.01,7.95,2.92,1,4.74,2.47,0.68,1.04,0.35,0,0.78,1.06,2.19,7.8,0.2,6100000,5600000,5100000,4600000,4200000,3800000,3400000,3100000,2700000,2400000
"2124","j.ko","Southern Viout Aman","Flying Penguins",28,1991,32.68,1.93,1.01,0.86,0.89,0.12,0.66,0.97,1,0.46,8.5,3.17,1,4.07,3.84,0.58,1.21,0.44,0.04,0.77,1.62,3.63,6.38,0,29800000,27500000,25300000,23200000,21300000,19400000,17700000,1.6e+07,14500000,13100000
"2125","w.iddrisu","Nganion","Flying Penguins",22,1998,6.73,4.25,2.33,2.01,1.56,0.71,0.8,2.01,1,1.01,23.66,6.16,1,7.7,10.76,5.14,2.23,0.31,0,1.91,1.74,5.93,4.83,0,11300000,10600000,9900000,9300000,8600000,8e+06,7400000,6800000,6300000,5800000
"2126","o.balog","Rarita","Flying Penguins",28,1992,6.11,1.69,0.64,1.38,0.47,0,0.62,1.47,1,0.73,11.02,2.85,1,4.44,5.55,1.19,0.59,0.24,0,0.52,1.17,2.95,5.59,0.09,7200000,6700000,6100000,5600000,5100000,4700000,4300000,3900000,3500000,3200000
"2127","e.thembo","Nganion","Flying Penguins",31,1988,22.5,0.57,0.48,0.11,0.22,0.19,0.13,0.46,1,0.27,13.76,3.07,1,0.95,5.8,7.19,0.74,0.11,0,0.54,0.47,1.13,0.67,0.07,16200000,14900000,13600000,12400000,11200000,10100000,9200000,8200000,7400000,6600000
"2128","r.baidoo","Nganion","Flying Penguins",23,1997,0.03,0,0,0,0,0.07,0.03,0,0,0,30.05,0.05,0.06,10,0.03,20.09,0.07,0.01,0.07,0,0,0,0.03,0.04,7200000,6700000,6300000,5900000,5400000,5e+06,4600000,4300000,3900000,3600000
"2129","m.nakyejwe","Varijitri Isles","Flying Penguins",23,1997,14.67,0.76,0.52,0.05,0.46,0.21,0.02,0.71,1,0.71,22.3,5.01,1,1.59,11.53,9.07,1.25,0.04,0,1.24,0.26,0.82,0.85,0.1,20400000,19100000,17800000,16600000,15400000,14300000,13200000,12100000,11100000,10200000
"2130","v.pathan","Coastpa Barleslands","Flying Penguins",18,2002,0.19,5.02,5.04,0.07,4.96,0.03,0.06,0,0,0.01,35.08,19.98,1,0,24.95,9.96,0,0,0.1,0.03,4.97,10.07,0,0,17900000,1.7e+07,16100000,15200000,14300000,13500000,12600000,11800000,10900000,10200000
"2131","t.tushemereirwe","Nganion","Flying Penguins",33,1987,15.34,0.29,0.14,0.07,0.16,0.16,0.07,0.88,1,0.77,16.38,3.37,1,0.94,8.46,7.15,0.73,0.09,0,0.62,0.09,0.48,0.54,0,9300000,8500000,7700000,7e+06,6300000,5700000,5100000,4600000,4100000,3600000
"2132","g.nakasi","Western Niasland","Flying Penguins",21,1999,16.33,1.15,0.64,0.04,0.91,0.21,0.07,1.08,1,1.08,19.56,4.57,1,1.97,10.35,7.35,1.23,0.15,0.03,1.11,0.31,1.52,0.59,0.03,24200000,22800000,21400000,2e+07,18700000,17400000,16200000,14900000,13800000,12700000
"2133","b.brandt","Nganion","Flying Penguins",27,1993,27.98,0.07,0,0.08,0,0,0,0.11,0,0,0.2,0,0,0.14,0.08,0,0.07,0,0.08,0.13,0.09,0,0,0.04,2.7e+07,2.5e+07,2.3e+07,21200000,19500000,17800000,16300000,14800000,13400000,12100000
"2134","v.awio","Nganion","Flying Penguins",26,1993,10.03,0.01,0,0,0,0.01,0,0.09,0,0.04,0,0.09,0,0.02,0.05,0.06,0.02,0,0,0.09,0,0,0,0.03,11300000,10500000,9700000,9e+06,8200000,7600000,6900000,6300000,5800000,5200000
"2135","h.gomo","Janmico","Flying Penguins",24,1995,33.08,2.19,1.76,0.78,1.06,0.26,0.56,2.24,1,1.82,22.73,5.91,1,5.53,13.74,3.5,1.65,0.06,0.06,1.39,1.6,3.9,1.51,0,42200000,39400000,36700000,3.4e+07,31500000,29100000,26800000,24600000,22500000,20500000
"2136","f.eid","Manlisgamncent","Flying Penguins",20,2000,0.17,9.95,9.96,0.08,9.97,0,0,0,0,0,49.94,20.1,1,0,49.99,0.02,10,0.09,0,9.96,0,10.07,0.08,0.04,14500000,13600000,12800000,12100000,11300000,10500000,9800000,9100000,8400000,7800000
"2137","x.marroquin","Nancipenuaroe","Flying Penguins",21,1999,0.75,1.47,0.08,0,1.51,0.03,0.1,1.39,0,1.39,22.92,5.62,1,7.22,11.36,4.22,0,0,0.08,0,1.37,2.88,1.35,0,8700000,8200000,7700000,7200000,6700000,6300000,5800000,5400000,5e+06,4600000
"2138","i.basemera","Nganion","Flying Penguins",22,1998,35.94,2.02,1.25,0.59,1.06,0.16,0.56,1.51,1,0.97,21.58,6.46,1,5.61,10.82,5.26,2.02,0.07,0,1.74,1.48,3.52,1.14,0,57400000,53900000,50400000,47100000,43800000,40700000,37600000,34700000,3.2e+07,29400000
"2139","q.sousa","Reugha","Flying Penguins",29,1991,0.1,4.92,5.07,0,5.03,0,0,0,0,0.02,9.96,0,0.08,0,4.94,5.01,10.03,0,0,9.95,0,5.06,0,0.04,5600000,5100000,4700000,4300000,3900000,3600000,3300000,3e+06,2700000,2400000
"2140","q.naturinda","Rosvi","Flying Penguins",25,1995,30.21,1.8,1.17,0.84,0.76,0.19,0.43,1.67,1,1.28,20.53,5.62,1,4.98,11.88,3.77,1.88,0.29,0.01,1.58,1.75,3.53,2.63,0.11,34400000,3.2e+07,29700000,27500000,25400000,23400000,21400000,19600000,17900000,16300000
"2141","h.chevalier","Central Namemo Laand","Flying Penguins",32,1988,25.74,1.6,1.02,0.73,0.7,0.13,0.9,1.38,1,0.62,12.38,3.73,1,4.54,5.38,2.5,1.66,0.16,0,1.6,0.95,2.65,2.48,0,1.5e+07,13700000,12400000,11300000,10200000,9200000,8300000,7400000,6700000,5900000
"2142","g.nalwoga","Nganion","Flying Penguins",30,1989,15.56,1,0.58,0.32,0.54,0.18,0.53,1.11,1,0.66,7.64,2.3,1,2.25,4.01,1.22,0.73,0.22,0.15,0.46,0.85,1.75,5.93,0.08,10800000,9900000,9100000,8300000,7500000,6800000,6200000,5600000,5e+06,4500000
"2143","r.khonje","Nganion","Flying Penguins",19,2001,0.75,1.23,1.17,1.24,0,0,1.33,2.53,1,1.32,10.01,2.5,1,3.83,2.42,3.75,1.21,0,0,1.27,0.09,1.23,1.27,0.06,10300000,9700000,9200000,8600000,8100000,7600000,7100000,6600000,6100000,5700000
"2144","d.kau","Southslands","Flying Penguins",16,2003,0.65,1.42,1.37,0,1.51,0,0,0,0,0.02,34.29,5.72,1,5.76,24.32,4.35,1.45,0.03,0.06,1.41,1.37,2.84,0,0.01,11900000,11300000,10800000,10200000,9700000,9100000,8600000,8100000,7600000,7100000
"2145","m.braun","Zacia Lygia","Flying Penguins",22,1998,0.36,0,0.05,0,0.01,0,0,6.58,0,6.73,49.91,6.76,1,6.57,43.34,0.09,3.24,0.06,0.05,3.31,3.27,3.29,0,0,8e+06,7500000,7e+06,6600000,6100000,5700000,5300000,4900000,4500000,4100000
"2146","t.mendes","Lylimi","Flying Penguins",19,2001,8.99,0.9,0.5,0.1,0.49,0.28,0.03,1.71,1,1.6,21.76,5.82,1,3.16,9.75,8.79,2.53,0.04,0.01,2.51,1.28,2.25,0.72,0,18300000,17400000,16400000,15400000,14500000,13600000,12700000,11800000,10900000,10100000
"2147","a.murata","Nganion","Flying Penguins",30,1990,4.67,1.09,0.56,0.25,0.79,0.01,0.66,2.98,1,2.33,12.63,2.52,1,3.3,6.08,3.22,1.27,0.02,0,1.31,1.13,2.09,0.43,0,6e+06,5500000,5e+06,4600000,4200000,3800000,3400000,3100000,2800000,2500000
"2148","i.babirye","Nganion","Flying Penguins",22,1998,15.11,1.17,0.58,0.35,0.72,0.15,0.47,1.36,1,0.98,17.19,4.19,1,3.14,10.14,3.79,1.18,0.06,0,1.1,0.52,1.64,0.67,0.06,19600000,18400000,17200000,16100000,14900000,13900000,12800000,11800000,10900000,1e+07
"2149","r.kukk","Greri Landmoslands","Hideous Spiders",35,1985,2.01,2.06,0,1.56,0.43,0,0.44,2.08,1,1.47,10.08,3.43,1,6.49,3.08,0.57,2.1,0.04,0.03,2.05,0.58,2.58,4.97,0,2900000,2600000,2400000,2100000,1900000,1700000,1500000,1400000,1200000,1100000
"2150","g.kiggundu","Ingre","Hideous Spiders",31,1988,34.11,1.41,0.98,1.1,0.31,0.16,0.42,0.9,1,0.38,7.74,2.68,1,4.46,2.7,0.59,1.68,0.55,0.09,1.21,1.12,2.53,5.34,0.03,24500000,22400000,20500000,18600000,16900000,15300000,13800000,12400000,11200000,1e+07
"2151","y.zgambo","Janmico","Hideous Spiders",26,1994,6.62,2.91,1.82,2.17,1,0,1,2.43,1,1.26,14.91,4.6,1,8.75,5.32,0.8,2.34,1.08,0.01,1.18,1.4,4.34,3.8,0.07,7600000,7100000,6600000,6100000,5600000,5100000,4700000,4300000,3900000,3500000
"2152","l.sayed","Ledian","Hideous Spiders",24,1996,6.82,1.13,0.16,0.32,0.82,0,0.42,0.93,1,0.37,7.42,1.78,1,3.3,4.03,0.24,0.56,0.09,0.05,0.51,1.88,3.15,5.01,0.1,10100000,9500000,8800000,8200000,7600000,7e+06,6400000,5900000,5400000,4900000
"2153","e.kovacs","Nganion","Hideous Spiders",26,1993,17.55,1.61,1.02,1.22,0.41,0.05,0.63,1.81,1,1.06,12.98,4.41,1,8.61,3.89,0.42,1.13,0.43,0.07,0.59,0.94,2.64,4.63,0,13600000,12600000,11700000,10800000,9900000,9100000,8300000,7600000,6900000,6300000
"2154","g.kalyango","Nganion","Hideous Spiders",23,1997,21.88,1.3,0.98,0.93,0.25,0.11,0.33,1.03,1,0.52,11.88,4.06,1,5.2,4.74,1.9,1.64,0.27,0,1.38,1.39,2.83,2.03,0,23900000,22400000,20900000,19400000,1.8e+07,16700000,15400000,14200000,1.3e+07,11900000
"2155","k.mahmood","Nganion","Hideous Spiders",29,1991,32.08,1.26,0.85,1.01,0.3,0,0.42,1.37,1,0.94,9.32,3.51,1,5.55,3.03,0.62,1.64,0.81,0,0.86,1.06,2.42,4.23,0,25500000,23500000,21500000,19700000,1.8e+07,16400000,14900000,13400000,12100000,10900000
"2156","l.blanc","Nganion","Hideous Spiders",36,1983,11.81,2.48,1.78,1.6,0.69,0.44,1.33,2.24,1,0.79,11.66,3.77,1,5.67,4.41,1.62,2.09,0.25,0,1.77,0.8,3.34,2.33,0.04,4700000,4200000,3800000,3400000,3e+06,2700000,2400000,2100000,1900000,1700000
"2157","n.jorgensen","Nganion","Hideous Spiders",25,1994,34.12,3.27,2.23,1.69,1.35,0.09,1.16,2.52,1,1.27,16.3,5.39,1,7.44,7.18,1.8,2.07,0.05,0,1.89,0.81,4.1,1.62,0,37800000,35200000,32700000,30200000,27900000,25700000,23600000,21600000,19700000,17900000
"2158","k.quarshie","Nganion","Hideous Spiders",23,1997,32.07,0.55,0.2,0.22,0.19,0.25,0.05,0.42,1,0.22,13.58,3.08,1,1.13,5.78,6.64,0.78,0.06,0.1,0.58,0.32,0.72,0.74,0,48900000,45800000,42700000,39800000,36900000,34200000,31500000,2.9e+07,26600000,24400000
"2159","w.dufour","Nganion","Hideous Spiders",21,1999,0.43,0,0,0.04,0.07,0,0,0,0,0.04,29.91,4.08,1,10.1,12.05,7.9,2.07,0.01,0.08,2.06,0,0,1.97,0,7800000,7400000,6900000,6500000,6e+06,5600000,5200000,4800000,4500000,4100000
"2160","i.mukisa","Lylimi","Hideous Spiders",34,1986,12.49,0.55,0.4,0.45,0.1,0,0,0.32,0.07,0.37,16.62,5.08,1,1.32,8.02,7.18,0.61,0.24,0,0.55,0.29,0.96,0.3,0,7500000,6800000,6100000,5500000,5e+06,4500000,4e+06,3600000,3200000,2800000
"2161","a.negri","Nganion","Hideous Spiders",22,1998,9.6,1.66,1.31,1.05,0.09,0.64,0.39,1.33,1,0.85,15,3.3,1,4.52,7.07,3.31,1.23,0.08,0,1.25,0.79,2.44,0.47,0,13600000,12800000,1.2e+07,11200000,10400000,9700000,8900000,8200000,7600000,7e+06
"2162","d.ghasemi","Nganion","Hideous Spiders",26,1994,1.32,1.57,0.73,0.69,0.05,0.84,0,2.31,0.08,2.34,13.73,4.57,1,4.57,5.41,3.95,1.53,0,0,1.49,2.26,3.87,2.34,0.86,6900000,6400000,5900000,5500000,5e+06,4600000,4200000,3900000,3500000,3200000
"2163","g.musoke","Nganion","Hideous Spiders",22,1997,10.28,2.76,1.8,0.79,1.56,0.47,1.15,3.29,1,2.16,17.91,5.04,1,5.47,8.88,3.72,0.9,0,0,1.06,1.21,3.94,0.84,0,14200000,13300000,12500000,11600000,10800000,10100000,9300000,8600000,7900000,7300000
"2164","v.sserugo","Nganion","Hideous Spiders",25,1995,14.25,1.53,0.69,0.38,0.82,0.37,0.22,0.83,1,0.44,16.52,4.05,1,2.47,8.06,6.13,0.86,0.06,0.06,0.87,1.09,2.45,0.18,0,16100000,1.5e+07,13900000,12900000,11900000,10900000,1e+07,9200000,8400000,7600000
"2165","f.degroot","Nganion","Hideous Spiders",22,1998,22.09,0.07,0.09,0.1,0,0,0,0.05,0.09,0.18,0.27,0.16,1,0.17,0.02,0.07,0.03,0,0,0,0.05,0.07,0.03,0.03,27900000,26200000,24500000,22900000,21300000,19800000,18300000,16900000,15600000,14300000
"2166","j.martin","Nganion","Hideous Spiders",33,1986,16.05,0,0.04,0,0,0.01,0.03,0,0,0,0,0.08,0,0,0.03,0.1,0.04,0,0,0.09,0.05,0.03,0.03,0.1,8700000,7900000,7200000,6500000,5900000,5300000,4700000,4200000,3800000,3400000
"2167","i.akulu","Central Diasongo","Hideous Spiders",22,1998,8.78,1.93,1.25,0.54,1.23,0.17,0.48,1.61,1,1.05,13.49,4.43,1,5.12,7.55,0.8,0.87,0.35,0,0.56,0.93,3.02,1.33,0,12700000,11900000,11200000,10400000,9700000,9e+06,8300000,7700000,7100000,6500000
"2168","j.sulji","Nganion","Hideous Spiders",32,1988,22.71,1.83,0.99,0.72,1.2,0,0.56,1.89,1,1.32,16.83,4.8,1,6.72,9.18,1.08,1.7,0.25,0,1.61,0.71,2.54,2.02,0.02,11900000,10800000,9900000,8900000,8100000,7300000,6600000,5900000,5300000,4700000
"2169","l.rusere","Nganion","Hideous Spiders",35,1984,24.28,1.05,0.63,0.62,0.26,0.12,0.36,1.83,1,1.45,15.41,3.91,1,4.85,7.44,3.09,1.32,0.17,0.05,1.2,0.77,1.81,0.87,0,10400000,9400000,8500000,7700000,6900000,6200000,5500000,4900000,4300000,3800000
"2170","m.mudimba","Nganion","Hideous Spiders",23,1997,22.95,2.46,1.63,0.98,1.15,0.23,1.08,2.96,1,1.91,23.47,5.7,1,7.65,12.13,3.57,1.59,0.45,0.03,1.16,0.78,3.35,1.04,0.08,24400000,22800000,21300000,19800000,18400000,1.7e+07,15700000,14500000,13300000,12200000
"2171","d.ayesiga","Nganion","Hideous Spiders",29,1991,3.13,1.51,0.97,0.92,0.57,0.07,0,3.14,0.05,3.11,30.6,7.21,1,5.34,16.52,8.79,2.23,0,0,2.21,0.84,2.46,0.68,0,6500000,6e+06,5500000,5e+06,4600000,4200000,3800000,3400000,3100000,2800000
"2172","e.salem","Nganion","Hideous Spiders",19,2000,8.71,3.2,1.91,1.42,1.3,0.31,1.31,2.65,1,1.45,18.43,5.66,1,6.68,7.76,4.07,1.76,0.07,0.01,1.74,1.99,5.29,0.55,0.1,15100000,14300000,13500000,12700000,11900000,11200000,10400000,9700000,9e+06,8300000
"2173","l.sanz","Nganion","Hideous Spiders",32,1988,28.14,0.99,0.6,0.49,0.36,0.3,0.21,1.57,1,1.4,17.41,3.76,1,4.37,8.65,4.43,1.51,0.04,0.07,1.62,0.59,1.61,0.35,0,17500000,1.6e+07,14500000,13200000,11900000,10800000,9700000,8700000,7800000,6900000
"2174","q.nagadya","Nganion","Hideous Spiders",29,1990,12.49,1.26,0.8,0.38,0.56,0.23,0.2,0.93,1,0.57,9.29,3.84,1,2.7,4.81,1.77,1.13,0.08,0.08,1.12,0.86,2.09,0.51,0,10200000,9400000,8600000,7900000,7200000,6500000,5900000,5400000,4800000,4400000
"2175","j.bernard","Republic of Denand Landsa","Hideous Spiders",22,1998,1.67,3.69,3.69,1.91,1.15,0.72,0.06,1.97,0.08,1.95,13.89,4.95,1,9.91,3.13,0.58,0.6,0.06,0.06,0.68,0.09,3.82,0.58,0,7400000,7e+06,6500000,6100000,5700000,5300000,4900000,4500000,4100000,3800000
"2176","o.okamoto","Dosqaly","Horrible Bison",23,1996,30.52,1.23,0.77,0.88,0.38,0.09,0.38,0.68,1,0.36,8.28,2.48,1,4.87,3.02,0.28,1.46,0.68,0.07,0.59,1.2,2.52,5.75,0.13,36400000,34100000,31800000,29600000,27500000,25400000,23500000,21600000,19800000,18200000
"2177","c.nakitto","Nganion","Horrible Bison",34,1986,23.09,1.29,0.94,0.74,0.66,0.09,0.34,1,1,0.49,9.99,3.81,1,4.16,3.74,2.02,1.39,0.13,0.02,1.23,1.37,2.71,2.96,0,10900000,9900000,9e+06,8100000,7300000,6500000,5800000,5200000,4600000,4100000
"2178","d.hara","Nganion","Horrible Bison",26,1994,20.81,1.41,0.74,0.91,0.36,0.07,0.75,1.16,1,0.55,7.32,2.46,1,3.96,3.07,0.36,0.93,0.16,0.01,0.56,0.45,1.9,5.99,0.01,18300000,1.7e+07,15700000,14500000,13300000,12300000,11200000,10200000,9300000,8500000
"2179","g.leone","Nganion","Horrible Bison",23,1997,21.74,1.34,0.89,0.84,0.52,0,0.59,0.91,1,0.36,8.4,2.67,1,4.31,3.54,0.54,1.55,0.77,0,0.93,1.1,2.58,4.35,0.06,23500000,2.2e+07,20500000,19100000,17700000,16400000,15100000,13900000,12800000,11700000
"2180","h.lo","Nganion","Horrible Bison",26,1993,0.92,1.03,0.09,0.99,0.09,0,0.03,1,0,0.99,6.95,2.02,1,5.07,1.02,1.05,1.07,0.96,1,0.03,0,0.93,10.99,0,6100000,5700000,5300000,4900000,4500000,4100000,3800000,3400000,3100000,2800000
"2181","i.tng","Nganion","Horrible Bison",23,1996,26.49,2.7,1.37,1.48,0.97,0.21,1.04,2.98,1,1.92,13.42,4.28,1,5.68,5.01,2.82,1.3,0.1,0,1.1,0.97,3.69,1.98,0,30400000,28500000,26600000,24700000,2.3e+07,21300000,19600000,18100000,16600000,15200000
"2182","l.adikini","Nganion","Horrible Bison",28,1992,7.19,2.31,1.2,1.03,0.93,0.06,0.96,2.92,1,1.95,13.58,3.42,1,4.43,6.67,2.42,1.23,0.35,0,0.89,0.8,3.14,3.9,0,7800000,7200000,6700000,6100000,5600000,5100000,4600000,4200000,3800000,3400000
"2183","p.halvorsen","Nganion","Horrible Bison",19,2001,0.36,0.09,0.03,0.02,0.05,0,0,0.04,0,0.01,7.49,0.01,0,4.96,2.58,0,0,0.03,0.09,0,2.48,2.46,0,0.05,8900000,8400000,7900000,7400000,7e+06,6500000,6100000,5700000,5300000,4900000
"2184","r.orlando","Nganion","Horrible Bison",22,1997,13.32,1.74,1.06,1.03,0.51,0.39,0.72,1.55,1,0.81,11.85,3.64,1,5.5,4.53,1.85,1.54,0.17,0,1.43,0.55,2.37,3.21,0.03,15900000,14900000,1.4e+07,1.3e+07,12100000,11300000,10400000,9600000,8800000,8100000
"2185","x.smith","Nganion","Horrible Bison",22,1998,0.38,0,0,0,0,0.05,0,3.4,0,3.36,20.09,6.59,1,3.32,9.93,6.7,0.04,0,0.03,0.08,0,0.06,0.02,0.06,9600000,9e+06,8500000,7900000,7400000,6800000,6300000,5800000,5400000,4900000
"2186","w.kobusingye","Dosqaly","Horrible Bison",21,1999,6.86,1.68,0.65,1,0.67,0.22,0.58,1.1,1,0.53,10.39,3.77,1,4.85,5.03,0.23,1.53,0.3,0,1.22,0.94,2.66,4.71,0.02,12100000,11400000,10700000,1e+07,9300000,8700000,8e+06,7500000,6900000,6300000
"2187","z.knezevi","Lefghau","Horrible Bison",28,1991,7.64,0.53,0.46,0.09,0.57,0,0.28,0.43,1,0.36,12.9,4.64,1,0.47,4.83,7.78,0.56,0.15,0,0.55,0.1,0.72,0.74,0.09,1e+07,9200000,8500000,7800000,7100000,6500000,5900000,5400000,4900000,4400000
"2188","o.zen","Xikong","Horrible Bison",20,1999,26.08,0.56,0.33,0.02,0.26,0.39,0.13,0.4,1,0.24,11.23,3.07,1,0.36,3.26,7.46,0.59,0.08,0.07,0.5,0.17,0.83,0.2,0,44200000,41800000,39300000,36900000,34500000,32200000,3e+07,27900000,25800000,23800000
"2189","b.male","Nganion","Horrible Bison",23,1997,26.8,1.1,0.61,0.43,0.45,0.28,0.38,1.53,1,1.14,14.52,4.09,1,2.51,7.03,5.02,1.39,0.15,0,1.09,0.72,1.71,0.43,0,35300000,3.3e+07,30800000,28700000,26600000,24700000,22800000,20900000,19200000,17600000
"2190","g.twebaze","Nganion","Horrible Bison",25,1995,6.02,0.78,0.24,0.26,0.08,0.38,0.29,1.21,1,0.86,8.86,1.76,1,2.82,3.28,2.79,1.25,0.19,0.09,1.05,1.32,2.09,1.25,0,9500000,8800000,8200000,7600000,7e+06,6400000,5900000,5400000,4900000,4500000
"2191","o.rodrigues","Nganion","Horrible Bison",28,1992,24.39,0.69,0.48,0.27,0.25,0.07,0.11,1.27,1,1.19,15.93,3.96,1,2.66,6.72,6.63,0.93,0.17,0,0.85,0.52,1.27,0.16,0,21900000,20200000,18600000,17100000,15600000,14300000,1.3e+07,11800000,10700000,9600000
"2192","t.ong","Nganion","Horrible Bison",25,1995,4.18,1.41,1.18,0,0.98,0.48,0.05,1.14,0,1.32,20.29,5.1,1,0.9,10.5,8.76,1.19,0.57,0,0.77,0.44,1.97,1.02,0,10500000,9700000,9e+06,8400000,7700000,7100000,6500000,6e+06,5500000,5e+06
"2193","z.nakiwala","Rarita","Horrible Bison",24,1996,4.36,0.52,0.21,0.06,0.52,0.06,0.14,1.72,1,1.34,25.84,5.86,1,2.93,14.29,8.53,1.95,0.49,0.06,1.43,0.67,1.2,1.41,0,10700000,1e+07,9300000,8600000,8e+06,7400000,6800000,6200000,5700000,5200000
"2194","g.nalukwago","Southern Ristan","Horrible Bison",25,1995,11.29,0.98,0.52,0.26,0.78,0.16,0.16,0.54,1,0.51,9.53,2.68,1,1.04,5.56,3.07,0.88,0.16,0.06,0.71,0.41,1.45,0.52,0.1,13600000,12700000,11800000,10900000,1e+07,9200000,8500000,7800000,7100000,6400000
"2195","i.ajiko","Nganion","Horrible Bison",25,1995,37.96,0.07,0.08,0,0.07,0.08,0,0.12,0.07,0,0.13,0.1,0.07,0.14,0,0.07,0.03,0,0.09,0,0,0.08,0.05,0.02,53100000,49400000,45800000,42400000,39200000,36100000,33100000,30300000,27600000,25200000
"2196","a.johannessen","Nganion","Horrible Bison",30,1990,3.73,1.15,0.87,0.21,0.85,0.05,0.25,1.1,1,0.76,10.06,3.86,1,2.1,4.85,3.04,1.61,0.21,0,1.4,1.3,2.47,2.36,0,6100000,5600000,5100000,4700000,4300000,3900000,3500000,3200000,2800000,2500000
"2197","d.mulumba","Nganion","Horrible Bison",23,1997,23.13,1.89,1.3,0.92,0.93,0.12,0.58,1.84,1,1.16,16.8,4.63,1,5.38,9.37,2.24,1.37,0.28,0.07,1.22,1.01,2.94,2.06,0.01,25700000,24100000,22500000,20900000,19400000,1.8e+07,16600000,15300000,1.4e+07,12800000
"2198","e.zen","Nganion","Horrible Bison",25,1995,9.28,2.16,1.37,0.58,1.1,0.36,0.47,1.81,1,1.36,17.3,4.67,1,3.1,10.26,3.72,1.13,0.16,0.07,1.03,0.9,3,0.9,0.08,11900000,11100000,10300000,9500000,8800000,8100000,7400000,6800000,6200000,5600000
"2199","e.zoabi","Nganion","Horrible Bison",34,1986,15.48,1.21,0.96,0.11,0.9,0.1,0.14,0.96,1,0.75,14.11,4.31,1,1.65,7.72,4.55,1.27,0,0,1.25,1.18,2.38,0.35,0,8300000,7500000,6800000,6100000,5500000,4900000,4400000,4e+06,3500000,3100000
"2200","j.bintihashim","Nganion","Horrible Bison",19,2001,0.46,0.09,0,0.02,0,0.06,0.06,1.93,0.03,1.99,20.03,5.94,1,0.07,17.96,2.1,1.96,2.01,0.07,0.02,0,0.05,2.01,0,12100000,11500000,10800000,10200000,9600000,8900000,8300000,7800000,7200000,6700000
"2201","k.kabonesa","Nganion","Horrible Bison",21,1999,20.96,1.54,0.92,0.67,0.68,0.29,0.49,1.47,1,0.89,15.02,3.79,1,5.46,8.03,1.58,1.58,0.47,0,1.02,1.58,3.18,2.65,0,25300000,23800000,22400000,20900000,19500000,18200000,16900000,15600000,14400000,13300000
"2202","k.mugala","Nganion","Horrible Bison",18,2002,0.39,5.09,5.07,2.47,2.54,0.05,2.46,5.03,1,2.58,47.4,17.54,1,12.55,17.58,17.49,2.45,0.1,0.08,2.42,0.08,4.92,0,0.05,12100000,11500000,10900000,10300000,9700000,9100000,8500000,8e+06,7400000,6900000
"2203","o.szilagyi","Nganion","Horrible Bison",24,1996,23.95,2.34,1.45,0.7,1.39,0.51,0.67,2.27,1,1.63,18.97,6.42,1,4.46,10.19,4.3,1.96,0.43,0.01,1.7,1.26,3.86,1.22,0,27500000,25700000,23900000,22200000,20500000,1.9e+07,17400000,1.6e+07,14700000,13400000
"2204","s.gutierrez","Nganion","Horrible Bison",20,2000,5.63,0.64,0.45,0.36,0.16,0.13,0.24,1.57,1,1.44,15.17,3.43,1,3.63,8.76,2.82,0.83,0,0,0.96,0.58,1.23,0.65,0,12800000,12100000,11400000,10700000,1e+07,9300000,8700000,8e+06,7400000,6900000
"2205","u.nyakaisiki","Nganion","Horrible Bison",18,2001,14.55,2.3,1.29,0.65,0.81,0.77,0.56,2.28,1,1.6,23.75,6.62,1,5.68,10.77,7.47,2,0.07,0.07,1.96,0.75,3.04,0.62,0,23700000,22500000,21300000,20100000,1.9e+07,17800000,16700000,15600000,14500000,13400000
"2206","a.lalam","Greri Landmoslands","Mad Bees",26,1994,25.78,1.51,0.98,1.22,0.24,0.13,0.46,1.11,1,0.61,7.93,2.54,1,4.55,2.6,0.73,1.54,0.63,0,0.9,1.4,2.86,5.48,0.1,23400000,21800000,20100000,18600000,17100000,15700000,14400000,13100000,11900000,10800000
