"","Player","Nation","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Performance.PK","Performance.PKatt","Standard.FK","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"332","a.lombardi","Ngoque Blicri",28,1992,1.69,0,1.26,0,0,1.21,0,0.02,0,23.08,0.07,0.04,0,0.14,0.14,0,-0.14,-0.09,8800000,7600000,6400000,5400000,4400000,3500000,2800000,2200000,1600000,1200000
"333","d.masereka","Ngoque Blicri",26,1994,0.4,0,5.99,0.05,0,5.95,0.03,0.08,0,22.06,0,0,0,0.3,0.2,0,-0.28,-0.22,12900000,11500000,10100000,8700000,7400000,6200000,5e+06,4e+06,3200000,2500000
"334","j.brouwer","Ngoque Blicri",27,1993,2.21,0.5,0.92,0.52,1,0.89,0.47,0.55,0.93,21.17,0,0,0,0,0,0,0.44,0.42,14200000,12500000,10800000,9100000,7600000,6200000,5e+06,3900000,3e+06,2300000
"335","y.diallo","Ngoque Blicri",19,2001,0.73,0.01,0.07,0.05,0,0.02,0.05,0,0,0,0.08,0.08,0.03,0.05,0.03,0,-0.02,0.03,1.3e+07,13100000,13100000,12800000,12300000,11600000,10700000,9800000,8700000,7700000
"336","z.cher","Ngoque Blicri",26,1994,3.08,0,2.43,0.26,1,2.34,0.32,0.1,0.07,15.53,0,0.04,0,0.26,0.15,0.07,-0.15,-0.31,19200000,17100000,15100000,1.3e+07,1.1e+07,9200000,7500000,6e+06,4700000,3700000
"337","d.balazs","Nkasland Cronestan",25,1995,0.18,0.1,0.02,0.05,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0.02,0.09,8800000,8e+06,7100000,6300000,5400000,4600000,3800000,3100000,2500000,2e+06
"338","d.shahar","Nkasland Cronestan",24,1996,2.95,0.08,0.66,0.34,1,0.6,0.36,0.09,0,15.6,0.07,0.02,0,0.12,0.05,0.01,-0.07,-0.11,19300000,17900000,16300000,14600000,12800000,11100000,9400000,7800000,6400000,5100000
"339","d.shuaibu","Nkasland Cronestan",28,1992,3.08,0,0.74,0.27,1,0.69,0.24,0.04,0.02,23.16,0,0.01,0.02,0,0,0.1,0.04,-0.03,16400000,14100000,1.2e+07,1e+07,8100000,6500000,5200000,4e+06,3e+06,2300000
"340","e.hamalainen","Nkasland Cronestan",31,1989,0.71,0.02,1.31,0.02,0.07,1.29,0,0,0,14.92,0.08,0.06,0,0.09,0.15,0.18,-0.18,-0.19,5600000,4600000,3700000,2900000,2300000,1700000,1300000,9e+05,7e+05,5e+05
"341","k.twinomujuni","Nkasland Cronestan",22,1999,1.79,0,0.67,0,0.1,0.57,0,0.1,0,21.66,0,0,0,0,0,0,-0.04,0.02,14900000,14300000,13500000,12500000,11400000,10200000,9e+06,7700000,6500000,5400000
"342","s.ayuba","Nkasland Cronestan",22,1998,2.71,0.02,0,0.1,0,0,0.06,0,0,0,0,0,0,0,0,0,-0.03,-0.02,21400000,20500000,19400000,1.8e+07,16300000,14600000,12800000,11100000,9400000,7800000
"343","y.meyer","Nkasland Cronestan",32,1988,2.98,0.02,0.24,0,0,0.43,0,0,0,6.97,0.04,0.06,0.03,0,0.12,0.07,-0.09,-0.12,7100000,5700000,4500000,3500000,2700000,2e+06,1500000,1100000,7e+05,5e+05
"344","l.friedrich","Nkasland Cronestan",25,1995,0.83,0,0.05,0,0,0.03,0,0,0,0,0.05,0.03,0,0,0,0,-0.04,-0.01,10500000,9500000,8500000,7500000,6500000,5500000,4600000,3700000,3e+06,2400000
"345","i.kyohairwe","Nkasland Cronestan",28,1992,0.26,0,3.25,0,0,3.09,0.09,0,0,4.94,0.07,0.01,0.08,0.24,0.38,0,-0.34,-0.33,6300000,5400000,4600000,3800000,3100000,2500000,2e+06,1500000,1200000,9e+05
"346","s.ylmaz","Nkasland Cronestan",32,1988,3.06,0.97,4.09,1.26,1,3.96,1.26,0.19,0.75,14.12,0.01,0,0.38,0.64,0.67,0.12,0.37,0.38,15500000,12500000,9800000,7600000,5800000,4300000,3200000,2300000,1600000,1100000
"347","v.yang","Nkasland Cronestan",17,2003,0.52,0.02,0.06,0.06,0,0,0.05,0,0,0,0,0,0,0.07,0.07,0,-0.05,0.03,9400000,9900000,10200000,10300000,10300000,1e+07,9600000,9100000,8400000,7700000
"348","y.beh","Nkasland Cronestan",24,1997,1.76,0.05,2.71,0.61,1,2.79,0.6,0.1,0,13.76,0,0,0.02,0.24,0.2,0.01,-0.1,-0.18,14800000,13800000,12500000,11200000,9800000,8500000,7200000,6e+06,4900000,3900000
"349","j.vasquez","Nkasland Cronestan",30,1990,3.09,0.09,0.01,0.06,0,0,0.08,0,0,0,0.05,0,0,0.1,0.06,0,-0.03,-0.06,10300000,8600000,7e+06,5600000,4400000,3400000,2600000,2e+06,1400000,1e+06
"350","d.kikuchi","Nkasland Cronestan",21,1999,1.02,0,0,0,0,0,0,0,0,0,0,0.06,0,0.01,0.05,0,0.07,0.03,12100000,11900000,11400000,10800000,1e+07,9100000,8100000,7100000,6200000,5200000
"351","o.kraus","Nkasland Cronestan",30,1990,2.23,0,0.42,0,0,0.46,0.02,0,0,28.29,0,0.01,0,0.01,0,0.06,-0.05,-0.05,8300000,6900000,5600000,4500000,3600000,2800000,2100000,1600000,1200000,8e+05
"352","s.greco","Nkasland Cronestan",22,1998,0.16,0,10,0,0,6.92,0.02,0,0,18.47,0.08,0.08,0.08,0,0,0,0,0.09,50800000,48800000,4.6e+07,42700000,38800000,34700000,30500000,26300000,22300000,18600000
"353","y.almutairi","Nkasland Cronestan",25,1995,0.89,1.2,3.3,2.14,1,3.41,2.21,0.34,0.53,14.02,0.06,0,0,0.5,0.55,0.11,0.56,0.5,17600000,1.6e+07,14300000,12600000,10900000,9200000,7700000,6300000,5e+06,4e+06
"354","q.liang","Nkasland Cronestan",26,1994,2.86,0.09,2.37,0.62,1,2.32,0.68,0.04,0.01,23.29,0.07,0.05,0,0.19,0.04,0.01,-0.01,-0.16,22100000,19800000,17400000,1.5e+07,12700000,10600000,8600000,6900000,5500000,4200000
"355","x.nyombi","Nkasland Cronestan",31,1990,1.52,0.03,2.76,0.62,1,2.7,0.68,0,0.06,26.91,0.03,0.09,0,0.01,0.12,0.12,-0.14,-0.07,8400000,6900000,5500000,4400000,3400000,2600000,1900000,1400000,1e+06,7e+05
"356","a.kamusiime","People's Land of Maneau",30,1990,3.22,0.01,0.38,0.04,0.04,0.37,0,0.08,0,22.61,0.04,0.1,0.24,0.01,0,0.04,-0.13,-0.02,13900000,11500000,9400000,7600000,6e+06,4600000,3500000,2600000,1900000,1400000
"357","c.muyama","People's Land of Maneau",25,1995,6.47,0.24,0.55,0.08,1,0.5,0.23,0.39,0.93,15.97,0.03,0.09,0.05,0.01,0.02,0.16,0.16,0.21,91100000,82900000,74100000,65100000,56200000,47600000,39600000,32400000,2.6e+07,20500000
"358","k.mirkovi","People's Land of Maneau",27,1993,2.1,0,0.08,0,0,0.09,0,0,0,0,0.02,0.08,0.1,0.08,0,0,0,-0.08,13200000,11600000,1e+07,8400000,7e+06,5800000,4600000,3600000,2800000,2200000
"359","m.as","People's Land of Maneau",26,1994,7.4,0.08,0.75,0.01,0.05,0.57,0.09,0,0,8.44,0,0,0.08,0.13,0.04,0.12,0.01,0,103100000,92200000,8.1e+07,69900000,59200000,49300000,40300000,32400000,25500000,19800000
"360","o.atim","People's Land of Maneau",30,1990,6.78,0,0.05,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0.06,0.08,35200000,29300000,2.4e+07,19200000,15200000,11800000,9e+06,6700000,4900000,3600000
"361","u.wright","People's Land of Maneau",27,1993,5.73,0.23,1.38,0.74,1,1.43,0.77,0.15,0.26,8.75,0,0.02,0,0.08,0,0.14,0.06,0.13,65500000,57500000,49600000,4.2e+07,3.5e+07,28600000,2.3e+07,18100000,14100000,10700000
"362","v.thompson","People's Land of Maneau",21,1999,1.04,0.04,1,0,0.09,0.97,0,0.05,0,18.32,0,0.1,0.09,0.01,0.13,0.12,-0.04,-0.07,1.5e+07,14700000,14100000,13300000,12300000,11200000,1e+07,8800000,7600000,6400000
"363","g.dijkstra","People's Land of Maneau",19,2001,2.92,0,0,0.05,0,0,0.04,0,0,0,0.07,0.05,0,0.07,0,0,-0.08,0.04,25800000,26200000,2.6e+07,25500000,24500000,23100000,21400000,19500000,17400000,15300000
"364","l.malinga","People's Land of Maneau",20,2000,1.13,0.01,0,0.04,0,0,0.01,0,0,0,0.1,0.07,0.05,0.01,0,0,0.02,-0.03,15400000,15300000,1.5e+07,14400000,13600000,12600000,11500000,10300000,9e+06,7800000
"365","n.ono","People's Land of Maneau",23,1997,0.23,0,0,0,0,0,0,0,0,0,0.05,0.04,0.06,0.08,0,0,0,-0.05,10200000,9600000,8900000,8100000,7200000,6400000,5500000,4600000,3900000,3200000
"366","t.ichikawa","People's Land of Maneau",23,1997,0.94,0,0.04,0.09,0,0,0.04,0,0,0,0,0,0.06,0,0,0,0.1,0.02,12600000,11900000,1.1e+07,1e+07,9e+06,7900000,6800000,5800000,4800000,3900000
"367","z.bintizakaria","People's Land of Maneau",27,1993,7.24,0.54,2.1,0.96,1,2.08,0.91,0.31,0.66,13.82,0,0.11,0.03,0.54,0.23,0.05,0.07,0.17,79800000,70100000,60500000,51200000,42700000,34900000,2.8e+07,22100000,17100000,1.3e+07
"368","j.singini","People's Land of Maneau",20,2000,1.72,0.05,1.21,0.01,0.01,1.21,0,0,0,13.56,0,0,0,0.1,0.21,0.08,-0.1,-0.09,15800000,15800000,15400000,14800000,1.4e+07,1.3e+07,11800000,10500000,9300000,8e+06
"369","k.namuwaya","People's Land of Maneau",25,1995,2.06,0,1.05,0.51,1,0.93,0.45,0,0.01,17.77,0,0,0,0.05,0.13,0.11,-0.07,0.04,16700000,15200000,13600000,1.2e+07,10300000,8800000,7300000,6e+06,4800000,3800000
"370","t.aguti","People's Land of Maneau",26,1994,7.11,0.35,2.02,1.08,1,1.96,1.2,0.27,0.41,14.27,0,0.07,0.13,0.41,0.37,0.2,0.07,0.14,103200000,92300000,81100000,7e+07,59300000,49400000,40400000,32400000,25600000,19800000
"371","x.neri","People's Land of Maneau",26,1994,7.64,0,0,0,0,0,0.04,0,0,0,0.07,0.07,0.01,0.08,0,0,-0.03,-0.08,83800000,74900000,65800000,56800000,48100000,4e+07,32800000,26300000,20800000,16100000
"372","a.ono","People's Land of Maneau",17,2003,0.65,0.01,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,-0.02,0.09,10700000,11300000,11600000,11800000,11700000,11500000,1.1e+07,10400000,9600000,8800000
"373","c.saad","People's Land of Maneau",25,1995,7.35,0.04,0.45,0.19,1,0.64,0.16,0.05,0.06,23.79,0,0.07,0,0,0.11,0.05,-0.05,-0.05,65500000,59600000,53300000,46800000,40400000,34200000,28500000,23300000,18700000,14800000
"374","h.twongirwe","People's Land of Maneau",30,1990,1.74,0.51,0.65,0.61,1,0.54,0.58,1.07,0.96,4.91,0,0,0.06,0.2,0.09,0.24,0.32,0.44,9e+06,7500000,6100000,4900000,3900000,3e+06,2300000,1700000,1300000,9e+05
"375","i.iddrisu","People's Land of Maneau",22,1999,5.92,0,0.14,0.21,1,0.13,0.23,0,0,22.4,0,0.06,0.04,0.06,0,0.04,0.1,-0.08,55300000,53100000,50100000,46400000,42300000,37800000,33200000,28700000,24300000,20200000
"376","o.nampeera","People's Land of Maneau",22,1999,5.19,0.06,1.45,0.35,1,1.41,0.39,0.01,0.02,17.61,0.05,0,0.15,0.12,0.01,0,-0.04,-0.11,60700000,58300000,5.5e+07,5.1e+07,46400000,41500000,36500000,31500000,26700000,22200000
"377","h.arthur","Quewenia",24,1996,5.61,0,0.49,0,0,0.56,0.07,0,0,8.48,0.02,0,0.09,0.06,0,0.18,0.04,-0.1,77700000,7.2e+07,65600000,58600000,51500000,44400000,37700000,31300000,25600000,20600000
"378","k.oloya","Quewenia",29,1992,0.18,0,0,0,0,0.03,0,0,0,0,0.02,0,0.02,0,0,0,-0.03,-0.06,5e+06,4200000,3500000,2900000,2300000,1800000,1400000,1100000,8e+05,6e+05
"379","l.kule","Quewenia",27,1993,3.37,0.07,0.28,0.04,0,0.4,0,0.04,0,7.28,0,0.03,0,0.09,0,0.11,-0.06,-0.09,21200000,18600000,1.6e+07,13600000,11300000,9300000,7400000,5900000,4500000,3500000
"380","q.yadav","Quewenia",25,1995,5.71,0.08,0.82,0,0.02,0.84,0.06,0,0,13.03,0,0.09,0,0,0.14,0.15,-0.13,-0.09,54900000,5e+07,44700000,39200000,33900000,28700000,23900000,19500000,15700000,12400000
"381","t.candia","Quewenia",28,1992,5.39,0,0.3,0,0.01,0.47,0.05,0,0,39.04,0,0.18,0,0.2,0,0,-0.11,0.01,26700000,2.3e+07,19500000,16200000,13300000,10700000,8400000,6500000,5e+06,3700000
"382","w.okeke","Quewenia",25,1995,2.47,0,0.85,0,0.07,0.78,0.02,0.03,0,12.17,0,0,0.04,0,0,0,0.04,-0.1,17400000,15800000,14100000,12400000,10700000,9100000,7600000,6200000,5e+06,3900000
"383","j.anguko","Quewenia",29,1991,3.28,0.02,1.93,1.22,1,1.87,1.32,0.08,0,16.77,0.07,0,0,0.17,0.19,0.08,-0.17,-0.22,16600000,14100000,11700000,9600000,7700000,6100000,4700000,3600000,2700000,2e+06
"384","m.nabukwasi","Quewenia",29,1991,2,0,0.99,0.43,1,1.02,0.54,0.03,0.1,8.7,0,0,0,0,0.01,0.15,-0.12,-0.05,1.3e+07,1.1e+07,9100000,7500000,6e+06,4700000,3700000,2800000,2100000,1500000
"385","g.were","Quewenia",28,1992,4.15,0.72,3.13,1.23,1,3.1,1.21,0.32,0.5,16.9,0,0.09,0.09,0.22,0.32,0.08,0.51,0.48,35600000,30700000,2.6e+07,21700000,17700000,14200000,11200000,8700000,6600000,5e+06
"386","m.mathieu","Quewenia",23,1997,4.13,0.16,2.64,0.89,1,2.78,0.98,0.03,0.15,14.72,0.06,0,0,0.28,0.21,0.13,-0.01,0.04,56500000,53300000,49400000,4.5e+07,40200000,35300000,30500000,25800000,21500000,17600000
"387","g.odoch","Quewenia",22,1998,1.8,0.07,0.47,0,0.04,0.54,0,0,0,15.93,0,0.08,0.07,0,0.07,0.06,-0.13,0.04,17900000,17200000,16200000,1.5e+07,13700000,12200000,10700000,9300000,7800000,6500000
"388","h.kurnia","Quewenia",31,1989,1.76,0.57,0.52,0.68,1,0.51,0.51,1.06,1.07,16.94,0,0,0,0.04,0.08,0.09,0.55,0.4,5e+06,4100000,3300000,2600000,2e+06,1500000,1100000,8e+05,6e+05,4e+05
"389","v.nyakudya","Quewenia",27,1993,0.89,0.06,0.07,0.09,0,0,0,0,0,0,0.03,0.1,0,0.07,0,0,-0.06,0.03,8700000,7600000,6600000,5600000,4600000,3800000,3e+06,2400000,1900000,1400000
"390","z.uy","Quewenia",29,1991,0.31,0.06,5.04,2.54,1,4.54,2.15,0.06,0.08,14.48,0.01,0,0,0.32,0.29,0.07,-0.23,-0.3,10100000,8600000,7100000,5800000,4700000,3700000,2900000,2200000,1600000,1200000
"391","r.yiga","Quewenia",32,1988,5.78,0,0,0,0,0.08,0,0,0,0,0.09,0.08,0,0,0,0,0.03,0,1.9e+07,15300000,1.2e+07,9300000,7100000,5300000,3900000,2800000,2e+06,1400000
"392","h.adjei","Quewenia",28,1992,5.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,27800000,23900000,20300000,16900000,13800000,11100000,8800000,6800000,5200000,3900000
"393","k.abalo","Quewenia",28,1992,4.29,0,0.93,0,0,1,0,0,0,25.95,0,0.08,0.55,0.17,0,0.07,-0.16,-0.13,38900000,33600000,28400000,23700000,19400000,15600000,12300000,9500000,7200000,5400000
"394","o.obeng","Quewenia",24,1996,1.31,0.08,1.47,0.07,0,1.45,0,0.05,0,15.31,0,0,0,0.12,0.11,0.1,0.03,-0.12,14200000,13200000,1.2e+07,10700000,9400000,8100000,6900000,5700000,4700000,3800000
"395","q.nakityo","Quewenia",29,1991,4.07,0.66,2.64,1.12,1,2.66,1.19,0.32,0.63,21.58,0.02,0,0,0.29,0.32,0.12,0.45,0.43,27800000,23600000,19600000,1.6e+07,12900000,10200000,7900000,6e+06,4500000,3300000
"396","q.ow","Quewenia",23,1997,0.43,0.03,1.98,0.02,0,1.85,0,0,0,26.17,0,0.05,0,0.02,0,0.03,-0.06,0.07,13200000,12500000,11600000,10500000,9400000,8300000,7100000,6100000,5e+06,4100000
"397","c.alanazi","Sobianitedrucy",32,1988,2.53,0,0.32,0,0,0.42,0,0,0,8.07,0.09,0,0.03,0.04,0.02,0.02,0.04,-0.08,6900000,5500000,4300000,3400000,2600000,1900000,1400000,1e+06,7e+05,5e+05
"398","l.yulianti","Sobianitedrucy",33,1987,7.6,0.13,0.67,0.22,1,0.62,0.21,0.27,1.01,17.67,0,0.1,0.07,0.17,0.11,0.14,0,-0.06,31100000,24500000,1.9e+07,14500000,10800000,7900000,5700000,4100000,2800000,1900000
"399","m.ayebazibwe","Sobianitedrucy",27,1993,6.47,0.07,0.67,0,0.06,0.86,0,0.03,0,12.03,0,0,0,0.15,0.18,0.08,-0.19,-0.18,43200000,37900000,32700000,27700000,23100000,18900000,15200000,1.2e+07,9300000,7100000
"400","r.bogere","Sobianitedrucy",36,1984,4.87,0,0.4,0.17,1,0.33,0.2,0.02,0.01,21.18,0,0,0.02,0.01,0,0.14,0.06,0.06,5800000,4400000,3200000,2300000,1600000,1100000,8e+05,5e+05,3e+05,2e+05
"401","s.kamoga","Sobianitedrucy",21,1999,1.01,0.08,0.05,0,0,0.04,0,0,0,0,0.03,0.07,0.09,0.02,0,0,-0.08,-0.08,13900000,13500000,1.3e+07,12300000,11400000,10400000,9300000,8100000,7e+06,5900000
"402","t.neves","Sobianitedrucy",29,1991,0.48,0,0.06,0,0,0.09,0.07,0,0,0,0.1,0,0.06,0.09,0.05,0,0.06,0.03,6300000,5300000,4500000,3600000,2900000,2300000,1800000,1400000,1e+06,7e+05
"403","v.binali","Sobianitedrucy",26,1994,3.19,0.07,0.86,0.35,1,0.93,0.35,0.02,0.04,17.76,0.01,0,0,0.01,0.15,0.04,-0.05,-0.15,16400000,14700000,12900000,11100000,9400000,7900000,6400000,5200000,4100000,3200000
"404","y.opio","Sobianitedrucy",30,1990,1.77,0,1.13,0.06,0.07,1.19,0,0.03,0,16.67,0.05,0,0.04,0,0,0.06,-0.01,0.09,9700000,8100000,6600000,5300000,4200000,3300000,2500000,1900000,1400000,1e+06
"405","y.vitali","Sobianitedrucy",27,1993,4.13,0.08,1.59,0.42,1,1.6,0.52,0,0.04,15.01,0.05,0,0,0.06,0.1,0.12,-0.1,-0.14,3.1e+07,27200000,23500000,19900000,16600000,13600000,10900000,8600000,6700000,5100000
"406","b.sah","Sobianitedrucy",30,1990,4.94,0.45,3.58,0.57,1,3.63,0.66,0.05,0.73,15.57,0,0,0.02,0.4,0.26,0.04,-0.02,0.07,32500000,2.7e+07,22100000,17700000,1.4e+07,10900000,8300000,6200000,4500000,3300000
"407","e.zacarias","Sobianitedrucy",27,1993,2.41,0,3.65,0.76,1,3.75,0.82,0.05,0,15.42,0.01,0.03,0.46,0.52,0.39,0.1,-0.5,-0.43,21800000,19200000,16500000,1.4e+07,11700000,9500000,7700000,6e+06,4700000,3600000
"408","g.chimwaza","Sobianitedrucy",20,2000,0.17,0.09,5.08,0,0,5.65,0.09,0.05,0,18.21,0.08,0.06,0.05,0.6,0.47,0.03,-0.49,-0.56,11100000,1.1e+07,10800000,10400000,9800000,9100000,8200000,7400000,6500000,5600000
"409","p.mlotshwa","Sobianitedrucy",23,1997,4.91,0.51,3.18,1.38,1,3.21,1.37,0.16,0.39,16.51,0,0.08,0.07,0.18,0.25,0.04,0.24,0.25,72400000,68300000,63300000,57600000,51500000,45300000,39100000,33100000,27600000,22500000
"410","r.nkosi","Sobianitedrucy",29,1991,5.58,0.34,3.43,1.18,1,3.3,1.32,0.12,0.39,20.33,0,0.05,0.6,0.21,0.23,0.13,0.17,0.16,94800000,80400000,66900000,54700000,43900000,34700000,26900000,20500000,15300000,11200000
"411","v.golob","Sobianitedrucy",26,1994,4.27,0.02,3.42,0.55,1,3.44,0.52,0,0.04,17.43,0,0,0.08,0.17,0.19,0,-0.23,-0.2,34100000,30500000,26800000,23100000,19600000,16300000,13300000,10700000,8400000,6500000
"412","y.smit","Sobianitedrucy",26,1994,1.31,0,2.96,0.63,1,2.79,0.7,0,0.05,27.54,0.01,0.07,1.43,0,0.11,0.09,-0.15,0.01,60100000,53800000,47200000,40800000,34500000,28800000,23500000,18900000,14900000,11600000
"413","a.khainza","Sobianitedrucy",21,1999,7.98,0.03,0,0,0,0.03,0,0,0,0,0,0.01,0,0,0.02,0,0.02,-0.07,1.11e+08,108500000,104200000,98400000,91100000,8.3e+07,74200000,65200000,56200000,47700000
"414","d.sigauke","Sobianitedrucy",23,1997,5.29,0.21,0.88,0.39,1,0.98,0.32,0.16,0.58,22.05,0.01,0.02,0,0.12,0.12,0.08,0.07,0.23,56300000,53200000,49300000,44800000,40100000,35200000,30400000,25800000,21400000,17500000
"415","f.lee","Sobianitedrucy",23,1998,3.09,0.73,1.76,0.97,1,1.58,0.89,0.5,0.68,17.99,0,0.04,0.05,0.26,0.18,0.09,0.31,0.44,32200000,30400000,28200000,25600000,22900000,20100000,17400000,14700000,12300000,1e+07
"416","i.makavan","Sobianitedrucy",29,1991,7.8,0.06,0,0.05,0,0.04,0.08,0,0,0,0.04,0,0,0,0.01,0,-0.1,0.03,6e+07,50800000,42300000,34600000,27800000,21900000,1.7e+07,12900000,9700000,7100000
"417","i.marie","Sobianitedrucy",28,1992,4.44,0,0.93,0.44,1,0.93,0.51,0.03,0.02,17.24,0,0,0,0.03,0.15,0.01,0.04,-0.1,18900000,16300000,13800000,11500000,9400000,7500000,6e+06,4600000,3500000,2600000
"418","j.hasahya","Sobianitedrucy",23,1997,0.04,0.07,0.03,0,0,0.08,0,0,0,0,0.05,0,0.02,0.02,0,0,0,-0.1,9100000,8600000,7900000,7200000,6500000,5700000,4900000,4100000,3500000,2800000
"419","x.wouters","Sobianitedrucy",23,1997,2.09,0.94,1.97,1.52,1,1.82,1.42,0.46,0.69,10.81,0,0.01,0.06,0.28,0.48,0.24,0.51,0.5,27400000,25900000,2.4e+07,21800000,19500000,17200000,14800000,12500000,10400000,8500000
"420","z.delemovi","Sobianitedrucy",25,1995,1.42,0,1.41,0.73,1,1.27,0.65,0.08,0.05,17.01,0.09,0.06,0.05,0.13,0.02,0,0.03,0.02,15400000,1.4e+07,12500000,1.1e+07,9500000,8100000,6700000,5500000,4400000,3500000
"421","a.acheng","Southern Ristan",25,1995,0.39,0,0,0.02,0,0.1,0.02,0,0,0,0,0.05,0,0.01,0.06,0,-0.08,-0.04,7900000,7200000,6400000,5600000,4800000,4100000,3400000,2800000,2200000,1800000
"422","f.cho","Southern Ristan",26,1994,0.73,0,1.3,0,0.07,1.2,0.06,0,0,23.37,0.05,0,0.01,0.22,0.23,0.15,-0.07,-0.16,9600000,8600000,7600000,6500000,5500000,4600000,3800000,3e+06,2400000,1900000
"423","h.nyombi","Southern Ristan",25,1995,2.04,0,0.45,0,0,0.46,0.09,0,0,25.62,0,0.05,0,0.1,0,0.08,-0.02,0.09,17100000,15500000,13900000,12200000,10500000,8900000,7400000,6100000,4900000,3800000
"424","i.permana","Southern Ristan",27,1993,4.06,0.51,1.05,0.73,1,1.06,0.78,0.54,0.65,14.77,0,0,0.09,0.26,0.11,0.19,0.28,0.28,34200000,3e+07,25900000,2.2e+07,18300000,14900000,1.2e+07,9500000,7300000,5600000
"425","j.kondowe","Southern Ristan",29,1991,3.69,0.26,1.08,0.19,1,1,0.17,0.33,1.05,23.22,0,0.09,0.09,0.31,0.3,0.22,-0.02,0.15,20100000,17100000,14200000,11600000,9300000,7400000,5700000,4300000,3200000,2400000
"426","l.oroma","Southern Ristan",30,1990,1.99,0.04,0.05,0,0,0,0.08,0,0,0,0,0.08,0,0.05,0.03,0,-0.07,-0.07,7100000,5900000,4800000,3900000,3100000,2400000,1800000,1400000,1e+06,7e+05
"427","o.salonen","Southern Ristan",31,1989,0.96,0.04,1.98,1.08,1,1.81,0.91,0,0,14.62,0.07,0.07,0,0.07,0.09,0.14,-0.17,-0.03,7700000,6300000,5100000,4e+06,3100000,2400000,1800000,1300000,9e+05,7e+05
"428","r.auer","Southern Ristan",35,1985,3.3,0.08,0.35,0.07,0.1,0.25,0.09,0.05,0,7.93,0.06,0,0.02,0,0,0.24,-0.15,0,6500000,5e+06,3700000,2700000,2e+06,1400000,1e+06,7e+05,4e+05,3e+05
"429","w.karlsson","Southern Ristan",31,1989,4.04,0.02,0.56,0.02,0,0.47,0.02,0,0,19.69,0,0,0,0,0,0,0.09,-0.02,11800000,9600000,7700000,6100000,4700000,3600000,2700000,2e+06,1400000,1e+06
"430","x.nakibuuka","Southern Ristan",33,1987,3.78,0.06,0,0.09,0,0,0.04,0,0,0,0,0,0.04,0,0.09,0,0,0.05,6900000,5500000,4200000,3200000,2400000,1800000,1300000,9e+05,6e+05,4e+05
"431","x.boateng","Southern Ristan",26,1994,0.34,0,0.05,0.01,0,0.05,0.07,0,0,0,0,0.01,0,0.05,0,0,0.05,-0.02,7800000,6900000,6100000,5300000,4500000,3700000,3e+06,2400000,1900000,1500000
"432","b.phillips","Southern Ristan",27,1993,4.82,0.87,2.4,0.94,1,2.41,1.11,0.24,0.54,16.43,0.25,0.21,0.22,0.52,0.47,0.17,0.16,0.15,59900000,52600000,45400000,38500000,3.2e+07,26200000,21100000,16600000,12900000,9800000
"433","f.diaz","Southern Ristan",30,1990,0.06,0,0,0.09,0,0.02,0,0,0,0,0.06,0.07,0.02,0,0.04,0,0.03,0.02,4200000,3500000,2900000,2300000,1800000,1400000,1100000,8e+05,6e+05,4e+05
"434","y.ruggiero","Southern Ristan",28,1992,5.07,0.06,0,0,0,0.06,0,0,0,0,0.07,0.05,0.02,0,0,0,-0.03,-0.06,29400000,25300000,21500000,17900000,14600000,11700000,9300000,7200000,5500000,4100000
"435","a.lefevre","Southern Ristan",29,1991,3.07,0.42,1.65,1.06,1,1.76,0.99,0.17,0.31,20.83,0,0,0.03,0.04,0.03,0.04,0.24,0.32,19500000,16500000,13800000,11200000,9e+06,7100000,5500000,4200000,3100000,2300000
"436","b.amin","Southern Ristan",18,2002,1.71,0.04,1.59,0.51,1,1.58,0.52,0,0.03,17.89,0,0,0,0.09,0.12,0,-0.13,-0.2,14300000,14800000,1.5e+07,14900000,14600000,1.4e+07,13200000,12200000,11100000,1e+07
"437","c.mitrovi","Southern Ristan",25,1995,1.7,0.09,0.59,0,0.06,0.65,0.07,0,0,15.93,0.1,0,0.04,0.06,0,0.17,-0.06,-0.16,20200000,18300000,16400000,14400000,12400000,10500000,8800000,7200000,5800000,4500000
"438","h.leong","Southern Ristan",23,1997,3.84,0,0.58,0.06,0,0.44,0,0,0,26.69,0.01,0.04,0,0.06,0.09,0.08,-0.06,-0.02,29600000,2.8e+07,25900000,23600000,21100000,18500000,1.6e+07,13500000,11300000,9200000
"439","i.reilly","Southern Ristan",32,1989,3.43,0,0.64,0.32,1,0.51,0.34,0.04,0.01,24.49,0,0,0.09,0,0.07,0.01,0.07,0.05,7700000,6200000,4900000,3800000,2900000,2100000,1600000,1100000,8e+05,6e+05
