"","Player","Nation","Age","Born","X90s","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"288","g.acheampong","New Uwi",23,1997,2.72,12.19,17.71,1,183.67,55.83,8.09,10.42,1,3.01,4.14,1,0.78,1.58,1,0.27,0.04,0.24,1.45,0.75,0.75,0.08,1.17,21400000,2e+07,18500000,16900000,15300000,13800000,12200000,10800000,9400000,8100000
"289","p.mutyaba","New Uwi",33,1987,0.85,13.86,17.41,1,187.56,0.01,7.59,10.03,1,4.96,4.95,1,0.03,0,0,0.04,0,0.05,0.07,0,0,0,0,1800000,1500000,1300000,1100000,9e+05,7e+05,6e+05,5e+05,4e+05,3e+05
"290","w.takata","New Uwi",20,2000,0.21,16.72,19.96,1,119.91,16.7,16.7,16.73,1,0,0.09,0,0.07,3.41,0.08,0.01,0.08,0,0.07,0,0.01,0.08,0.05,4400000,4200000,4e+06,3800000,3500000,3300000,3e+06,2700000,2400000,2200000
"291","x.hofer","New Uwi",33,1987,2.14,8.22,14.16,1,142.75,55.88,4.6,5.54,1,1.73,3.22,1,1.38,2.32,1,0.89,0.14,0.81,0.35,0.48,0.5,0.08,1.44,5500000,4700000,3900000,3200000,2700000,2200000,1700000,1400000,1100000,8e+05
"292","z.tuhirirwe","New Uwi",24,1996,0.06,70.03,79.9,1,1289.97,140.1,30,29.93,1,10.06,20.02,1,17.8296,20.07,1,0.03,0.08,0.04,0,0.09,0,0,0.02,4500000,4200000,3800000,3500000,3100000,2800000,2400000,2100000,1800000,1500000
"293","e.tushemereirwe","New Uwi",30,1990,3.08,26.92,34.06,1,637.65,291.67,9.33,9.36,1,11.7,11.67,1,5.7,12.27,1,0.06,0.05,0,0.03,0,0.07,0.04,0.02,7800000,6800000,5800000,5e+06,4200000,3500000,2900000,2400000,1900000,1600000
"294","e.nakirijja","New Uwi",21,1999,2.41,23.9,27.29,1,363.29,84.01,12.42,13.65,1,10.06,10.74,1,0.86,1.2,1,0,0,0,1.3,2.87,0.38,0,1.97,21500000,20400000,19300000,1.8e+07,16600000,15200000,13800000,12400000,1.1e+07,9700000
"295","l.berg","New Uwi",25,1995,2.93,29.99,35.66,1,522.78,167.34,14.2,16.35,1,11.63,12.98,1,2.95,4.58,1,0,0,0,0.43,1.04,0,0.08,1.32,14600000,13400000,12100000,10900000,9700000,8500000,7400000,6400000,5400000,4600000
"296","r.nakiru","New Uwi",31,1990,0.01,1.08,2.91,1,28.97,6.99,0.09,0.01,0,1.03,1.03,1,0,2.03,0,0,0,0.05,0,1.07,0,0.07,0.1,1900000,1600000,1400000,1200000,1e+06,8e+05,7e+05,5e+05,4e+05,3e+05
"297","u.lefebvre","New Uwi",26,1994,2.74,15.97,21.81,1,263.32,58.04,7.78,10.08,1,6.38,7.45,1,1.05,2.66,1,0,0.04,0.05,0.8,0.73,0,0.02,0.37,13800000,12600000,11300000,1e+07,8800000,7700000,6600000,5600000,4800000,4e+06
"298","u.rahmawati","New Uwi",33,1988,0.28,4.97,5.07,1,55.03,0,5.02,5.03,1,0.09,0,0,0.03,0,0,0.06,0,0,0,0,0,0.06,0.01,1200000,1e+06,8e+05,7e+05,6e+05,5e+05,4e+05,3e+05,2e+05,2e+05
"299","e.naik","Nganion",20,2001,2.79,91.042,102.96,1,2008.6528,499.6,18.52,18.57,1,53.1354,53.5862,1,14.6,17.08,1,0.03,0,0.09,0,4.57,0,0.06,5.08,15100000,14500000,13800000,1.3e+07,12200000,11200000,10300000,9300000,8400000,7400000
"300","j.khoh","Nganion",26,1995,2.64,89.21,98.46,1,1403.71,397.03,45.21,47.8,1,35.65,38.82,1,5.66,7.12,1,0,0.21,0,1.83,6.62,2.6,0.75,8.49,28600000,25900000,23300000,20700000,18200000,15800000,13600000,11600000,9800000,8200000
"301","j.wulandari","Nganion",26,1994,7.06,90.97,96.03,1,2008.6528,601.0776,18.03,18.3,1,53.1354,53.5862,1,17.39,20.13,1,0.03,0.05,0,0.2,9.21,0.25,0.03,5.19,61800000,5.6e+07,50300000,44600000,39300000,34200000,29500000,25100000,21200000,17800000
"302","q.namazzi","Nganion",25,1995,0.88,57.44,62.56,1,1082.42,217.52,21.21,21.27,1,29.93,32.49,1,5.07,7.51,1,0.06,0,0,0.05,2.57,1.17,1.21,1.3,7600000,6900000,6300000,5600000,5e+06,4400000,3800000,3300000,2800000,2400000
"303","s.namugere","Nganion",31,1989,4.39,63.31,72.38,1,1139.94,382.28,25.73,27.92,1,33.47,37.43,1,4.25,5.7,1,0,0.12,0,0.85,7.22,0.65,0.22,6.2,19500000,16800000,14400000,12100000,10200000,8400000,6900000,5600000,4500000,3600000
"304","v.nazziwa","Nganion",31,1989,6.17,81.33,94.97,1,1386.63,443.98,39.87,43.09,1,33.18,38.66,1,7.35,10.27,1,0.2,0.16,0,1.71,7.82,2.49,0.87,7.02,49100000,42300000,36100000,30500000,25500000,21100000,17300000,14100000,11300000,9e+06
"305","z.hribar","Nganion",24,1997,4.16,91.042,102.84,1,2008.6528,567.55,25.24,26.18,1,53.1354,53.5862,1,17.16,19.71,1,0.29,0.09,0.12,0.48,8.1,0.08,0,4.92,2.6e+07,2.4e+07,2.2e+07,19900000,17900000,15900000,1.4e+07,12100000,10500000,8900000
"306","d.nasser","Nganion",25,1996,0.21,70.03,80.08,1,1310,89.91,34.94,35.08,1,25.05,24.9,1,10.05,15.04,1,0.05,0.06,0,0,0,0,0,0,4500000,4200000,3800000,3400000,3e+06,2600000,2300000,2e+06,1700000,1400000
"307","b.male","Nganion",23,1997,1.84,43.14,51.51,1,754.72,172.1,21.1,24.17,1,15.75,16.71,1,5.85,7.82,1,0,0.43,0,3.21,1.63,1.66,0.6,4.21,23500000,2.2e+07,20300000,18600000,16800000,15100000,13400000,11800000,10300000,8900000
"308","g.owusu","Nganion",28,1992,5,23.69,28.3,1,379.74,28.8,12.43,14.56,1,5.58,6.84,1,3.28,3.65,1,0.02,0.15,0,0.84,0.54,0.52,0,1.33,29100000,25900000,22800000,19800000,17100000,14600000,12300000,10300000,8500000,7e+06
"309","j.chou","Nganion",28,1992,3.06,30.39,40.53,1,447.17,98.13,19.47,21.91,1,9.27,11.83,1,1.59,3.85,1,0.56,0.13,0.65,0.93,0.88,2.3,0,4.22,21600000,19200000,16900000,14700000,12700000,10800000,9100000,7600000,6300000,5200000
"310","j.pedro","Nganion",22,1998,4.16,34.32,47.04,1,536.37,123.64,20.94,25.07,1,8.85,12.02,1,3.17,6.26,1,0.66,0.45,0.28,2.46,1.18,1.43,0.94,2.42,50700000,47800000,44600000,41300000,37800000,34200000,30700000,27300000,2.4e+07,20900000
"311","k.mukwaya","Nganion",20,2000,4.15,28.73,36.81,1,438.55,97.89,16.53,19.35,1,8.48,10.42,1,2.14,4.57,1,0.2,0.12,0.02,0.97,1.07,2.23,1.51,2.49,45100000,43400000,41400000,3.9e+07,36400000,33700000,30800000,27900000,25100000,22300000
"312","r.ssembatya","Nganion",28,1992,2.79,41.44,54.26,1,618.51,143.99,23.97,27.84,1,15.06,20.05,1,1.76,4.56,1,0.33,0.55,0,2.1,1.41,1.48,0.32,3.63,22900000,20400000,17900000,15600000,13400000,11500000,9700000,8100000,6700000,5500000
"313","c.musana","Nganion",23,1997,6.93,29.69,32.09,1,685.87,319.92,7.61,7.47,1,15.93,15.96,1,6.25,8.55,1,0.04,0,0.06,0,0.12,0.04,0,0,57100000,53300000,49300000,45100000,40900000,36700000,32600000,28700000,2.5e+07,21500000
"314","c.muhammadu","Nganion",24,1996,0.8,69.99,79.92,1,1191.28,249.91,36.39,38.77,1,26.33,29.93,1,7.44,8.79,1,0.05,0.04,0,0,8.73,1.2,1.32,3.69,1.2e+07,11100000,10100000,9200000,8200000,7300000,6400000,5600000,4800000,4100000
"315","i.aidoo","Nganion",29,1991,0.83,91.042,111.22,1,1991.38,356.26,32.48,39.92,1,40.08,42.45,1,17.8296,26.712,1,0.04,0.13,0,2.49,7.46,1.18,0,9.91,6500000,5700000,5e+06,4300000,3700000,3100000,2600000,2100000,1800000,1400000
"316","i.mponda","Nganion",29,1992,5.32,74.56,84.86,1,1383.98,376.4,34.5,37.44,1,28.39,29.92,1,10.99,15.84,1,0,0.02,0,1.92,11.22,1.28,0.31,7.43,42400000,37300000,32500000,2.8e+07,23900000,20200000,16900000,1.4e+07,11500000,9300000
"317","p.tibesigwa","Nganion",18,2002,6.92,61.3,66.63,1,1189.43,230.92,25.27,26.97,1,25.94,27.85,1,9.04,10.11,1,0.09,0.21,0,1.47,9.69,1.47,0.4,6.24,187900000,184400000,179200000,172400000,164300000,154900000,144700000,133700000,122400000,110900000
"318","t.nakirijja","Nganion",24,1996,2.51,72.41,77.62,1,1485.62,236.31,24.08,25.6,1,35.91,38.86,1,12.31,12.83,1,0.06,0.12,0.01,0.73,9.61,0,0.05,4.72,20200000,18700000,17100000,15500000,13900000,12400000,10900000,9500000,8200000,7e+06
"319","z.gholami","Nganion",32,1988,4.48,66.51,73.03,1,1262.41,287.08,24.59,26.11,1,33.21,35.43,1,8.12,9.57,1,0,0,0,1.01,7.42,0.99,0.09,6.85,16600000,14100000,1.2e+07,1e+07,8300000,6800000,5500000,4400000,3500000,2800000
"320","a.nangobi","Ngoque Blicri",29,1991,2.42,34.17,36.62,1,660.01,112.43,9.91,11.28,1,20.39,20.83,1,2.91,3.83,1,0,0.08,0.06,0.01,0,0.03,0.08,0.4,7900000,6900000,6100000,5200000,4500000,3800000,3100000,2600000,2100000,1700000
"321","b.opoka","Ngoque Blicri",29,1991,1.04,62.94,76.95,1,1526,383.93,12.08,12.07,1,39.04,42.94,1,11.97,19.08,1,0,0,0.06,1.07,5.91,0,0.05,2.95,4700000,4200000,3600000,3100000,2700000,2300000,1900000,1600000,1300000,1e+06
"322","k.ray","Ngoque Blicri",19,2001,0.15,90.07,109.95,1,1269.94,260.06,45.2676,48.1996,1,29.99,50.07,1,0,0,0,0,0,0.04,0,0.07,0.02,0,0,4200000,4100000,3900000,3700000,3500000,3300000,3e+06,2800000,2500000,2300000
"323","m.tumuramye","Ngoque Blicri",26,1994,2.98,39.31,54.62,1,849.37,309.21,11.91,12.97,1,18.77,22.99,1,7.32,16.09,1,0,0.39,0,2.99,3.04,2.08,1.58,3.73,23100000,20900000,18800000,16700000,14700000,12800000,1.1e+07,9400000,7900000,6600000
"324","m.vaknin","Ngoque Blicri",28,1992,2.79,26.4,38.97,1,594.25,213.13,8.27,8.55,1,11.86,18.95,1,6.07,9.37,1,0.07,0.09,0,1.05,1.76,0.68,0.29,2.95,1.2e+07,10700000,9400000,8200000,7e+06,6e+06,5100000,4200000,3500000,2900000
"325","q.aini","Ngoque Blicri",23,1997,2,34.94,43.95,1,921.04,234.91,6.45,8.07,1,18.54,21.05,1,10.08,15.01,1,0,0,0,0.58,3.56,0.93,0.6,2.07,13400000,12500000,11500000,10600000,9600000,8600000,7600000,6700000,5800000,5e+06
"326","t.santos","Ngoque Blicri",25,1995,0.77,25.68,31.37,1,568.64,225.79,5.73,5.76,1,14.21,15.66,1,5.67,8.67,1,0,0.07,0,0.01,1.45,1.34,0.01,2.91,9400000,8600000,7800000,7e+06,6200000,5500000,4800000,4100000,3500000,3e+06
"327","z.khan","Ngoque Blicri",24,1996,0.51,23.34,28.25,1,551.7,133.29,4.99,4.99,1,11.6,15.01,1,6.65,8.43,1,0.08,0.01,0.04,0.1,1.71,0,0.02,1.67,6800000,6300000,5800000,5200000,4700000,4200000,3700000,3200000,2800000,2300000
"328","z.singini","Ngoque Blicri",29,1991,0.1,30.09,50.08,1,380,160.08,19.92,19.91,1,10,19.94,1,0,10.05,0,0.08,0,0.01,0.06,0.07,0.01,0.01,0.09,2e+06,1700000,1500000,1300000,1100000,9e+05,8e+05,6e+05,5e+05,4e+05
"329","p.bauri","Ngoque Blicri",24,1996,2.92,35.31,39.99,1,683.01,258.06,14.9,16.76,1,16.04,16.99,1,3.64,4.98,1,0.01,0.1,0.1,0.03,2.27,0.08,0.07,3.95,18200000,16800000,15400000,13900000,12500000,11100000,9800000,8500000,7300000,6300000
"330","d.obeng","Ngoque Blicri",24,1996,2.38,17.41,21.67,1,322.5,50.06,8.75,9.13,1,4.99,7.53,1,2.82,3.38,1,0.08,0.18,0,0.75,0.8,1.33,0.37,1.62,20600000,1.9e+07,17400000,15800000,14200000,12600000,11100000,9600000,8300000,7100000
"331","h.reiter","Ngoque Blicri",25,1995,0.53,18.1,21.9,1,307.93,41.91,9.95,12.01,1,6.04,6.04,1,2.04,4.01,1,0,0.13,0,2,0,4.08,0.01,3.9,18100000,16600000,1.5e+07,13500000,1.2e+07,10500000,9200000,7900000,6800000,5700000
"332","r.akidi","Ngoque Blicri",23,1997,0.4,13.35,23.29,1,183.38,3.35,9.98,16.72,1,3.32,3.23,1,0,0.02,0,0.01,0.02,0.08,0,0.04,0,0.02,0,5e+06,4600000,4300000,3900000,3600000,3200000,2800000,2500000,2200000,1900000
"333","x.salihu","Ngoque Blicri",25,1995,2.81,8.22,18.3,1,127.87,35.11,4.86,9.22,1,2.77,6.28,1,0.29,0.67,1,0.01,0.11,0,1.1,0.99,0.04,0,0.94,17800000,16300000,14700000,13200000,11700000,10300000,9e+06,7700000,6600000,5600000
"334","z.abidin","Ngoque Blicri",35,1985,2.99,22.7,38.21,1,920.93,601.0776,1.91,1.95,1,9.73,9.61,1,10.92,26.64,1,0.02,0,0,0.07,1.3,0.08,0,0.03,2800000,2300000,1900000,1600000,1300000,1e+06,8e+05,6e+05,5e+05,4e+05
"335","a.lombardi","Ngoque Blicri",28,1992,1.65,28.11,35.21,1,541.27,157.68,9.42,12.95,1,14.67,16.46,1,2.86,4.09,1,0.08,0.17,0,1.13,3.03,2.25,0.59,5.22,14200000,12600000,11100000,9700000,8300000,7100000,6e+06,5e+06,4200000,3400000
"336","d.masereka","Ngoque Blicri",26,1994,0.46,30.02,44.05,1,590.02,164.09,11.93,15.96,1,13.96,16.07,1,3.96,11.92,1,0.09,0.49,0,2,1.93,2.01,2.03,2.06,10100000,9100000,8200000,7300000,6400000,5600000,4800000,4100000,3500000,2900000
"337","j.brouwer","Ngoque Blicri",27,1993,2.33,36.59,39.1,1,687.46,107.83,13.98,14.21,1,18.22,19.12,1,4.4,5.22,1,0.08,0.01,0,0.82,3.42,0.42,0,3.12,12500000,11200000,1e+07,8800000,7600000,6600000,5600000,4700000,4e+06,3300000
"338","y.diallo","Ngoque Blicri",19,2001,0.77,50.06,56.36,1,891.38,127.6,21.24,22.45,1,23.71,26.28,1,5.05,7.56,1,0.03,0,0,0,2.59,0.06,0,1.22,9600000,9400000,9e+06,8600000,8100000,7600000,7e+06,6400000,5800000,5200000
"339","z.cher","Ngoque Blicri",26,1994,3.07,22.69,27.7,1,421.32,101.62,8.6,9.62,1,12.06,13.04,1,1.95,4.1,1,0,0.15,0,0.66,3.35,0.71,0.01,2.68,22200000,20100000,1.8e+07,1.6e+07,14100000,12200000,10600000,9e+06,7600000,6400000
"340","d.balazs","Nkasland Cronestan",25,1995,0.01,9.92,19.94,1,129.95,130.08,9.92,9.97,1,0,10.04,0,0.08,0,0,0.03,0,0.04,0.03,0,0,0.03,0.06,2800000,2500000,2300000,2e+06,1800000,1600000,1400000,1200000,1e+06,9e+05
"341","d.shahar","Nkasland Cronestan",24,1996,2.9,49.94,54.53,1,1206.16,253.03,10.2,11.38,1,25.49,26.54,1,13.32,15.42,1,0.08,0.1,0.05,0,4.24,0,0,3.76,16200000,1.5e+07,13700000,12400000,11200000,9900000,8700000,7600000,6500000,5600000
"342","d.shuaibu","Nkasland Cronestan",28,1992,2.95,55.32,68.79,1,1065.67,426.25,19.79,23.28,1,29.01,33.07,1,6.01,10.74,1,0.06,0,0.07,0,6.71,1.93,0.72,6.37,17400000,15500000,13600000,11800000,10200000,8700000,7400000,6200000,5100000,4200000
"343","e.hamalainen","Nkasland Cronestan",31,1989,0.81,45.05,56.23,1,827.43,202.58,20.01,19.99,1,17.44,21.32,1,7.46,15.04,1,1.17,0.24,1.0072,2.47,2.45,2.43,1.22,3.7,6e+06,5100000,4400000,3700000,3100000,2600000,2100000,1700000,1400000,1100000
"344","k.twinomujuni","Nkasland Cronestan",22,1999,1.63,18.79,34.2,1,337.02,135.37,10.62,14,1,6.45,11.26,1,1.81,4.71,1,0,0,0,0.1,1.78,0.61,0.65,1.84,12800000,12100000,11300000,10400000,9500000,8600000,7800000,6900000,6100000,5300000
"345","s.ayuba","Nkasland Cronestan",22,1998,2.61,38.43,49.61,1,550.78,205.68,24.11,27.34,1,11.2,15.81,1,2.61,5.26,1,0.37,0.09,0.27,1.76,1.75,1.1,0.78,4.46,21200000,2e+07,18700000,17200000,15800000,14300000,12800000,11400000,1e+07,8700000
"346","y.meyer","Nkasland Cronestan",32,1988,2.91,39.92,46.94,1,886.63,230.65,7.33,8.77,1,28.4,30.29,1,4.25,7.67,1,0,0.06,0,0.35,1.61,0.02,0.06,2.99,6e+06,5100000,4300000,3600000,3e+06,2500000,2e+06,1600000,1300000,1e+06
"347","l.friedrich","Nkasland Cronestan",25,1995,0.96,45.65,54.45,1,755.6,250.03,27.83,30.09,1,13.34,15.51,1,4.4,5.48,1,1.12,0.74,0.37,5.1108,0,4.9452,2.2562,3.36,31500000,28900000,26200000,23500000,20800000,18300000,1.6e+07,13800000,11700000,9900000
"348","i.kyohairwe","Nkasland Cronestan",28,1992,0.23,19.95,20.02,1,390.1,36.64,9.99,10.08,1,3.26,3.34,1,3.36,3.37,1,0,0.1,0.09,0,0.06,0,0,0,4800000,4300000,3800000,3300000,2800000,2400000,2e+06,1700000,1400000,1200000
"349","s.ylmaz","Nkasland Cronestan",32,1988,2.96,15.39,22.6,1,263.29,61.68,6.25,9.06,1,6.3,7.67,1,1.66,3.42,1,0.07,0,0,0.92,1.34,0.93,0.02,1.24,8600000,7400000,6200000,5200000,4300000,3500000,2900000,2300000,1800000,1400000
"350","v.yang","Nkasland Cronestan",17,2003,0.55,25,29.93,1,494.95,165.01,11.61,11.68,1,10.05,11.64,1,3.27,3.33,1,0.08,0.07,0.04,0,1.7,0,0.04,1.64,10500000,10400000,10200000,9900000,9600000,9100000,8600000,8e+06,7400000,6800000
"351","y.beh","Nkasland Cronestan",24,1997,1.87,10.5,17.77,1,192.11,15.09,5.06,7.2,1,3.8,6.04,1,1.58,3.9,1,0,0,0.04,0.49,0.63,0.52,0,0.65,12900000,11900000,10900000,9900000,8900000,7900000,6900000,6e+06,5200000,4400000
"352","j.vasquez","Nkasland Cronestan",30,1990,2.93,13.04,22.08,1,490.09,343.7,1.28,1.43,1,5.07,5.04,1,6.73,15.61,1,0,0,0.02,0.04,0.41,0,0,0,7100000,6100000,5300000,4500000,3800000,3200000,2600000,2200000,1800000,1400000
"353","d.kikuchi","Nkasland Cronestan",21,1999,0.9,13.91,22.9,1,384.07,127.98,3.91,5.03,1,5.04,6.97,1,5,9.96,1,0.03,0.26,0,1.02,1.94,0,0,1.91,12200000,11600000,1.1e+07,10300000,9500000,8700000,7900000,7100000,6300000,5500000
"354","o.kraus","Nkasland Cronestan",30,1990,2.28,36.06,51.68,1,548.37,115.68,19.96,23.5,1,11.74,14.76,1,3.13,9.07,1,0,0.17,0,0.4,3.51,0.46,0.47,1.69,8900000,7800000,6700000,5700000,4800000,4e+06,3300000,2700000,2200000,1800000
"355","s.greco","Nkasland Cronestan",22,1998,0.02,50.06,111.4396,1,799.91,530,29.91,29.93,1,19.99,29.96,1,0,26.712,0,0.04,0.794200000000001,0,5.1108,0,0.09,0,10.04,5800000,5500000,5100000,4700000,4300000,3900000,3500000,3100000,2700000,2400000
"356","y.almutairi","Nkasland Cronestan",25,1995,0.96,28.88,36.79,1,472.22,109.99,14.45,19.98,1,12.21,13.31,1,2.29,2.28,1,0,0.06,0,2.14,3.27,0,0,1.11,1e+07,9200000,8300000,7500000,6600000,5800000,5100000,4400000,3700000,3200000
"357","q.liang","Nkasland Cronestan",26,1994,2.82,34.5,46.57,1,563.79,197.85,19.98,22.07,1,9.7,12.45,1,3.85,9.32,1,0.31,0.22,0.12,2.7,3.15,1.76,0.36,2.37,24700000,22400000,20100000,17800000,15700000,13700000,11800000,10100000,8500000,7100000
"358","x.nyombi","Nkasland Cronestan",31,1990,1.46,42.72,55.97,1,755.33,229.96,21.33,24.8,1,18.04,23.93,1,3.43,7.26,1,0.01,0,0.07,0,3.91,1.36,0.02,4.75,6500000,5600000,4800000,4e+06,3400000,2800000,2300000,1900000,1500000,1200000
"359","a.kamusiime","People's Land of Maneau",30,1990,3.18,45.52,60.25,1,884.05,327.75,18.42,19.42,1,19.73,24.75,1,6.63,14.03,1,0.38,0.04,0.15,1.56,3.43,1.48,0.73,2.55,11600000,10100000,8700000,7400000,6300000,5200000,4300000,3600000,2900000,2300000
"360","c.muyama","People's Land of Maneau",25,1995,6.45,51.32,62.2,1,855.82,320.86,26.08,28.23,1,19.43,22.96,1,4.58,7.54,1,0.4,0.28,0.28,1.44,1.95,1.48,0.41,4.29,78800000,72100000,65400000,58600000,52100000,45800000,39900000,34400000,29300000,24800000
"361","k.mirkovi","People's Land of Maneau",27,1993,2.17,54.76,59.95,1,1277.04,379.05,11.09,10.96,1,31.98,31.89,1,11.84,16.75,1,0.01,0.1,0,0.49,1.35,0,0,0.52,7800000,7e+06,6200000,5400000,4700000,4100000,3500000,2900000,2500000,2e+06
"362","m.as","People's Land of Maneau",26,1994,7.57,59.21,62.52,1,1284.38,332.55,14.13,14.67,1,34.63,35.75,1,10.38,11.98,1,0.01,0,0.07,0.08,2.74,0,0.02,2.04,55800000,50600000,45400000,40300000,35500000,30900000,26600000,22700000,19200000,16100000
"363","o.atim","People's Land of Maneau",30,1990,6.7,51.54,59.7,1,1021.84,299.92,18.79,20.38,1,25.49,27.01,1,6.86,10.84,1,0,0.04,0.05,0.24,4.52,0.3,0.07,2.18,34900000,30300000,26200000,22300000,18900000,15800000,13100000,10700000,8700000,7e+06
"364","u.wright","People's Land of Maneau",27,1993,5.79,58.7,64.34,1,1322.82,378.26,12,12.81,1,36.54,38.54,1,9.89,12.49,1,0.07,0,0,0.17,6.32,0.31,0.08,3.41,36100000,32400000,28800000,25300000,22100000,1.9e+07,16200000,13700000,11500000,9500000
"365","v.thompson","People's Land of Maneau",21,1999,1.03,86.02,88.03,1,1499.99,448.05,36.07,37.09,1,46.96,46.98,1,2.99,4.03,1,0,0.35,0,1.92,5.04,1.06,0.91,10.1,16900000,16100000,15200000,14200000,13100000,1.2e+07,10900000,9800000,8700000,7600000
"366","g.dijkstra","People's Land of Maneau",19,2001,2.92,23.02,29.97,1,376.73,40.69,11.09,13.08,1,8.07,9.42,1,2.32,4.42,1,0.02,0,0.02,0,0.61,0.76,0,1.01,23600000,2.3e+07,22100000,2.1e+07,19900000,18500000,17100000,15700000,14200000,12800000
"367","l.malinga","People's Land of Maneau",20,2000,1.07,40.95,44.6,1,545.4,92.7,21.83,23.52,1,12.79,14.5,1,1.74,1.87,1,0,0,0.02,0,1.81,1.78,0,2.71,16700000,16100000,15400000,14500000,13500000,12500000,11400000,10400000,9300000,8300000
"368","n.ono","People's Land of Maneau",23,1997,0.17,10.04,15.01,1,124.98,0.08,10.08,10.04,1,0.09,5.03,0.01,0.08,0.08,0,0,0.07,0.01,0,0,0.06,0,0,3800000,3500000,3200000,3e+06,2700000,2400000,2100000,1900000,1600000,1400000
"369","t.ichikawa","People's Land of Maneau",23,1997,1.04,32.02,38.93,1,510.98,71.01,18.93,21.05,1,6.93,9,1,4.99,6.91,1,0.09,0.04,0.04,0,2.01,0,0,1.93,9700000,9100000,8400000,7700000,6900000,6200000,5500000,4900000,4200000,3700000
"370","z.bintizakaria","People's Land of Maneau",27,1993,7.23,16.03,22.88,1,281.52,52.25,7.62,10.04,1,4.81,7.13,1,2.13,3,1,0.06,0.05,0,0.78,1.7,0.47,0,2.12,6.8e+07,6.1e+07,54200000,47600000,41500000,35700000,30500000,25800000,21600000,17900000
"371","j.singini","People's Land of Maneau",20,2000,1.76,35,41.63,1,629.34,71.66,14.9,14.91,1,13.39,16.09,1,5.63,7.87,1,0,0.12,0.03,1.66,0.58,0.06,0.08,0.65,13900000,13400000,12700000,1.2e+07,11200000,10400000,9500000,8600000,7700000,6900000
"372","k.namuwaya","People's Land of Maneau",25,1995,2.02,32,38.51,1,470.97,88.55,17.99,20.06,1,13.43,14.95,1,0.4,1.96,1,0.91,0.44,0.47,2.56,1.93,2.48,0,4.46,31500000,28800000,26100000,23400000,20800000,18300000,15900000,13700000,11700000,9900000
"373","t.aguti","People's Land of Maneau",26,1994,7.14,23.74,28.55,1,318.96,57.55,14.99,16.81,1,7.92,9.07,1,0.18,1.15,1,0.23,0.16,0.09,0.42,0.81,1.21,0.2,1.75,87100000,7.9e+07,70800000,62900000,55300000,48200000,41500000,35400000,29900000,2.5e+07
"374","x.neri","People's Land of Maneau",26,1994,7.67,21.56,33.35,1,674.73,404.58,4.81,4.91,1,8,8.26,1,8.75,20.34,1,0.07,0,0,0.03,0.44,0.09,0.06,0.06,50700000,45900000,41200000,36600000,32200000,2.8e+07,24200000,20600000,17400000,14600000
"375","a.ono","People's Land of Maneau",17,2003,0.69,29.99,36.64,1,533.26,58.25,15.03,16.76,1,11.78,13.34,1,3.25,3.41,1,0,0,0.08,0.07,0,0.06,0,0.03,9400000,9300000,9200000,8900000,8600000,8200000,7700000,7200000,6600000,6100000
"376","c.saad","People's Land of Maneau",25,1995,7.38,39.98,45.96,1,782.56,125.34,14.28,15.88,1,20.31,20.83,1,4.75,7.7,1,0.15,0.08,0.12,0.38,2.88,0.77,0.08,2.07,85400000,78200000,70900000,63600000,56500000,49700000,43200000,37300000,31800000,26900000
"377","h.twongirwe","People's Land of Maneau",30,1990,1.62,59.44,69.46,1,1075.88,238.13,22.82,25.97,1,31.23,34.11,1,4.78,8.8,1,0,0.08,0,0,5.97,1.11,0,5.32,8500000,7400000,6400000,5400000,4600000,3800000,3200000,2600000,2100000,1700000
"378","i.iddrisu","People's Land of Maneau",22,1999,6,49.68,53.53,1,990.75,176.86,14.64,15.71,1,28.1,29.46,1,5.86,7.13,1,0.07,0.08,0,0.14,4.96,0.36,0.05,3.09,66100000,62300000,58200000,53800000,49300000,44600000,4e+07,35600000,31300000,27200000
"379","o.nampeera","People's Land of Maneau",22,1999,5.03,29.16,36.01,1,448.07,134.98,15.18,15.95,1,8.36,10.31,1,3.04,5.13,1,0.04,0.18,0,1.82,1.34,1.41,0.08,2.38,61600000,58100000,54300000,50200000,45900000,41600000,37300000,33200000,29200000,25400000
"380","h.arthur","Quewenia",24,1996,5.68,37.89,42.07,1,714.07,216.94,12.94,14.19,1,20.92,21.58,1,4.01,5.73,1,0,0,0,0.05,2.1,0.06,0,1.22,40700000,37700000,34500000,31200000,2.8e+07,24900000,21900000,19100000,16400000,1.4e+07
"381","k.oloya","Quewenia",29,1992,0.15,30.07,59.93,1,310.06,189.91,20.06,30.01,1,9.93,10.07,1,0,0,0,0,0.08,0,0.05,0,0,0.02,0.05,2600000,2300000,2e+06,1700000,1500000,1300000,1e+06,9e+05,7e+05,6e+05
"382","l.kule","Quewenia",27,1993,3.35,38.81,47.83,1,605.73,251.47,22.06,24.23,1,13.32,15.54,1,2.33,5.42,1,0,0,0,0,2.4,0.64,0,2.7,1.7e+07,15200000,13500000,11900000,10400000,8900000,7600000,6400000,5400000,4500000
