"","Player","Nation","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","League","Year","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"2392","d.naluyima","Imaar Vircoand","Rabid Greyhounds",30,1990,29.37,0.04,0.04,0.05,0,0.14,0,0.07,0,16.87,0.04,0.1,0.09,0.03,0,0,-0.06,-0.04,"E",2021,2792281944.2345,2312620923.69901,1879017370.61743,1497746457.22663,1171188956.6899,898455968.633008,676157374.904538,499206167.36398,361570722.189224,256913977.552031
"2393","c.nakalyango","Lenia Gerdanho","Rabid Greyhounds",26,1994,8.73,0.06,0.39,0.03,0.08,0.25,0.03,0,0,19.5,0,0.07,0.03,0.11,0.05,0.13,-0.06,-0.1,"E",2021,49119331.4455592,43921077.1843951,38527841.6530853,33155649.469676,27991202.7759809,23182845.6123123,18836191.0763141,15014144.5701076,11740572.1307573,9006562.98524008
"2394","k.haim","Nganion","Rabid Greyhounds",23,1996,31.85,0.06,0.82,0.23,1,0.9,0.1,0.13,0.56,21.47,0,0.04,0.08,0.07,0.06,0,0.09,0.12,"E",2021,13610390169.8689,12889842951.2579,11975835953.0032,10915539672.0358,9760358016.60236,8561846663.3301,7368011666.43488,6220342895.09536,5151806092.31916,4185871120.64906
"2395","o.guzman","Nganion","Rabid Greyhounds",18,2001,0.78,0,1.16,0,0,1.22,0,0.05,0,25.92,0.03,0.09,0,0,0.01,0,-0.05,-0.1,"E",2021,8017648.38311832,8356381.29564076,8544185.17565419,8570461.68400029,8433715.46702686,8141695.0900406,7710665.87789536,7163909.59853262,6529643.50351268,5838617.25850693
"2397","c.devries","Nganion","Rabid Greyhounds",30,1989,26.62,0.24,0.66,0.18,1,0.68,0.2,0.19,0.51,20.93,0.14,0.01,0.06,0.06,0,0.06,0.01,0.06,"E",2021,2096999942.22524,1736775168.20932,1411139489.60667,1124805552.23207,879561313.492953,674739210.417325,507793268.88449,374903152.699979,271539120.577237,192942047.70255
"2398","d.mwebesa","Nganion","Rabid Greyhounds",30,1989,21.49,0.14,0.61,0.44,1,0.7,0.47,0.22,0.53,15.84,0.07,0.06,0,0.16,0.18,0.06,0.02,0.1,"E",2021,510927002.988578,423159444.924229,343819403.952145,274055100.419796,214302164.153032,164397945.672605,123722126.922719,91343895.8022611,66159596.0386444,47009682.8321962
"2400","d.akugizibwe","Imaar Vircoand","Rabid Greyhounds",31,1989,4.1,0.05,1.07,0.72,1,1.09,0.72,0.03,0,21.21,0.01,0,0,0.1,0.2,0.03,-0.05,-0.16,"E",2021,6296743.32874937,5116138.99701073,4078024.5980025,3188882.43817595,2446292.24300887,1841023.48810579,1359225.40171083,984475.237374605,699518.610090957,487612.590615859
"2401","g.fauzi","Imaar Vircoand","Rabid Greyhounds",27,1993,12.6,0,1.43,0.49,1,1.3,0.5,0.13,0.13,20.3,0.39,0.01,0,0.13,0.13,0.18,-0.2,-0.14,"E",2021,146850523.828018,128818191.433809,110856217.666036,93588842.8458102,77512056.6305619,62978977.3795475,50199929.8808923,39254710.4481058,30113525.8299737,22662749.5227114
"2402","l.lubega","Nganion","Rabid Greyhounds",23,1996,22.36,0.04,0.88,0.07,1,0.77,0.15,0.18,0.69,16.09,0,0,0.02,0.09,0.17,0.15,-0.09,-0.03,"E",2021,1729849907.92101,1638269980.80574,1522101751.82503,1387340484.79972,1240519500.58521,1088191409.45597,936457672.680083,790591559.097192,654782940.327055,532014782.989405
"2403","u.oliveira","Nganion","Rabid Greyhounds",40,1980,3.27,0.06,0.86,0.22,1,0.88,0.34,0,0,12.91,0,0,0.04,0.04,0.1,0.03,-0.18,-0.13,"E",2021,459809.779242104,314437.98409548,210946.811184803,138832.801633046,89638.0442856678,56777.180107552,35280.6377698548,21507.0179323542,12861.9000054373,7545.90306933663
"2404","y.turyahabwe","Byasier Pujan","Running Bigfoots",25,1994,7.2,0.1,0.34,0,0,0.42,0,0.05,0,8.41,0,0.07,0.09,0.08,0,0.04,-0.04,-0.08,"E",2021,36296210.8095234,33082678.369235,29581568.546635,25949135.6286583,22330875.7519247,18852535.8825814,15614028.1739339,12686484.7859303,10112273.542497,7907468.61249806
"2405","b.luki","Dosqaly","Running Bigfoots",21,1998,33.07,0.15,0.65,0.19,1,0.55,0.12,0.04,0.27,10.74,0.08,0.04,0,0,0.06,0.18,-0.06,-0.02,"E",2021,26535251304.8908,26111867435.2497,25207734802.1215,23873212942.5378,22180385203.4554,20216615823.6862,18077109721.7297,15857352905.5363,13646257145.3392,11520665618.0183
"2406","i.niemi","Imaar Vircoand","Running Bigfoots",28,1991,25.82,0.07,0.74,0.04,1,0.63,0.1,0.02,0.35,20.71,0.03,0.03,0.01,0.11,0.02,0,-0.02,0.06,"E",2021,2033602643.00877,1750043955.20833,1477450630.60574,1223652664.84859,994224600.0158,792486751.664209,619698833.132823,475390509.96236,357768004.769052,264139682.705423
"2407","j.abdel","Lefghau","Running Bigfoots",27,1993,31.06,0.11,0.54,0.16,1,0.55,0.09,0.14,0.24,9.82,0.05,0.06,0.09,0.12,0.11,0.12,-0.09,0.04,"E",2021,9139831140.57947,8017516634.25268,6899581179.14172,5824876874.49251,4824273625.28211,3919749168.40994,3124393910.3521,2443174294.6195,1874236018.76808,1410507081.75484
"2408","c.kasangaki","Nganion","Running Bigfoots",30,1989,6.34,0.24,0.96,0.23,1,1.05,0.16,0.13,0.99,20.53,0.15,0,0.09,0.05,0,0.05,0.13,0.15,"E",2021,23169227.1407366,19189193.8356146,15591326.7824249,12427694.8244318,9718052.65521268,7455024.53868975,5610480.64447594,4142211.03481131,3000167.73275338,2131768.36022013
"2409","c.navarro","Nganion","Running Bigfoots",34,1985,31.43,0,0.48,0.03,1,0.56,0.07,0.02,0.01,18.26,0.02,0.01,0.06,0.09,0.01,0,-0.08,-0.11,"E",2021,2031420679.94979,1558366841.04651,1172791176.38173,865870298.852358,627142390.750906,445615853.860491,310624903.735098,212418858.731775,142505305.184047,93788622.1420097
"2410","q.pellegrino","Nganion","Running Bigfoots",30,1989,6.57,0,0.14,0,0,0.09,0,0,0,25.03,0,0,0,0.1,0,0.05,0.07,-0.01,"E",2021,13839077.639162,11461786.865436,9312765.61487694,7423114.82840668,5804634.06828499,4452917.77606983,3351163.88476348,2474160.21951628,1792012.91143122,1273314.28306148
"2411","x.nabukalu","Nganion","Running Bigfoots",28,1992,8.04,0,0.18,0.07,0,0.14,0,0.01,0,12.97,0,0.01,0.09,0,0,0,0,0.07,"E",2021,28608723.5366087,24619619.6998415,20784776.600925,17214346.6246158,13986752.4331422,11148704.2282963,8717923.6582943,6687794.05760338,5033080.56461737,3715917.25824406
"2412","a.bondarenko","Biarizea","Running Bigfoots",24,1995,9.34,0.47,3.32,1.35,1,3.36,1.45,0.2,0.27,17.23,0.09,0.01,0.04,0.3,0.36,0.2,0.06,-0.04,"E",2021,125108856.815774,116237501.974162,105946262.887738,94734066.0539724,83101311.0347201,71513944.7453855,60374667.9886086,50003446.3712136,40628078.4539316,32384245.893537
"2413","o.wong","Biarizea","Running Bigfoots",23,1997,25.72,0.79,2.92,1.06,1,3.05,1.05,0.16,0.76,11.9,0,0.09,0,0.64,0.6,0.12,0.02,0.15,"E",2021,4074673439.77201,3858956287.13111,3585321219.13733,3267890121.24628,2922052275.98545,2563242402.24245,2205832534.2955,1862243893.4213,1542345751.24092,1253164506.28848
"2414","u.yong","Byasier Pujan","Running Bigfoots",29,1990,14.05,0.28,2.23,0.81,1,2.37,0.87,0.2,0.28,9.68,0.03,0.02,0,0.3,0.29,0.17,-0.08,0.01,"E",2021,167992746.858853,141825574.74921,117462633.871158,95439043.7189991,76073532.8190492,59487025.3934939,45634372.4176347,34343383.0221764,25355677.9074315,18364898.8573149
"2415","g.nadunga","Imaar Vircoand","Running Bigfoots",26,1994,29.3,0.1,2.17,0.41,1,2.18,0.61,0.09,0.08,16.5,0,0.08,0.17,0.28,0.21,0.19,-0.14,-0.15,"E",2021,9792533903.93994,8756198929.58937,7680992076.44194,6609980469.68134,5580385443.5529,4621781179.98176,3755222929.69998,2993251646.8468,2340625315.09654,1795567463.87491
"2417","p.binibrahim","Nganion","Running Bigfoots",26,1993,24.53,0.18,1.87,0.68,1,1.99,0.63,0.09,0.2,22.94,0.16,0,0,0.04,0.04,0.02,0.05,0.01,"E",2021,2489349100.89173,2225903545.13171,1952576412.50077,1680315748.76578,1418583547.71165,1174897829.0774,954611024.62311,760911156.286405,595007745.780248,456449198.505106
"2418","z.nakiwala","Rarita","Running Bigfoots",24,1996,1.57,0,1.2,0.63,1,1.31,0.59,0,0,8.37,0,0.05,0,0.14,0.04,0,-0.15,-0.11,"E",2021,11526759.1542891,10709407.1839,9761235.82842929,8728213.10100068,7656442.73381384,6588854.20451918,5562549.88365553,4607009.43062825,3743220.80114306,2983684.86699346
"2419","f.among","Biarizea","Running Bigfoots",24,1996,0.25,0,3.37,3.36,1,3.4,3.33,0,0,10.37,0,0.06,0,1.06,1.06,0.21,-1.01,-1.03,"E",2021,6576009.23173707,6109710.41947664,5568779.2259482,4979440.3752586,4367996.01916651,3758937.39910104,3173431.395355,2628296.1360599,2135505.2374446,1702190.43942133
"2420","g.agustina","Imaar Vircoand","Running Bigfoots",31,1989,1.89,0.5,1.59,0.47,1,1.6,0.55,0.37,0.91,13.9,0.04,0,0.04,0.25,0.17,0.14,0.38,0.35,"E",2021,7205446.86811604,5854465.6798293,4666537.61057994,3649080.44957722,2799324.64459937,2106707.58420999,1555379.64666669,1126548.06548825,800468.419167701,557981.551807166
"2421","n.mucunguzi","Biarizea","Running Bigfoots",29,1991,32.97,0.12,0,0,1,0.01,0.09,1.03,0.99,8.07,0,0,0,0.1,0.09,0.28,0.02,0.08,"E",2021,10063692932.8302,8496134868.83114,7036660215.77709,5717325585.47868,4557224576.18798,3563601216.37031,2733750830.20312,2057358234.04416,1518945081.47148,1100158824.10558
"2423","g.gentile","Lefghau","Running Bigfoots",33,1987,28.33,0.03,0.08,0.23,1,0.17,0.14,0.53,0.84,14.86,0,0,0.08,0.12,0.04,0.13,0,0.13,"E",2021,1559940897.03534,1219822983.31036,935764663.567509,704235043.826265,519935876.17313,376585071.520031,267582419.353894,186523353.091986,127552805.052658,85571269.517377
"2424","y.mukisa","Manlisgamncent","Running Bigfoots",32,1988,24.72,0.1,1.59,0.34,1,1.48,0.34,0.05,0.31,19.21,0,0,0.12,0.15,0.16,0.2,0.04,-0.08,"E",2021,1242253440.05823,990188125.942362,774294869.838353,593986003.124842,447020255.443343,330034510.805185,239041150.171112,169850623.737541,118397568.647405,80965421.980932
"2425","v.handayani","Nganion","Running Bigfoots",26,1994,26.68,0.04,0.93,0.14,1,0.86,0.09,0,0.17,22.79,0.13,0.02,0,0.15,0.05,0.07,-0.11,-0.04,"E",2021,3458532413.11864,3092519067.15536,2712776930.044,2334516472.31737,1970883544.90741,1632323173.35939,1326271662.49874,1057158233.28171,826663312.952163,634159486.673218
"2426","i.carpentier","Rosvi","Running Bigfoots",28,1991,11.61,0.06,0.68,0.12,1,0.59,0.15,0.05,0.04,30.06,0.08,0.09,0,0,0.12,0.05,0.04,-0.01,"E",2021,58400031.0486822,50256927.8576044,42428722.7383871,35140273.7725751,28551668.0015625,22758256.6643328,17796215.6079047,13652037.9915394,10274210.9716306,7585437.46204174
"2427","d.pfeiffer","Imaar Vircoand","Running Bigfoots",32,1988,10.21,0.26,1.82,1.02,1,1.83,0.95,0.14,0.24,21.61,0,0.01,0,0.14,0.07,0.06,0.22,0.2,"E",2021,36512753.875828,29103960.7276968,22758349.5429073,17458647.3568288,13138977.9558572,9700491.44158093,7025982.30034582,4992309.79782525,3479983.34648735,2379764.41031536
"2428","f.ngulube","Nganion","Running Bigfoots",25,1994,15.54,0.08,0.59,0.22,1,0.66,0.26,0.01,0,18.04,0,0.07,0.03,0.01,0.08,0.13,-0.06,-0.09,"E",2021,283161530.38662,258091454.380219,230777870.033312,202439780.708265,174212261.053139,147076314.389814,121811396.138102,98972437.2624608,78889966.4212406,61689384.7556017
"2429","t.kabonesa","Nganion","Running Bigfoots",22,1998,5.71,0,1.73,0.33,1,1.69,0.26,0,0.03,23.66,0.08,0,0.03,0.16,0,0.05,-0.03,-0.06,"E",2021,38788452.3373047,37445388.4743444,35462993.3939498,32948344.9018231,30031220.1432236,26853043.3748672,23555656.4040259,20271135.1908153,17113628.1358138,14173831.7611538
"2430","x.muzaki","Imaar Vircoand","Sassy Knights",33,1987,13.8,0.06,0.99,0.2,1,1.05,0.17,0.12,0.4,24.96,0,0.05,0,0.04,0.11,0.01,0.12,0.08,"E",2021,42647598.3146502,33349033.0986686,25583094.5676957,19253250.7643604,14214651.6182434,10295549.5890921,7315499.93871895,5099406.68527043,3487196.72913955,2339453.46044037
"2431","g.varma","Nganion","Sassy Knights",26,1994,35.07,0,0.35,0.02,1,0.42,0.02,0.17,1.1,11.16,0,0,0,0,0,0.05,-0.09,-0.01,"E",2021,28275051693.2911,25282728637.9134,22178166565.2212,19085717885.2031,16112855817.7842,13344973125.5446,10842864931.4533,8642742100.85394,6758342879.19616,5184537869.14409
"2432","h.kowalski","Nganion","Sassy Knights",28,1992,21.88,0.01,0.05,0.07,0,0.13,0.02,0.02,0,20.17,0,0,0,0,0,0.08,0.06,-0.09,"E",2021,737533716.996536,634694505.157838,535832139.58521,443786351.931195,360578880.687403,287413916.201767,224748323.075864,172411523.481633,129752961.959843,95796453.9738144
"2434","k.byakatonda","Nganion","Sassy Knights",28,1992,13.83,0,0.26,0,0.07,0.3,0.02,0.06,0,14.91,0,0,0.08,0.03,0,0.1,-0.1,-0.04,"E",2021,131433037.938986,113106458.80135,95488578.0921686,79085453.4321594,64257371.0370544,51218925.0224025,40051531.4660419,30724792.3514067,23122774.7002704,17071516.4329494
"2435","l.wambi","Nganion","Sassy Knights",19,2000,10.82,0,0.31,0.1,1,0.22,0.12,0.05,0,18.17,0,0,0,0,0,0.03,-0.07,0.03,"E",2021,87836069.173707,89810123.97235,90086323.0976741,88648948.5035317,85579447.3491891,81048788.6400624,75301693.0162283,68634759.2531928,61371204.9813411,53835202.1206857
"2436","q.alonso","Nganion","Sassy Knights",25,1995,26.19,0,0.36,0,1,0.44,0.07,0,0.02,16.53,0,0,0.01,0.04,0.05,0.02,0.03,0.08,"E",2021,2762722726.5115,2518121460.78278,2251630952.29222,1975144653.82744,1699737150.70445,1434979800.19213,1188477516.69989,965644596.389552,769705908.949236,601884955.968813
"2437","t.faure","Nganion","Sassy Knights",27,1993,3.46,0,0.53,0.2,1,0.64,0.21,0,0,14.66,0.06,0,0.1,0.02,0.03,0.05,0.04,-0.1,"E",2021,12906849.1452594,11321968.2208863,9743271.19122328,8225623.20380229,6812617.31855392,5535289.48464967,4412125.37201491,3450138.36374124,2646709.89920696,1991853.22381961
"2438","a.bintizakaria","Zacia Lygia","Sassy Knights",31,1989,22.51,0.1,0.07,0,0.06,0.13,0.02,0,0,9.45,0,0.06,0.01,0,0,0,0.05,-0.06,"E",2021,481551232.850094,391263056.601718,311871974.167185,243873727.948609,187083224.458906,140794547.930129,103948443.463871,75288961.2164459,53496550.7571013,37290775.8669797
"2439","e.chebet","Imaar Vircoand","Sassy Knights",26,1993,17.16,0.31,2.84,0.95,1,2.78,0.89,0.1,0.35,13.7,0,0.07,0,0.26,0.42,0.04,0.05,0.03,"E",2021,386483179.091212,345582015.059575,303146689.651318,260876938.564944,220241780.925661,182408424.726987,148207860.22326,118135042.84401,92377756.5350999,70865889.1067934
"2440","b.yang","Manlisgamncent","Sassy Knights",29,1991,18.09,0.69,2.62,1.25,1,2.53,1.37,0.19,0.43,11.29,0,0.1,0.07,0.33,0.37,0.22,0.22,0.31,"E",2021,590506398.077982,498526935.63527,412889473.700246,335474995.178599,267403853.404381,209101105.579276,160408049.685192,120719422.626485,89127002.8730636,64553919.6070834
"2441","t.jiu","Nganion","Sassy Knights",33,1986,8.94,0.04,1.48,0.44,1,1.66,0.49,0.04,0.1,12.01,0.08,0,0.03,0.15,0.19,0.04,-0.1,-0.22,"E",2021,15557660.909964,12165584.2093697,9332603.14860506,7023503.28373654,5185443.93047175,3755772.32291157,2668662.99466047,1860241.68268785,1272114.4069595,853422.586276567
"2442","l.ibrahimovi","Nganion","Sassy Knights",25,1995,0.57,0.04,1.68,1.7,1,1.73,1.66,0,0,8.46,0,0,0.05,0.35,0.34,0.15,-0.3,-0.31,"E",2021,10133905.2749092,9236686.73276909,8259176.55999992,7245000.96736261,6234782.4890965,5263629.68929469,4359438.05001519,3542067.6766199,2823347.66930399,2207765.93743905
"2443","l.nakalembe","Nganion","Sassy Knights",32,1988,5.25,0.19,1.98,0.33,1,1.84,0.44,0.1,0.54,14.51,0,0,0.09,0.29,0.33,0.19,0.02,-0.02,"E",2021,11910481.7040923,9493729.03897379,7423786.95312764,5695020.99537248,4285942.30623915,3164305.99095788,2291879.54231368,1628494.38063126,1135172.60625807,776280.544751658
"2447","j.kayendeke","Nganion","Sassy Knights",34,1986,23.24,0,0.66,0.25,1,0.59,0.25,0.01,0,14.84,0.05,0,0.01,0.08,0.12,0.11,-0.13,0,"E",2021,359490928.576441,275776823.717475,207543318.419966,153228979.518357,110982428.517103,78858534.1646967,54969822.934685,37590762.7240068,25218491.173846,16597329.738993
"2448","k.deng","Nganion","Sassy Knights",22,1998,29.66,0.17,1.37,0.36,1,1.25,0.46,0.04,0.23,25.95,0.09,0,0,0.04,0,0,0.12,-0.05,"E",2021,9163006146.4236,8845733822.06459,8377432118.54896,7783396053.66348,7094282916.06022,6343501394.54895,5564558816.01515,4788655518.74016,4042756808.97061,3348287949.63083
"2449","m.muhindo","Rarita","Sassy Knights",26,1994,17.13,0.06,1.09,0.5,1,1.04,0.5,0,0.05,21.23,0.11,0.07,0.08,0.15,0.17,0.16,-0.03,-0.02,"E",2021,435731171.437974,389618137.078785,341775449.347924,294119434.406816,248306302.561427,205651994.411088,167093389.945842,133188514.768834,104149081.376583,79896043.4658637
"2450","j.potonik","Rosvi","Sassy Knights",28,1992,10.15,0.18,0.73,0.38,1,0.82,0.48,0.33,0.53,16.1,0.02,0.08,0.08,0.08,0.23,0.21,-0.02,0.14,"E",2021,64814363.5774258,55776867.5111127,47088856.1582996,38999884.753612,31687623.4030183,25257896.1918844,19750852.3197785,15151501.4301765,11402672.797063,8418579.45501372
"2451","f.lukyamuzi","Nganion","Sassy Knights",32,1988,15.05,0.05,0.64,0.12,1,0.63,0.15,0,0,25.42,0,0,0,0,0,0.15,0.03,-0.12,"E",2021,93576408.8270776,74588844.6761368,58326047.6133646,44743749.7644332,33673120.8209741,24860824.1396406,18006480.5406042,12794499.8128993,8918646.49403784,6098959.50683748
"2452","f.rozman","Imaar Vircoand","Sassy Knights",26,1994,2.28,0,3.74,0.84,1,3.6,0.85,0,0.05,20.68,0.01,0.08,0,0.39,0.29,0.19,-0.29,-0.29,"E",2021,19559974.0301941,17489959.7332078,15342301.2894429,13203022.5879573,11146470.9160161,9231718.85239126,7500822.94358644,5978832.96116063,4675252.67993024,3586533.71102693
"2453","a.maposa","Nganion","Sassy Knights",29,1991,9.74,0.02,1.07,0.37,1,1.1,0.48,0,0.06,19.06,0,0,0,0.12,0,0.06,-0.02,-0.1,"E",2021,48218780.466311,40708044.729374,33715175.5747341,27393767.784913,21835305.671741,17074497.9868255,13098385.6533557,9857544.9082223,7277813.41429091,5271257.4967948
"2454","j.pradhan","Nganion","Sassy Knights",23,1997,15.97,0.15,1.4,0.76,1,1.33,0.84,0.03,0.09,16.87,0,0,0.04,0.19,0.1,0.1,-0.03,-0.04,"E",2021,436669018.504148,413551338.348779,384226790.422346,350208769.590099,313146493.389607,274694048.620016,236391637.752749,199570401.205235,165287995.551883,134297416.240513
"2455","r.tumusiime","Nganion","Sassy Knights",31,1989,21.06,0.31,1.94,0.36,1,2.1,0.47,0.03,0.39,24.36,0.05,0.23,0.3,0.22,0.02,0.08,0.06,0.12,"E",2021,790001040.04494,641880241.520932,511636492.953682,400083076.475092,306916339.97645,230978204.830149,170530927.647059,123514080.345865,87762895.9369397,61176775.6145853
"2456","v.phung","Nganion","Sassy Knights",27,1993,30.27,0.16,0.98,0.14,1,1.08,0.29,0.01,0.2,22.83,0.05,0.13,0,0.12,0.02,0.17,0.04,0.06,"E",2021,9978240583.90999,8752974604.40843,7532489372.59122,6359200944.89351,5266810965.681,4279313220.27637,3410998916.37828,2667290076.27953,2046162299.78971,1539894861.35806
"2457","y.arinitwe","Nganion","Sassy Knights",20,1999,5.1,0.21,0.51,0.21,1,0.68,0.17,0.37,0.94,14.81,0,0.04,0.05,0.08,0.2,0.27,0.1,0.17,"E",2021,39118893.8476165,39239198.8175516,38613116.7938276,37276123.9859917,35302689.9313114,32799408.4114009,29895469.9395467,26731659.4920249,23449177.7082109,20179503.5249093
"2459","n.binhashim","Dosqaly","Screaming Ramblers",29,1991,33.54,0.09,0.75,0.2,1,0.62,0.09,0.02,0.09,18.27,0.17,0.08,0.06,0.06,0.08,0.14,0.04,0.05,"E",2021,13475591458.5246,11376583450.3354,9422302422.49633,7655673154.92543,6102262557.42753,4771770604.82933,3660575653.79826,2754865359.15341,2033913743.44017,1473146185.2114
"2460","k.asadi","Lefghau","Screaming Ramblers",26,1993,5.18,0.24,0.64,0.29,1,0.66,0.3,0.41,0.49,7.91,0,0.1,0,0.14,0.12,0.04,0.13,0.21,"E",2021,18870023.1118086,16873025.6942451,14801122.919346,12737304.3029554,10753294.6350358,8906082.79118528,7236241.83163888,5767937.93205383,4510339.63478905,3460023.7154654
"2461","b.binder","Nganion","Screaming Ramblers",30,1990,26.31,0,0.4,0.05,1,0.43,0.06,0.1,0.37,24.8,0.04,0.02,0,0.03,0.1,0.05,0.06,0.08,"E",2021,1452551036.01066,1203030347.83254,977468852.673697,779130908.545227,609254998.735645,467378715.370237,351738511.740109,259688115.336878,188089862.555428,133647200.286977
"2462","e.miyamoto","Nganion","Screaming Ramblers",22,1997,9.47,0,0.35,0,0.01,0.39,0.09,0,0,8.99,0,0,0,0,0.08,0,-0.05,-0.01,"E",2021,60286262.6792114,58198829.5397482,55117727.2180733,51209379.4906639,46675490.1790806,41735865.420868,36610960.3241013,31506051.6024758,26598552.3788936,22029426.1109786
"2463","s.kule","Nganion","Screaming Ramblers",24,1995,28.27,0,0.49,0.06,1,0.5,0,0.01,0.93,22.3,0.08,0.02,0,0,0.11,0.08,-0.06,-0.05,"E",2021,6170791580.34429,5733226381.87493,5225627694.44289,4672604258.85312,4098837472.42399,3527309411.52994,2977882640.5455,2466338944.41259,2003914117.91302,1597300438.84824
"2464","t.haim","Nganion","Screaming Ramblers",30,1989,29.2,0,0.37,0.16,1,0.23,0.02,0,0,7.56,0,0,0.09,0.12,0.01,0.07,0.03,-0.03,"E",2021,3627945630.99515,3004733455.94832,2441362654.78892,1945986409.80845,1521698003.0495,1167342507.36172,878515222.724945,648606720.246674,469780254.308002,333802230.940895
"2465","a.oconnor","Nganion","Screaming Ramblers",18,2002,2.75,0.01,0.37,0.29,1,0.44,0.29,0.08,0.03,17.6,0.1,0,0.03,0.11,0,0,-0.09,0.04,"E",2021,12916897.1014554,13462615.4925415,13765178.4483447,13807511.4290734,13587205.333164,13116743.5492572,12422330.4601618,11541474.3459209,10519634.8372734,9406351.4311392
"2466","g.magaya","Nganion","Screaming Ramblers",24,1996,17.25,0.03,0.06,0,0.03,0.2,0.03,0,0,14.25,0,0,0,0,0.01,0.2,0.08,-0.03,"E",2021,521891303.30692,484884467.354412,441954587.598854,395182934.756365,346656924.427717,298320253.079658,251852786.167611,208589259.471356,169479934.153669,135090805.928128
"2467","o.gatti","Nganion","Screaming Ramblers",23,1997,1.03,0,1.05,0,0.08,0.89,0,0,0,21.27,0.01,0,0,0.11,0.04,0.01,-0.16,-0.09,"E",2021,8698064.57167034,8237580.62108595,7653461.29823377,6975852.10394532,6237604.00778026,5471664.97072601,4708714.47766058,3975267.6803674,3292392.17189526,2675086.9623634
"2468","m.banda","Lefghau","Screaming Ramblers",29,1991,9.76,0.1,1.35,0.23,1,1.43,0.19,0.08,0.55,16.6,0,0,0,0.2,0.25,0.19,-0.06,0,"E",2021,54450041.620629,45968701.5800302,38072151.4633432,30933834.941688,24657058.7461483,19281017.0029819,14791075.9478159,11131424.8377752,8218317.41663767,5952456.43539371
"2469","h.namwase","Nganion","Screaming Ramblers",30,1990,33.57,0.29,2.66,0.98,1,2.56,0.84,0.18,0.27,15.5,0.04,0.08,0.14,0.34,0.41,0.12,-0.03,-0.08,"E",2021,11696670097.6716,9687404261.35425,7871069874.33239,6273953185.96277,4906027085.38213,3763568032.26231,2832375063.23315,2091139063.67369,1514593991.18222,1076194345.31369
"2470","s.nyathi","Nganion","Screaming Ramblers",31,1988,19.54,0.26,1.36,0.43,1,1.42,0.53,0,0.08,18.19,0.22,0.06,0.26,0.25,0.1,0.06,-0.04,-0.21,"E",2021,379303567.112711,308186259.165188,245652267.535407,192092073.751949,147359885.186509,110899673.008509,81877093.6755847,59302872.8938975,42137640.0809915,29372833.7544289
"2471","d.mugisa","Xikong","Screaming Ramblers",28,1992,2.35,0.36,2.25,0.41,1,2.18,0.38,0.28,0.99,14.33,0,0,0,0.52,0.43,0.19,-0.13,0.04,"E",2021,11272171.0695151,9700417.58654127,8189444.63521681,6782653.54112341,5510943.74873409,4392719.62287904,3434963.69984898,2635068.93617694,1983092.50178254,1464114.78168508
"2475","b.jonsson","Imaar Vircoand","Screaming Ramblers",29,1991,27.77,0,0.63,0.2,1,0.69,0.2,0.06,0.26,15.09,0,0.03,0.04,0.03,0.1,0.03,-0.08,-0.05,"E",2021,2611367652.89099,2204611360.77461,1825900988.28636,1483554714.41897,1182527023.09652,924697624.057504,709364697.105145,533851616.762409,394141999.238938,285473651.221982
"2476","e.amponsah","Nganion","Screaming Ramblers",29,1991,15.49,0.1,1.02,0.05,1,1.05,0.04,0.09,0,18.87,0,0.01,0.09,0.02,0.05,0,-0.04,-0.15,"E",2021,137383034.351693,115983744.370167,96059939.2884517,78049235.26107,62212285.7560938,48647981.570186,37319400.2163522,28085725.4715481,20735656.9500819,15018657.5179922
"2477","f.mbale","Nganion","Screaming Ramblers",32,1987,28.7,0,0.29,0.02,1,0.26,0.07,0.02,0.92,17.39,0,0.03,0.09,0.12,0.1,0.12,-0.05,0.02,"E",2021,2588016087.15803,2062882433.33952,1613106886.82952,1237465143.63585,931287912.005024,687568732.545539,498000103.832766,353853837.286203,246660465.939644,168677186.017995
"2478","f.nakalema","Nganion","Screaming Ramblers",23,1997,2.4,0.07,0.39,0,0.06,0.38,0.04,0.06,0,16.93,0,0.03,0.06,0,0,0,0.03,-0.04,"E",2021,11453737.8457774,10847365.8869672,10078189.0730364,9185903.43761509,8213767.61487594,7205167.95871336,6200503.66071081,5234690.25810833,4335469.86362924,3522593.39179446
"2480","i.okiror","Nganion","Screaming Ramblers",34,1986,12.44,0,0.79,0.23,1,0.87,0.13,0.05,0,17.1,0.06,0,0.04,0.06,0.05,0.05,0,-0.12,"E",2021,26386220.75989,20241701.7305161,15233440.9069933,11246830.8905445,8145982.62859452,5788125.724092,4034721.79070091,2759118.75633707,1851008.2520843,1218224.91669532
