"","Player","Nation","Squad","Age","Born","X90s","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"2056","m.kebirungi","Nganion","Deferred Dolphins",22,1998,0.3,39.98,55.09,1,630.06,95,19.93,29.98,1,20.06,25.04,1,0.1,0,0,0.09,0,0.04,0,4.97,0,0.03,0.09,4300000,4100000,3900000,3700000,3400000,3e+06,2700000,2400000,2100000,1800000
"2057","w.mahato","Nganion","Deferred Dolphins",32,1988,15.04,34.27,49.4,1,846.91,277.14,10.74,13.22,1,13.8,17.15,1,9.31,16.85,1,0,0.1,0.04,1.53,5.07,1.22,0.51,4.78,8e+06,6600000,5400000,4400000,3500000,2700000,2100000,1600000,1200000,9e+05
"2058","x.kidega","Nganion","Deferred Dolphins",19,2001,0.74,21.32,30.06,1,425.8,57.13,9.98,15.66,1,5.69,8.62,1,2.94,2.8,1,0,0.06,0.09,0.06,1.41,0.1,0,1.34,7800000,7800000,7700000,7500000,7200000,6900000,6400000,5900000,5300000,4800000
"2059","b.ayuba","Rarita","Deferred Dolphins",20,1999,3.82,19.29,25.34,1,325.06,53.6,10.89,12.96,1,5.23,7.68,1,2.64,2.86,1,0,0.1,0,1.29,1.38,0.57,0.02,1.85,12100000,1.2e+07,11700000,11200000,10600000,9900000,9100000,8300000,7400000,6500000
"2060","i.benedetti","Zamlie Niabangthe","Deferred Dolphins",22,1998,25.8,23.17,34.21,1,416.62,130.06,9.93,13.79,1,10.85,14.42,1,2.12,4.39,1,0.01,0.13,0,0.34,3.84,0.32,0.03,3.55,39200000,37600000,35700000,33300000,30600000,27700000,24800000,21800000,18900000,16200000
"2061","d.magala","Republic of Denand Landsa","Deferred Dolphins",27,1992,1.13,25.5,34.45,1,378.18,42.61,15.48,20.09,1,9.97,13.57,1,0.02,0.87,0,0,0,0,0,2.68,0,0.01,0.06,2800000,2500000,2200000,1900000,1600000,1400000,1100000,9e+05,8e+05,6e+05
"2062","f.binzakaria","Nganion","Deferred Dolphins",26,1994,8.45,25.7,37.95,1,412.76,119.28,14.58,17.31,1,7.85,11.03,1,2.51,8.12,1,0.08,0.1,0,1.1,2.21,1.23,0.46,2.9,11800000,10700000,9500000,8400000,7300000,6200000,5200000,4300000,3600000,2900000
"2063","c.negri","Biarizea","Delta Colts",28,1992,15.32,31.37,39.39,1,690.87,219.96,9.8,11.12,1,14.16,16.13,1,6.96,11.29,1,0.04,0.08,0.14,0,2.16,0.15,0,1.78,1e+07,8800000,7600000,6500000,5500000,4600000,3700000,3e+06,2400000,1900000
"2064","g.syu","Janmico","Delta Colts",26,1994,14.09,35.89,48.63,1,662.66,319.82,14.85,16.56,1,16.14,19.99,1,4.21,10.46,1,0.13,0.09,0.1,1.01,2.02,0.93,0.44,3.11,12700000,11500000,10300000,9100000,7900000,6700000,5700000,4700000,3800000,3100000
"2065","c.emmanuel","Nganion","Delta Colts",22,1998,1.54,26.1,33.27,1,559.2,213.91,6.05,6.74,1,15.31,16.06,1,3.94,10.07,1,0,0,0,0,1.27,0,0,2.06,6100000,5900000,5600000,5200000,4800000,4400000,3900000,3400000,3e+06,2500000
"2066","c.roux","Nganion","Delta Colts",34,1986,1.19,25.49,37.23,1,531.79,225.56,9.03,13.55,1,12.67,14.53,1,3.55,8.2,1,0,0,0,0,0.87,0.1,0.03,3.71,1400000,1100000,9e+05,7e+05,5e+05,4e+05,3e+05,2e+05,2e+05,1e+05
"2067","d.ngo","Nganion","Delta Colts",31,1989,20.04,37.9,52.47,1,742.89,344.18,15.04,17.11,1,17.43,21.38,1,4.83,11.53,1,0.11,0.08,0,1.06,3.28,0.93,0.41,3.57,1e+07,8500000,7e+06,5700000,4600000,3700000,2900000,2200000,1700000,1300000
"2068","h.shuaibu","Nganion","Delta Colts",24,1996,22.92,26.96,33.22,1,620.15,188.54,6.66,7.29,1,13.89,15.62,1,6.25,9.55,1,0.06,0.02,0.08,0.16,1.31,0.05,0,1.23,19100000,17900000,16400000,14900000,13300000,11700000,10100000,8700000,7300000,6100000
"2069","i.niwamanya","Nganion","Delta Colts",25,1995,14.37,30.02,43.49,1,525.36,242.7,14.32,16.54,1,12.47,17.47,1,2.91,7.26,1,0,0.12,0,0.44,1.92,0.35,0.46,2.54,1.2e+07,1.1e+07,1e+07,8900000,7900000,6800000,5800000,4900000,4100000,3300000
"2070","k.awuah","Nganion","Delta Colts",30,1990,25.06,23.73,30.36,1,557.69,155.19,5.53,6.56,1,11.86,13.92,1,6.04,9.24,1,0,0.07,0.05,0.02,1,0,0.02,1.22,11500000,9800000,8300000,6900000,5600000,4500000,3600000,2800000,2200000,1600000
"2071","o.mohammad","Nganion","Delta Colts",23,1997,10.23,28.97,34.94,1,719.74,177.47,5.16,6.39,1,16.03,17.54,1,7.26,10.71,1,0.07,0,0,0.36,1.66,0.19,0.19,2.04,1e+07,9500000,8900000,8100000,7400000,6600000,5800000,5e+06,4300000,3600000
"2072","p.hassan","Northslands","Delta Colts",24,1995,13.57,31.74,43.35,1,548.33,199.35,15.04,17.64,1,12.86,17.1,1,2.87,6.23,1,0.14,0.06,0,0.59,2.29,0.79,0.57,2.35,14200000,13200000,12200000,1.1e+07,9800000,8700000,7500000,6400000,5400000,4500000
"2073","k.kastelic","Nganion","Delta Colts",31,1989,5.51,35.4,51.34,1,614.17,291.41,17.74,21.35,1,14.3,19.22,1,2.69,7.23,1,0,0.05,0,0.97,2.46,0.95,0.58,3.27,4100000,3500000,2900000,2300000,1900000,1500000,1200000,9e+05,7e+05,5e+05
"2074","n.turyasingura","Nganion","Delta Colts",31,1988,2.01,44.93,51.43,1,851.04,344.91,19,20.58,1,19.01,19.92,1,5.97,8.45,1,0,0,0,0,2.07,0,0.02,2.49,2900000,2400000,2e+06,1700000,1300000,1100000,8e+05,6e+05,5e+05,4e+05
"2075","v.abu","Nganion","Delta Colts",27,1993,13.33,41.4,54.9,1,734.12,275.7,20.14,22.17,1,15.84,19.49,1,4.93,11.08,1,0.28,0.3,0.06,2.41,2.74,1.55,1.06,2.94,1.8e+07,16100000,14200000,12300000,10500000,8900000,7300000,6e+06,4800000,3800000
"2076","q.maturu","Dastatesne","Delta Colts",24,1996,23.63,11.03,14.98,1,141.84,21.07,7.49,8.9,1,2.61,3.67,1,0.53,0.7,1,0,0.11,0,0.74,0.29,0.38,0,0.7,29700000,27700000,25500000,23100000,20600000,18100000,15700000,13500000,11300000,9400000
"2077","d.purwanto","Lefghau","Delta Colts",23,1996,13.01,10.05,16.3,1,162.98,32.98,5.63,7.86,1,2.84,5.19,1,1.07,1.71,1,0.07,0.01,0.1,0.42,0.73,0,0,1.04,1.3e+07,12300000,11500000,10500000,9500000,8500000,7500000,6500000,5600000,4700000
"2078","c.schmidt","Nganion","Delta Colts",21,1999,0.09,0.04,0.03,0,0,0.07,0,0,0,0.08,0.07,0,0.05,0.09,0,0.09,0.1,0,0,0.09,0,0.07,0.08,1500000,1500000,1400000,1300000,1200000,1100000,1e+06,9e+05,8e+05,7e+05
"2079","l.bogere","Nganion","Delta Colts",29,1991,19.97,16.73,25.85,1,255.44,52.69,10.82,15.29,1,3.77,5.75,1,1.7,2.69,1,0.1,0,0,0.5,0.78,0.49,0.08,1.19,12500000,10800000,9200000,7800000,6500000,5300000,4300000,3400000,2700000,2e+06
"2080","t.sinaga","Rarita","Delta Colts",24,1995,4.2,19.46,28.81,1,429.9,143.13,7.29,9.12,1,8.5,10.63,1,3.32,6.42,1,0.02,0.05,0.04,0.31,3.32,0.69,0.19,2.46,10600000,9900000,9100000,8200000,7300000,6500000,5600000,4800000,4e+06,3400000
"2081","w.ofori","Unicorporated Tiagascar","Delta Colts",26,1993,5.1,16.01,22.45,1,229.49,28.41,10.36,13.93,1,3.6,4.64,1,1.12,1.78,1,0,0.11,0,0.68,0.5,0.04,0.06,0.31,8200000,7400000,6600000,5800000,5100000,4300000,3600000,3e+06,2500000,2e+06
"2082","c.shevchenko","Nganion","Delta Colts",31,1989,25.01,16.67,31.95,1,648.56,474.24,1.66,1.68,1,6.3,6.25,1,8.73,23.97,1,0,0,0,0,0.67,0,0,0.09,7100000,6e+06,4900000,4e+06,3300000,2600000,2e+06,1600000,1200000,9e+05
"2083","f.dauda","Nganion","Delta Colts",34,1986,13.03,15.36,31.63,1,660.25,478.88,1.04,1.03,1,4.93,4.92,1,9.33,25.1,1,0.08,0,0,0.02,0.18,0.09,0,0.06,2e+06,1600000,1300000,1e+06,8e+05,6e+05,4e+05,3e+05,2e+05,2e+05
"2084","f.ainembabazi","Nganion","Delta Colts",23,1997,16.3,26.72,34.16,1,464.5,115.13,13.01,15.34,1,10.21,12.36,1,2.76,4.8,1,0,0,0,0.29,2.87,0.08,0.06,1.94,17100000,16200000,15100000,13900000,12600000,11200000,9900000,8600000,7300000,6200000
"2085","i.savage","Nganion","Delta Colts",22,1998,0.28,26.7,36.69,1,359.98,53.31,16.67,20.02,1,10.06,13.36,1,0.07,3.26,0.09,0.6604,0.42,0.4104,3.39,0.09,0,0.01,0.07,6600000,6400000,6e+06,5600000,5200000,4700000,4200000,3700000,3200000,2700000
"2086","j.choi","Nganion","Delta Colts",22,1998,0.17,55.06,64.9,1,1350,384.98,5.06,10.04,1,34.92,40.03,1,15.02,14.97,1,0.03,0.02,0,0,9.95,0.07,0,5.04,9700000,9300000,8800000,8200000,7500000,6800000,6100000,5400000,4700000,4e+06
"2087","m.korugyendo","Nganion","Delta Colts",29,1991,24.02,39.92,47.99,1,850.84,209.93,14.43,16.22,1,16.57,18.31,1,8.26,11.96,1,0,0.04,0.01,0.27,3.99,0.54,0,2.87,17900000,15500000,13300000,11200000,9300000,7600000,6100000,4900000,3800000,2900000
"2088","m.naluwooza","Nganion","Delta Colts",23,1997,12.92,33.48,41.52,1,597.49,141.45,16.85,19.49,1,11.27,13.3,1,4.44,6.32,1,0,0.09,0,1.14,3.16,0.92,0.05,3.25,21700000,20500000,19200000,17600000,1.6e+07,14300000,12600000,10900000,9300000,7800000
"2089","r.kabuye","Nganion","Delta Colts",32,1988,10.41,50.38,62.93,1,977.13,247.03,20.03,22.52,1,21.4,24.45,1,7.97,14.3,1,0.09,0.13,0,1.07,3.8,0.35,0.12,3.84,4900000,4100000,3300000,2700000,2100000,1700000,1300000,1e+06,7e+05,5e+05
"2090","v.bellini","Nganion","Delta Colts",31,1989,19.64,37.72,48,1,739.15,193.83,15.58,16.98,1,15.71,18.9,1,5.56,10.07,1,0,0,0,0.75,5.17,0.74,0.1,4.59,11200000,9400000,7800000,6400000,5200000,4100000,3200000,2500000,1900000,1400000
"2091","i.soko","Greri Landmoslands","Delta Colts",21,1999,7.35,21.4,29.43,1,339.65,60.61,12.28,14.44,1,6.63,8.47,1,1.66,4.12,1,0.03,0,0,0.22,0.96,0.19,0.09,1.25,1e+07,9800000,9400000,8900000,8300000,7600000,6900000,6200000,5400000,4700000
"2092","d.law","Nganion","Delta Colts",29,1991,28.05,22.76,30.67,1,367.51,103.86,11.97,14.87,1,7.99,10.27,1,1.87,3.85,1,0.1,0.12,0.18,0.65,2.53,0.52,0.14,2.51,2.5e+07,21700000,18600000,15600000,1.3e+07,10600000,8600000,6800000,5300000,4100000
"2093","j.mugenyi","Nganion","Delta Colts",25,1995,10.84,26.96,36.28,1,463.13,167.12,14.19,17.17,1,9.14,11.63,1,3.07,5.06,1,0,0.21,0,1.13,2.6,1.49,0.64,4.66,19800000,18200000,16500000,14700000,1.3e+07,11200000,9600000,8100000,6700000,5500000
"2094","v.nakiyemba","Northern Namemo Laand","Delta Colts",34,1986,23.78,24.93,34.47,1,471.74,122.81,11.93,14.28,1,8.38,10.84,1,3.92,6.94,1,0.04,0.25,0,1.31,1.8,1.13,0.36,2.68,10400000,8300000,6600000,5200000,4e+06,3e+06,2300000,1700000,1200000,9e+05
"2095","j.ayebare","Dosqaly","Festive Governors",26,1993,7.21,80.24,83.83,1,1527.55,468.54,28.72,29.63,1,41.1584,44.3752,1,7.02,8.25,1,0,0.08,0,0.04,4.66,0,0.05,4.18,8400000,7600000,6800000,6e+06,5200000,4400000,3700000,3100000,2500000,2e+06
"2096","l.wilson","Dosqaly","Festive Governors",25,1995,27.47,77.48,83.33,1,1478.04,497.04,29.8,30.91,1,37.88,39.6,1,9.21,11.84,1,0,0,0,0.31,7.72,0.56,0,4.96,40500000,37300000,33800000,30200000,26600000,2.3e+07,19700000,16600000,13800000,11300000
"2097","m.takata","Janmico","Festive Governors",21,1999,16.79,58.85,63.52,1,1189.01,265.47,18.01,18.86,1,32.88,34.32,1,7.49,9.68,1,0.05,0.1,0.14,0.03,2.77,0,0,1.54,1.8e+07,17600000,16900000,1.6e+07,1.5e+07,13800000,12500000,11100000,9800000,8500000
"2098","a.nilsen","Nganion","Festive Governors",33,1987,16.59,71.03,75.65,1,1499.56,367.76,19.55,20.64,1,40.42,41.78,1,10.53,11.88,1,0.07,0.01,0.03,0.05,5.02,0.13,0.06,2.13,5300000,4300000,3500000,2800000,2200000,1700000,1300000,1e+06,7e+05,5e+05
"2099","v.nazziwa","Nganion","Festive Governors",31,1989,33.64,74.55,87.4,1,1184.72,371.95,39.972,43.506,1,27.16,31.26,1,4.98,7.91,1,0.08,0.15,0,1.44,3.77,2.48,0.54,6.28,39900000,33600000,27900000,22800000,18400000,14600000,11400000,8800000,6700000,5e+06
"2100","y.ssentongo","Nganion","Festive Governors",21,1999,21.18,73.54,79.84,1,1245.28,358.26,34.12,35.89,1,33.07,34.87,1,4.99,7.21,1,0.14,0,0.1,0.46,5.58,0.62,0.15,2.74,31900000,31100000,29900000,28300000,26500000,24300000,22100000,19700000,17300000,1.5e+07
"2101","z.acidri","Nganion","Festive Governors",23,1996,3.26,65.57,73.83,1,940.7,268.2,36.95,40.02,1,25.27,27.89,1,1.6,2.9,1,0.37,0.14,0.01,1.58,2.72,0.6,0,4.33,12300000,11600000,10900000,1e+07,9100000,8100000,7100000,6200000,5300000,4400000
"2102","u.roussel","Slandsganiamayotteque","Festive Governors",19,2000,21.29,54.99,61.33,1,770.69,198.06,33.71,36.19,1,17.62,19.39,1,1.64,2.49,1,0,0.09,0,1.1,2.12,1.24,0.29,2.82,37100000,37300000,36900000,3.6e+07,34600000,32700000,30600000,28100000,25500000,22800000
"2103","i.hsieh","Nganion","Festive Governors",28,1992,10.59,76.15,84.44,1,1174.35,322.1,39.972,43.506,1,29.23,31.42,1,4.08,5.3,1,0.15,0.14,0,1.21,5.06,1.78,0.11,4.24,19600000,17300000,1.5e+07,12800000,10800000,9e+06,7300000,5900000,4700000,3700000
"2104","u.nafula","Mico","Festive Governors",29,1991,13.03,17.66,21.57,1,234.27,27.9,11.64,13.1,1,4.43,6.03,1,1.05,1.27,1,0.13,0.21,0.07,0.86,0.56,0.38,0,0.76,11600000,10100000,8600000,7300000,6e+06,4900000,4e+06,3200000,2500000,1900000
"2105","k.binali","Nganion","Festive Governors",17,2002,4.78,36.33,42.67,1,447.91,95.52,25.33,28.54,1,8.25,9.84,1,0.55,1.07,1,0,0.22,0,1.81,0.58,1.46,0.02,2.24,18800000,19400000,19800000,19900000,19700000,19200000,18400000,17400000,16300000,1.5e+07
"2106","p.peh","Dosqaly","Festive Governors",23,1997,19.63,42.84,51.97,1,676.54,147.53,24.48,27.28,1,14.51,17.86,1,2.97,4.39,1,0.23,0.24,0,1.79,2.11,2.29,0.37,3.94,49800000,47100000,4.4e+07,40500000,36700000,32800000,28800000,2.5e+07,21400000,1.8e+07
"2107","o.aboagye","Dosqaly","Festive Governors",29,1991,28.85,40.8,46.54,1,614.68,103.28,23.21,25.83,1,13.03,14.71,1,2.89,3.42,1,0.18,0.09,0.03,1.53,2.2,1.3,0.06,2.39,34300000,29800000,25400000,21400000,17800000,14500000,11700000,9300000,7300000,5600000
"2108","a.yosef","Greri Landmoslands","Festive Governors",20,1999,7.75,42.69,50.49,1,609.67,118.59,25.34,28.21,1,13.37,14.94,1,2.16,3.23,1,0.35,0.13,0.21,0.98,1.57,1.38,0.17,3.04,19700000,19500000,1.9e+07,18200000,17300000,16100000,14800000,13400000,1.2e+07,10600000
"2109","l.ndyanabo","Imaar Vircoand","Festive Governors",33,1987,33.68,59.25,71.99,1,955.6,310.8,33.82,37.54,1,18.96,22.09,1,5.35,9.31,1,0.22,0.32,0,2.38,7.72,3.5704,0.29,9.52,80700000,66100000,53200000,42300000,33100000,25500000,19400000,14500000,10700000,7800000
"2110","w.abeja","Esia","Festive Governors",28,1992,30.92,29.62,33.31,1,782.48,465.11,5.43,5.5,1,14.69,14.73,1,9.44,12.91,1,0,0,0,0.08,0.01,0,0,0.1,17800000,15700000,13600000,11600000,9800000,8100000,6700000,5400000,4300000,3300000
"2111","g.kyobutungi","Lefghau","Festive Governors",31,1989,7.04,29.98,34.04,1,677.46,341.48,7.76,7.62,1,15.06,15.07,1,6.86,10.75,1,0,0.05,0,0,0.09,0,0,0.1,3500000,2900000,2400000,2e+06,1600000,1300000,1e+06,8e+05,6e+05,4e+05
"2112","c.medina","Nganion","Festive Governors",17,2003,6.02,56.74,61.65,1,843.94,133.26,32.14,34.16,1,20.51,22.25,1,2.55,3.15,1,0.42,0.16,0.24,1.25,4.23,0.71,0,2.74,18800000,19500000,19800000,19900000,19700000,19200000,18500000,17500000,16300000,1.5e+07
"2113","i.babirye","Nganion","Festive Governors",22,1998,0.5,76.07,84.04,1,1449.98,332.06,28.06,33.95,1,27.92,29.97,1,15.5644,15.96,1,0,0,0.03,0.05,4.08,0,0,9.9804,6200000,5900000,5600000,5200000,4800000,4400000,3900000,3400000,3e+06,2500000
"2114","p.tibesigwa","Nganion","Festive Governors",17,2002,26.82,56.51,64.59,1,967.52,164.89,27.34,29.95,1,21.55,24.03,1,5.8,7.37,1,0.17,0.16,0.03,1.41,4.39,1.51,0.13,4.72,64500000,66700000,6.8e+07,68300000,67600000,65900000,63300000,6e+07,5.6e+07,51500000
"2115","x.nankya","Nganion","Festive Governors",20,1999,3.29,81.204,92.4104,1,1646.068,317.3,39.972,43.506,1,32.49,35.63,1,12.19,14.43,1,0.03,0.11,0,1.51,7.87,1.31,0,6.55,19200000,1.9e+07,18500000,17800000,16900000,15800000,14500000,13100000,11700000,10300000
"2116","z.gholami","Nganion","Festive Governors",32,1988,28.02,81.204,92.4104,1,1577.25,420.52,39.41,41.89,1,37.75,40.15,1,9.42,11.86,1,0.22,0.07,0.05,1.05,10.0408,1.24,0.09,7.84,28300000,23500000,19200000,15500000,12300000,9600000,7400000,5700000,4200000,3100000
"2117","o.meszaros","Unicorporated Tiagascar","Festive Governors",30,1990,7.06,81.204,92.4104,1,1625.68,409.38,39.972,43.506,1,41.1584,44.3752,1,6.35,9.07,1,0.04,0.05,0,1.84,7.96,2.35,0,8.48,14700000,12500000,10600000,8800000,7200000,5800000,4600000,3600000,2800000,2100000
"2118","h.gaillard","Byasier Pujan","Festive Governors",23,1997,35.07,74.12,80.88,1,1252.3,342.57,34.52,37.21,1,32.12,33.83,1,5.62,6.69,1,0.14,0.08,0,1.34,6.52,0.91,0,5.35,92500000,87600000,81800000,75200000,68200000,60900000,53600000,46500000,39700000,33500000
"2119","g.ochwo","Lefghau","Festive Governors",28,1992,7.22,62.12,71.6,1,952.27,202.11,35.28,38.46,1,21.59,24.58,1,3.92,6.62,1,0.2,0.17,0.08,1.03,5.47,2.08,0.3,5.95,17500000,15400000,13400000,11400000,9600000,8e+06,6500000,5300000,4200000,3300000
"2120","g.katumba","Biarizea","Flying Penguins",26,1993,10.08,12.81,20.67,1,259.96,88.03,4.18,5.35,1,6.26,8.17,1,2.14,6.33,1,0.07,0.01,0,0.05,0.99,0,0,1.7,8100000,7400000,6600000,5800000,5e+06,4300000,3600000,3e+06,2500000,2e+06
"2121","d.egger","Janmico","Flying Penguins",32,1988,26.91,31.62,47.87,1,645.97,370.47,11.74,14.39,1,14.62,20.3,1,4.99,11.62,1,0,0.06,0,0.69,4.18,0.9,0.53,5.05,11300000,9400000,7700000,6200000,4900000,3800000,3e+06,2300000,1700000,1200000
"2122","j.zacarias","Janmico","Flying Penguins",25,1995,14.77,20.11,29.88,1,590.02,236.26,4.44,5.66,1,7.8,10.19,1,7.85,13.37,1,0,0,0.08,0,2.65,0,0.01,2.24,11200000,10300000,9300000,8300000,7300000,6400000,5400000,4600000,3800000,3100000
"2123","n.nassiri","Janmico","Flying Penguins",22,1997,28.91,27.18,38.97,1,466.19,217.62,13.28,15.65,1,10.6,14.9,1,2.84,5.99,1,0,0.06,0.02,0.73,2.17,0.8,0.57,2.82,35900000,34500000,32700000,30500000,28100000,25400000,22700000,2e+07,17300000,14800000
"2124","k.moshe","Nancipenuaroe","Flying Penguins",18,2001,0.56,16.02,24,1,314.06,76.07,6.08,8.09,1,7.91,8.09,1,2.06,5.97,1,0.09,0.01,0,0.03,1.93,0.07,0.07,2,7400000,7500000,7600000,7500000,7300000,7e+06,6700000,6200000,5700000,5200000
"2125","v.caputo","Nganion","Flying Penguins",32,1987,9.83,19.95,29.42,1,510.32,131.36,3.01,4.44,1,10.61,12.12,1,6.03,12.04,1,0,0.1,0,0.15,1.38,0.02,0.08,1.87,3700000,3100000,2500000,2e+06,1600000,1300000,1e+06,7e+05,6e+05,4e+05
"2126","j.ko","Southern Viout Aman","Flying Penguins",28,1991,32.62,22.07,28.77,1,501.85,160.56,5.81,6.9,1,11.35,13.16,1,4.88,8.27,1,0.04,0,0.03,0.14,1.71,0.01,0.07,1.7,22600000,19900000,17300000,14800000,12400000,10300000,8400000,6800000,5400000,4200000
"2127","w.iddrisu","Nganion","Flying Penguins",22,1998,6.64,17.81,30.74,1,350.93,179.15,7.4,9.19,1,5.99,9.48,1,3.64,10.49,1,0.03,0.09,0,0.82,1.56,0.83,0.68,1.19,1e+07,9600000,9100000,8500000,7800000,7100000,6300000,5600000,4800000,4100000
"2128","o.balog","Rarita","Flying Penguins",28,1992,6.19,15.15,25.25,1,380.66,160.74,3.94,5.87,1,6.41,10.08,1,4.59,8.81,1,0,0,0.05,0.09,2.31,0.03,0,1.78,5300000,4700000,4100000,3500000,2900000,2400000,2e+06,1600000,1300000,1e+06
"2129","e.thembo","Nganion","Flying Penguins",31,1988,22.69,17.43,26.4,1,235.96,48.54,11.16,14.7,1,4.39,6.6,1,1.16,2.3,1,0.04,0.13,0,0.58,0.8,0.55,0.05,1.32,1.3e+07,10900000,9100000,7400000,6e+06,4800000,3700000,2900000,2200000,1600000
"2130","r.baidoo","Nganion","Flying Penguins",23,1997,0.18,20.02,50.09,1,309.92,30.08,9.93,10.08,1,9.94,30.01,1,0,0,0,0,0,0,0,0.08,0,0.05,0,1400000,1300000,1200000,1100000,1e+06,9e+05,8e+05,7e+05,6e+05,5e+05
"2131","m.nakyejwe","Varijitri Isles","Flying Penguins",23,1997,14.51,15.18,23.92,1,206.22,50.84,8.89,12.86,1,4.11,7.28,1,0.74,1.46,1,0.19,0.16,0.1,0.76,1.81,0.13,0,1.75,19400000,18400000,17200000,15800000,14300000,12800000,11300000,9800000,8300000,7e+06
"2132","v.pathan","Coastpa Barleslands","Flying Penguins",18,2002,0.25,19.97,24.98,1,180,5.02,19.97,19.92,1,0,0,0,0.03,0,0,0.1,0.03,0.08,0,0.05,0,0,0.04,3300000,3400000,3400000,3400000,3300000,3200000,3e+06,2800000,2600000,2300000
"2133","t.tushemereirwe","Nganion","Flying Penguins",33,1987,15.2,13.94,20.73,1,217.38,22.21,7.94,10.44,1,3.61,5.95,1,1.48,2.76,1,0.07,0.1,0,0.33,0.68,0.42,0.14,0.62,5300000,4300000,3500000,2800000,2200000,1700000,1300000,1e+06,7e+05,5e+05
"2134","g.nakasi","Western Niasland","Flying Penguins",21,1999,16.31,21.01,31.63,1,326.86,88.34,12.27,15.76,1,5.92,9.8,1,1.92,3.52,1,0.1,0.04,0.14,1.13,1.33,0.99,0.23,2.14,21600000,21100000,20300000,19200000,17900000,16500000,14900000,13300000,11700000,10200000
"2135","b.brandt","Nganion","Flying Penguins",27,1993,27.94,14.26,30.67,1,750.47,599.1264,0.42,0.47,1,2.12,2.15,1,11.54,25.1,1,0.05,0,0,0.1,1.93,0.05,0,0,16600000,14800000,1.3e+07,11300000,9700000,8100000,6800000,5500000,4500000,3500000
"2136","v.awio","Nganion","Flying Penguins",26,1993,10.04,16.16,27.63,1,696.4,507.05,0.87,0.97,1,5.25,5.13,1,10.02,21.57,1,0,0.09,0.02,0.03,1.25,0,0,0.09,7600000,6900000,6100000,5400000,4700000,4e+06,3400000,2800000,2300000,1800000
"2137","h.gomo","Janmico","Flying Penguins",24,1995,33.09,22.84,32.48,1,515.79,129.88,7.61,9.24,1,8.9,11.66,1,5.83,10.52,1,0,0.04,0,0.64,2.52,0.77,0.3,2.67,42900000,40100000,36800000,33400000,29800000,26300000,22800000,19500000,16400000,13600000
"2138","f.eid","Manlisgamncent","Flying Penguins",20,2000,0.12,79.95,92.4104,1,1560.06,599.1264,29.94,29.91,1,29.92,44.3752,1,15.5644,25.1,1,0,0.471199999999999,0,3.41,0.04,0.03,0,0.02,4900000,4800000,4700000,4500000,4300000,4e+06,3700000,3300000,3e+06,2600000
"2139","x.marroquin","Nancipenuaroe","Flying Penguins",21,1999,0.72,10.05,17.02,1,189.96,12.87,2.77,2.86,1,5.78,7.06,1,1.43,4.28,1,0.07,0,0.09,0.07,0.01,1.52,0,1.39,9900000,9700000,9300000,8800000,8200000,7600000,6900000,6100000,5400000,4700000
"2140","i.basemera","Nganion","Flying Penguins",22,1998,36.07,25.78,36.48,1,419.07,140.26,14.13,17.26,1,8.76,12.05,1,2.23,5,1,0.09,0.08,0,0.91,1.91,0.95,0.33,2.83,64300000,61800000,58500000,54600000,50200000,45500000,40700000,35800000,31100000,26500000
"2141","q.sousa","Reugha","Flying Penguins",29,1991,0.21,24.94,49.95,1,344.96,54.97,19.92,24.94,1,5.06,9.93,1,0,9.97,0.05,0,0.471199999999999,0,3.41,0,0,0,0.01,3e+06,2600000,2200000,1800000,1500000,1300000,1e+06,8e+05,6e+05,5e+05
"2142","q.naturinda","Rosvi","Flying Penguins",25,1995,30.26,19.1,24.93,1,327.75,71.54,8.17,9.74,1,7.07,9.19,1,2.29,3.67,1,0,0.06,0,0.66,1.42,0.61,0.28,1.82,36400000,33500000,30300000,27100000,23800000,20700000,17700000,14900000,12400000,10100000
"2143","h.chevalier","Central Namemo Laand","Flying Penguins",32,1988,25.84,22.88,35.02,1,431.7,182.82,10.96,13.31,1,8.72,12.12,1,3.05,8.05,1,0.08,0.01,0.07,0.79,2.25,0.99,0.65,2.11,10500000,8700000,7100000,5800000,4600000,3600000,2800000,2100000,1600000,1200000
"2144","g.nalwoga","Nganion","Flying Penguins",30,1989,15.42,25.12,38.9,1,624.47,225.41,8.98,11.28,1,8.7,12.41,1,6.98,13.92,1,0.1,0.05,0.01,0.79,4.1,0.26,0.09,3.67,8200000,7e+06,5900000,4900000,4e+06,3200000,2600000,2e+06,1600000,1200000
"2145","r.khonje","Nganion","Flying Penguins",19,2001,0.77,29.97,42.55,1,402.46,93.85,20.1,22.42,1,8.67,16.29,1,1.33,1.15,1,0,0.18,0,2.5,1.17,0,0.1,1.21,8e+06,8e+06,7900000,7700000,7400000,7e+06,6600000,6e+06,5500000,4900000
