"","Player","Nation","Squad","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9","trial"
"9816","f.nabunya","Quewenia","Serious Cyclones",3e+06,4e+06,1400000,9400000,1200000,1800000,1800000,7e+05,4500000,3e+05,47
"9817","m.zhou","Quewenia","Serious Cyclones",3100000,19600000,7600000,10800000,5800000,3600000,4e+05,3e+05,1500000,2e+06,47
"9818","s.achen","Giumle Lizeibon","Silver Frogs",9e+05,5800000,6600000,5100000,2e+06,2e+05,8e+05,4e+05,2200000,1e+05,47
"9819","l.msowoya","Southern Ristan","Silver Frogs",10800000,8700000,6900000,3500000,1700000,5600000,5900000,1e+05,4e+05,1e+05,47
"9820","i.bitton","Esia","Spicy Gophers",5e+06,2900000,7900000,9300000,4500000,4800000,6800000,5100000,1100000,2200000,47
"9821","p.galli","Esia","Spicy Gophers",1e+05,1e+06,9e+05,3e+05,9e+05,3e+05,4e+05,2e+05,3e+05,2e+05,47
"9822","q.nakyeyune","Esia","Supreme Jaguars",5e+05,4300000,2100000,1e+05,1200000,9200000,5800000,7500000,4e+05,4400000,47
"9823","j.ojok","Giumle Lizeibon","Supreme Jaguars",3e+05,3200000,1100000,2200000,4e+05,8e+05,2600000,1100000,7e+05,4e+05,47
"9824","u.ndagire","Mico","Supreme Jaguars",2700000,3900000,1200000,2700000,7500000,1100000,1200000,1100000,4600000,2100000,47
"9825","b.harahap","Esia","Ultimate Dolphins",2300000,2500000,7700000,23900000,4400000,19700000,25100000,3300000,2300000,6e+05,47
"9826","s.feldman","Esia","Ultimate Dolphins",1100000,3600000,3600000,4800000,4400000,12300000,2200000,5800000,2200000,2e+05,47
"9827","i.nassiwa","Esia","Ultimate Longhorns",22200000,14200000,9800000,4600000,8e+05,2300000,3e+06,8200000,12900000,8900000,47
"9828","t.obong","Esia","Ultimate Longhorns",3600000,12600000,2200000,4200000,1e+06,2500000,5e+05,1200000,5800000,3200000,47
"9829","e.kaddu","Esia","Weak Chargers",14400000,1300000,30500000,5200000,4100000,5700000,7600000,2200000,3500000,6e+05,47
"9830","p.wan","Redohrainbri","Weak Chargers",4400000,5e+06,1300000,3e+05,1e+05,2e+06,1200000,1400000,5e+05,7e+05,47
"9831","e.tushemereirwe","New Uwi","White Firebirds",1700000,5600000,7100000,1.1e+07,3300000,1700000,4500000,9200000,1600000,1e+05,47
"9832","g.aloyo","Nganion","White Firebirds",14900000,1400000,4400000,4600000,2600000,2e+05,2200000,5800000,4400000,9800000,47
"9833","b.koskinen","Esia","Wicked Gentlefolk",2400000,9e+06,19700000,9600000,6900000,3200000,4200000,2200000,6e+06,1700000,47
"9834","f.yaakv","Quewenia","Wicked Gentlefolk",2300000,6e+05,6800000,5400000,2e+06,14700000,3600000,4700000,2300000,4300000,47
"9835","b.klc","Sobianitedrucy","Coy Catamarans",3900000,1.3e+07,6200000,2800000,1600000,1300000,4600000,3700000,16400000,4e+06,47
"9836","f.jansen","Sobianitedrucy","Coy Catamarans",13300000,1900000,8300000,1e+05,3100000,1200000,2200000,4e+05,1e+06,2800000,47
"9837","k.kanyesigye","Sobianitedrucy","Coy Catamarans",3800000,6800000,1500000,1800000,1e+05,2e+05,2900000,7e+05,1200000,4e+05,47
"9838","l.foo","Sobianitedrucy","Coy Sunbirds",6e+05,1500000,6500000,5e+05,1400000,1200000,4100000,2e+05,1100000,7e+05,47
"9839","x.dahan","Sobianitedrucy","Coy Sunbirds",25800000,2700000,5e+06,1900000,8400000,5700000,1100000,5500000,3900000,3500000,47
"9840","n.busingye","Sobianitedrucy","Fighting Clippers",6e+06,7100000,2e+06,9200000,1700000,5900000,6100000,10700000,5700000,1800000,47
"9841","r.owere","Western Niasland","Fighting Clippers",1900000,4e+06,7300000,2e+06,2800000,2200000,2600000,1500000,1800000,4e+05,47
"9842","j.vasquez","Nkasland Cronestan","Fighting Wave",18700000,9800000,6400000,5200000,3800000,1200000,3800000,5e+06,8e+05,3500000,47
"9843","a.amongin","Sobianitedrucy","Fighting Wave",3e+05,4e+05,9800000,2e+06,1700000,1100000,1e+06,2700000,1e+06,1e+05,47
"9844","n.tkachuk","Sobianitedrucy","Fighting Wave",7e+05,1500000,1300000,1600000,8e+05,8e+05,5e+05,4e+05,7e+05,3e+05,47
"9845","v.razak","Lefghau","Flying Bombadiers",5e+05,1900000,1600000,8400000,1300000,1500000,6e+05,6e+05,8e+05,3e+05,47
"9846","u.mvula","Nkasland Cronestan","Flying Bombadiers",9e+06,1100000,12800000,7800000,6200000,2e+05,9e+05,4e+06,6300000,1e+06,47
"9847","d.chiba","Sobianitedrucy","Flying Bombadiers",4400000,1.3e+07,10500000,5500000,2e+06,2300000,10800000,1500000,6300000,7e+05,47
"9848","q.martinez","Sobianitedrucy","Hideous Spartans",6400000,1300000,4900000,2700000,2500000,8200000,2800000,5300000,2e+06,8e+05,47
"9849","y.nanyondo","Sobianitedrucy","Hideous Spartans",12600000,8200000,3700000,2300000,1200000,15300000,2800000,1700000,4e+06,3600000,47
"9850","a.kovaevi","Sobianitedrucy","Marvelous Heels",7200000,18600000,2400000,9400000,6e+05,2800000,5400000,3600000,7e+05,10300000,47
"9851","h.okafor","Sobianitedrucy","Marvelous Heels",10900000,9e+05,9100000,3900000,3400000,4300000,11400000,3400000,1600000,1.1e+07,47
"9852","k.huang","Sobianitedrucy","Marvelous Patriots",2400000,1400000,7e+05,7e+05,1e+05,7e+05,1e+05,7e+05,4e+05,5e+05,47
"9853","y.larsen","Imaar Vircoand","Mean Wolves",15600000,1100000,4700000,5e+05,16900000,1300000,2900000,6100000,4800000,6700000,47
"9854","g.oluka","Lefghau","Mean Wolves",3200000,1200000,5e+05,2800000,4300000,2500000,1600000,2900000,1e+06,1800000,47
"9855","k.jarvinen","Sobianitedrucy","Mean Wolves",1e+06,6e+05,3800000,1800000,2e+05,1e+05,3e+05,8e+05,2e+05,1600000,47
"9856","h.saeed","Manlisgamncent","Mighty Monkeys",1e+06,4200000,2600000,4e+06,9e+06,7900000,2800000,5200000,1600000,3600000,47
"9857","c.hamed","Sobianitedrucy","Mighty Monkeys",8e+06,30100000,19300000,6900000,11200000,44800000,2400000,17900000,28100000,4600000,47
"9858","d.kateregga","Manlisgamncent","Red Rangers",16200000,3800000,7e+05,11500000,2600000,7600000,4700000,5600000,2300000,4700000,47
"9859","g.daud","Sobianitedrucy","Red Rangers",6e+05,2300000,8900000,3e+06,1600000,2e+05,5e+06,1100000,2800000,4e+05,47
"9860","v.ssali","Sobianitedrucy","Red Rangers",5900000,1100000,2700000,5500000,12300000,3e+06,1400000,1600000,3e+05,6e+05,47
"9861","h.tuhaise","Lefghau","Remarkable Flames",11700000,4400000,15300000,22600000,2e+05,1e+06,2e+06,1e+06,1100000,4e+05,47
"9862","p.solanki","Nganion","Remarkable Flames",8e+06,2100000,7800000,1900000,9500000,8900000,6900000,4800000,1500000,1300000,47
"9863","g.boadi","Sobianitedrucy","Remarkable Flames",3e+06,3e+05,3800000,3200000,2200000,1600000,2e+05,9e+05,3e+05,2e+05,47
"9864","w.lotfi","Moaithe","Serious Ranchers",7200000,18100000,1e+05,2100000,10800000,3400000,1e+06,2e+05,3e+05,6e+05,47
"9865","j.turyasingura","Nganion","Serious Ranchers",2e+06,3e+05,1700000,2e+05,7e+05,1e+06,1300000,2300000,4e+05,1200000,47
"9866","a.white","Sobianitedrucy","Spicy Pointers",2800000,17200000,7e+05,2900000,7200000,9e+05,3800000,3e+05,3e+05,7e+05,47
"9867","l.namaganda","Sobianitedrucy","Spicy Pointers",1300000,4400000,3100000,2200000,5300000,6e+06,6900000,5900000,1e+05,5e+05,47
"9868","r.martin","Sobianitedrucy","Spicy Pointers",2e+05,1400000,8e+05,1600000,1200000,1e+05,1700000,1400000,2e+05,4e+05,47
"9869","g.caputo","Nkasland Cronestan","Strange Pioneers",3700000,3e+05,2.5e+07,20400000,11600000,1600000,13200000,5e+06,7200000,4900000,47
"9870","d.sorrentino","Sobianitedrucy","Strange Pioneers",3200000,1e+05,4100000,9e+05,1300000,2500000,1600000,1e+05,3500000,1500000,47
"9871","e.binmohamed","Cabral Retrea","Sugar Bengals",4400000,6100000,3500000,1300000,4e+06,7100000,3100000,7800000,3300000,2400000,47
"9872","j.koval","Saintu","Sugar Bengals",1900000,6500000,5e+05,2e+05,1700000,4700000,9700000,2e+05,5300000,2e+05,47
"9873","a.berkowitz","Sobianitedrucy","Sugar Bengals",2e+05,1e+05,1e+05,1e+05,2e+05,2e+05,1e+05,1e+05,3e+05,3e+05,47
"9874","m.nyamahunge","Loco Phirema","Wet Flames",1300000,1400000,5e+06,3400000,1700000,1300000,3e+05,3400000,6e+05,3e+05,47
"9875","a.whang","Rosvi","Wet Flames",4500000,2.2e+07,5700000,8500000,4500000,5100000,11100000,1200000,6e+05,5800000,47
"9876","v.guillaume","Sobianitedrucy","Wet Flames",4300000,1700000,2800000,2100000,5e+05,1200000,3600000,1500000,3e+06,3e+06,47
"9877","x.arnaud","Imaar Vircoand","Big Foxes",6800000,28400000,18500000,1300000,26800000,1200000,1.3e+07,1e+05,4100000,8500000,47
"9878","g.chandiga","Nganion","Big Foxes",2400000,5e+05,1100000,5e+05,1600000,6e+05,7e+05,4e+05,2e+05,2e+05,47
"9879","i.friedrich","Nganion","Big Foxes",8e+05,2100000,3e+06,7e+05,1900000,9e+05,2800000,1800000,1900000,2600000,47
"9880","k.kravchenko","Greri Landmoslands","Deferred Dolphins",2500000,3900000,4.3e+07,24800000,1.4e+07,2800000,1900000,4900000,5400000,9200000,47
"9881","e.kantono","Nganion","Deferred Dolphins",13700000,8e+05,2300000,4300000,10300000,2e+05,1400000,2400000,2500000,6e+06,47
"9882","q.konig","Nganion","Deferred Dolphins",5300000,5e+05,11600000,1e+07,11500000,1900000,2200000,1e+06,7500000,1900000,47
"9883","c.shevchenko","Nganion","Delta Colts",1900000,8700000,12700000,2200000,1e+06,2700000,2e+06,3e+06,1300000,4e+05,47
"9884","f.dauda","Nganion","Delta Colts",4300000,3500000,4300000,2400000,3900000,1500000,1e+05,6e+05,1200000,2e+05,47
"9885","w.abeja","Esia","Festive Governors",5500000,13300000,3100000,7300000,12400000,8e+05,9700000,1500000,3600000,4600000,47
"9886","g.kyobutungi","Lefghau","Festive Governors",5e+05,2400000,5300000,3300000,2100000,1800000,3600000,1200000,2e+05,1500000,47
"9887","b.brandt","Nganion","Flying Penguins",11600000,14100000,5700000,1400000,6200000,7e+05,7700000,6900000,1700000,4300000,47
"9888","v.awio","Nganion","Flying Penguins",10400000,1700000,2400000,1500000,1600000,11100000,1.5e+07,7100000,4400000,8500000,47
"9889","f.degroot","Nganion","Hideous Spiders",4300000,8900000,3800000,4600000,1700000,4200000,3900000,1700000,1600000,7800000,47
"9890","j.martin","Nganion","Hideous Spiders",8e+05,3600000,1500000,1e+05,4e+05,1200000,4e+05,1300000,9e+05,1700000,47
"9891","i.ajiko","Nganion","Horrible Bison",17200000,28200000,10100000,42500000,9200000,15400000,4500000,2300000,4700000,7900000,47
"9892","e.lungu","Nganion","Mad Bees",1600000,1300000,1900000,5300000,1500000,1200000,3500000,5400000,4e+05,7800000,47
"9893","k.nkhoma","Nganion","Mad Bees",5300000,1e+06,5e+06,2600000,3700000,4700000,9e+05,8e+05,6e+05,7e+05,47
"9894","r.martino","Nganion","Mad Bees",1100000,4400000,6700000,5500000,1700000,21300000,11300000,2300000,5e+05,14500000,47
"9895","y.ruggiero","Southern Ristan","Mad Kingsmen",8e+05,14900000,27200000,2500000,22800000,9200000,7200000,7700000,7e+05,6700000,47
"9896","l.sakurai","Nganion","Orange Giants",1200000,7e+06,3200000,1100000,2200000,9e+05,4600000,2300000,2400000,4e+05,47
"9897","m.murmu","Rosvi","Orange Giants",22300000,8e+06,4200000,7200000,4900000,9e+05,4100000,21700000,2e+05,1600000,47
"9898","f.krklis","Imaar Vircoand","Plane Janes",3e+05,8200000,1600000,6e+05,2400000,6800000,9e+05,1400000,3200000,1300000,47
"9899","g.leung","Nganion","Plane Janes",7800000,22200000,5500000,5e+05,2900000,5800000,4300000,7e+05,1200000,1400000,47
"9900","s.nuwagira","Saintu","Polar Kangaroos",13200000,7200000,3900000,39300000,9200000,4800000,1800000,1.4e+07,3600000,7200000,47
"9901","l.antwi","Nganion","Punctual Leopards",9e+06,7200000,2400000,11400000,3200000,9800000,14500000,8500000,3e+06,9e+05,47
"9902","z.fabre","Nganion","Punctual Leopards",10300000,1.7e+07,3100000,6400000,2500000,11200000,3200000,2e+06,1100000,4200000,47
"9903","w.kong","Imaar Vircoand","Rabid Greyhounds",3200000,8e+05,24600000,8e+05,1300000,5200000,1100000,2500000,2e+05,2e+05,47
"9904","x.hosseinzadeh","Nganion","Rabid Greyhounds",5200000,1800000,2200000,26200000,6100000,3100000,4e+05,5500000,4500000,2e+05,47
"9905","n.mucunguzi","Biarizea","Running Bigfoots",4e+05,9100000,4900000,28600000,1.7e+07,3e+05,2100000,9100000,1400000,7e+06,47
"9906","u.nishimura","Galamily","Running Bigfoots",7300000,3400000,1600000,3900000,1e+06,2200000,3e+05,1100000,1100000,1300000,47
"9907","g.alali","Nganion","Sassy Knights",18200000,9e+05,1800000,11100000,6800000,13400000,4200000,1700000,1400000,2500000,47
"9908","i.kisitu","Nganion","Sassy Knights",4300000,4500000,9e+05,1100000,5100000,3400000,1200000,2700000,5500000,2500000,47
"9909","m.sseguya","Nganion","Sassy Knights",3300000,3e+06,2100000,4e+05,7e+05,7e+05,1100000,1900000,2e+05,9e+05,47
"9910","c.ismail","Nganion","Screaming Ramblers",5300000,13500000,8e+06,1100000,4100000,4500000,2200000,6900000,1e+06,4600000,47
"9911","m.ategeka","Nganion","Screaming Ramblers",19700000,9e+05,6600000,7500000,3500000,5200000,11800000,3700000,1e+05,3900000,47
"9912","c.musana","Nganion","Serious Magicians",71900000,4900000,19300000,4e+06,3100000,2300000,1e+06,6200000,3500000,9600000,47
"9913","o.herrmann","Nganion","Serious Magicians",7e+05,1e+06,2700000,3400000,1600000,5600000,6500000,14700000,2200000,1200000,47
"9914","o.nabunya","Byasier Pujan","Swift Bison",1e+05,3e+06,7e+05,1e+06,2700000,3200000,2600000,2600000,6100000,1300000,47
"9915","g.taruvinga","Nganion","Swift Bison",3e+05,8400000,2e+05,2800000,1e+05,1100000,6400000,9e+05,1500000,1e+06,47
"9916","k.jao","Nganion","Ultimate Penguins",2200000,3300000,7300000,8e+05,7100000,8e+05,3400000,1900000,2e+05,3600000,47
"9917","o.noor","Cabral Retrea","Black Coyotes",7e+05,2e+05,3e+05,1e+05,3e+05,1400000,1e+05,3e+05,1e+05,2e+05,47
"9918","a.khainza","Sobianitedrucy","Black Coyotes",35900000,30100000,49400000,2.2e+07,4400000,14700000,10600000,12500000,5400000,12300000,47
"9919","y.tsua","Highhlaands","Educated Avengers",3100000,5500000,1.1e+07,3400000,2700000,4500000,1.4e+07,1200000,7800000,12200000,47
"9920","f.ithungu","Rarita","Educated Avengers",3300000,7600000,16900000,5300000,8100000,2e+06,5300000,7e+05,1500000,8e+05,47
"9921","s.marchetti","Rarita","Educated Avengers",2400000,1e+05,3500000,2400000,4400000,4700000,2200000,5100000,3e+05,1100000,47
"9922","l.werner","People's Land of Maneau","Mad Wolverines",1400000,6900000,3700000,4900000,10200000,5400000,2800000,7900000,2700000,4500000,47
"9923","x.tumushabe","Rarita","Mad Wolverines",1400000,2300000,1500000,1500000,3e+05,6e+05,2100000,4200000,7400000,2600000,47
"9924","t.kamugisha","Lefghau","Marvelous Coyotes",25200000,5200000,6200000,6e+05,11800000,8700000,5300000,13200000,7500000,8e+05,47
"9925","c.baba","People's Land of Maneau","Marvelous Coyotes",4e+05,8e+05,1300000,4e+05,2300000,5e+05,2200000,1e+05,1700000,3e+05,47
"9926","m.bahri","Slandsganiamayotteque","Marvelous Coyotes",1100000,6900000,3200000,6500000,3e+05,1500000,15800000,2800000,3900000,13500000,47
"9927","a.omar","Rarita","Red Anchormen",2700000,5e+05,8300000,1200000,2e+05,1200000,1e+06,2500000,1e+06,1500000,47
"9928","f.akumu","Rarita","Red Anchormen",9300000,1100000,20900000,4100000,2.6e+07,1500000,23500000,28500000,11800000,5200000,47
"9929","b.ampofo","Rarita","Serious Buffaloes",8600000,2400000,2300000,1300000,2300000,8e+05,2400000,1400000,2e+05,2e+06,47
"9930","n.irawan","Rarita","Serious Buffaloes",1.4e+07,13700000,29200000,2700000,4800000,28700000,3700000,5e+06,9e+05,1.2e+07,47
"9931","w.nasiru","Rarita","Stacked Rocks",13500000,5e+05,1500000,7500000,2100000,2200000,3e+05,7700000,2400000,2100000,47
"9932","g.leitner","Rarita","Strong Oaks",10700000,17900000,3e+06,1.2e+07,7700000,7100000,8e+06,2400000,1.8e+07,5400000,47
"9933","u.nyeko","Rarita","Strong Oaks",3e+06,4e+06,3e+06,3600000,3300000,1500000,3600000,1600000,2e+05,1e+05,47
"9934","z.nyamahunge","Rarita","Strong Oaks",1e+05,4300000,5e+05,1700000,5e+05,1900000,1900000,8e+05,6e+05,1e+05,47
"9935","e.miyazaki","Greri Landmoslands","Wild Hornets",34400000,5500000,11500000,7e+05,2100000,4300000,2600000,1400000,2200000,9e+05,47
"9936","m.asiimwe","Rarita","Wild Hornets",9800000,5200000,1e+06,3400000,3e+05,8e+05,4800000,1e+06,1e+05,2100000,47
"9937","s.kiconco","Nkasland Cronestan","Fanatical Outlaws",10700000,9300000,3e+06,6e+06,5e+05,4300000,2500000,1400000,4300000,7e+05,48
"9938","r.chee","Southslands","Fanatical Outlaws",6700000,2900000,5e+05,1700000,3e+06,2300000,1e+05,6e+05,7e+05,7e+05,48
"9939","z.marini","Central Republic of Boekrainego","Fighting Cougars",2700000,3600000,8300000,2200000,2500000,5500000,3e+05,2200000,6e+05,9e+05,48
"9940","p.robinson","Nganion","Fighting Cougars",19700000,4900000,2e+05,4600000,10300000,14600000,10900000,1.4e+07,8600000,1700000,48
"9941","a.soong","People's Land of Maneau","Great Galactic Gorgons",10200000,5700000,2200000,8400000,36200000,11300000,1.1e+07,9500000,8800000,5400000,48
"9942","g.mwebaze","Nganion","Green Fleet",3600000,4e+05,1600000,2600000,12800000,5700000,1200000,1600000,6e+06,4e+05,48
"9943","p.kabugo","People's Land of Maneau","Green Fleet",3e+05,1.2e+07,3500000,3700000,5e+05,2100000,3200000,4500000,3300000,8900000,48
"9944","e.wibowo","Coastpa Barleslands","Horrible Grizzlies",3e+06,8400000,8900000,2500000,9e+06,8100000,9e+05,4100000,1100000,7100000,48
"9945","r.wanyama","Imaar Vircoand","Horrible Grizzlies",5e+05,2200000,1200000,2e+06,7e+05,3e+05,6e+05,1600000,8e+05,3e+05,48
"9946","j.nkrumah","Nganion","Horrible Grizzlies",5e+05,2e+06,2200000,1100000,1600000,2400000,4600000,8e+05,9e+05,9e+06,48
"9947","s.tamale","Imaar Vircoand","Horrible Storm",1500000,3300000,9300000,20700000,6e+06,12600000,4e+06,3700000,2800000,7500000,48
"9948","y.acola","Rarita","Marvelous Patriots",9e+05,5900000,1.2e+07,6900000,1700000,7e+05,3600000,4100000,3500000,3e+05,48
"9949","z.marini","Central Republic of Boekrainego","Mighty Jays",5100000,1800000,1900000,6500000,2e+05,1500000,2700000,1900000,3e+05,4e+06,48
"9950","x.adikini","Cuandbo","Mighty Jays",5600000,13100000,3200000,1e+06,3900000,1800000,3200000,4500000,2300000,2300000,48
"9951","v.kumwenda","Esia","Mighty Jays",1500000,6800000,11600000,1100000,6600000,3100000,10400000,1600000,8e+05,6900000,48
"9952","u.nakazibwe","Lefghau","Old Mustangs",7400000,5e+06,3500000,3e+06,7400000,4600000,2400000,2e+05,4400000,2400000,48
"9953","f.walker","Nganion","Old Mustangs",2600000,6100000,4e+05,8e+05,1e+06,3e+05,7e+05,6e+05,9e+05,1e+06,48
"9954","p.tetteh","Southslands","Old Mustangs",3300000,13100000,14700000,16200000,15100000,13900000,3e+06,3800000,6e+06,7400000,48
"9955","h.ochan","Greri Landmoslands","Punctual Rustlers",3e+06,3800000,6200000,8900000,3800000,2800000,3600000,1300000,7400000,1900000,48
"9956","x.neri","People's Land of Maneau","Punctual Rustlers",9900000,13900000,7700000,3800000,6300000,19800000,3900000,4900000,14200000,6800000,48
"9957","m.ngamita","Xikong","Punctual Rustlers",4300000,1e+06,1800000,6500000,4e+05,6e+05,2100000,5e+06,7e+05,2300000,48
"9958","q.musimenta","Nganion","Silver Heels",9800000,8700000,1800000,10100000,1500000,8300000,2800000,2e+06,1e+05,4e+05,48
"9959","c.leroy","People's Land of Maneau","Silver Heels",3800000,6200000,6e+05,2400000,4400000,3100000,5200000,4e+05,5500000,7700000,48
"9960","s.zandamela","Mico","Solemn Cougars",2e+06,2900000,2300000,8e+05,6700000,19400000,6800000,6e+06,2200000,5e+05,48
"9961","m.janssens","Ledian","Somber Bombers",5e+06,1100000,8e+05,1300000,1300000,6100000,2e+05,7e+05,7e+05,8e+05,48
"9962","p.johansson","People's Land of Maneau","Somber Bombers",3200000,5200000,6700000,4300000,17900000,9600000,1e+06,9500000,5700000,2500000,48
"9963","f.ribeiro","People's Land of Maneau","Swift Musketeers",3200000,6e+05,4e+05,1e+06,7e+06,8100000,2600000,1400000,4100000,1500000,48
"9964","s.aslan","People's Land of Maneau","Swift Musketeers",5800000,2400000,14200000,3100000,4e+05,4400000,9e+05,1100000,4e+05,2300000,48
"9965","y.draru","Rarita","Ultimate Penguins",1100000,2e+05,4500000,2100000,1800000,4200000,4e+05,2e+05,7e+05,8e+05,48
"9966","n.kyohirwe","Dosqaly","Weak Tornadoes",10300000,5400000,4400000,3e+05,12900000,4700000,2800000,1e+06,2100000,1e+06,48
"9967","e.bintiismail","Ledian","Weak Tornadoes",2400000,2e+06,1900000,7e+05,5200000,6900000,5600000,9e+05,7e+05,4e+05,48
"9968","y.kyosiimire","Nganion","Flawless Cows",14500000,8400000,1500000,1500000,1e+05,2e+05,1400000,2e+06,1200000,1e+06,48
"9969","x.driscoll","Nkasland Cronestan","Flawless Cows",2400000,3100000,14900000,7100000,12300000,8100000,1700000,3400000,3700000,2e+05,48
"9970","p.addae","South Sati Fatina","Flawless Cows",3800000,5e+06,1900000,6400000,8300000,1200000,3900000,5700000,6e+05,2200000,48
"9971","f.kimera","Dosqaly","Glistening Paladins",11800000,23300000,13800000,4300000,2900000,7e+06,5400000,1200000,8100000,1.3e+07,48
"9972","t.okello","Dosqaly","Glistening Paladins",1200000,2200000,3300000,3500000,4600000,4800000,5400000,1200000,1e+05,4200000,48
"9973","v.bwambale","Dosqaly","Golden Rustlers",1200000,2800000,1e+06,6700000,4200000,2900000,2300000,2300000,1300000,1900000,48
"9974","u.yamasaki","Coastpa Barleslands","Grotesque Rocks",5400000,9e+05,4800000,8400000,3800000,3200000,4900000,1e+05,1800000,5200000,48
"9975","s.bintiothman","Lylimi","Grotesque Rocks",1100000,4e+05,5700000,2e+05,2600000,9500000,1600000,3e+05,1800000,9e+05,48
"9976","t.bukar","Southern Ristan","Grotesque Rocks",1800000,2200000,8e+06,3400000,4e+05,8e+05,2400000,1300000,6e+05,4e+05,48
"9977","a.lamunu","Dosqaly","Jumping Beans",6400000,7400000,3400000,3900000,4100000,4900000,4700000,3700000,1700000,6e+05,48
"9978","k.adero","Rosvi","Jumping Beans",44200000,18400000,2400000,17100000,8e+05,6700000,7100000,8100000,9600000,1700000,48
"9979","j.ogawa","Dosqaly","Mean Colts",9e+05,4700000,4700000,8e+05,4e+05,7700000,4e+05,1700000,2500000,1600000,48
"9980","a.chipeta","Zamlie Niabangthe","Mean Colts",2700000,7300000,1200000,8e+06,4600000,2900000,1200000,3400000,2e+05,1900000,48
"9981","a.suboti","Dosqaly","Mean Poets",7e+05,6e+05,5e+05,4e+06,2300000,2700000,3100000,3e+06,2700000,1400000,48
"9982","t.bonabana","Dosqaly","Mean Poets",11800000,15200000,15200000,1700000,16100000,7300000,3e+06,3e+06,1200000,8e+05,48
"9983","e.wibowo","Coastpa Barleslands","Overconfident Kangaroos",4e+06,2800000,2900000,3700000,2200000,3e+05,1400000,2e+06,1e+06,5700000,48
"9984","v.arnold","Coastpa Barleslands","Overconfident Kangaroos",5200000,10700000,17600000,9e+05,2300000,4100000,7300000,5100000,3600000,9e+05,48
"9985","b.ochieng","Dosqaly","Overconfident Kangaroos",3e+05,3700000,1800000,2300000,3700000,3400000,3800000,1600000,5e+05,6e+05,48
"9986","h.kamal","Dosqaly","Serious Thunderbirds",1300000,4100000,7100000,2300000,10400000,1300000,5e+05,5e+05,9e+05,1700000,48
"9987","i.sano","Dosqaly","Serious Thunderbirds",2e+06,1800000,3900000,11300000,1500000,3800000,2400000,1400000,2900000,2700000,48
"9988","j.lunkuse","People's Land of Maneau","Serious Thunderbirds",8100000,3100000,15800000,8e+05,6200000,2800000,16800000,8500000,15600000,3e+06,48
"9989","j.chukwu","Dosqaly","Simple Jayhawks",2700000,2e+05,2e+05,1800000,1400000,2900000,1500000,1e+06,4e+05,1900000,48
"9990","r.rizzi","Pierrema","Simple Jayhawks",20100000,9700000,2900000,6600000,14300000,4300000,3500000,10600000,9500000,7e+05,48
"9991","v.arnold","Coastpa Barleslands","Simple Privateers",3e+05,8500000,2400000,1e+06,1e+05,6e+05,5600000,2200000,1500000,5e+05,48
"9992","z.lefevre","Quewenia","Simple Privateers",13700000,1e+05,1900000,16900000,9700000,8e+06,11700000,12500000,2e+05,6200000,48
"9993","y.goh","Tito Mia","Simple Privateers",8700000,2600000,4300000,4300000,6400000,7700000,3300000,13700000,2900000,1200000,48
"9994","a.mbusa","Dosqaly","Solemn Leopards",1300000,3600000,3700000,2100000,3e+05,2e+05,1500000,2900000,1600000,1800000,48
"9995","n.tumwesigye","Dosqaly","Solemn Leopards",2500000,4e+05,2100000,1100000,2e+05,2e+05,2600000,1500000,7e+05,8e+05,48
"9996","i.kumari","Dosqaly","Somber Stallions",7500000,13900000,16400000,13100000,15800000,7900000,17800000,11900000,12700000,7400000,48
"9997","o.burgos","Dosqaly","Supreme Janes",6300000,26200000,13500000,6e+05,8100000,41600000,40200000,8800000,6500000,4e+06,48
"9998","q.permana","Dosqaly","Swift Rustlers",29700000,17200000,3e+05,1700000,6800000,1600000,1e+07,9100000,9100000,2100000,48
"9999","g.ahin","Nkasland Cronestan","Swift Rustlers",3700000,4200000,9e+05,15500000,7e+06,2e+06,1.5e+07,5e+05,1e+07,3400000,48
"10000","r.odur","Sobianitedrucy","Swift Rustlers",1400000,3500000,1e+05,1e+05,1200000,1700000,6e+05,1e+06,4e+05,1900000,48
"10001","f.carbone","Greri Landmoslands","Unaccountable Foxes",9300000,1600000,8200000,1700000,2200000,3200000,11800000,4600000,12100000,9300000,48
"10002","l.dahl","Dosqaly","Unethical Comets",33700000,5e+06,1600000,8e+06,6700000,4200000,2800000,8800000,1e+05,4900000,48
"10003","y.bintiomar","Quewenia","Unethical Comets",5300000,3e+05,4200000,4700000,4e+06,7600000,7800000,4e+05,7e+05,3300000,48
"10004","j.mercier","Dosqaly","Villainous Eagles",17600000,9800000,9200000,11300000,14100000,32300000,7600000,10200000,4100000,10300000,48
"10005","c.vtols","Imaar Vircoand","Weak Blimps",1100000,16200000,5100000,2100000,1900000,2e+05,1500000,3900000,1400000,15200000,48
"10006","g.razak","Dosqaly","Wet Monarchs",1e+05,1e+05,8e+06,8400000,1e+07,1300000,2300000,3400000,3e+06,2200000,48
"10007","g.prasetyo","Galamily","Awkward Trailblazers",4100000,4400000,8700000,5300000,1100000,1600000,2900000,7200000,3e+05,1600000,48
"10008","a.mor","Esia","Blue Jaguars",9500000,2e+05,4200000,2500000,5700000,1600000,3e+05,1700000,1900000,5e+05,48
