,Player,Nation,Squad,Age,Born,X90s,Tackles.Tkl,Tackles.TklW,Tackles.Def.3rd,Tackles.Mid.3rd,Tackles.Att.3rd,Vs.Dribbles.Tkl,Vs.Dribbles.Att,Vs.Dribbles.Tkl.,Vs.Dribbles.Past,Pressures.Press,Pressures.Succ,Pressures..,Pressures.Def.3rd,Pressures.Mid.3rd,Pressures.Att.3rd,Blocks.Blocks,Blocks.Sh,Blocks.ShSv,Blocks.Pass,Int,Tkl.Int,Clr,Err,League,Year,mv
71,a.tayebwa,Dosqaly,Great Galactic Gorgons,21,1999,0.05,0.07,0,0,0.09,0.08,0,0,0,0,79.98,10.05,1,10.04,39.91,29.94,9.93,0.07,0.04,9.93,0,0,0,0,A,2021,9357894.184
1825,q.sumarni,Sobianitedrucy,Remarkable Flames,18,2002,0.71,4.38,2.87,4.19,0.02,0,1.44,5.77,1,4.37,30.05,10.08,1,15.67,8.47,5.81,4.21,0.06,0.02,4.23,1.44,5.72,1.52,0,D,2021,9317033.683
806,n.ferhatovi,Rosvi,Swift Rustlers,19,2001,0.05,0,0,0.05,0,0.06,0,0.03,0,0.03,1.09,1.05,1,1.07,0.08,0,0,0.02,0.08,0,0,0,1.01,0,B,2021,9316500.904
2024,k.harada,Nganion,Big Foxes,23,1997,1.07,0,0,0,0,0.04,0,2.03,0,1.91,18.05,3.93,1,3.05,15.06,0.07,0.08,0.03,0.07,0,1.92,2,2.05,0,E,2021,9313304.994
523,w.nantale,Central Namemo Laand,Jumping Beans,19,2000,0.01,0.07,0,0.01,0.08,0.04,0,0.01,0,0,0,0,0,0,0.03,0.05,0,0,0.02,0.02,0,0,0,0,B,2021,9282701.794
1774,e.fiore,Redohrainbri,Mighty Monkeys,19,2001,1.02,1.74,1.77,0.06,0.88,0.83,0.93,0.9,1,0.05,27.3,4.61,1,10.91,13.69,2.71,2.7,0,0.04,2.8,0.95,2.73,1.79,0,D,2021,9274140.392
1042,f.apili,Nancipenuaroe,Fiery Governors,21,1998,0.3,0.01,0,0.06,0.03,0.09,0,0.04,0,0,14.97,0,0.09,0,4.99,9.98,0,0.02,0,0.09,0,0.01,0,0.01,C,2021,9272208.376
2175,j.bernard,Republic of Denand Landsa,Hideous Spiders,22,1998,1.67,3.69,3.69,1.91,1.15,0.72,0.06,1.97,0.08,1.95,13.89,4.95,1,9.91,3.13,0.58,0.6,0.06,0.06,0.68,0.09,3.82,0.58,0,E,2021,9252395.334
2276,s.layet,Nganion,Orange Giants,21,1999,0.75,2.86,1.35,1.41,1.49,0,2.95,2.89,1,0,14.25,2.85,1,4.27,7.11,2.79,1.48,1.48,0,0,0.07,2.83,0,0,E,2021,9251816.447
1315,d.jansson,Biarizea,Supreme Jaguars,22,1997,1.04,3.7,0.81,2.8,0.04,0.87,1.74,3.65,1,1.9,30.06,6.43,1,8.25,14.45,7.25,0.89,0,0,0.84,1,4.45,0.83,0,C,2021,9246190.631
2006,s.mussa,Byasier Pujan,Big Foxes,21,1999,0.35,0.02,0,0,0.07,0.02,0,2.58,0.08,2.58,12.42,2.42,1,2.57,0,9.99,2.57,0.01,0.02,2.47,0.01,0.03,0,0,E,2021,9237228.35
1554,l.schubert,Pierrema,Fighting Clippers,29,1991,3.26,1.27,0.28,1.02,0.4,0,0,0.27,0,0.3,10.01,2.22,1,2.82,5,2.18,1.58,1.01,0,0.56,0.64,1.87,0.85,0,D,2021,9233450.32
1254,c.wee,Esia,Silver Frogs,29,1991,2.48,1.74,0.81,0.36,1.35,0,0.4,4.2,1,3.79,27.56,5.93,1,2.53,14.64,10.4,0.36,0,0.07,0.44,0.01,1.67,1.71,0,C,2021,9209425.698
2056,x.kidega,Nganion,Deferred Dolphins,19,2001,0.64,2.88,2.82,1.52,1.35,0.03,0.03,0,0,0,17.11,2.81,1,7.19,7.06,2.9,1.43,0,0,1.42,0,2.78,2.83,0.04,E,2021,9192446.847
2137,x.marroquin,Nancipenuaroe,Flying Penguins,21,1999,0.75,1.47,0.08,0,1.51,0.03,0.1,1.39,0,1.39,22.92,5.62,1,7.22,11.36,4.22,0,0,0.08,0,1.37,2.88,1.35,0,E,2021,9190233.463
223,j.lysenko,Sobianitedrucy,Punctual Rustlers,20,2000,0.11,0.07,0,0.02,0,0,0,0.01,0,0,4.97,0,0,0.03,0.03,4.97,0,0,0.04,0,0,0,0,0,A,2021,9187626.562
1573,n.cudjoe,Cabral Retrea,Fighting Wave,18,2002,0.02,0.03,0.05,0.06,0.07,0.06,0,0.01,0,0.05,1.9,0,0.01,1.91,0,0,0.07,0,0.02,0,0.08,0.1,1.08,0,D,2021,9186205.196
1844,y.namutosi,Sobianitedrucy,Remarkable Flames,18,2002,0.08,0.1,0.04,0.01,0,0,0,0,0,0.09,30.1,19.96,1,19.96,9.98,0.01,0.07,0.06,0,0.07,0.03,0,0.02,0.1,D,2021,9185575.929
528,n.grgi,Ingre,Jumping Beans,23,1996,1.13,0.94,0.03,0.04,0.93,0.06,0,0.96,0,0.84,14.54,1.83,1,2.79,6.39,5.53,0.07,0.01,0,0,0.06,0.85,0.09,0.08,B,2021,9185113.366
1427,r.zamani,Giumle Lizeibon,White Firebirds,23,1997,0.85,2.15,2.21,0.02,1.06,1.12,0,3.31,0,3.38,34.48,6.71,1,5.63,23.36,5.5,2.19,0.04,0,2.15,1.07,3.37,2.24,0.02,C,2021,9089214.007
77,z.okon,Byasier Pujan,Green Fleet,22,1998,0.92,3.37,1.06,2.3,1.05,0.07,1.03,1.07,1,0,7.81,2.32,1,3.27,4.52,0.01,1.01,0,0.04,1.08,1.14,4.36,1.01,0,A,2021,9084807.876
1770,h.saeed,Manlisgamncent,Mighty Monkeys,23,1997,1,0.04,0.03,0,0.08,0.1,0,0.09,0,0.05,0,0.04,0,0,0,0,0,0.04,0.09,0,0,0,0,0.01,D,2021,9042150.797
2615,s.marchetti,Rarita,Educated Avengers,26,1993,1.96,0,0.1,0,0.07,0.07,0.02,0.03,0,0,0,0.07,0,0,0.07,0.03,0.05,0.03,0,0.1,0,0.01,0.1,0.1,RFL,2021,9024531.502
2472,d.mugisa,Xikong,Screaming Ramblers,28,1992,2.21,0.9,0.96,0,0.91,0,0.4,1.32,1,0.93,20.34,3.98,1,1.75,10.3,8.18,0,0,0.05,0.07,0,0.89,0.37,0.08,E,2021,9019905.744
1874,r.danquah,Sobianitedrucy,Serious Ranchers,17,2002,0.11,10.04,9.95,10.09,0.07,0,0.01,0,0,0.07,59.95,39.97,1,39.92,20.08,0,9.92,0.07,0,10,0,10.07,0.02,0,D,2021,8999481.638
2084,j.choi,Nganion,Delta Colts,22,1998,0.16,0,0,0,0.03,0.06,0,0,0,0,20.09,14.99,1,9.94,10,0,4.91,0.01,0.02,5.07,0.04,0,0,0,E,2021,8998505.874
1897,a.white,Sobianitedrucy,Spicy Pointers,27,1992,2.3,0.06,0.07,0.06,0.01,0.09,0.07,0,0,0,0.52,0.45,1,0.41,0.05,0,0,0.08,0.03,0.04,0,0,0.01,0,D,2021,8977012.864
1152,h.nuraeni,Republic of Denand Landsa,Mean Trolls,23,1996,0.31,2.46,2.44,0.04,2.47,0.04,2.47,2.41,1,0,24.99,7.41,1,2.45,22.55,0,2.45,0,0.05,2.58,4.97,7.47,0,0.1,C,2021,8948924.273
2505,o.herrmann,Nganion,Serious Magicians,23,1996,0.97,0,0.07,0,0,0.07,0.09,0,0,0.09,0,0,0,0.09,0.03,0,0.04,0,0,0,0,0,0,0,E,2021,8944098.886
588,g.shah,Central Namemo Laand,Mean Poets,25,1995,0.37,7.51,2.41,2.58,2.5,2.53,2.51,2.55,1,0,29.95,12.55,1,5,15.06,10.08,5.1,0.09,0.04,5.1,0,7.5,2.45,0,B,2021,8904101.98
2270,c.lunyolo,Nganion,Orange Giants,24,1996,1.13,4.25,2.6,0,2.51,1.7,1.64,2.45,1,0.77,12.4,4.24,1,3.32,7.56,1.7,1.73,0,0.04,1.66,0,4.08,5.05,0.1,E,2021,8887914.181
453,j.leng,Greri Landmoslands,Glistening Paladins,23,1997,0.56,0.02,0.03,0,0.03,0,0,1.95,0.05,1.92,33.96,8,1,5.97,20.07,8.05,0,0,0,0,1.93,1.91,1.95,0.03,B,2021,8885372.033
2002,c.rai,Nganion,Big Foxes,25,1995,0.18,0.08,0.1,0.01,0,0,0,0.08,0,0,20.1,9.96,1,0.08,20.05,0.02,0,0.01,0,0,0,0,0.05,0.05,E,2021,8878671.741
1414,k.mugabi,Esia,Weak Chargers,19,2001,0.31,0,0,0,0,0,0,0.01,0,0,39.91,20.1,1,22.49,7.48,10.02,2.55,0.06,0,2.5,0,0.03,0,0.02,C,2021,8871336.321
1357,s.feldman,Esia,Ultimate Dolphins,23,1996,0.93,0,0,0.04,0,0.07,0,0,0,0.08,0.01,0,0,0.09,0.08,0.05,0.06,0,0.05,0,0,0,0.08,0,C,2021,8867787.32
1069,g.nansamba,Manlisgamncent,Horrible Flames,24,1995,1.78,2.27,0,1.14,1.18,0.1,0.56,1.68,1,1.24,15.35,3.02,1,6.51,6.42,2.43,1.27,0.53,0.09,0.57,2.3,4.71,8.91,0,C,2021,8865567.685
2035,m.paterson,Nganion,Deferred Dolphins,19,2000,0.91,1.96,0.05,2.01,0.09,0,0.08,0,0,0.04,11.94,0.09,0,7.05,4.92,0,1.9,0.91,0.01,0.91,1,3.01,6.92,0,E,2021,8863193.442
2755,f.muhangi,Rarita,Strong Oaks,30,1989,3.62,1.94,0.55,0.92,0.28,0.85,0.3,0.56,1,0.37,20.39,3.34,1,5.31,10.03,4.99,0.83,0,0,0.83,0.08,2.03,0.29,0,RFL,2021,8852496.163
1652,r.aisu,Dosqaly,Hideous Spartans,20,2000,0.83,2.58,2.42,1.16,0.02,1.18,0,1.25,0,1.28,47.59,15.06,1,19.94,16.37,11.25,11.32,0,0.09,11.22,1.32,3.81,0,0.02,D,2021,8851374.121
463,k.kyosiimire,Southern Viout Aman,Golden Rustlers,21,1999,1,2.09,2.02,1.98,0,0,0,0.04,0,0,14.02,3,1,6.92,7.02,0.01,3.05,1.06,0,2.08,0,1.91,1.98,0.04,B,2021,8835141.997
1156,u.gan,Esia,Mean Trolls,19,2000,0.1,0.05,0,0,0.03,0.05,0.01,0.02,0,0,1.93,0,0.06,2.05,0,0.09,0.94,0,0,1.03,0.04,0,0.08,0,C,2021,8818482.997
53,h.akugizibwe,People's Land of Maneau,Great Galactic Gorgons,26,1994,1.95,1.5,0.57,0.44,0.59,0.54,0,1.07,0,0.97,5.03,1.99,1,2.48,0.99,1.45,3.06,1.46,0,1.58,0.04,1.46,5.47,0,A,2021,8801429.897
1995,f.tamura,Nganion,Big Foxes,20,1999,1,2.04,1.06,1.99,0.02,0.03,0,2.03,0,2.09,13.06,1.92,1,7.92,4.91,0,1.91,0,0,1.95,2.93,4.99,1.04,1.1,E,2021,8782962.182
2063,c.emmanuel,Nganion,Delta Colts,22,1998,1.54,0.76,0.72,0,0.09,0.6,0,0,0,0,12.03,2.76,1,8.74,2,1.34,1.91,1.36,0.08,0.64,0,0.59,13.24,0,E,2021,8763488.922
365,z.alupo,Central Republic of Boekrainego,Swift Musketeers,18,2002,0.46,5.08,2.41,4.92,0.1,0,5.01,12.44,1,7.41,50.04,17.4,1,22.59,20.03,7.46,7.41,0,0,7.44,0,4.94,0,0,A,2021,8759088.46
1893,c.grassi,Sobianitedrucy,Spicy Pointers,24,1996,0.57,6.74,1.62,3.38,0.01,3.27,3.31,3.23,1,0.06,24.99,8.34,1,5.1,9.9,10.06,0,0,0,0.08,0,6.66,0.07,0,D,2021,8750902.514
1956,c.chand,Janmico,Sugar Bengals,28,1991,3.02,1,0.34,0,0.29,0.63,0.66,1.89,1,1.27,16.48,3.32,1,6.46,6.42,3.49,2.49,0.3,0.09,2.33,1.35,2.23,0.62,0,D,2021,8747313.511
1625,v.razak,Lefghau,Flying Bombadiers,36,1983,5.91,0,0,0,0.06,0,0,0,0,0,0.18,0.2,1,0.09,0,0,0,0.08,0,0.06,0.03,0.03,0,0.18,D,2021,8721817.212
898,c.hu,Dosqaly,Villainous Eagles,18,2002,0.13,0.03,0,0,0.06,0.1,0.03,0,0,0.1,24.96,0.05,0.01,5.04,14.93,5.04,0.02,0.09,0,0.08,5.09,4.95,0.07,0,B,2021,8677072.395
2281,w.wandera,Nkasland Cronestan,Orange Giants,28,1992,2.13,0.54,0.52,0,0.46,0,0.44,2.78,1,2.28,15.52,3.68,1,1.89,6.85,6.75,0.36,0,0.01,0.53,0.08,0.45,0.03,0,E,2021,8672699.428
2473,c.ismail,Nganion,Screaming Ramblers,23,1996,0.81,0.08,0,0,0,0,0.07,0,0,0.07,0,0,0,0,0.03,0,0,0.09,0,0.1,0.02,0.02,0.06,0.09,E,2021,8659131.474
2777,b.quaye,Rarita,Wild Hornets,22,1998,0.3,0.01,0,0,0,0,0,0.06,0,0,23.39,6.72,1,6.7,3.27,13.25,0,0,0.09,0.04,0.04,0.04,0,0.07,RFL,2021,8628907.234
842,d.atyang,Dosqaly,Unaccountable Foxes,20,2000,0.05,1,0.03,1.07,0.04,0,0.08,0,0,0.08,2.04,0.09,0.07,1.06,0.05,1.02,0.07,0,0,0.06,0.95,1.91,0.04,0,B,2021,8592447.895
2040,e.okello,Nganion,Deferred Dolphins,21,1998,0.48,0,0,0,0.07,0,0.01,1.93,0,2.05,10.01,2.07,1,3.96,4.08,1.99,4.08,0.05,0.06,3.96,0,0,0,0.04,E,2021,8592282.814
2502,v.shinde,Nganion,Serious Magicians,22,1998,0.53,1.66,1.67,1.65,0.01,0,1.72,1.67,1,0,10,6.67,1,6.77,0,3.36,0.08,0,0.08,0,0,1.63,0.08,0.07,E,2021,8586867.841
1744,k.jarvinen,Sobianitedrucy,Mean Wolves,24,1996,1.08,0,0,0.09,0.03,0,0.02,0,0,0.08,0,0,0,0,0,0.09,0,0,0.04,0,0,0.04,0,0,D,2021,8586127.502
1458,a.alqahtani,Byasier Pujan,Wicked Gentlefolk,16,2003,0.19,0.08,0,0,0,0.08,0,0.07,0,0.01,45.03,0,0.05,10.04,19.93,15,0,0,0.09,0.05,4.97,4.99,0,0.07,C,2021,8584616.361
525,j.bah,Dosqaly,Jumping Beans,20,2000,0.59,0.06,0.08,0.01,0,0,0.03,4.1,0,3.95,25.92,6.02,1,9.9,14.05,1.91,0,0,0.03,0,0.07,0.07,4.03,0,B,2021,8582488.838
2030,k.eder,Nancipenuaroe,Deferred Dolphins,21,1998,0.5,0,0.09,0,0.04,0,0,0.06,0,0,1.98,0,0.04,2.08,0,0,1.96,0,0,1.9,0.09,0.02,1.99,0,E,2021,8556086.402
829,c.danquah,Byasier Pujan,Unaccountable Foxes,24,1995,0.23,9.91,5.06,4.97,5.09,0,0,0,0,0,20.02,9.97,1,5.08,5.07,10.03,0,0.1,0.06,0,4.93,14.94,0.01,0,B,2021,8539224.726
2303,a.muller,Nganion,Plane Janes,32,1988,3.88,2.76,0.82,1.63,1.26,0.08,1.36,2.02,1,0.8,10.78,3.85,1,2.8,5.9,2.09,2.65,0.19,0.08,2.39,1.96,4.93,3.02,0.09,E,2021,8536164.288
1416,v.owusu,Esia,Weak Chargers,33,1987,4.48,2.3,1.85,0.64,1.2,0.54,1.14,2.45,1,1.46,15.08,4.92,1,4.98,6.88,3.11,1.21,0.32,0,1.01,2.27,4.62,2.01,0.22,C,2021,8532064.665
958,l.amule,Dosqaly,Wet Monarchs,19,2001,0.39,3.42,0,3.3,0.04,0.09,0.07,3.42,0.09,3.39,50.02,6.63,1,13.25,19.93,16.79,10.01,0.09,0,9.94,3.3,6.71,0,0.03,B,2021,8519212.92
894,o.musiimenta,Ucame Ofne,Villainous Eagles,27,1993,0.35,3.27,3.27,3.34,0.01,0,0,0.08,0,0.08,33.28,10,1,0.03,19.94,13.27,0.04,0.04,0,0.02,0,3.42,3.42,0.02,B,2021,8509930.976
574,d.gunther,Puway,Mean Poets,29,1991,3.57,1.47,0.55,1.02,0.32,0,0.29,1.06,1,0.86,9.68,3.06,1,7.59,2.14,0,1.1,0.6,0.08,0.65,0.27,1.71,5.19,0.08,B,2021,8504204.626
754,m.chavula,Dosqaly,Somber Stallions,31,1989,3.59,0.85,0.64,0.29,0.29,0.34,0.36,2.87,1,2.66,11.36,3.06,1,3.18,5.36,2.87,2.25,0.22,0,2.04,1.61,2.61,1.43,0.07,B,2021,8489706.351
2338,m.kusiima,Nancipenuaroe,Polar Kangaroos,27,1993,2.26,4.62,3.25,2.67,1.28,0.54,1.32,2.35,1,0.92,22.62,6.91,1,8.08,10.53,4.08,1.77,0.52,0.08,1.46,0.93,5.41,0.45,0.01,E,2021,8484752.576
2326,l.wambi,Nganion,Polar Kangaroos,19,2000,0.57,0,0.09,0,0,0.08,0.06,1.91,0.05,1.92,10.03,0.09,0.06,6.03,4.02,0.09,10.07,4.05,0.09,5.99,0.07,0,0.07,0.02,E,2021,8466229.172
2183,p.halvorsen,Nganion,Horrible Bison,19,2001,0.36,0.09,0.03,0.02,0.05,0,0,0.04,0,0.01,7.49,0.01,0,4.96,2.58,0,0,0.03,0.09,0,2.48,2.46,0,0.05,E,2021,8437569.386
961,p.tse,Biarizea,Wet Monarchs,22,1998,0.14,0.07,0.1,0,0,0,0,0.06,0,0.03,10,0.07,0.08,0,0,9.97,0.06,0.09,0,0.1,0,0,9.92,0.07,B,2021,8421381.572
1530,r.saad,Central Diasongo,Coy Sunbirds,15,2004,0.13,0,0.06,0.09,0.07,0.05,0,0,0,0.03,34.95,0,0,10.07,20.09,5.1,4.99,0,0,4.98,0,0.01,4.91,0,D,2021,8408868.24
348,q.tiko,People's Land of Maneau,Swift Musketeers,20,2000,0.78,0.03,0.04,0.03,0.07,0,0.07,1.51,0.05,1.37,14.37,2.85,1,8.61,5.74,0.04,0,0,0.03,0,0.08,0,1.36,0.02,A,2021,8407291.316
1598,w.katamba,Sobianitedrucy,Fighting Wave,21,1999,0.22,0.01,0,0.07,0,0,0.09,0.07,0,0.09,4.92,5.01,1,5.01,0,0,5.09,4.96,0.05,0.04,0,0.03,0.02,0.03,D,2021,8386089.486
1933,a.dekker,Nancipenuaroe,Strange Pioneers,27,1993,1.87,0.6,0.52,0.03,0.61,0.05,0,1.05,0,1.21,11,2.77,1,2.28,4.92,3.88,1.12,0.01,0,1.18,1.6,2.16,2.31,0,D,2021,8386052.949
1109,n.ngabirano,Esia,Little Lollipops,18,2002,0.78,2.9,1.44,1.44,1.4,0.07,2.77,4.29,1,1.37,31.49,8.51,1,17.02,12.99,1.44,4.22,1.49,0,2.85,1.45,4.31,1.51,0.07,C,2021,8381169.216
152,t.nkhoma,Southslands,Horrible Storm,29,1991,2.57,0.02,0,0,0,0.07,0.08,0.89,0.09,0.82,6.79,2.41,1,1.56,2.42,2.84,1.22,0.01,0.06,1.18,0,0,0.79,0,A,2021,8379972.089
45,i.azulay,Byasier Pujan,Fighting Cougars,28,1991,2.44,2.85,2,0.06,3,0,0.84,2.07,1,1.23,12.56,5.34,1,5.45,6.22,0.87,0.82,0,0,0.81,0.76,3.72,0,0.08,A,2021,8373732.497
117,j.wan,People's Land of Maneau,Horrible Grizzlies,24,1996,0.72,0.01,0,0,0,0,0.08,0.05,0,0,20.01,5.75,1,4.38,9.93,5.67,1.5,0,0,1.48,1.5,1.4,0.1,0,A,2021,8369263.105
2552,z.salisu,Nganion,Ultimate Penguins,29,1991,2.75,2.31,0.79,1.15,1.03,0.09,0.8,1.12,1,0.31,10.42,1.85,1,2.22,5.14,2.89,1.54,0.81,0.08,0.75,0.35,2.56,2.54,0,E,2021,8363507.186
641,u.rees,Dosqaly,Serious Thunderbirds,32,1988,3.21,0.51,0.23,0.06,0.32,0.36,0.05,0.63,0,0.64,18.12,4.5,1,0.68,9.16,8.51,0.93,0.25,0,0.51,0,0.58,1.51,0,B,2021,8361847.857
1984,b.kansiime,Nganion,Wet Flames,25,1995,1.55,0,0.03,0,0.08,0,0,2.65,0,2.75,25.35,2.71,1,4.64,16.78,4.01,3.37,0.61,0.05,2.64,0.05,0.05,0.59,0,D,2021,8359392.075
1092,c.denis,Esia,Little Lollipops,30,1990,3.07,3,2.27,1.6,1.38,0.05,1.37,2.31,1,0.93,8.03,3.98,1,3.33,3.76,1,3.38,1.94,0,1.26,1.39,4.31,3.02,0,C,2021,8355635.013
2052,a.agyapong,Imaar Vircoand,Deferred Dolphins,22,1998,0.33,0.04,0.1,0,0.04,0.09,0,3.39,0.07,3.28,10.01,0.07,0,0,10.05,0,0,0,0.01,0.03,0.03,0,3.28,0,E,2021,8337923.69
1816,f.okon,Imaar Vircoand,Remarkable Flames,33,1987,4.54,1.06,0.9,0.64,0.47,0,0.25,0.38,1,0.13,8.66,3.03,1,3.99,3.84,0.88,2.04,0.85,0.15,1.15,1.19,2.32,7.18,0.01,D,2021,8335284.147
2076,c.schmidt,Nganion,Delta Colts,21,1999,0.04,0,0,0.02,0,0,0.04,0.08,0,0,0,0.04,0,0,0.05,0,0,0,0,0.07,0,0.09,0,0,E,2021,8320775.139
2516,d.horn,Dosqaly,Swift Bison,29,1991,3.68,0.22,0.31,0.36,0.09,0.04,0,0.03,0,0,10.22,2.26,1,8.26,1.43,0.58,2.25,1.7,0,0.54,1.1,1.42,7.21,0,E,2021,8310500.14
2221,k.nkhoma,Nganion,Mad Bees,24,1995,0.93,0.04,0.07,0.07,0,0.05,0.05,0,0,0.03,0.06,0.03,0,0.01,0,0.04,0.05,0.07,0,0.1,0,0.09,0.05,0.08,E,2021,8307845.596
2251,d.adebayo,Nganion,Mad Kingsmen,23,1997,0.37,0,0,0.03,0.07,0.01,0.08,3.23,0.02,3.39,29.99,3.31,1,3.35,13.29,13.38,0,0.01,0.09,0.04,0,0,0,0,E,2021,8305802.06
379,s.rahmani,Thaijagypt,Weak Tornadoes,28,1992,2.94,2.39,1.66,1.45,0.95,0.02,1.05,2.47,1,1.46,9.63,3.79,1,7.32,2.49,0,2.12,1.03,0.27,0.94,0.05,2.43,3.84,0,A,2021,8296416.164
1296,c.kyaligonza,Esia,Supreme Jaguars,20,2000,0.4,9.98,6.58,6.67,3.37,0,3.23,6.69,1,3.38,13.38,6.58,1,10.03,3.38,0.07,6.75,0,0.07,6.65,0.05,9.98,0.06,0,C,2021,8255687.808
497,k.imai,Pierrema,Grotesque Rocks,28,1992,1.31,0.64,0,0.03,0,0.71,0.68,2.13,1,1.33,16.43,7.18,1,1.49,6.33,8.48,0,0,0.1,0.06,0,0.77,0,0,B,2021,8248390.116
843,t.kuok,Dosqaly,Unaccountable Foxes,22,1998,0.29,0,0,0,0.07,0.03,0.02,0.06,0,0.05,0,0,0,0.09,0,0.08,3.27,0,0,3.4,0.02,0,0,0.03,B,2021,8224445.838
1931,d.sorrentino,Sobianitedrucy,Strange Pioneers,30,1990,3.03,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.03,0,0.08,0,0,0,0.03,0,0,0.05,0,D,2021,8212806.912
2145,m.braun,Zacia Lygia,Flying Penguins,22,1998,0.36,0,0.05,0,0.01,0,0,6.58,0,6.73,49.91,6.76,1,6.57,43.34,0.09,3.24,0.06,0.05,3.31,3.27,3.29,0,0,E,2021,8208985.53
478,v.amini,Reugha,Golden Rustlers,18,2002,0.85,7.7,4.36,4.34,3.41,0,4.44,4.48,1,0.09,32.21,6.65,1,16.71,13.3,2.29,2.3,0.03,0.03,2.13,1.2,8.84,0,0,B,2021,8186467.569
1997,h.pour,Nganion,Big Foxes,22,1998,1.14,0.81,0,0.02,0.94,0,0.88,2.68,1,1.9,11.83,1.77,1,7.22,4.47,0,0.84,0.91,0.08,0.06,1.76,2.69,5.37,0.06,E,2021,8155317.019
2271,c.yousef,Nganion,Orange Giants,21,1999,0.76,2.95,2.93,2.88,0.03,0.03,1.42,4.29,1,2.88,15.74,7.21,1,11.5,4.33,0.04,1.47,0,0.08,1.44,0.1,2.81,8.57,0.04,E,2021,8153864.373
1769,y.nalubwama,Sobianitedrucy,Mighty Monkeys,28,1992,1.92,0.54,0.56,0,0,0.62,0,1.02,0.07,1.04,14.66,2.7,1,1.14,9.01,4.76,2.62,0.48,0,2.19,0.43,1.1,0.49,0,D,2021,8152292.833
1105,e.namakoye,Esia,Little Lollipops,32,1988,3.8,0.02,0.03,0,0,0.01,0,0.06,0,0.07,0,0.09,0,0,0,0.09,0.01,0,0,0,0.04,0,0.09,0.06,C,2021,8151526.104
1511,h.young,Sobianitedrucy,Coy Sunbirds,23,1996,0.79,2.87,1.33,0,2.85,0,0.04,0.02,0,0,8.54,2.9,1,4.27,2.92,1.48,4.36,2.92,0,1.33,1.39,4.22,4.29,0.1,D,2021,8138113.823
1249,d.wahyudi,Esia,Silver Frogs,27,1992,1.46,5.91,5.28,1.92,3.36,0.59,1.96,3.35,1,1.42,23.32,10.72,1,8.05,9.38,6.07,3.32,0,0.08,3.37,0.07,6.1,3.98,0,C,2021,8098452.363
1450,w.chue,Nkasland Cronestan,Wicked Gentlefolk,28,1992,2.34,0.33,0.47,0,0,0.52,0.09,0,0,0,3.81,1.31,1,2.11,1.76,0.06,1.59,0.51,0,1.15,0.37,0.9,5.91,0.09,C,2021,8083059.629
2009,m.gomez,Nganion,Big Foxes,22,1998,0.16,4.98,5.08,0,0,4.9,0,0,0,0,20.08,5.09,1,5.01,9.95,4.93,0,0,0.07,0,0,5.01,4.97,0,E,2021,8079584.324
1919,i.franke,Sobianitedrucy,Strange Pioneers,28,1992,2.93,1.63,0.7,0.75,0.99,0.08,0.61,0.99,1,0.29,12.93,4,1,8.3,4.39,0.25,2.63,1.61,0,1.05,1.06,2.72,5.65,0,D,2021,8052844.449
1616,g.abdi,Danan Seekeeling,Flying Bombadiers,29,1991,0.5,0.01,0,0,0.08,0.08,0.09,0,0,0,19.91,12.52,1,0.04,7.48,12.45,0,0.04,0,0,0.01,0,0.03,0.03,D,2021,8033351.773
2646,u.gomani,People's Land of Maneau,Mad Wolverines,20,2000,0.33,5,2.56,2.46,2.49,0,2.43,2.57,1,0.1,25.04,0,0.03,4.94,17.46,2.48,0,0,0.03,0.08,0,4.97,0.03,0,RFL,2021,8024101.769
242,c.boyko,Dosqaly,Silver Heels,30,1990,3.07,1.26,0.68,0.31,1.04,0,0.95,0.92,1,0,4.47,1.97,1,2.65,1.86,0.01,1.05,0.67,0.09,0.24,0.05,1.26,4.51,0.34,A,2021,8022220.74
2420,f.among,Biarizea,Running Bigfoots,24,1996,0.29,6.62,3.4,0,3.27,3.34,0.07,3.32,0.03,3.41,23.22,9.98,1,6.77,10.01,6.66,3.29,0,0.04,3.37,3.33,9.95,0,0,E,2021,8020375.161
1807,c.akullo,Nancipenuaroe,Red Rangers,17,2002,0.2,0.05,0.03,0,0.08,0.05,0.07,0,0,0.03,29.95,0.06,0,10.01,10,10.02,0.03,0,0,0,0,0,0.07,0.08,D,2021,8010817.358
1938,w.cheang,Nganion,Strange Pioneers,35,1985,5.5,2.25,1.24,1.2,0.98,0,0.59,2.24,1,1.71,22.06,5.44,1,8.06,10.65,3.22,0.8,0.13,0,0.53,1.19,3.41,0.09,0,D,2021,8003494.45
2700,z.cumbe,Rarita,Red Anchormen,35,1985,4.74,1.11,0.42,0.35,0.24,0.36,0.78,3.85,1,2.95,15.22,4.05,1,2.3,8.56,4.54,0.47,0,0,0.38,0.99,2.04,0.22,0,RFL,2021,7980484.11
913,v.koller,Coastpa Barleslands,Weak Blimps,24,1995,0.22,4.93,5.06,5.06,0,0.01,0.09,4.92,0.09,4.91,20.02,15.01,1,10.01,9.96,0,0.04,0.07,0,0.06,0,5.02,0.08,0,B,2021,7955101.786
