,Player,Nation,Squad,Age,Born,X90s,Gls,Standard.Sh,Standard.SoT,Standard.SoT.,Standard.Sh.90,Standard.SoT.90,Standard.G.Sh,Standard.G.SoT,Standard.Dist,Standard.FK,Performance.PK,Performance.PKatt,Expected.xG,Expected.npxG,Expected.npxG.Sh,Expected.G.xG,Expected.np.G.xG,League,Year,mv
1279,l.bagheri,Republic of Denand Landsa,Spicy Gophers,22,1997,5.32,0.09,0.92,0,0,1.01,0,0.07,0,12.66,0,0.08,0,0.16,0.08,0.15,-0.03,-0.09,C,2021,32353683.65
1252,i.kyakimwa,Lefghau,Silver Frogs,26,1994,5.23,0.18,1.84,0.32,1,1.91,0.46,0.07,0.59,16.88,0.08,0.06,0,0.11,0.02,0.02,0.12,0.08,C,2021,32164199.46
1798,s.soon,Sobianitedrucy,Red Rangers,23,1997,3.75,0.55,3.11,0.99,1,3.18,0.97,0.26,0.59,12.56,0.03,0.05,0.1,0.47,0.47,0.2,0.07,0.05,D,2021,31935824
2624,g.rousseau,People's Land of Maneau,Mad Wolverines,30,1989,8.95,0,0.03,0,0,0.02,0,0,0,12.08,0,0.1,0,0.02,0,0.14,-0.1,-0.03,RFL,2021,31896571.05
1813,q.thakur,Sobianitedrucy,Red Rangers,27,1993,6.81,0,1.22,0.64,1,1.09,0.63,0,0.01,16.19,0,0.09,0,0.15,0.2,0.15,-0.11,-0.15,D,2021,31878339.47
2788,h.amade,Rarita,Wild Hornets,20,2000,4.69,0.25,1.94,0.64,1,1.89,0.57,0.04,0.38,20.14,0.03,0,0.09,0.28,0.17,0.06,0.07,-0.04,RFL,2021,31789260.88
600,q.mangwiro,Coastpa Barleslands,Overconfident Kangaroos,25,1994,4.67,0.16,2.15,0.36,1,2.18,0.45,0.17,0.44,11.65,0,0,0,0.16,0.24,0.18,0.05,0,B,2021,31776425.49
2592,d.mattila,Rarita,Black Coyotes,26,1994,6.57,0,1.13,0.5,1,1.01,0.47,0,0,22.87,0,0.02,0.03,0.06,0.04,0.06,0.02,-0.12,RFL,2021,31724396.69
155,d.asaba,Greri Landmoslands,Mighty Jays,28,1991,8.23,0,0.76,0.33,1,0.93,0.31,0.08,0.07,24.52,0.06,0,0.01,0.07,0.05,0.05,-0.07,-0.05,A,2021,31673636.46
2190,t.ong,Nganion,Horrible Bison,25,1995,4.12,0,2.83,0.74,1,2.98,0.81,0.09,0,12.99,0.02,0.09,0.06,0.2,0.2,0.17,-0.32,-0.25,E,2021,31561644.22
2188,g.twebaze,Nganion,Horrible Bison,25,1995,6.02,0.06,1.83,0.64,1,1.71,0.61,0,0.06,17.95,0.16,0,0,0.11,0.11,0.01,-0.23,-0.12,E,2021,31557728.3
1401,i.ly,Esia,Weak Chargers,20,2000,3.29,0.53,1.88,1.12,1,1.79,1.16,0.27,0.47,11.95,0,0,0.04,0.24,0.14,0.13,0.51,0.38,C,2021,31548866.53
1662,h.valentini,Sobianitedrucy,Hideous Spartans,24,1995,6.74,0,0.9,0.15,1,0.85,0.07,0,0,22.12,0,0.01,0,0.08,0.04,0,0.06,0.07,D,2021,31525644.79
163,z.nakagawa,People's Land of Maneau,Mighty Jays,22,1997,5.44,0,0.36,0.19,1,0.41,0.16,0,0,20.56,0,0.06,0,0.05,0,0.12,-0.09,-0.03,A,2021,31372224.89
2287,x.sharma,Nganion,Orange Giants,29,1991,8.25,0.04,1.53,0.27,1,1.68,0.23,0.07,0.01,21.24,0.21,0.05,0.18,0.24,0.16,0.04,0.01,0,E,2021,31323817.17
1430,s.jalali,Esia,White Firebirds,23,1997,5.91,0.03,0.91,0.28,1,0.76,0.39,0,0.05,22.54,0.1,0.04,0,0,0,0,-0.03,0.07,C,2021,31305773.57
1527,n.twesigye,Sobianitedrucy,Coy Sunbirds,28,1991,6.43,0,1.19,0.83,1,1.2,0.82,0,0,15.93,0.02,0,0.08,0.03,0.08,0.11,-0.02,0,D,2021,31183873.71
1241,b.kalyango,Lefghau,Serious Cyclones,18,2002,2.82,0.32,0.99,0.28,1,1.07,0.42,0.28,1.03,10.69,0.07,0,0,0.22,0.24,0.37,-0.01,0.08,C,2021,31179249.74
2641,y.clark,Manlisgamncent,Mad Wolverines,24,1995,6.19,0.09,1.24,0.35,1,1.33,0.33,0.09,0,24.15,0.1,0,0.04,0.02,0,0,-0.07,-0.07,RFL,2021,31126119.45
1233,i.permana,Southern Ristan,Serious Cyclones,27,1993,7.28,0.23,1.32,0.53,1,1.19,0.63,0.19,0.33,18.87,0.1,0.03,0.06,0.12,0.12,0,0.07,0.05,C,2021,31111349.81
1991,h.baumgartner,Unicorporated Tiagascar,Wet Flames,23,1997,5.28,0.14,1.54,0.59,1,1.5,0.51,0.15,0.24,19.45,0,0,0.05,0.05,0.18,0.1,0,0.03,D,2021,31014514.74
1062,b.munemo,Giumle Lizeibon,Fiery Governors,26,1993,5.97,0.59,1.6,0.67,1,1.57,0.68,0.42,0.79,15.11,0.03,0,0,0.18,0.31,0.14,0.14,0.29,C,2021,30697468.93
391,l.kawuma,People's Land of Maneau,Weak Tornadoes,23,1997,4.24,0,1.46,0.16,1,1.44,0.32,0.05,0,16.21,0,0.01,0.08,0.1,0.17,0.21,-0.09,-0.04,A,2021,30407954.11
2558,p.mutonyi,Nganion,Ultimate Penguins,20,2000,6.02,0.06,0.74,0.07,0.09,0.73,0,0.08,0,22.18,0,0,0.03,0.04,0,0.03,0.04,0.05,E,2021,30397553.35
701,y.fong,Dosqaly,Simple Privateers,22,1998,3.86,0.22,1.88,0.51,1,1.92,0.52,0.18,0.49,18.48,0,0,0,0.06,0.09,0.11,0.1,0.12,B,2021,30370242.8
985,q.scott,Byasier Pujan,Awkward Trailblazers,20,1999,4.34,0,2.12,0.19,1,2.06,0.22,0,0,20.67,0,0,0.03,0.09,0.07,0.09,-0.16,-0.07,C,2021,30320247.56
1970,l.schmid,Sobianitedrucy,Wet Flames,25,1994,6.34,0,0.8,0.22,1,0.88,0.25,0,0,16.16,0,0,0.03,0.03,0.01,0.01,-0.11,0,D,2021,30291371.29
2560,t.amer,Nganion,Ultimate Penguins,27,1993,6.8,0.37,2.17,0.82,1,2.07,0.7,0.1,0.49,10.97,0.08,0,0,0.54,0.51,0.15,-0.15,-0.11,E,2021,30166856.78
1686,g.sugawara,Byasier Pujan,Marvelous Heels,23,1997,3.19,0.62,2.74,1.33,1,2.74,1.14,0.27,0.43,12.97,0.07,0.06,0.06,0.47,0.43,0.24,0.18,0.24,D,2021,30019051.49
1533,d.jafari,Imaar Vircoand,Coy Sunbirds,23,1997,5.32,0.22,1.98,0.94,1,1.9,0.96,0.18,0.29,18.14,0.11,0,0.03,0.27,0.23,0.04,-0.11,-0.06,D,2021,29975867.7
2085,r.kabuye,Nganion,Delta Colts,32,1988,10.57,0.24,1.03,0.45,1,0.86,0.39,0.16,0.43,23.61,0.12,0,0.01,0.05,0.13,0.07,0.03,0.16,E,2021,29874720.19
1289,t.mguni,Esia,Spicy Gophers,24,1995,3.97,0,2.57,1.28,1,2.64,1.38,0.02,0.05,16.76,0,0.07,0.06,0.35,0.3,0.16,-0.36,-0.24,C,2021,29834335.93
1753,l.sigauke,Sobianitedrucy,Mean Wolves,23,1997,4.38,0.04,1.98,0.91,1,1.98,0.92,0,0,22.07,0.32,0.06,0,0.17,0.13,0.08,-0.25,-0.12,D,2021,29793002.28
2360,i.alghamdi,Varijitri Isles,Punctual Leopards,23,1997,5.52,0,1.4,0.36,1,1.43,0.44,0,0.02,18.81,0.09,0,0,0.14,0.05,0,-0.15,-0.05,E,2021,29743731.45
556,a.engi,Dosqaly,Mean Colts,26,1994,5.51,0.03,2.37,0.44,1,2.33,0.32,0.07,0.08,25.71,0,0.06,0.08,0.07,0.19,0.12,-0.17,-0.07,B,2021,29629863.5
169,c.ssentamu,People's Land of Maneau,Mighty Jays,21,1999,4.73,0.46,2.55,1.13,1,2.51,1.15,0.11,0.46,12.45,0.06,0,0,0.44,0.56,0.16,-0.13,-0.08,A,2021,29602495.91
1943,d.amanyire,Sobianitedrucy,Sugar Bengals,31,1988,7.83,0.3,1.11,0.74,1,0.93,0.7,0.44,0.49,10.61,0.1,0,0,0.14,0.13,0.25,0.21,0.14,D,2021,29511152.9
705,f.namajja,Central Badad,Simple Privateers,25,1995,6.12,0.25,1.79,0.47,1,1.73,0.53,0.08,0.36,18.19,0.07,0,0,0.04,0.2,0,0.02,0.03,B,2021,29308062.6
9,j.bala,People's Land of Maneau,Fanatical Outlaws,27,1992,6.27,0.11,0.47,0.39,1,0.41,0.35,0.26,0.51,14.11,0,0,0,0.05,0.06,0.13,0.08,0.17,A,2021,29303865.64
2486,n.kumar,Nganion,Screaming Ramblers,19,2001,5.04,0.23,1.57,0.8,1,1.68,0.85,0.18,0.31,16.07,0,0.03,0.03,0.31,0.16,0.05,0.04,-0.01,E,2021,29290899.26
2041,b.lehtonen,Nganion,Deferred Dolphins,21,1999,4.46,0.3,0.45,0.15,1,0.45,0.21,0.59,1.09,9.81,0.06,0.07,0,0.26,0.28,0.3,0.1,0.03,E,2021,29186708.97
1920,p.mlotshwa,Sobianitedrucy,Strange Pioneers,22,1997,2.61,0.41,3.29,0.44,1,3.45,0.33,0.1,1.09,17.7,0.09,0,0,0.18,0.17,0.04,0.1,0.11,D,2021,29118005.02
1908,i.chawinga,Sobianitedrucy,Spicy Pointers,21,1999,4.28,0,0.97,0.27,1,0.96,0.26,0,0.04,23.31,0.43,0,0.09,0.15,0.05,0.13,-0.12,-0.17,D,2021,29105023.43
2214,q.salehi,Nganion,Mad Bees,31,1989,8.24,0.24,2.32,0.61,1,2.29,0.58,0.14,0.33,13.81,0,0.04,0,0.19,0.22,0.12,-0.09,0.05,E,2021,29025816.85
1489,z.shaikh,Dosqaly,Coy Catamarans,30,1990,7.18,0.15,1.61,0.38,1,1.56,0.5,0.14,0.31,14.98,0.09,0,0.09,0.23,0.15,0.16,0.08,-0.03,D,2021,29018792.97
78,d.chen,Lefghau,Green Fleet,27,1992,7.64,0,0.56,0.19,1,0.64,0.05,0.04,0.08,22.34,0.03,0,0.06,0.13,0,0,-0.04,-0.12,A,2021,28820725.33
251,d.morales,Dosqaly,Silver Heels,23,1997,2.55,0.31,1.67,0.79,1,1.66,0.79,0.25,0.48,11.88,0.06,0,0.03,0.05,0.01,0.14,0.37,0.39,A,2021,28809783.56
1229,i.campbell,Esia,Serious Cyclones,15,2004,4.6,0.73,4.26,1.71,1,4.19,1.66,0.15,0.43,15.39,0.01,0,0.01,0.53,0.64,0.19,-0.01,-0.05,C,2021,28798972.82
2411,x.nabukalu,Nganion,Running Bigfoots,28,1992,8.04,0,0.18,0.07,0,0.14,0,0.01,0,12.97,0,0.01,0.09,0,0,0,0,0.07,E,2021,28770492.75
2076,t.sinaga,Rarita,Delta Colts,24,1995,4.11,0.31,1.95,0.29,1,1.92,0.15,0,0.03,23.18,0,0.34,0.17,0.21,0.08,0.12,0,-0.06,E,2021,28763740.74
515,o.chelimo,Ngoque Blicri,Jumping Beans,20,1999,0.31,0.1,5.06,2.54,1,5.19,2.56,0,0.02,9.95,0,0.03,0,0.27,0.31,0.15,-0.3,-0.17,B,2021,28759775.59
2344,t.robert,Janmico,Polar Kangaroos,24,1996,5.71,0.09,0.42,0.11,1,0.57,0.21,0.38,1.04,34.59,0,0.07,0,0.03,0.01,0.07,0.14,0.15,E,2021,28711142.5
2577,t.larsson,Rarita,Black Coyotes,20,1999,6.18,0.08,0.73,0.07,0.08,0.74,0,0.09,0,13.1,0.08,0,0.07,0.17,0.19,0.07,-0.19,-0.1,RFL,2021,28427311.3
2123,w.iddrisu,Nganion,Flying Penguins,22,1998,6.67,0.08,0.64,0.06,1,0.69,0.12,0.06,0,33.18,0.01,0.03,0.05,0.01,0.07,0,-0.08,0.05,E,2021,28337694.45
2101,k.binali,Nganion,Festive Governors,17,2002,4.77,0.92,3.02,1.5,1,2.97,1.37,0.26,0.61,15.55,0.01,0.05,0,0.31,0.48,0.06,0.51,0.5,E,2021,28315821.21
1507,f.racz,Greri Landmoslands,Coy Sunbirds,38,1981,18.15,0.1,0.47,0.2,1,0.61,0.18,0.12,0.24,21.96,0.25,0.03,0.05,0.06,0,0,0.12,0.02,D,2021,28227039.43
290,q.higenyi,Varijitri Isles,Solemn Cougars,23,1997,3.15,0.08,3.19,0.56,1,3.14,0.68,0,0.08,23.76,0.02,0,0.1,0.07,0.03,0.03,-0.08,-0.19,A,2021,28168204.19
2270,h.gumisiriza,Nganion,Orange Giants,30,1989,10.07,0,0.26,0,0,0.27,0.02,0,0,27.54,0,0,0,0.1,0.08,0.04,-0.01,0.01,E,2021,28124350.34
2351,i.eriksen,Nganion,Punctual Leopards,19,2000,2.88,0.34,0.72,0.43,1,0.76,0.42,0.5,1.1,8.09,0.02,0,0.05,0.05,0.15,0.27,0.17,0.3,E,2021,28072942.85
2768,h.oliveira,Rarita,Wild Hornets,18,2002,6.31,0,0.13,0,0.08,0.1,0,0,0,18.69,0,0.01,0.07,0,0.11,0.08,0.08,0.04,RFL,2021,28038267.81
474,z.hasna,Dosqaly,Golden Rustlers,18,2002,5.85,0,0.57,0.02,0.06,0.61,0.05,0,0,25.08,0,0,0,0.07,0,0.07,0.03,-0.1,B,2021,27841889.19
472,d.taniguchi,Central Diasongo,Golden Rustlers,29,1991,7.86,0.04,0.42,0,0,0.53,0,0.04,0,22.74,0.29,0,0.02,0.11,0.01,0.09,-0.03,0.05,B,2021,27811339.47
2292,n.niwagaba,Nganion,Orange Giants,33,1986,10.31,0.09,1.83,0.61,1,1.97,0.62,0,0.13,24.55,0.41,0.03,0.01,0.15,0.16,0.08,-0.02,0,E,2021,27584004.39
2369,c.kalua,Varijitri Isles,Punctual Leopards,26,1994,5.19,0.05,0.55,0.04,0.02,0.62,0.09,0,0,16.83,0,0,0,0.07,0.09,0.24,-0.13,-0.15,E,2021,27566681.69
2108,c.medina,Nganion,Festive Governors,17,2003,6.1,0.17,2.19,0.52,1,2.07,0.47,0.17,0.25,13.66,0.05,0,0,0.19,0.27,0,-0.13,0.06,E,2021,27504841.25
620,u.mustapha,Dosqaly,Overconfident Kangaroos,19,2001,3.47,0,2.69,0.9,1,2.67,0.97,0.08,0,13.18,0.09,0.05,0,0.32,0.26,0.17,-0.2,-0.27,B,2021,27392233.78
1618,g.abdi,Danan Seekeeling,Flying Bombadiers,29,1991,0.33,0.03,12.47,0.01,0.04,12.21,0.08,0.09,0,15.19,0.04,0.07,0,0.46,0.41,0.06,-0.46,-0.52,D,2021,27389121.47
1727,i.amviko,Byasier Pujan,Mean Wolves,23,1996,4.69,0.08,1.2,0.4,1,1.28,0.37,0,0.02,24.63,0,0,0,0.08,0.04,0.09,0.03,-0.03,D,2021,27310605.9
1246,f.mawa,Manlisgamncent,Silver Frogs,22,1997,6.35,0.07,0.16,0.06,0,0.06,0.01,0.07,0,13.1,0,0.04,0,0.03,0.04,0,0.1,0.06,C,2021,27145408.58
390,a.karlsson,Ngoque Blicri,Weak Tornadoes,29,1991,8.32,0.14,1.37,0.54,1,1.47,0.48,0.15,0.29,19.95,0.03,0.05,0,0.17,0.15,0,-0.03,0.03,A,2021,27132523.62
1200,j.mazur,Esia,Red Artichokes,31,1988,8.29,0.21,1.72,0.57,1,1.6,0.58,0,0.24,16.53,0.02,0.01,0.04,0.14,0.1,0.06,0.03,-0.08,C,2021,27128283.77
2312,y.nakkazi,Dosqaly,Plane Janes,29,1991,8.24,0.07,0.4,0,0,0.42,0,0.1,0,18.22,0.08,0.08,0.09,0,0.05,0.07,0.04,0,E,2021,27035973.97
1269,d.steiner,Esia,Spicy Gophers,25,1994,4.67,0.09,0.87,0.26,1,0.96,0.12,0.02,0,15.98,0,0,0,0.08,0,0.15,-0.06,-0.07,C,2021,26946353.69
209,a.logose,Lylimi,Old Mustangs,25,1995,3.27,0.29,2.14,0.88,1,2.25,0.84,0.23,0.38,16.33,0,0,0,0.2,0.14,0.18,0.12,0.17,A,2021,26933325.86
1218,t.bintiosman,Esia,Serious Cyclones,22,1998,4.08,0.16,1.21,0.15,1,1.28,0.35,0.29,1.04,21.16,0,0.05,0.08,0.17,0.25,0.16,0.08,0.01,C,2021,26878666.7
1655,w.kisitu,Sobianitedrucy,Hideous Spartans,24,1996,4.07,0.29,3.96,1.56,1,3.95,1.43,0,0.15,9.93,0.01,0.02,0.06,0.61,0.7,0.19,-0.33,-0.43,D,2021,26813512.65
1227,b.umaru,Esia,Serious Cyclones,22,1998,0.62,0,6.73,1.61,1,6.42,1.55,0,0,23.56,0.09,0,0,0.3,0.24,0.05,-0.4,-0.42,C,2021,26813002.07
1018,i.tukundane,Pierrema,Blue Jaguars,28,1992,6.6,0,1.82,0.55,1,1.75,0.51,0.03,0,11.79,0.03,0,0,0.26,0.2,0.11,-0.31,-0.28,C,2021,26654552.05
399,o.takeda,Dosqaly,Flawless Cows,17,2002,4.22,0.3,0.99,0.49,1,0.86,0.5,0.32,0.6,11.66,0,0.04,0.06,0.16,0.24,0.26,0,-0.05,B,2021,26639109.29
661,h.munetsi,Pierrema,Serious Thunderbirds,30,1990,7.11,0,1.46,0.48,1,1.55,0.36,0,0,24.03,0.29,0,0.37,0.36,0.08,0.05,-0.28,-0.02,B,2021,26636952.28
963,y.yanti,Coastpa Barleslands,Wet Monarchs,24,1996,5.08,0,1.79,0.24,1,1.83,0.27,0.08,0.06,22.22,0.16,0.07,0,0.11,0.12,0.06,-0.13,-0.07,B,2021,26553438.32
1294,x.devries,Ingre,Spicy Gophers,22,1998,4.16,0,1.44,0.73,1,1.38,0.8,0.08,0.08,17.29,0.25,0,0.04,0.05,0.23,0.14,-0.23,-0.06,C,2021,26546220.33
1739,k.philippe,Eastern Niasland,Mean Wolves,30,1990,7.89,0.28,3.18,1.18,1,3.12,1.17,0.12,0.14,11.05,0,0,0,0.56,0.49,0.1,-0.26,-0.14,D,2021,26479483.86
210,q.nakityo,Quewenia,Old Mustangs,28,1991,6.28,0,1.8,0.03,0,1.86,0,0.06,0,21.75,0.21,0.09,0,0.14,0.08,0.11,-0.01,-0.11,A,2021,26384076.67
607,q.ajiko,Lefghau,Overconfident Kangaroos,23,1996,4.42,0.26,2.43,0.71,1,2.46,0.57,0.14,0.34,18.06,0.58,0.01,0.07,0.33,0.33,0.05,0.01,-0.02,B,2021,26363218.51
2722,m.pedersen,Rarita,Serious Buffaloes,23,1996,4.54,0.16,1.56,0.62,1,1.57,0.74,0.12,0.26,14.31,0.09,0.09,0,0.11,0.1,0,0.17,0.15,RFL,2021,26344557.21
2605,u.quaye,Southslands,Educated Avengers,29,1990,7.16,0.07,0.33,0.04,0,0.3,0,0.05,0,8.21,0.03,0.01,0.06,0,0,0.12,-0.07,-0.05,RFL,2021,26340039.38
467,j.testa,Dosqaly,Golden Rustlers,17,2002,0.68,0.07,4.9,3.3,1,4.86,3.23,0,0,22.81,0.08,0,0.08,0.24,0.11,0,-0.17,-0.15,B,2021,26227278.73
1189,u.alizadeh,Lylimi,Punctual Archers,22,1997,5.13,0.18,1.66,0.78,1,1.81,0.88,0.1,0.16,16.96,0,0,0,0.31,0.23,0.03,-0.03,-0.11,C,2021,26064198.11
64,u.rodrigues,People's Land of Maneau,Great Galactic Gorgons,17,2003,3.16,0.24,1.3,0.7,1,1.35,0.55,0.29,0.45,11.02,0.01,0.06,0.02,0.41,0.49,0.5,-0.16,-0.12,A,2021,26006856.31
1046,l.nakirya,Esia,Fiery Governors,26,1994,4.05,0.51,3.31,1.7,1,3.29,1.73,0.08,0.26,12.34,0.03,0.03,0,0.7,0.65,0.26,-0.32,-0.2,C,2021,25962317.27
684,p.otoo,Reugha,Simple Jayhawks,18,2001,0.52,1.62,3.38,1.63,1,3.37,1.61,0.44,0.99,34.3,0,0.06,0.07,0.06,0,0,1.72,1.6,B,2021,25946249.22
2489,d.jena,Nganion,Serious Magicians,27,1993,7.2,0.03,0.28,0.2,1,0.18,0.05,0,0.02,25.15,0,0,0.07,0.09,0.04,0.05,0.06,-0.06,E,2021,25740931.57
1746,y.kabiru,Dosqaly,Mean Wolves,22,1998,5.81,0.01,0.62,0.08,0,0.69,0,0,0,24.34,0.02,0,0,0.01,0,0,-0.09,-0.1,D,2021,25736545.46
2480,i.okiror,Nganion,Screaming Ramblers,34,1986,12.44,0,0.79,0.23,1,0.87,0.13,0.05,0,17.1,0.06,0,0.04,0.06,0.05,0.05,0,-0.12,E,2021,25696954.28
204,v.mattila,Iverde,Old Mustangs,25,1995,5.72,0.07,1.49,0.28,1,1.49,0.29,0,0,19.44,0.07,0.03,0.03,0.16,0.17,0.04,-0.12,-0.03,A,2021,25664683.42
494,c.kwakye,Nancipenuaroe,Grotesque Rocks,28,1991,6.09,0.18,1.57,0.32,1,1.56,0.3,0.05,0,19.1,0,0.12,0.2,0.18,0.15,0.12,-0.02,-0.2,B,2021,25543041.03
1893,j.soares,Eastern Niasland,Spicy Pointers,37,1983,15.62,0.55,1.24,0.73,1,1.16,0.59,0.41,0.56,15.32,0.01,0,0,0.27,0.3,0.17,0.2,0.22,D,2021,25526709.18
321,a.janssen,People's Land of Maneau,Stacked Rocks,21,1999,5.39,0.1,0.29,0.09,0,0.41,0,0.08,0,5.48,0.01,0.03,0,0.03,0.06,0.04,-0.12,0.04,A,2021,25492227.27
1009,q.ogwang,Redohrainbri,Blue Jaguars,30,1990,7.75,0,0.42,0.12,1,0.48,0.09,0,0.09,11.91,0,0.1,0.01,0.01,0.05,0.12,-0.03,0.07,C,2021,25280610.66
1508,p.narvaez,Imaar Vircoand,Coy Sunbirds,21,1999,5.4,0,0.66,0,0,0.8,0.04,0,0,25.72,0,0,0,0.04,0,0.02,-0.01,-0.04,D,2021,25275292.45
1016,g.leclercq,Dosqaly,Blue Jaguars,18,2002,2.67,0.39,2.65,1.05,1,2.53,1.15,0.06,0.42,15.65,0,0.06,0,0.12,0.25,0.13,0.22,0.15,C,2021,25266413.25
1002,h.manyika,Lylimi,Awkward Trailblazers,30,1990,8.42,0,1.19,0.56,1,1.1,0.43,0.07,0.03,16.42,0,0,0,0.11,0.12,0.05,-0.02,-0.01,C,2021,25196116.4
1454,g.oduro,Esia,Wicked Gentlefolk,25,1994,3.53,0,2.88,0.23,1,2.95,0.22,0.06,0.07,20.9,0.48,0.06,0.05,0.07,0.07,0.06,-0.14,-0.16,C,2021,25156021.36
2601,r.namutebi,Rarita,Educated Avengers,22,1997,3.07,0.24,2.37,0.41,1,2.35,0.31,0.19,1.02,10.77,0,0,0.03,0.11,0.19,0.04,0.26,0.1,RFL,2021,25114886.54
1307,a.nantege,Lefghau,Supreme Jaguars,25,1995,5.32,0,0.96,0.15,1,1.05,0.15,0,0,20.65,0,0,0,0.07,0,0.05,-0.01,-0.07,C,2021,25037067.71
2673,s.rostami,Lefghau,Marvelous Coyotes,35,1985,13.13,0.07,1.09,0.29,1,1.18,0.14,0.09,0.06,21.59,0,0,0,0.16,0.16,0.15,-0.12,-0.07,RFL,2021,24910924.41
1872,g.frimpong,Sobianitedrucy,Serious Ranchers,25,1994,6.37,0,0.92,0.31,1,0.98,0.24,0.07,0.04,18.94,0,0.06,0,0.01,0.15,0.03,-0.15,-0.05,D,2021,24885990.92
2254,n.utami,Southern Ristan,Mad Kingsmen,29,1991,5.85,0.52,1.64,0.94,1,1.75,0.76,0.25,0.56,14.95,0,0,0.01,0.3,0.32,0.23,0.32,0.14,E,2021,24761868.89
442,f.kabanda,Dosqaly,Glistening Paladins,21,1999,4.84,0,0.25,0.05,0.07,0.3,0.08,0,0,31.03,0.05,0,0,0,0,0.11,0.01,0.03,B,2021,24633337.47
208,p.saputra,People's Land of Maneau,Old Mustangs,34,1986,11.97,0,1.08,0.18,1,1.07,0.34,0,0.02,22.74,0.05,0,0,0.1,0.03,0.02,-0.08,0.06,A,2021,24584005.12
55,t.barigye,People's Land of Maneau,Great Galactic Gorgons,23,1997,6.03,0.04,0.37,0.23,1,0.31,0.1,0.06,0.02,23.09,0.04,0,0.08,0.02,0.07,0,-0.01,0.04,A,2021,24548516.54
1136,q.alhassan,Esia,Marvelous Anchors,26,1994,5.39,0.01,1.78,0.65,1,1.8,0.54,0,0,18.97,0,0.03,0,0.24,0.12,0.06,-0.18,-0.3,C,2021,24343559.91
591,c.prakash,Dosqaly,Overconfident Kangaroos,18,2002,6.1,0,0.86,0.19,1,0.9,0.17,0.08,0,25.16,0,0,0,0,0.08,0,-0.03,0.04,B,2021,24301866.91
1792,d.caruso,Varijitri Isles,Red Rangers,23,1997,4.64,0,0.51,0.08,0.02,0.46,0.09,0,0,9.15,0.02,0.06,0,0,0.08,0.09,0.04,0.08,D,2021,24257308.07
2343,b.reyes,Esian Republic,Polar Kangaroos,27,1993,6.81,0,0.84,0.21,1,0.69,0.19,0,0.09,21.84,0,0,0,0.02,0.05,0,0.05,-0.01,E,2021,24207246.87
2724,d.lehner,Rarita,Serious Buffaloes,32,1987,8.76,0.51,1.14,0.62,1,1.17,0.61,0.29,0.65,16.31,0.08,0.16,0.02,0.24,0.15,0.13,0.24,0.1,RFL,2021,24111374.93
2113,o.meszaros,Unicorporated Tiagascar,Festive Governors,30,1990,6.91,0,2.25,0.36,1,2.21,0.39,0.06,0.05,20.9,0.34,0.08,0.08,0.12,0.23,0.14,-0.14,-0.22,E,2021,24041426.66
276,v.mudondo,People's Land of Maneau,Solemn Cougars,24,1996,0.23,0,4.93,0,0.09,4.76,0,0.01,0,26.02,4.91,0.01,0.08,0.47,0.43,0.07,-0.56,-0.42,A,2021,23952074.52
1375,j.anguko,Quewenia,Ultimate Longhorns,28,1991,6.53,0,1.53,0.32,1,1.45,0.28,0.09,0.07,18.24,0,0.09,0.1,0.09,0.12,0.04,-0.03,-0.06,C,2021,23759096.17
2408,c.kasangaki,Nganion,Running Bigfoots,30,1989,6.34,0.24,0.96,0.23,1,1.05,0.16,0.13,0.99,20.53,0.15,0,0.09,0.05,0,0.05,0.13,0.15,E,2021,23625800.32
1995,h.choo,Nganion,Big Foxes,31,1989,10.06,0,0.19,0,0,0.27,0,0,0,12.08,0,0.05,0,0.04,0.1,0.02,-0.04,-0.04,E,2021,23569976.21
1064,z.okon,Byasier Pujan,Horrible Flames,22,1998,4.44,0.07,0.61,0.32,1,0.7,0.2,0.08,0.07,18.79,0,0,0.07,0.01,0,0.05,-0.03,0.01,C,2021,23525514.88
628,e.schmitz,Dosqaly,Serious Thunderbirds,21,1998,6.04,0.13,0.4,0.3,1,0.4,0.43,0.47,0.42,27.81,0,0.09,0.03,0.06,0.05,0,0.24,0.08,B,2021,23517483.32
464,m.reilly,Dosqaly,Golden Rustlers,18,2002,2.51,0.31,1.54,1.59,1,1.59,1.47,0.22,0.24,15.52,0.06,0,0.03,0.19,0.17,0.18,0.18,0.26,B,2021,23514726.08
1219,u.selima,Esia,Serious Cyclones,27,1993,6.74,0,0.26,0,0,0.29,0,0,0,21.15,0.06,0.08,0.06,0,0.08,0.06,0.06,0,C,2021,23374976.69
2338,o.ueno,Newgan Ruland,Polar Kangaroos,30,1990,7.54,0,0.91,0.21,1,0.97,0.15,0.09,0.05,18.94,0.07,0.06,0.03,0.04,0,0.08,0.07,-0.04,E,2021,23318220.93
2645,u.gomani,People's Land of Maneau,Mad Wolverines,20,2000,0.33,0,2.48,2.41,1,2.89,2.71,0,0.08,23.08,0.01,0,0.05,0,0,0.1,-0.02,-0.06,RFL,2021,23218472.8
432,l.mulyani,Dosqaly,Glistening Paladins,33,1987,10.61,0,0.68,0.3,1,0.66,0.22,0.07,0,14.39,0,0,0.01,0,0.03,0.08,-0.04,-0.1,B,2021,23044078.71
