"","Player","Nation","Squad","Age","Born","X90s","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","League","Year","mv"
"2301","d.pal","Nganion","Plane Janes",29,1990,20.66,45.35,53.73,1,793.45,306.74,19.84,21.79,1,21.54,24.03,1,3.24,5.44,1,0.14,0.17,0,0.51,2.4,1.19,0.45,2.88,"E",2021,218738477.417267
"2302","n.andama","Nganion","Plane Janes",34,1985,34.64,51.81,57.93,1,1229.05,351.01,11.18,12.07,1,27.4,29.32,1,13.09,15.96,1,0,0,0,0.06,2.83,0.2,0.04,3.19,"E",2021,1857078067.84157
"2303","u.ahebwa","Nganion","Plane Janes",24,1996,23.34,41.3,51.94,1,690.62,203.41,20.2,23.19,1,17.85,21.14,1,2.5,4.98,1,0.08,0.15,0,1.13,1.2,1.53,0.93,2.73,"E",2021,613655657.319984
"2304","z.hribar","Nganion","Plane Janes",23,1997,33.04,55.16,62,1,1235.36,407.94,15.89,16.71,1,27.26,29.03,1,11.8,15.18,1,0.03,0.05,0,0.09,4.33,0.01,0.09,4.19,"E",2021,4256721476.72965
"2305","h.binibrahim","Imaar Vircoand","Plane Janes",22,1998,13,49.91,56.59,1,950.76,295.45,20.73,22.61,1,22.45,24.11,1,6.58,8.11,1,0,0,0,0.22,3.62,0.85,0.18,4.41,"E",2021,60487335.0771965
"2306","a.muller","Nganion","Plane Janes",32,1988,3.97,51.21,60.72,1,946.91,350.38,23.37,26.12,1,22.62,25.67,1,5.05,7.89,1,0.34,0.03,0.25,1.35,2.33,1.27,0.27,2.27,"E",2021,3319927.85064586
"2307","h.nakafeero","Nganion","Plane Janes",29,1991,12.4,36.62,47.9,1,627.26,220.95,17.24,20.01,1,15.79,19.71,1,2.83,6.14,1,0,0.06,0.05,0.45,2,0.86,0.56,2.81,"E",2021,28893311.9463295
"2308","d.ebrahimi","Nganion","Plane Janes",20,1999,0.07,0.06,0.98,0.08,0,0.03,0,0,0,0.01,1.07,0.09,0,0,0,0,0,0.05,0.05,0,0.05,0.01,0,"E",2021,3222809.1318943
"2309","s.wahab","Nganion","Plane Janes",19,2000,6.6,14.96,19.83,1,223.61,29.03,7.82,9.67,1,4.78,5.58,1,1.13,1.55,1,0,0.01,0,0.57,0.7,0.66,0.01,0.84,"E",2021,16683560.1713009
"2310","q.hamalainen","Rarita","Plane Janes",26,1993,17.28,11.71,16.1,1,165.22,27.95,7.43,9.41,1,2.21,3.39,1,1.01,1.32,1,0.22,0.11,0,0.98,0.24,0.33,0,0.6,"E",2021,107701420.800287
"2311","s.kofi","Western Niasland","Plane Janes",33,1986,8.64,12.89,18.95,1,193.38,45.12,7.17,8.91,1,2.56,4.47,1,1.46,2.5,1,0,0.19,0,0.6,1.05,0.78,0.13,1.31,"E",2021,9212859.94196699
"2312","j.chou","Nganion","Plane Janes",28,1992,29.74,25.96,37.74,1,491.98,118.81,11.5,15,1,9.75,13.64,1,4.18,6.31,1,0.28,0.26,0,1.51,2.72,1.48,0.35,3.74,"E",2021,2089028840.40095
"2313","l.suarez","Nganion","Plane Janes",17,2002,8.87,27.92,35.14,1,428.32,99.6,15.68,18.18,1,8.98,11.26,1,2.23,3.16,1,0.18,0.12,0.07,0.88,1.76,1.26,0.14,3.26,"E",2021,39505328.542307
"2314","f.krklis","Imaar Vircoand","Plane Janes",28,1992,1.97,38.41,48.1,1,1069.04,533.99,5.51,5.41,1,19.02,18.93,1,14,23.07,1,0,0.09,0,0,0,0.03,0.04,0.07,"E",2021,2149753.42913789
"2315","g.leung","Nganion","Plane Janes",31,1989,36.05,28.66,36.25,1,825.61,477.59,4.95,4.9,1,14.21,14.42,1,9.45,16.81,1,0,0,0.09,0,0.34,0.01,0.03,0.03,"E",2021,3048570052.26232
"2316","j.graham","Dosqaly","Plane Janes",32,1988,13.18,51.53,56.66,1,939.85,224.83,22.32,23.89,1,23.12,24.55,1,5.61,7.4,1,0,0.1,0,0.2,5.39,0.43,0,3.87,"E",2021,28298003.7162708
"2317","y.nakkazi","Dosqaly","Plane Janes",29,1991,8.18,56.13,63.93,1,959.5,190.65,27.92,31.07,1,23.03,25.06,1,4.11,5.46,1,0.06,0.14,0,0.46,3.49,0.55,0.01,2.67,"E",2021,12687741.0407599
"2318","k.larsson","Nganion","Plane Janes",28,1991,28.17,49.74,57.81,1,897.12,248.67,22.57,25.13,1,20.57,22.67,1,5.77,8.41,1,0.15,0.28,0.07,1.17,5.89,1.74,0.18,5.1,"E",2021,1769753735.40225
"2319","l.abdullah","Nganion","Plane Janes",32,1988,10.36,52.81,58.68,1,1055.06,248.48,18.71,20.67,1,25.35,27,1,7.85,9.53,1,0.08,0.05,0.05,0.19,3.79,0.61,0,2.72,"E",2021,13355141.6137058
"2320","q.barbier","Nganion","Plane Janes",24,1995,1.75,38.25,47.57,1,729.96,174.02,15.85,18.27,1,12.37,15.32,1,7.6,11.73,1,0,0.06,0,1.1,2.43,1.75,0.67,5.31,"E",2021,4675554.02030054
"2321","r.lokiru","Nganion","Plane Janes",19,2001,1.5,28.06,36.67,1,462.08,73.2,13.23,16.72,1,12.77,16.65,1,1.99,3.4,1,0,0,0.02,1.28,2.08,0.6,0,1.93,"E",2021,5504504.20768364
"2322","g.namuganza","Rarita","Plane Janes",31,1989,34.57,70.31,79.54,1,1397.67,433.12,28.55,31.04,1,29.62,31.41,1,11.53,15.24,1,0.17,0.17,0,1.26,7.71,1.55,0.27,7.37,"E",2021,4719231471.15834
"2323","t.mendes","Lylimi","Plane Janes",19,2001,3.32,30.83,42.17,1,495.18,138.18,15.48,19.46,1,12.64,15.74,1,2.02,5.21,1,0.03,0.08,0,2.79,2.34,1.88,0.66,4.5,"E",2021,10731487.9829416
"2324","j.munguambe","Nganion","Plane Janes",26,1994,28.56,38.12,46.67,1,658.98,140.19,18.95,20.68,1,14.86,17.74,1,3.65,6.24,1,0,0,0,1.18,2.31,1.28,0.09,3.31,"E",2021,1410403453.89853
"2325","g.mlakar","Republic of Denand Landsa","Plane Janes",21,1999,15.2,26.17,35.03,1,436.61,104.36,12.38,15.04,1,11.47,14.88,1,1.75,3.41,1,0.04,0.21,0,1.82,1.08,1.96,0.47,3,"E",2021,145808891.961091
"2326","v.salim","Janmico","Polar Kangaroos",25,1995,19.56,49.33,55.77,1,1120.33,338.91,13.15,14.13,1,24.39,25.7,1,11.2,14.78,1,0,0.05,0,0.21,2.59,0.17,0,2.85,"E",2021,171223196.010796
"2327","v.akoli","Lefghau","Polar Kangaroos",22,1998,12.47,47,60.41,1,878.46,261.44,20.41,22.92,1,20.25,24.44,1,5.4,9.92,1,0.25,0.14,0.12,1.15,1.94,1.13,0.3,2.97,"E",2021,58664806.7073757
"2328","v.quay","Lefghau","Polar Kangaroos",31,1989,22.9,38.88,44.88,1,818.94,257.87,12.77,13.82,1,18.83,20.9,1,6.8,9.49,1,0.05,0,0,0.2,1.62,0,0.06,1.72,"E",2021,189371378.959004
"2329","g.kintu","Manlisgamncent","Polar Kangaroos",28,1992,5.76,36.48,53.7,1,631.27,259.11,16.44,19.4,1,17.41,24.49,1,2.38,8.28,1,0,0.07,0,0,1.23,1.61,0.39,4.63,"E",2021,7746884.25253994
"2330","l.wambi","Nganion","Polar Kangaroos",19,2000,0.47,48.06,61.94,1,812.07,215.96,23.97,27.93,1,22.08,27.96,1,2.02,3.92,1,1.95,0.6,1.41,2.02,0.08,0,0,0,"E",2021,6753965.35813206
"2331","n.muzenda","Nganion","Polar Kangaroos",25,1995,28.67,56.83,67.13,1,1091.3,397.53,23.08,24.52,1,26.49,29.62,1,7.08,11.45,1,0.08,0.1,0,0.23,5.4,0.58,0,5.09,"E",2021,1717371717.49467
"2332","q.roy","Nganion","Polar Kangaroos",20,2000,0.26,46.65,66.69,1,973.39,536.68,16.69,19.94,1,23.4,33.24,1,6.72,10.01,1,0,0,0,0,3.3,6.75,6.76,0,"E",2021,9497476.02679386
"2333","h.nakagolo","Pahon","Polar Kangaroos",29,1991,32.75,45.39,52.69,1,974.03,286.81,13.93,15.19,1,22.24,24.19,1,8.49,12.23,1,0,0,0,0.04,3.83,0.21,0,2.31,"E",2021,2302269080.34658
"2334","a.kamusiime","People's Land of Maneau","Polar Kangaroos",29,1990,27.48,52.3,65.96,1,965.43,419.07,23.9,26.44,1,21.16,25.46,1,6.29,11.82,1,0.16,0.19,0.07,1.37,3.75,2.34,0.57,7.27,"E",2021,1191732755.63898
"2335","o.nalubega","Southern Ristan","Polar Kangaroos",26,1993,24.17,32.18,43.29,1,500.77,157.14,18.43,21.33,1,10.99,13.93,1,2.14,6.26,1,0.34,0.28,0.27,1.89,1.38,1.82,0.19,3.86,"E",2021,736881184.523082
"2336","i.stoica","Janmico","Polar Kangaroos",33,1987,27.83,15.92,21.62,1,248.2,40.5,9.51,11.95,1,4.01,5.54,1,1.51,2.04,1,0.06,0.2,0.01,0.95,1.08,0.74,0.02,1.37,"E",2021,661714246.202712
"2337","x.mubiru","Nganion","Polar Kangaroos",31,1988,2.25,24.27,31.73,1,348.32,33.49,16.92,20.89,1,4.84,6.46,1,1.64,1.7,1,0,0.1,0,1.7,0.39,1.75,0,1.83,"E",2021,2859167.63848436
"2338","u.iskandar","Dosqaly","Polar Kangaroos",24,1996,1.12,18.26,30.05,1,255.52,20.97,12.67,18.2,1,5.48,9.98,1,0,0.95,0.09,0.09,0,0,0.94,0,0.86,0,0.88,"E",2021,3366742.0478248
"2339","d.gross","Greri Landmoslands","Polar Kangaroos",20,1999,17.42,32.26,38.86,1,481.77,150.15,19.89,22.3,1,8.77,10.62,1,2.3,3.31,1,0.29,0.3,0,1.11,3.81,1.2,0,4.35,"E",2021,285940731.543407
"2340","b.abubakar","Imaar Vircoand","Polar Kangaroos",25,1995,26.53,26.55,34.19,1,380.28,84.91,15.85,18.75,1,7.53,9.58,1,1.6,3.35,1,0.22,0.25,0.14,1.37,1.64,1.41,0.1,2.64,"E",2021,1298127351.56619
"2341","s.nuwagira","Saintu","Polar Kangaroos",27,1993,37.95,16.92,26.33,1,621.9,410.06,1.83,1.79,1,5.78,5.73,1,9.28,18.5,1,0,0,0,0,0.39,0.08,0,0,"E",2021,6892282882.02396
"2342","m.kusiima","Nancipenuaroe","Polar Kangaroos",27,1993,2.16,89.06,99.94,1,1915.89,508.3,30.03,32.78,1,42.24,46.83,1,15.52,18.59,1,0.07,0.04,0.06,0.09,11.86,1.75,0,15.4,"E",2021,5528980.20445092
"2343","o.ueno","Newgan Ruland","Polar Kangaroos",30,1990,7.63,78.36,87.81,1,1440.18,380.65,34.3,37.15,1,30.93,34.24,1,10.57,12.95,1,0.22,0.01,0.04,0.7,8.44,1.06,0.04,7.58,"E",2021,11049510.6974379
"2344","i.mponda","Nganion","Polar Kangaroos",28,1992,33.69,64.3,73.26,1,1147.53,318.15,30.07,32.18,1,24.86,27.54,1,7.88,11.02,1,0,0.07,0,1.08,6.36,1.12,0.22,6.56,"E",2021,4393463109.79745
"2345","g.namakula","Nganion","Polar Kangaroos",25,1994,22.69,43.97,52.56,1,698.03,173.53,23.28,26.16,1,16.28,19.59,1,3.19,4.36,1,0.04,0.18,0,1.2,3.05,1.11,0.08,3.27,"E",2021,519619635.738053
"2346","j.khoh","Nganion","Polar Kangaroos",25,1995,32.83,33.73,40.93,1,580.7,133.19,16.89,18.74,1,12.15,14.18,1,3.6,5.09,1,0.29,0.25,0.16,1.33,2.42,1.24,0.53,2.93,"E",2021,5216270710.53985
"2347","k.nambozo","Dosqaly","Polar Kangaroos",24,1995,15.21,43.52,53.21,1,765.08,195.56,21.92,24.33,1,14.55,17.56,1,5.82,8.93,1,0.28,0.06,0.06,1.36,4.02,1.36,0.05,4.56,"E",2021,97653777.1297444
"2348","b.reyes","Esian Republic","Polar Kangaroos",27,1993,6.81,49.47,57.14,1,925.24,218.16,22,23.87,1,19.22,22.16,1,7.23,9.33,1,0,0.1,0.03,0.65,4.16,0.62,0,4.48,"E",2021,10862700.9187371
"2349","t.robert","Janmico","Polar Kangaroos",24,1996,5.87,49.4,55.56,1,822.3,221.94,23.98,26.36,1,19.76,21.61,1,4.09,5.52,1,0.03,0.05,0,0.44,4.05,0.6,0,4.1,"E",2021,11296738.7426359
"2350","r.kiberu","Nganion","Polar Kangaroos",30,1989,3.4,38.41,46.74,1,519.31,126.34,24.75,29.06,1,9.66,10.91,1,1.46,3.29,1,0.04,0,0,0.99,1.89,0.94,0.01,3.6,"E",2021,3455169.10904291
"2351","g.syu","Janmico","Punctual Leopards",26,1994,17.82,43.28,56,1,778.79,282.03,18.84,21.67,1,19.54,23.07,1,4.41,9.51,1,0.19,0.12,0.05,0.72,2.04,0.86,0.44,2.78,"E",2021,131329756.174711
"2352","t.lam","Nancipenuaroe","Punctual Leopards",24,1995,14.28,36.18,43.73,1,810.1,245.71,8.27,9.02,1,21.04,23.45,1,6.8,10.16,1,0,0.04,0,0.12,2.6,0.18,0,2.71,"E",2021,60298378.2553864
"2353","p.nabbanja","Newgan Ruland","Punctual Leopards",28,1991,27.07,48.83,57.62,1,1099.69,311.71,11.59,12.72,1,27.65,29.81,1,9.56,14.1,1,0,0,0,0.14,2.92,0.08,0.14,2.71,"E",2021,661858913.696544
"2354","c.kavuma","Nganion","Punctual Leopards",19,2001,4.05,30.84,36.91,1,714.04,226.97,6.03,6.06,1,18.74,21.26,1,6,9.35,1,0,0.09,0.06,0.17,0.97,0.04,0.09,1.19,"E",2021,8689424.7331409
"2355","e.wang","Nganion","Punctual Leopards",20,2000,7.24,38.61,47.12,1,752.14,247.45,13.11,14.25,1,21,23.79,1,3.96,7.77,1,0,0.01,0.02,0,3.12,0.24,0,4.08,"E",2021,17614033.340044
"2356","i.eriksen","Nganion","Punctual Leopards",19,2000,2.95,31.33,40.66,1,537.69,191.73,13.86,17.69,1,15.93,18.21,1,1.36,3.36,1,0,0,0.06,0.09,1.12,0.65,0,3.46,"E",2021,7318936.9533532
"2357","l.arai","Nganion","Punctual Leopards",23,1997,17.05,40.39,50.31,1,689.77,221.01,19.62,21.42,1,16.32,19.8,1,3.43,7.04,1,0.11,0,0.03,0.48,1.75,0.61,0.18,2.71,"E",2021,123231720.176172
"2358","p.alobo","Nganion","Punctual Leopards",27,1993,6.18,43.98,57.19,1,683.42,303.25,23.98,27.32,1,16.54,20.47,1,2.35,5.23,1,0.06,0,0,0,1.65,0.3,0.25,2.53,"E",2021,7571855.80948587
"2359","t.lawino","Nganion","Punctual Leopards",29,1991,28.91,46.3,60.18,1,805.51,337.23,22.8,25.63,1,18.59,23.44,1,4.37,8.97,1,0.07,0,0,0.59,2.83,0.96,0.26,4.36,"E",2021,1085897253.06706
"2360","e.kalungi","Western Niasland","Punctual Leopards",28,1992,30.04,47.51,52.83,1,1121.33,269.82,9,9.86,1,27.2,29.06,1,11.14,13.45,1,0.05,0.1,0,0.08,1.56,0.1,0.03,1.35,"E",2021,1346491951.5575
"2361","l.maleki","Imaar Vircoand","Punctual Leopards",29,1991,3.37,10.94,16.68,1,162.47,24.28,6.16,8.46,1,2.97,5.22,1,0.82,0.93,1,0,0,0.02,0,0.2,0.08,0,0.71,"E",2021,3177717.98911569
"2362","p.aydn","Nganion","Punctual Leopards",32,1987,31.8,30.37,39.44,1,481.98,112.94,16.36,20.27,1,9.53,11.94,1,2.92,3.88,1,0.47,0.19,0.11,1.97,1.85,1.7,0.23,3.7,"E",2021,2069877343.73327
"2363","s.ibraimo","Nganion","Punctual Leopards",24,1995,26.87,17.02,22.91,1,231.04,40.97,10.57,13.47,1,3.89,5.53,1,1.1,1.72,1,0.11,0.15,0.16,0.54,0.6,0.16,0,0.97,"E",2021,1108562508.49777
"2364","l.nahwera","Nganion","Punctual Leopards",17,2003,0.24,36.71,53.21,1,726.71,129.92,23.36,30.07,1,6.61,9.92,1,6.72,6.65,1,0,0.05,0,0.05,0,0,0,3.3,"E",2021,3968558.31077001
"2365","i.alghamdi","Varijitri Isles","Punctual Leopards",23,1997,5.64,17.1,22.15,1,269.59,43.29,9.43,11.77,1,5.71,6.79,1,1.41,2.55,1,0,0.13,0,0.3,0.86,0.5,0.12,0.97,"E",2021,11108917.4990839
"2366","l.antwi","Nganion","Punctual Leopards",23,1997,19.8,20.51,34.49,1,627.46,403.4,3.71,3.57,1,9.42,9.46,1,7.29,21.28,1,0,0,0.01,0,0.13,0.07,0.01,0.06,"E",2021,164969696.835108
"2367","z.fabre","Nganion","Punctual Leopards",25,1995,18.27,25.76,36.49,1,764.47,459.69,5.33,5.31,1,10.83,11.09,1,9.41,20.16,1,0.09,0.09,0.07,0,0.31,0.11,0,0.03,"E",2021,112229976.448706
"2368","i.ademovi","Former Maneau","Punctual Leopards",25,1995,30.07,43.11,52.28,1,889.13,199.79,15.99,18.11,1,18.94,21.01,1,7.63,11.34,1,0.05,0.05,0.04,0.4,2.87,0.3,0,3,"E",2021,1899996339.77966
"2369","w.amankwah","Imaar Vircoand","Punctual Leopards",28,1992,5.49,26.96,37.35,1,434.77,146.22,14.49,18.02,1,8.24,10.93,1,3,5.78,1,0.32,0.17,0.21,1.82,1.67,1.02,0.57,2.13,"E",2021,7794460.48709445
"2370","d.abiria","Nganion","Punctual Leopards",21,1999,15.53,45.72,50.39,1,868.55,182.05,18.03,19.57,1,20.88,22.38,1,6.05,7.19,1,0.04,0.02,0,0.37,3.35,0.65,0.03,2.27,"E",2021,113055221.301746
"2371","i.muhammed","Nganion","Punctual Leopards",21,1999,0.43,37.41,37.4,1,492.49,67.56,24.96,24.91,1,12.53,12.43,1,0.06,0,0,0,0.18,0,2.42,2.49,2.56,0,2.53,"E",2021,6409799.99340417
"2372","k.roger","Nganion","Punctual Leopards",26,1994,31.67,51.23,63.65,1,895.56,242.21,23.96,26.7,1,20.95,24.24,1,5.37,9.71,1,0.33,0.25,0.15,1.36,4.91,1,0.16,5.32,"E",2021,3795509983.90836
"2373","r.rahim","Ngoque Blicri","Punctual Leopards",20,1999,1.52,57.5,65.07,1,935.69,169.48,29.45,30.56,1,21.39,21.93,1,5.01,9.43,1,0,0.04,0.07,0.64,6.16,0,0,1.84,"E",2021,5565910.82471976
"2374","c.kalua","Varijitri Isles","Punctual Leopards",26,1994,5.01,46.7,54.12,1,842.66,198.57,19.54,21.62,1,19.97,22.13,1,5.14,7.66,1,0,0.1,0,0.81,3.44,0.31,0,2.32,"E",2021,7514293.53695334
"2375","q.namusobya","Nganion","Punctual Leopards",18,2002,1.32,22.24,27.71,1,333.06,70.05,10.05,13.14,1,7.64,9.33,1,2.29,3.07,1,0.01,0.04,0,0.67,3.88,0.86,0.07,2.32,"E",2021,6665679.17725215
"2376","l.tusiime","Janmico","Punctual Leopards",19,2001,0.15,14.93,14.92,1,150.07,0.07,5.07,5.09,1,4.95,5.01,1,0.02,0,0,0.06,0.08,0,0,0,0,0.05,0,"E",2021,3802556.55369896
"2377","a.kawala","Nganion","Punctual Leopards",20,2000,6.05,29.57,36.19,1,493.2,112.27,14.68,17.6,1,10.41,12.13,1,3.18,4.47,1,0,0.03,0,1.09,1.73,0.9,0.29,2.14,"E",2021,14815429.162416
"2378","h.ziegler","Nganion","Punctual Leopards",23,1997,29.6,31.46,39.95,1,502.73,136.88,17.1,19.86,1,10.51,13.15,1,2.75,4.35,1,0,0.13,0,0.66,2.41,1.2,0.12,3.34,"E",2021,2658386595.39106
"2379","u.woo","Nganion","Punctual Leopards",33,1986,29,25.59,34.72,1,466.89,151.9,11.87,14.16,1,9.75,12.68,1,3.37,6.33,1,0.22,0.22,0.06,1.24,2.23,1.37,0.15,4.27,"E",2021,965688983.357757
"2380","g.tugume","Nganion","Rabid Greyhounds",25,1995,14.14,46.28,51.18,1,1017,316.15,11.56,12.19,1,26.29,27.22,1,8.04,11.15,1,0.06,0,0,0.1,1.43,0.04,0.08,2.12,"E",2021,47253526.0622296
"2381","l.olsson","Nganion","Rabid Greyhounds",33,1987,24.77,44.27,53.24,1,875.03,323.51,16.14,17.7,1,20.85,23.77,1,6.6,10.65,1,0.19,0.12,0.12,0.38,2.13,0.6,0.23,2.69,"E",2021,287576564.742194
"2382","m.nurhayati","Nganion","Rabid Greyhounds",24,1996,21.78,35.99,46.7,1,699.76,278.66,14.36,16.07,1,16.59,20.2,1,4.7,9.08,1,0.06,0.04,0.07,0.25,2.07,0.46,0.2,1.61,"E",2021,328463860.32615
"2383","m.stein","Nganion","Rabid Greyhounds",31,1988,32.67,41.07,47.47,1,976.07,330.55,9.27,9.9,1,22.39,23.47,1,9.19,13.82,1,0.03,0.05,0,0.17,2,0.13,0.02,1.83,"E",2021,1725012050.77294
"2384","r.cossa","Nganion","Rabid Greyhounds",29,1990,5.05,32.47,43.9,1,539.49,197.04,16.43,18.64,1,11.8,16.27,1,3.45,6.1,1,0,0.02,0,0,1.65,0.04,0,1.53,"E",2021,4722968.06541475
"2385","s.sala","Nganion","Rabid Greyhounds",26,1994,19.88,32.3,37.46,1,696.94,218.94,9.29,9.82,1,17.02,18.25,1,5.51,8.81,1,0,0.04,0,0.02,1.25,0.04,0,1.27,"E",2021,164438760.322182
"2386","f.vanleeuwen","Western Niasland","Rabid Greyhounds",27,1993,8.23,29.33,39.88,1,540.59,258.2,12.36,13.43,1,12.99,15.83,1,3.65,8.91,1,0,0,0,0.4,2.02,0.65,0.64,1.69,"E",2021,12262170.7267014
"2387","r.rossi","Western Niasland","Rabid Greyhounds",27,1992,13.36,38.72,52.88,1,720.44,363.46,17.13,19.68,1,15.98,19.9,1,5.11,11.21,1,0.01,0,0,0.66,2.2,1.14,0.84,3.28,"E",2021,40465414.3778947
"2388","a.fatimah","Nganion","Rabid Greyhounds",19,2000,0.55,31.77,33.26,1,631.62,243.35,16.75,18.28,1,8.32,8.41,1,6.71,6.68,1,0,0.01,0,0.05,0.05,0,0.08,0.08,"E",2021,3609536.69228469
"2389","q.vuji","Reugha","Rabid Greyhounds",25,1995,0.87,29.99,36.39,1,495.07,197.56,16.2,18.73,1,10.03,9.92,1,2.44,6.16,1,0.09,0.01,0,0,0,0,0.01,1.33,"E",2021,2466135.93436179
"2390","n.sadeghi","Imaar Vircoand","Rabid Greyhounds",30,1990,5.6,43.75,52,1,732.89,179.74,22.33,24.48,1,15.99,18.69,1,4.16,6.61,1,0.01,0.05,0.07,0.15,1.38,0.46,0.42,0.75,"E",2021,5193325.41173315
"2391","e.blazevi","Imaar Vircoand","Rabid Greyhounds",24,1996,29.95,17.32,22.17,1,271.46,39.73,10.08,11.9,1,5,6.23,1,1.57,2.18,1,0.04,0,0,0.35,1.59,0.2,0.12,1,"E",2021,1971519084.02803
"2392","q.nyangoma","Imaar Vircoand","Rabid Greyhounds",29,1991,11.07,20.46,28.62,1,299.18,53.86,12.71,15.59,1,5.07,8.28,1,1.29,2.35,1,0.21,0.06,0,0.83,2.19,0.37,0,2.27,"E",2021,21081171.2339256
"2393","p.kayesu","Nganion","Rabid Greyhounds",27,1992,21.9,19.4,26.19,1,288.36,51.59,11.89,14.58,1,5.3,7.2,1,1.46,2.55,1,0.05,0.01,0,0.64,1.28,0.36,0,1.12,"E",2021,257102962.891193
"2394","r.flores","Western Niasland","Rabid Greyhounds",25,1995,0.53,16.02,22.01,1,212.01,4.09,8.03,9.91,1,6.03,6,1,0,0,0,0,0.08,0,0.01,0,0,0,0,"E",2021,2623321.3884571
"2395","w.kong","Imaar Vircoand","Rabid Greyhounds",28,1992,7.92,17.69,30.35,1,747.55,593.84,2.19,2.13,1,5.95,6.03,1,9.16,21.91,1,0,0,0.04,0.13,2.74,0.36,0.05,0.09,"E",2021,8881716.84770909
"2396","x.hosseinzadeh","Nganion","Rabid Greyhounds",28,1992,30,28.99,38.11,1,903.62,587.31,4.16,4.25,1,11.72,11.95,1,11.71,20.93,1,0,0.08,0,0,0.39,0,0,0.06,"E",2021,1119033251.41366
"2397","d.naluyima","Imaar Vircoand","Rabid Greyhounds",30,1990,29.42,45.09,51.93,1,918.3,221.51,15.67,17.72,1,21.1,22.83,1,7.48,9.66,1,0,0,0,0.51,3.51,0.2,0.04,3.37,"E",2021,1005548136.99048
"2398","c.nakalyango","Lenia Gerdanho","Rabid Greyhounds",26,1994,8.87,33.97,38.35,1,637.49,110.08,13.68,15.12,1,15.32,16.06,1,4.01,5.15,1,0,0,0.04,0.03,1.61,0,0.09,2.01,"E",2021,14415170.1744158
"2399","f.buyinza","Nganion","Rabid Greyhounds",30,1989,0.08,0,0.06,0,0,0.03,0,0,0,0.03,0,0,0,0.05,0,0,0.06,0.01,0,0.01,0.03,0,0.02,"E",2021,1444988.0959518
"2400","k.haim","Nganion","Rabid Greyhounds",23,1996,31.88,33.98,40.32,1,641.1,135.08,14.14,15.8,1,14.11,15.94,1,4.59,6.97,1,0,0.11,0.04,0.18,2.67,0.15,0,2.21,"E",2021,3634579410.30678
"2401","o.guzman","Nganion","Rabid Greyhounds",18,2001,0.88,17.44,20.06,1,361.36,51.37,3.72,3.78,1,9.93,11.29,1,2.55,2.46,1,0,0,0,0.09,1.2,0,0.03,0.08,"E",2021,4538741.46477471
"2402","y.takacs","Nganion","Rabid Greyhounds",31,1989,4.63,63.06,69.09,1,1152.69,250.43,27,29.48,1,27.98,28.82,1,7.44,8.96,1,0,0.23,0,0.9,5.49,0.44,0,4.4,"E",2021,5339203.64578498
"2403","c.devries","Nganion","Rabid Greyhounds",30,1989,26.58,34.2,46.49,1,622.49,204.78,16.58,19,1,12.17,15.45,1,4.81,9.62,1,0.1,0.27,0,1.73,2.39,0.8,0.35,3.04,"E",2021,734231105.294028
"2404","d.mwebesa","Nganion","Rabid Greyhounds",30,1989,21.37,28.4,37.82,1,482.91,161.49,14.99,17.16,1,10.51,13.08,1,2.62,5.58,1,0.08,0.14,0.05,0.76,1.45,0.79,0.61,2.26,"E",2021,201895997.228049
"2405","i.namata","Nganion","Rabid Greyhounds",28,1992,1.91,49.52,57.43,1,1178.43,272.52,12.57,13.72,1,22.66,25.89,1,13.27,16.71,1,0.04,0.02,0.04,0,4.15,0.01,0.07,2.01,"E",2021,2569161.22251107
"2406","d.akugizibwe","Imaar Vircoand","Rabid Greyhounds",31,1989,3.93,23.45,32.38,1,394.05,86.8,11,13.32,1,9.02,11.71,1,2.23,4.7,1,0,0,0,0.59,2.17,1.02,0.84,1.72,"E",2021,3528665.82379768
"2407","g.fauzi","Imaar Vircoand","Rabid Greyhounds",27,1993,12.7,23.83,32.1,1,385.59,81.19,12.59,14.62,1,8.43,9.4,1,1.95,6.45,1,0.05,0.24,0,0.85,1.12,0.39,0.26,1.36,"E",2021,40284399.6723727
"2408","l.lubega","Nganion","Rabid Greyhounds",23,1996,22.38,24.94,33.05,1,416.13,102.54,13.69,15.46,1,8.27,10.24,1,2.46,4.82,1,0.19,0.11,0.1,0.66,1.24,1.04,0.57,1.65,"E",2021,481639760.481121
"2409","u.oliveira","Nganion","Rabid Greyhounds",40,1980,3.15,33.31,38.35,1,528.12,73.83,19.97,21.55,1,9.72,10.88,1,3.04,4.59,1,0.07,0.3,0,0.57,2.43,0.36,0,1.93,"E",2021,1235358.3511742
"2410","y.turyahabwe","Byasier Pujan","Running Bigfoots",25,1994,7.29,59.6,67.18,1,1042.59,324.49,25.89,27.69,1,29.66,32.65,1,4.06,6.47,1,0,0.03,0.03,0.5,3.29,0.59,0.18,3.31,"E",2021,13287190.568023
"2411","b.luki","Dosqaly","Running Bigfoots",21,1998,33.13,64.9,71.4,1,1286.4,439.58,21.8,23.11,1,33.95,35.41,1,8.41,11.63,1,0.04,0,0,0.31,5.04,0.39,0,4.25,"E",2021,5466926295.64889
