,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,League,Year
4611,j.manu,Pierrema,0,0,1,0,Serious Ranchers,24,1996,12.71,1.46,0.71,0.6,0.53,0.23,0.56,1.65,35.09,0.95,13.69,2.79,20.05,4.29,5.97,3.34,2.37,0.0,0.07,2.37,0.96,2.43,1.08,0.09,D,2021
4612,c.alanazi,Sobianitedrucy,0,0,1,0,Serious Ranchers,32,1988,31.35,1.71,1.15,1.15,0.42,0.14,0.35,1.19,29.64,0.76,11.13,4.59,41.76,6.44,3.81,0.88,1.58,0.52,-0.02,1.03,1.89,3.77,4.97,0.05,D,2021
4613,l.bekher,Sobianitedrucy,0,0,1,0,Serious Ranchers,19,2001,0.16,0.07,0.09,-0.09,0.0,-0.03,0.0,-0.03,,0.04,29.92,0.01,0.03,10.03,20.1,-0.03,-0.02,0.05,-0.07,0.0,0.01,-0.03,10.09,0.02,D,2021
4614,q.henriksen,Sobianitedrucy,0,0,1,0,Serious Ranchers,26,1993,29.06,0.93,0.45,0.36,0.29,0.26,0.49,1.53,34.9,0.9,9.31,2.39,25.95,3.17,3.77,2.34,1.48,0.2,0.09,1.32,0.75,1.71,1.14,-0.08,D,2021
4615,t.bhebhe,Sobianitedrucy,0,1,1,0,Serious Ranchers,35,1985,7.24,2.81,0.9,0.63,1.51,0.56,1.09,3.46,32.03,2.24,24.5,7.98,32.45,7.36,11.78,5.37,2.92,0.68,0.1,2.22,1.55,4.41,3.88,0.02,D,2021
4616,h.hansen,Unicorporated Tiagascar,0,1,1,0,Serious Ranchers,34,1986,8.01,2.39,1.25,1.11,0.65,0.52,0.72,1.54,50.01,0.73,14.02,3.8,27.72,4.49,5.89,3.65,1.64,0.3,0.07,1.33,0.92,3.47,1.65,-0.08,D,2021
4617,i.mwase,Imaar Vircoand,1,0,0,0,Serious Ranchers,25,1994,21.43,0.74,0.49,0.22,0.38,0.2,0.19,1.07,24.07,0.91,15.83,5.09,31.8,1.75,7.3,6.75,0.52,-0.06,-0.03,0.57,0.48,1.14,0.37,-0.04,D,2021
4618,g.chemutai,Loco Phirema,1,0,0,0,Serious Ranchers,26,1994,9.2,0.36,0.31,0.03,0.23,0.01,0.07,0.7,0.02,0.83,15.42,3.93,25.92,1.26,7.01,7.38,1.1,0.07,0.05,1.01,0.22,0.72,2.11,0.0,D,2021
4619,l.razaie,Nathuacamana,1,0,0,0,Serious Ranchers,31,1988,10.3,1.24,0.86,0.54,0.5,0.19,0.14,0.88,10.0,0.93,16.39,5.02,30.75,2.83,7.69,5.75,0.99,0.19,0.04,0.82,0.24,1.53,0.28,-0.08,D,2021
4620,b.sah,Sobianitedrucy,1,0,0,0,Serious Ranchers,30,1990,31.72,0.49,0.24,0.1,0.19,0.16,0.06,0.65,21.6,0.47,13.95,4.08,29.28,1.74,4.95,7.25,0.41,-0.01,-0.05,0.39,0.17,0.54,0.25,0.04,D,2021
4621,w.lotfi,Moaithe,0,0,0,1,Serious Ranchers,25,1995,9.06,0.05,0.13,0.02,-0.02,-0.01,0.12,0.11,100.0,-0.09,0.16,-0.04,0.08,0.03,0.1,0.05,-0.02,0.08,0.01,0.04,0.08,0.11,0.29,-0.05,D,2021
4622,j.turyasingura,Nganion,0,0,0,1,Serious Ranchers,37,1982,28.99,0.03,0.07,0.07,0.02,-0.01,0.07,-0.05,0.05,0.06,0.09,-0.01,100.03,0.03,-0.09,0.09,-0.02,0.07,-0.05,0.04,0.03,0.09,0.05,-0.09,D,2021
4623,s.akiteng,Central Diasongo,0,1,0,0,Serious Ranchers,27,1992,11.76,3.88,2.37,1.2,2.24,0.41,0.76,2.38,33.25,1.59,30.35,9.5,31.02,9.11,15.23,5.86,2.91,0.43,0.06,2.38,1.48,5.48,1.27,0.03,D,2021
4624,m.wandera,Imaar Vircoand,0,1,0,0,Serious Ranchers,27,1993,8.2,3.42,2.36,1.26,1.9,0.31,1.08,3.71,29.92,2.54,21.03,7.57,36.54,8.85,10.51,1.51,1.53,0.16,0.03,1.18,1.07,4.6,2.79,-0.07,D,2021
4625,b.gondo,Lefghau,0,1,0,0,Serious Ranchers,33,1987,23.78,3.04,1.84,1.63,1.4,0.08,1.19,3.96,31.58,2.62,21.14,7.15,33.61,8.55,11.02,1.61,1.08,0.1,0.02,1.12,1.92,4.87,2.02,-0.1,D,2021
4626,c.arineitwe,Nganion,0,1,0,0,Serious Ranchers,27,1992,29.07,1.5,1.14,0.64,0.56,0.3,0.5,2.27,21.22,1.84,18.44,5.42,28.82,4.52,9.36,4.55,1.22,0.08,-0.09,1.33,0.64,2.18,0.35,-0.07,D,2021
4627,v.siregar,Nganion,0,1,0,0,Serious Ranchers,17,2002,0.19,-0.01,0.03,0.03,-0.03,0.0,-0.09,0.03,,-0.05,89.97,20.08,22.2,10.0,29.97,50.04,-0.01,-0.05,-0.07,-0.01,0.03,0.02,-0.03,0.01,D,2021
4628,b.putra,Rosvi,0,1,0,0,Serious Ranchers,25,1995,30.45,2.48,1.52,0.87,0.99,0.48,0.95,2.95,32.95,1.92,17.3,4.84,28.31,5.17,8.03,4.1,1.82,0.43,-0.02,1.53,1.23,3.58,1.62,-0.04,D,2021
4629,g.frimpong,Sobianitedrucy,0,1,0,0,Serious Ranchers,25,1994,6.35,1.52,1.12,0.38,0.77,0.28,0.27,3.41,9.58,3.07,19.62,5.43,27.31,5.44,10.35,3.92,0.72,0.09,0.08,0.56,1.39,2.86,0.56,0.07,D,2021
4630,r.danquah,Sobianitedrucy,0,1,0,0,Serious Ranchers,17,2002,0.11,10.04,9.95,10.09,0.07,-0.03,0.01,-0.09,,0.07,59.95,39.97,66.64,39.92,20.08,-0.09,9.92,0.07,-0.03,10.0,0.0,10.07,0.02,-0.04,D,2021
4631,y.torres,Rarita,1,1,0,0,Serious Ranchers,24,1996,6.07,0.54,0.22,-0.1,0.49,0.06,0.07,1.41,11.1,1.42,23.18,5.07,21.52,3.84,12.76,6.43,2.17,0.09,-0.09,2.12,0.73,1.22,0.69,0.06,D,2021
4632,b.ylmaz,Central Namemo Laand,0,0,1,0,Spicy Pointers,22,1997,1.9,1.56,0.42,1.47,-0.09,0.03,0.49,2.46,20.1,1.94,23.48,4.54,19.17,18.58,4.46,0.52,1.59,0.03,-0.03,1.55,2.5,3.91,7.58,-0.02,D,2021
4633,o.andoh,Esia,0,0,1,0,Spicy Pointers,21,1999,12.91,1.18,0.47,0.5,0.47,0.34,0.63,1.4,36.89,0.97,12.31,2.94,23.89,5.47,4.42,2.36,1.94,0.17,-0.09,1.65,1.01,2.06,2.62,-0.08,D,2021
4634,e.atim,Sobianitedrucy,0,0,1,0,Spicy Pointers,26,1993,20.61,1.72,1.04,1.08,0.51,0.12,0.6,1.07,52.16,0.46,10.1,3.27,31.69,5.49,3.94,0.59,1.2,0.4,-0.04,0.84,1.32,3.03,4.47,0.13,D,2021
4635,f.yusuf,Sobianitedrucy,0,0,1,0,Spicy Pointers,26,1994,10.16,1.7,0.94,1.25,0.39,0.18,0.31,1.15,27.39,0.81,16.51,4.31,26.63,9.53,5.75,1.22,1.85,0.59,-0.08,1.21,1.6,3.3,2.75,0.04,D,2021
4636,g.muzamba,Sobianitedrucy,0,0,1,0,Spicy Pointers,28,1992,22.79,1.51,0.83,0.84,0.63,0.17,0.71,1.24,51.84,0.61,16.11,3.93,23.77,6.11,6.34,3.63,1.02,0.06,-0.05,1.02,0.7,2.2,1.93,0.05,D,2021
4637,l.vanags,Sobianitedrucy,0,0,1,0,Spicy Pointers,33,1986,19.21,2.34,1.45,1.66,0.53,0.1,0.57,1.55,35.7,0.99,12.38,3.8,29.73,6.88,4.82,0.68,1.34,0.81,0.02,0.59,1.75,4.16,4.02,0.09,D,2021
4638,m.namiiro,Sobianitedrucy,0,0,1,0,Spicy Pointers,34,1986,28.48,1.49,0.81,1.0,0.39,0.18,0.89,1.68,47.96,0.81,10.76,2.99,27.54,6.63,3.44,0.62,1.43,0.55,-0.04,0.86,1.43,2.94,5.62,0.02,D,2021
4639,o.ahamad,Sobianitedrucy,0,0,1,0,Spicy Pointers,26,1993,10.14,1.32,0.69,0.65,0.54,-0.09,0.3,0.98,40.02,0.54,14.06,4.09,28.64,8.41,4.82,0.81,3.07,1.28,-0.08,1.7,1.8,3.1,5.3,0.15,D,2021
4640,v.macuacua,Western Niasland,0,0,1,0,Spicy Pointers,33,1986,10.86,2.31,1.43,1.64,0.65,0.1,1.11,1.42,80.04,0.19,9.39,3.1,33.26,5.38,3.93,0.14,1.91,1.27,0.04,0.64,1.52,3.69,6.16,0.17,D,2021
4641,b.mayer,Rosvi,0,1,1,0,Spicy Pointers,31,1988,24.85,1.27,0.82,0.72,0.41,0.09,0.31,0.98,34.58,0.75,8.58,2.6,30.13,5.13,3.35,0.12,1.97,0.93,-0.09,1.02,1.32,2.54,5.79,0.16,D,2021
4642,e.kiyingi,Sobianitedrucy,0,1,1,0,Spicy Pointers,20,2000,0.67,4.21,1.44,1.39,1.45,1.5,0.02,2.85,-0.1,2.85,45.66,15.66,34.32,17.17,15.77,12.83,2.92,1.47,-0.04,1.45,2.8,7.15,2.96,1.51,D,2021
4643,f.odaga,Sobianitedrucy,0,1,1,0,Spicy Pointers,21,1999,7.09,2.08,1.19,1.27,0.45,0.42,0.3,1.72,16.7,1.32,12.69,4.44,34.47,5.94,3.79,2.97,1.61,0.13,0.0,1.48,0.7,2.84,1.39,-0.01,D,2021
4644,v.lahtinen,Sobianitedrucy,0,1,1,0,Spicy Pointers,23,1997,15.06,1.91,1.0,1.33,0.71,0.1,0.78,1.92,39.95,1.1,12.58,3.76,29.47,4.8,5.17,2.47,1.65,0.18,0.04,1.47,1.02,2.99,2.12,0.07,D,2021
4645,w.nakato,Sobianitedrucy,0,1,1,0,Spicy Pointers,23,1997,2.58,3.18,2.42,3.15,-0.08,0.08,0.86,3.26,24.94,2.46,25.65,5.91,23.4,12.0,10.45,3.29,0.42,0.0,0.01,0.32,1.54,4.84,0.81,0.02,D,2021
4646,x.sakamoto,Rocda Bemoda,1,0,0,0,Spicy Pointers,25,1995,18.59,1.48,0.88,0.49,0.66,0.43,0.3,0.93,21.03,0.88,21.03,5.77,27.98,2.43,10.24,8.25,1.1,0.13,0.03,0.82,0.45,1.98,0.62,-0.05,D,2021
4647,a.patal,Sobianitedrucy,1,0,0,0,Spicy Pointers,29,1991,17.88,0.65,0.33,0.14,0.23,0.25,0.08,0.51,22.26,0.33,14.91,3.71,24.2,1.32,6.28,7.48,0.91,-0.04,-0.04,0.93,0.11,0.61,0.6,0.08,D,2021
4648,q.oryema,Sobianitedrucy,1,0,0,0,Spicy Pointers,21,1999,14.98,1.29,0.82,0.36,0.54,0.42,0.42,1.42,35.08,0.83,15.3,3.92,25.7,1.78,6.84,6.59,1.02,0.31,0.03,0.64,0.49,1.81,0.94,0.07,D,2021
4649,c.grassi,Sobianitedrucy,1,0,1,0,Spicy Pointers,24,1996,0.57,6.74,1.62,3.38,0.01,3.27,3.31,3.23,100.0,0.06,24.99,8.34,33.22,5.1,9.9,10.06,0.0,-0.1,0.0,0.08,-0.08,6.66,0.07,-0.06,D,2021
4650,j.soares,Eastern Niasland,1,1,0,0,Spicy Pointers,37,1983,15.52,0.55,0.41,0.24,0.21,0.15,0.22,0.17,50.05,0.12,13.7,3.2,23.5,1.52,6.45,5.77,0.66,0.04,-0.06,0.68,0.41,0.74,0.39,0.02,D,2021
4651,j.mahmoudi,Manlisgamncent,1,1,0,0,Spicy Pointers,25,1995,15.76,1.01,0.72,0.28,0.37,0.28,0.43,1.01,46.63,0.53,13.82,3.61,25.66,2.64,6.23,5.02,0.87,0.07,0.04,0.6,0.49,1.58,0.53,-0.03,D,2021
4652,e.nabwami,Tucamna,1,1,0,0,Spicy Pointers,19,2001,0.55,0.09,0.01,0.09,-0.09,0.07,-0.02,0.0,,0.09,11.95,-0.01,-0.04,1.94,5.94,3.94,0.0,0.06,0.0,-0.06,0.0,-0.04,0.01,-0.05,D,2021
4653,a.white,Sobianitedrucy,0,0,0,1,Spicy Pointers,27,1992,2.3,0.06,0.07,0.06,0.01,0.09,0.07,-0.1,,-0.06,0.52,0.45,99.95,0.41,0.05,-0.08,-0.04,0.08,0.03,0.04,-0.02,-0.1,0.01,-0.07,D,2021
4654,l.namaganda,Sobianitedrucy,0,0,0,1,Spicy Pointers,27,1992,31.97,0.04,-0.1,0.08,0.03,0.08,-0.07,-0.03,,-0.04,-0.01,-0.08,0.01,0.16,0.08,-0.06,0.01,0.05,-0.02,0.0,-0.06,0.0,0.01,0.1,D,2021
4655,r.martin,Sobianitedrucy,0,0,0,1,Spicy Pointers,37,1983,3.64,0.0,0.09,-0.08,0.04,-0.02,-0.09,0.17,-0.05,0.18,0.86,0.05,-0.05,0.71,-0.04,-0.09,0.0,0.1,0.01,-0.02,-0.05,-0.09,-0.08,-0.03,D,2021
4656,a.odaga,Byasier Pujan,0,1,0,0,Spicy Pointers,30,1990,14.59,2.93,1.79,1.52,1.39,0.1,1.56,2.7,57.91,1.01,22.9,6.63,28.71,8.36,10.8,3.69,2.49,0.3,-0.08,2.2,1.96,4.83,1.04,-0.06,D,2021
4657,p.anirwoth,Dosqaly,0,1,0,0,Spicy Pointers,19,2001,0.67,1.6,1.6,0.0,0.08,1.63,-0.1,3.31,0.0,3.25,26.78,11.72,43.8,11.74,8.31,6.57,1.74,-0.01,-0.09,1.67,1.69,3.24,1.61,0.03,D,2021
4658,x.kanyunyuzi,Manlisgamncent,0,1,0,0,Spicy Pointers,31,1989,26.79,2.39,1.79,1.2,1.01,0.21,0.85,3.19,24.71,2.45,17.14,4.78,27.83,6.19,8.19,2.79,2.31,0.34,0.09,1.93,3.38,5.73,1.64,-0.03,D,2021
4659,i.conte,Mico,0,1,0,0,Spicy Pointers,27,1993,12.9,2.1,1.45,1.12,0.74,0.11,0.31,2.11,14.39,1.87,17.18,4.7,27.33,5.59,8.05,3.33,1.64,0.3,-0.01,1.41,0.98,3.14,1.93,0.2,D,2021
4660,g.ibraimo,Quewenia,0,1,0,0,Spicy Pointers,35,1985,9.85,2.25,1.32,0.85,1.17,0.06,0.96,2.41,39.18,1.49,28.11,5.85,20.83,10.99,13.71,3.5,2.24,0.25,0.07,1.93,0.66,2.87,1.55,0.05,D,2021
4661,e.gou,Saintu,0,1,0,0,Spicy Pointers,26,1994,20.68,1.74,1.22,0.72,0.82,0.42,0.63,1.91,28.86,1.27,18.67,4.07,21.51,5.24,9.47,4.07,1.73,0.14,-0.06,1.42,1.29,3.1,1.5,0.03,D,2021
4662,f.meier,Sobianitedrucy,0,1,0,0,Spicy Pointers,18,2001,13.12,2.15,1.28,1.13,0.75,0.19,0.52,1.76,27.31,1.13,23.23,5.1,22.27,9.95,10.76,2.64,1.99,0.08,0.01,1.8,1.34,3.52,1.88,0.08,D,2021
4663,m.alharbi,Sobianitedrucy,0,1,0,0,Spicy Pointers,21,1998,0.52,-0.03,0.03,0.06,0.08,0.06,0.07,1.6,-0.08,1.63,16.68,6.68,39.98,3.25,10.05,3.32,1.57,0.03,-0.06,1.74,3.25,3.32,1.74,0.0,D,2021
4664,n.dutta,Sobianitedrucy,0,1,0,0,Spicy Pointers,27,1993,4.91,2.54,1.4,0.66,1.35,0.5,0.64,2.19,27.33,1.54,22.48,5.48,24.41,6.35,11.78,4.29,2.05,-0.05,-0.02,2.05,0.39,2.95,0.41,0.09,D,2021
4665,i.chawinga,Sobianitedrucy,0,1,1,0,Spicy Pointers,21,1999,4.34,1.6,0.61,0.53,1.13,0.09,0.75,1.11,60.02,0.46,23.71,4.82,20.64,8.21,11.17,4.41,1.21,-0.02,0.08,1.26,2.06,3.69,1.48,-0.1,D,2021
4666,e.potonik,Biarizea,0,0,1,0,Strange Pioneers,29,1991,2.32,1.78,0.81,0.9,0.83,-0.06,0.04,1.35,-0.02,1.3,12.26,3.53,28.64,4.36,4.36,3.43,3.1,0.1,0.07,3.11,0.9,2.67,2.23,0.05,D,2021
4667,g.omirambe,Imaar Vircoand,0,0,1,0,Strange Pioneers,24,1996,16.51,2.67,1.91,1.76,0.77,0.1,1.16,2.93,41.78,1.69,15.79,5.16,32.71,8.43,5.91,1.54,1.4,0.47,-0.03,1.0,2.24,4.84,3.92,-0.02,D,2021
4668,q.abo,Imaar Vircoand,0,0,1,0,Strange Pioneers,29,1991,30.5,1.34,0.81,1.01,0.4,0.11,0.62,1.17,49.94,0.59,8.18,3.0,36.12,5.06,2.81,0.42,1.33,0.44,0.03,0.73,1.06,2.53,5.34,0.04,D,2021
4669,c.haas,Janmico,0,0,1,0,Strange Pioneers,28,1992,1.05,2.03,0.99,-0.08,2.09,-0.06,0.07,-0.01,,0.06,12.99,2.02,15.46,3.91,7.0,2.08,1.93,0.94,-0.06,0.99,1.04,3.01,6.93,0.1,D,2021
4670,y.rodriguez,Janmico,0,0,1,0,Strange Pioneers,33,1987,24.93,1.23,0.42,0.77,0.42,-0.01,0.37,1.3,35.53,0.85,10.89,3.27,30.67,6.29,3.65,0.94,1.09,0.39,-0.02,0.61,0.65,1.93,2.99,0.01,D,2021
4671,z.kiirya,Lefghau,0,0,1,0,Strange Pioneers,22,1998,12.97,1.8,0.87,0.92,0.9,0.09,0.46,0.99,50.05,0.42,9.05,3.12,33.59,3.63,4.56,0.89,1.86,0.72,0.08,1.25,2.14,3.97,3.07,0.12,D,2021
4672,f.hang,Rarita,0,0,1,0,Strange Pioneers,25,1995,0.95,-0.06,-0.01,-0.03,0.04,0.06,0.08,1.15,0.09,1.18,6.6,1.1,16.76,3.43,1.12,2.12,2.12,0.01,0.1,2.32,0.06,-0.05,0.07,0.07,D,2021
4673,u.mayer,Rosvi,0,0,1,0,Strange Pioneers,22,1997,33.66,1.97,1.13,1.37,0.35,0.09,0.83,1.04,71.04,0.38,10.45,3.22,30.43,5.45,4.13,0.68,1.64,1.06,0.0,0.54,0.86,2.75,4.63,0.07,D,2021
4674,b.maruyama,Sobianitedrucy,0,0,1,0,Strange Pioneers,27,1992,31.18,1.28,0.65,0.62,0.39,0.27,0.71,1.38,50.07,0.7,7.7,2.12,26.15,2.91,3.15,1.58,1.42,0.24,-0.05,1.14,0.66,2.04,2.22,-0.02,D,2021
4675,i.franke,Sobianitedrucy,0,0,1,0,Strange Pioneers,28,1992,2.93,1.63,0.7,0.75,0.99,0.08,0.61,0.99,66.63,0.29,12.93,4.0,30.82,8.3,4.39,0.25,2.63,1.61,-0.03,1.05,1.06,2.72,5.65,-0.09,D,2021
4676,i.paswan,Sobianitedrucy,0,0,1,0,Strange Pioneers,25,1995,19.41,1.53,0.92,0.88,0.42,0.23,0.52,1.47,39.97,0.89,10.62,3.11,28.67,4.0,4.4,2.29,1.58,0.31,0.07,1.32,0.8,2.33,1.27,-0.02,D,2021
4677,p.mlotshwa,Sobianitedrucy,0,0,1,0,Strange Pioneers,22,1997,2.68,1.4,0.76,0.3,0.82,0.28,0.44,1.91,20.02,1.54,16.29,3.06,18.14,4.89,7.09,4.4,1.2,0.27,-0.08,0.79,0.29,1.93,0.65,0.01,D,2021
4678,h.olowo,Nganion,1,0,1,0,Strange Pioneers,20,2000,-0.08,0.03,-0.02,-0.08,-0.04,0.0,0.06,0.98,0.0,1.05,4.99,1.03,19.95,1.96,1.06,2.03,-0.04,0.0,-0.06,0.06,0.08,0.02,0.01,-0.03,D,2021
4679,s.candiru,Nganion,1,0,1,0,Strange Pioneers,22,1997,5.56,1.67,1.0,0.92,0.59,0.1,0.42,1.0,39.97,0.51,8.0,3.44,43.29,3.11,3.23,1.71,2.59,0.45,0.09,1.93,0.99,2.51,2.21,0.08,D,2021
4680,z.kebirungi,Central Diasongo,1,0,0,0,Strange Pioneers,22,1997,11.19,1.35,1.08,0.34,0.36,0.91,0.4,1.2,38.42,0.71,16.09,4.06,25.68,2.27,5.77,7.93,0.53,-0.01,0.05,0.36,0.41,1.72,0.28,0.0,D,2021
4681,e.amanya,Dosqaly,1,0,0,0,Strange Pioneers,37,1983,23.95,1.07,0.92,0.24,0.43,0.46,0.37,1.36,26.42,1.04,19.89,4.81,24.34,4.19,8.75,6.9,0.6,0.09,0.04,0.42,0.3,1.38,0.0,0.0,D,2021
4682,y.akiror,Rosvi,1,0,0,0,Strange Pioneers,20,2000,32.57,0.36,0.25,0.15,0.0,0.02,0.13,0.47,28.69,0.33,13.02,2.91,22.6,0.9,5.62,6.3,0.57,0.22,0.02,0.41,0.3,0.57,0.43,-0.04,D,2021
4683,p.nkomo,Eastern Sleboube,1,1,0,0,Strange Pioneers,29,1991,1.0,-0.01,-0.09,0.02,0.01,0.06,-0.02,1.04,0.0,1.07,7.03,-0.04,-0.04,5.07,1.06,0.97,-0.04,-0.04,-0.04,0.03,0.95,1.09,-0.09,0.03,D,2021
4684,r.namande,Nganion,1,1,0,0,Strange Pioneers,33,1987,7.37,0.77,0.34,0.12,0.32,0.34,0.6,1.49,36.33,0.98,9.78,3.96,39.75,1.35,4.06,4.51,0.53,0.13,0.09,0.47,0.94,1.73,0.72,0.09,D,2021
4685,b.nakandi,Sobianitedrucy,1,1,0,0,Strange Pioneers,28,1991,0.57,1.73,1.72,0.0,1.58,0.08,1.65,4.92,33.36,3.3,16.74,3.31,19.97,1.58,10.03,5.05,1.73,0.01,0.0,1.77,-0.04,1.67,-0.07,0.04,D,2021
4686,b.quaye,Sobianitedrucy,1,1,0,0,Strange Pioneers,22,1998,2.29,1.44,0.81,0.88,0.51,0.02,-0.08,1.89,-0.07,1.82,28.58,4.91,17.53,5.0,13.52,10.0,1.45,-0.07,0.02,1.3,-0.03,1.43,0.06,-0.08,D,2021
4687,g.caputo,Nkasland Cronestan,0,0,0,1,Strange Pioneers,22,1997,35.05,0.04,0.1,0.03,0.05,-0.08,-0.06,-0.05,,-0.01,0.14,0.1,24.93,0.2,-0.06,0.03,0.0,-0.08,0.04,0.01,0.05,0.05,-0.06,0.03,D,2021
4688,d.sorrentino,Sobianitedrucy,0,0,0,1,Strange Pioneers,30,1990,3.03,-0.05,-0.01,-0.03,-0.05,-0.1,0.01,0.01,,-0.01,-0.01,-0.08,,0.03,-0.07,0.08,-0.06,-0.01,-0.03,0.03,-0.03,-0.02,0.05,0.0,D,2021
4689,w.binmohamad,Biarizea,0,1,0,0,Strange Pioneers,23,1996,27.19,2.25,1.5,0.8,1.09,0.23,0.86,2.4,36.41,1.47,20.87,5.74,27.11,5.95,11.7,3.24,1.64,0.25,0.04,1.42,0.73,3.05,0.75,-0.07,D,2021
4690,a.dekker,Nancipenuaroe,0,1,0,0,Strange Pioneers,27,1993,1.87,0.6,0.52,0.03,0.61,0.05,-0.01,1.05,-0.05,1.21,11.0,2.77,25.05,2.28,4.92,3.88,1.12,0.01,-0.01,1.18,1.6,2.16,2.31,-0.06,D,2021
4691,w.soltani,Northern Namemo Laand,0,1,0,0,Strange Pioneers,26,1994,22.22,2.16,1.47,1.15,0.88,0.1,0.9,2.25,37.98,1.44,14.55,4.75,32.55,5.66,7.07,1.9,1.99,0.48,0.04,1.54,1.63,3.68,2.18,-0.07,D,2021
4692,h.che,Sobianitedrucy,0,1,0,0,Strange Pioneers,30,1989,25.12,1.57,1.06,0.74,0.77,0.32,0.42,1.65,27.98,1.29,14.27,3.96,26.98,4.48,6.85,2.99,1.41,0.02,-0.08,1.23,1.61,3.16,0.73,-0.02,D,2021
4693,j.hasahya,Sobianitedrucy,0,1,0,0,Strange Pioneers,23,1997,25.93,1.75,1.21,0.98,0.34,0.26,0.57,1.49,33.26,1.05,19.78,6.53,33.04,7.44,7.92,4.26,1.39,0.12,0.08,1.3,1.1,2.96,0.8,-0.05,D,2021
4694,a.anwar,Dosqaly,1,1,0,0,Strange Pioneers,28,1992,8.12,2.15,1.18,0.86,1.3,0.16,0.79,1.65,42.91,0.99,20.05,4.07,20.44,6.86,9.63,3.36,1.54,-0.03,0.07,1.59,1.01,3.29,0.62,0.05,D,2021
4695,w.cheang,Nganion,1,1,0,0,Strange Pioneers,35,1985,5.5,2.25,1.24,1.2,0.98,-0.06,0.59,2.24,25.04,1.71,22.06,5.44,24.81,8.06,10.65,3.22,0.8,0.13,-0.05,0.53,1.19,3.41,0.09,-0.05,D,2021
4696,o.mapfumo,Biarizea,0,0,1,0,Sugar Bengals,21,1998,29.54,1.77,0.99,0.8,0.6,0.26,0.79,1.85,42.99,1.14,16.9,4.88,29.0,6.27,5.81,5.05,1.27,0.03,0.0,1.37,0.87,2.56,0.96,0.04,D,2021
4697,i.gumede,Byasier Pujan,0,0,1,0,Sugar Bengals,28,1992,30.46,1.06,0.53,0.6,0.21,0.05,0.33,0.48,53.25,0.15,7.37,2.44,32.29,4.07,2.92,0.32,1.22,0.56,-0.07,0.58,1.38,2.42,4.18,0.0,D,2021
4698,z.wu,Ledian,0,0,1,0,Sugar Bengals,25,1995,30.87,1.82,1.0,1.14,0.54,0.15,0.69,1.2,58.88,0.54,7.66,2.77,35.11,4.8,2.06,0.84,1.58,0.68,-0.03,1.0,0.82,2.72,3.01,0.07,D,2021
4699,r.ishii,People's Land of Maneau,0,0,1,0,Sugar Bengals,35,1985,15.82,1.47,0.59,0.64,0.66,0.33,0.22,0.74,41.66,0.47,8.45,2.06,23.93,3.24,2.81,2.25,1.44,-0.06,0.03,1.52,0.59,2.05,1.63,0.0,D,2021
4700,h.francisco,Rosvi,0,0,1,0,Sugar Bengals,34,1985,4.35,1.59,1.16,0.56,0.98,0.29,0.3,0.45,49.96,0.2,8.65,3.2,37.71,2.35,5.35,0.97,0.66,0.05,0.07,0.72,0.37,2.11,2.1,0.02,D,2021
4701,d.amanyire,Sobianitedrucy,0,0,1,0,Sugar Bengals,31,1988,7.8,2.02,1.39,0.76,1.07,0.35,0.71,1.72,46.23,0.89,11.88,4.3,36.57,4.19,6.23,1.75,1.7,0.93,0.02,0.79,0.86,2.81,1.97,0.05,D,2021
4702,p.tzur,Sobianitedrucy,0,0,1,0,Sugar Bengals,32,1988,7.72,1.73,0.85,1.07,0.52,0.18,0.65,0.92,71.38,0.17,8.62,2.39,28.31,4.42,4.01,0.15,1.0,0.35,-0.04,0.67,1.49,3.13,2.74,0.08,D,2021
4703,s.kamoga,Sobianitedrucy,0,0,1,0,Sugar Bengals,21,1999,32.56,1.41,0.7,0.57,0.64,0.08,0.56,0.89,56.79,0.46,9.21,2.65,29.3,4.27,3.8,0.9,1.42,0.62,-0.01,0.91,1.06,2.46,2.71,0.11,D,2021
4704,w.ongom,Sobianitedrucy,0,0,1,0,Sugar Bengals,30,1989,12.85,1.98,1.01,1.12,0.23,0.7,0.78,1.91,39.92,1.24,13.59,3.53,25.5,5.1,4.81,3.73,1.21,0.16,-0.07,1.06,1.21,3.33,2.35,-0.09,D,2021
4705,r.kato,Manlisgamncent,1,0,1,0,Sugar Bengals,31,1989,19.83,1.05,0.51,0.58,0.26,0.21,0.57,1.57,40.67,0.93,11.11,3.33,30.55,3.37,3.94,3.92,2.36,0.16,0.05,2.05,0.97,2.05,1.91,0.09,D,2021
4706,e.gayakwad,Imaar Vircoand,1,0,0,0,Sugar Bengals,22,1997,28.53,0.84,0.65,0.09,0.34,0.44,0.15,0.62,30.04,0.46,17.9,4.7,26.13,2.17,7.2,8.38,1.49,0.21,-0.01,1.3,1.0,1.83,0.63,-0.02,D,2021
