,Player,Nation,Pos,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,League,Year
4516,J. Neo,Sobianitedrucy,DF,Mighty Monkeys,25,1994,35.6,1.48,0.67,1.01,0.35,0.12,0.49,1.08,50.04,0.61,9.52,3.35,34.77,4.57,2.95,2.01,1.39,-0.02,0.03,1.31,1.16,2.47,2.49,0.1,D,2021
4517,M. Angom,Sobianitedrucy,DF,Mighty Monkeys,29,1990,0.99,1.99,-0.03,2.05,0.07,-0.05,0.92,1.95,50.09,1.06,14.96,5.9,40.05,7.91,5.98,0.97,2.96,1.02,-0.07,2.09,-0.03,2.01,6.07,0.0,D,2021
4518,Q. Atiku,Sobianitedrucy,DF,Mighty Monkeys,30,1990,19.89,1.95,1.14,1.13,0.67,-0.08,0.35,0.81,27.81,0.74,11.74,4.4,36.73,6.11,4.65,0.92,1.86,0.85,0.11,0.98,0.87,2.79,5.24,-0.01,D,2021
4519,S. Lutaaya,Dosqaly,DFMF,Mighty Monkeys,22,1998,4.35,3.33,2.0,1.31,1.17,0.69,1.34,3.42,40.03,2.05,30.14,6.65,22.32,10.85,12.17,7.19,4.33,0.85,0.02,3.4,2.7,6.05,2.36,-0.05,D,2021
4520,V. Smits,Coastpa Barleslands,FW,Mighty Monkeys,25,1995,13.36,0.67,0.58,0.12,0.41,0.12,0.16,0.46,42.8,0.38,17.02,3.75,21.55,0.85,7.39,8.89,0.58,0.1,-0.07,0.43,0.31,1.03,0.38,-0.06,D,2021
4521,A. Caron,Sobianitedrucy,FW,Mighty Monkeys,24,1996,3.76,0.87,0.86,-0.07,0.17,0.44,-0.06,0.02,,0.07,19.7,5.53,28.07,0.62,4.95,14.21,0.57,0.24,0.01,0.27,0.98,1.83,1.67,0.02,D,2021
4522,F. Mugabe,Sobianitedrucy,FW,Mighty Monkeys,23,1997,1.59,0.73,0.6,-0.09,0.58,0.01,0.06,0.62,0.0,0.65,16.62,3.37,19.92,0.73,7.23,8.63,0.72,-0.03,-0.09,0.57,0.0,0.72,0.09,0.01,D,2021
4523,J. Nath,Sobianitedrucy,FW,Mighty Monkeys,28,1991,9.63,0.4,0.4,-0.01,0.15,0.03,0.06,0.48,20.01,0.34,11.55,2.91,25.08,1.14,4.25,6.02,0.38,0.0,0.0,0.24,0.38,0.72,0.64,0.02,D,2021
4524,V. Heikkinen,Sobianitedrucy,FW,Mighty Monkeys,37,1983,24.53,0.48,0.3,0.12,0.21,0.09,-0.04,0.57,-0.06,0.64,15.04,3.22,21.57,1.57,6.64,6.8,0.66,0.23,-0.03,0.53,0.28,0.66,0.37,0.01,D,2021
4525,Y. Nalubwama,Sobianitedrucy,FW,Mighty Monkeys,28,1992,1.92,0.54,0.56,-0.04,0.0,0.62,0.0,1.02,0.07,1.04,14.66,2.7,17.98,1.14,9.01,4.76,2.62,0.48,-0.02,2.19,0.43,1.1,0.49,-0.09,D,2021
4526,H. Saeed,Manlisgamncent,GK,Mighty Monkeys,23,1997,1.0,0.04,0.03,-0.04,0.08,0.1,-0.07,0.09,,0.05,-0.09,0.04,,-0.1,-0.08,-0.05,-0.01,0.04,0.09,-0.1,-0.03,-0.05,-0.03,0.01,D,2021
4527,C. Hamed,Sobianitedrucy,GK,Mighty Monkeys,23,1997,36.97,-0.09,0.08,0.08,0.02,0.07,0.09,0.05,-0.09,-0.01,0.2,0.11,33.37,0.13,0.08,-0.06,-0.06,0.04,-0.07,-0.02,-0.06,0.01,0.09,-0.07,D,2021
4528,Y. Atoo,Galamily,MF,Mighty Monkeys,24,1996,26.76,0.89,0.39,0.42,0.38,0.1,0.29,1.38,25.07,0.96,14.06,3.12,22.17,3.63,6.04,4.45,1.52,0.09,-0.03,1.39,0.62,1.48,1.11,0.0,D,2021
4529,D. Kemigisa,Greri Landmoslands,MF,Mighty Monkeys,31,1989,17.79,2.79,1.56,1.35,1.19,0.02,0.83,2.55,28.93,1.79,27.95,7.93,28.41,9.39,14.38,4.37,2.23,0.08,-0.07,2.09,1.92,4.7,0.82,-0.09,D,2021
4530,E. Fiore,Redohrainbri,MF,Mighty Monkeys,19,2001,1.02,1.74,1.77,0.06,0.88,0.83,0.93,0.9,100.07,0.05,27.3,4.61,16.65,10.91,13.69,2.71,2.7,-0.07,0.04,2.8,0.95,2.73,1.79,-0.01,D,2021
4531,I. Kolar,Redohrainbri,MF,Mighty Monkeys,24,1996,29.42,2.74,1.98,1.25,1.15,0.36,0.46,1.78,29.17,1.42,24.24,7.38,30.14,9.14,10.57,4.42,2.22,0.51,-0.03,1.54,0.77,3.34,1.46,-0.08,D,2021
4532,D. Deli?,Sobianitedrucy,MF,Mighty Monkeys,33,1987,27.85,0.97,0.46,0.55,0.28,0.1,0.73,1.64,37.55,1.05,10.28,2.6,26.03,3.73,3.91,2.57,1.36,0.1,0.08,1.25,0.8,1.9,0.82,-0.01,D,2021
4533,K. Mwanje,Sobianitedrucy,MF,Mighty Monkeys,23,1997,0.87,1.14,-0.03,0.01,-0.06,1.06,1.18,3.33,33.2,2.28,20.08,4.49,22.18,8.92,6.66,4.43,-0.07,-0.04,-0.01,-0.08,-0.05,1.16,2.29,0.0,D,2021
4534,M. Kabiru,Sobianitedrucy,MF,Mighty Monkeys,23,1996,0.17,0.0,-0.05,0.0,-0.04,0.01,0.03,0.08,,0.04,119.93,10.01,8.3,30.01,59.97,30.03,-0.01,-0.09,-0.02,0.09,-0.08,-0.08,0.02,-0.1,D,2021
4535,T. Akankwasa,Sobianitedrucy,MF,Mighty Monkeys,26,1994,11.1,1.25,0.74,0.19,0.63,0.31,0.28,1.7,21.05,1.33,21.61,5.62,25.88,3.35,10.72,7.52,1.51,0.07,-0.03,1.46,0.74,1.98,0.71,0.05,D,2021
4536,O. Avako,Xikong,MF,Mighty Monkeys,31,1989,25.54,2.49,1.92,0.84,1.27,0.22,0.75,2.52,30.27,1.72,23.08,6.91,30.16,7.12,12.6,3.15,2.15,0.59,0.01,1.65,1.32,3.72,1.78,-0.07,D,2021
4537,X. Kazibwe,Janmico,MFFW,Mighty Monkeys,29,1990,10.73,2.55,1.34,0.79,1.15,0.59,0.4,2.37,15.37,1.99,27.24,6.25,23.02,4.94,12.52,9.65,1.95,0.26,0.1,1.76,0.55,3.2,1.36,-0.06,D,2021
4538,B. Owor,Mico,MFFW,Mighty Monkeys,20,2000,19.66,2.61,1.32,0.94,1.32,0.34,0.87,3.84,21.51,2.93,29.2,7.55,25.63,6.63,14.27,8.48,2.25,0.26,0.05,1.95,1.47,4.01,0.63,-0.07,D,2021
4539,B. Van der Meer,Esia,DF,Red Rangers,25,1994,19.62,1.61,0.96,0.9,0.75,0.09,0.36,0.62,41.66,0.41,9.91,3.59,36.78,4.82,4.72,0.36,2.17,1.62,0.14,0.69,2.37,4.09,7.19,-0.04,D,2021
4540,J. Fukuda,Lefghau,DF,Red Rangers,26,1994,2.44,0.79,0.49,0.8,-0.07,0.0,0.34,0.9,50.02,0.33,6.3,2.54,39.93,3.35,2.55,0.4,0.76,0.49,-0.1,0.49,2.01,2.94,2.09,0.79,D,2021
4541,D. Balázs,Nkasland Cronestan,DF,Red Rangers,25,1995,20.68,2.06,1.51,1.28,0.53,0.1,0.72,1.34,50.08,0.7,14.21,4.16,29.27,7.14,6.37,0.95,1.84,0.82,0.07,0.83,1.21,3.27,4.69,0.05,D,2021
4542,A. Davies,Rosvi,DF,Red Rangers,29,1990,27.73,0.99,0.76,0.37,0.62,0.05,0.49,1.45,32.48,1.0,7.46,2.36,32.19,2.13,3.1,2.21,1.41,0.37,0.05,1.11,0.79,1.59,1.33,-0.09,D,2021
4543,D. Saleh,Sobianitedrucy,DF,Red Rangers,24,1995,16.73,1.47,0.69,0.93,0.43,-0.03,0.35,0.87,46.23,0.51,13.18,5.21,38.67,6.27,6.51,0.46,2.08,1.01,0.06,1.05,2.83,4.48,7.8,0.23,D,2021
4544,I. Franke,Sobianitedrucy,DF,Red Rangers,28,1992,19.27,1.38,0.8,0.89,0.4,0.08,0.2,0.54,27.21,0.43,12.44,3.61,28.83,5.32,6.1,0.92,1.15,0.3,-0.05,0.78,1.69,3.06,4.97,0.09,D,2021
4545,L. Fuchs,Sobianitedrucy,DF,Red Rangers,28,1991,32.18,2.27,1.13,1.33,0.63,0.17,0.99,2.1,41.94,1.33,12.21,3.21,26.23,5.68,4.24,2.52,2.45,0.54,0.0,1.99,1.74,4.0,2.86,0.12,D,2021
4546,M. Rashid,Sobianitedrucy,DF,Red Rangers,22,1997,29.08,1.36,0.81,0.8,0.45,0.01,0.37,1.03,34.54,0.61,9.42,2.99,32.09,3.91,3.99,1.54,1.51,0.31,-0.08,1.12,1.46,2.89,2.6,-0.01,D,2021
4547,O. Mudzingwa,Sobianitedrucy,DF,Red Rangers,20,2000,15.34,1.68,1.27,0.91,0.73,0.17,0.64,1.33,49.93,0.57,12.87,4.77,36.11,6.54,5.75,0.54,1.71,0.7,-0.06,1.12,1.33,2.95,5.58,0.16,D,2021
4548,D. Caruso,Varijitri Isles,DF,Red Rangers,23,1997,4.54,1.58,0.92,0.63,0.66,0.17,0.25,0.94,24.95,0.67,10.94,3.06,28.03,8.1,2.65,0.17,2.58,1.79,0.02,0.96,2.85,4.28,2.85,0.35,D,2021
4549,W. Alghamdi,Quewenia,DFMF,Red Rangers,21,1998,2.25,1.74,1.25,0.94,0.44,0.34,0.05,0.43,-0.06,0.49,12.98,5.18,39.98,6.17,4.87,2.25,3.08,0.52,-0.05,2.66,0.39,2.08,1.68,-0.01,D,2021
4550,D. Soliman,Sobianitedrucy,DFMF,Red Rangers,17,2002,1.92,3.22,2.09,2.05,0.56,0.51,1.09,1.56,66.75,0.47,19.56,6.89,35.07,8.5,8.44,2.7,2.02,0.5,-0.06,1.59,1.51,4.83,3.75,0.07,D,2021
4551,W. Mertens,Manlisgamncent,FW,Red Rangers,32,1988,11.75,0.23,0.0,0.09,0.05,0.06,-0.03,0.35,0.02,0.35,11.39,3.17,28.55,0.6,2.86,7.75,0.36,0.0,-0.07,0.36,0.02,0.18,0.56,0.09,D,2021
4552,G. Sserugo,Sobianitedrucy,FW,Red Rangers,31,1988,5.5,-0.04,-0.01,-0.08,0.02,-0.06,0.02,0.59,-0.07,0.57,11.34,2.95,24.92,0.69,4.06,6.69,0.16,0.24,0.02,0.01,0.09,0.03,1.32,-0.04,D,2021
4553,O. Roth,Sobianitedrucy,FW,Red Rangers,27,1992,14.04,0.52,0.12,0.04,0.38,0.12,0.07,0.25,40.02,0.25,13.73,3.45,25.42,0.74,4.21,8.74,0.7,0.01,-0.05,0.69,0.27,0.63,0.64,-0.06,D,2021
4554,S. Soon,Sobianitedrucy,FW,Red Rangers,23,1997,3.89,0.79,0.83,0.07,0.21,0.57,0.17,0.44,50.04,0.33,10.44,3.77,35.06,0.21,3.68,6.59,0.87,0.18,0.07,0.49,-0.05,0.85,0.84,0.1,D,2021
4555,M. D?browski,Northslands,FWMF,Red Rangers,20,2000,8.18,0.95,0.54,-0.06,1.06,-0.04,0.52,1.52,33.22,0.88,16.16,4.85,29.36,3.38,6.54,6.51,1.05,0.09,0.09,1.12,0.21,1.21,0.03,-0.05,D,2021
4556,I. Lehmann,Sobianitedrucy,FWMF,Red Rangers,18,2001,8.33,0.44,0.21,0.3,0.14,0.07,0.27,0.18,99.96,-0.04,11.81,4.3,36.37,1.82,5.16,4.81,1.22,0.2,-0.09,1.18,0.32,0.78,1.01,-0.02,D,2021
4557,D. Kateregga,Manlisgamncent,GK,Red Rangers,20,2000,3.73,-0.1,-0.03,0.0,-0.08,0.05,0.02,0.01,,0.06,-0.02,-0.02,,0.07,0.03,0.04,0.06,0.08,-0.04,-0.09,0.04,0.0,0.02,0.0,D,2021
4558,G. Daud,Sobianitedrucy,GK,Red Rangers,29,1991,0.31,0.03,-0.09,0.02,-0.08,0.0,-0.01,0.01,,-0.09,0.0,0.08,,0.0,0.01,0.07,-0.09,0.02,0.0,0.03,-0.05,0.09,-0.09,0.01,D,2021
4559,V. Ssali,Sobianitedrucy,GK,Red Rangers,29,1991,33.96,0.03,0.07,-0.07,-0.08,-0.02,-0.06,-0.06,-0.08,0.09,0.03,0.07,-0.09,-0.01,-0.03,-0.09,0.08,-0.01,-0.09,-0.09,-0.09,-0.04,0.04,-0.08,D,2021
4560,G. Kaweesa,Central Namemo Laand,MF,Red Rangers,26,1994,25.5,1.97,1.51,1.1,0.98,0.12,0.56,1.35,35.37,0.82,17.48,5.49,31.73,5.1,9.04,3.23,1.95,0.26,0.02,1.57,1.4,3.35,2.23,0.11,D,2021
4561,I. Vong,Greri Landmoslands,MF,Red Rangers,34,1986,14.61,1.89,1.12,0.64,1.0,0.26,1.06,2.51,39.52,1.68,17.25,4.65,27.02,5.06,10.66,1.36,1.8,0.14,-0.06,1.68,1.09,3.01,2.73,0.03,D,2021
4562,U. Kazembe,Ledian,MF,Red Rangers,22,1998,0.5,-0.08,0.0,-0.1,-0.02,0.08,0.1,0.08,,-0.03,8.36,3.37,40.05,0.04,5.05,3.23,0.03,-0.02,0.07,-0.1,0.01,-0.03,0.05,-0.09,D,2021
4563,C. Akullo,Nancipenuaroe,MF,Red Rangers,17,2002,0.2,0.05,0.03,-0.06,0.08,0.05,0.07,-0.01,,0.03,29.95,0.06,0.0,10.01,10.0,10.02,0.03,-0.08,-0.03,-0.01,-0.06,-0.03,0.07,0.08,D,2021
4564,K. Behera,Rosvi,MF,Red Rangers,19,2001,20.31,1.12,0.6,0.29,0.64,0.18,0.23,1.21,26.07,0.73,13.16,4.07,31.07,3.31,6.94,3.01,1.33,0.1,0.05,1.18,1.45,2.8,1.16,0.0,D,2021
4565,N. Dutta,Sobianitedrucy,MF,Red Rangers,27,1993,4.64,1.88,1.12,0.57,0.99,0.26,0.57,1.91,33.39,1.28,21.4,4.84,22.77,4.71,12.37,4.4,1.75,-0.07,0.01,1.79,0.47,2.44,2.04,0.03,D,2021
4566,J. Riyadi,Sobianitedrucy,MFDF,Red Rangers,21,1999,1.16,0.09,-0.07,-0.02,0.08,0.09,-0.06,0.82,-0.07,0.85,4.21,1.58,40.02,1.62,2.56,-0.09,0.89,0.8,0.0,-0.04,0.92,0.87,1.6,-0.03,D,2021
4567,T. Ferrari,Tercapetralgrorus,MFDF,Red Rangers,22,1998,2.58,1.61,0.37,0.44,0.75,0.47,-0.09,0.82,-0.05,0.79,17.67,4.42,25.09,4.42,10.43,2.72,2.87,1.95,0.04,0.76,-0.06,1.65,1.15,0.09,D,2021
4568,U. Nambuya,Galamily,MFFW,Red Rangers,25,1994,30.67,1.23,0.98,0.42,0.51,0.28,0.44,1.52,25.55,1.13,17.49,4.85,27.98,4.11,8.71,4.42,1.51,0.31,0.03,1.34,0.64,1.87,1.2,0.11,D,2021
4569,J. Chew,Sobianitedrucy,MFFW,Red Rangers,25,1995,28.95,1.25,0.86,0.43,0.52,0.17,0.25,0.96,29.65,0.71,12.26,3.59,29.04,2.73,5.06,4.31,1.13,0.08,-0.03,1.02,1.09,2.32,0.61,0.0,D,2021
4570,Q. Thakur,Sobianitedrucy,MFFW,Red Rangers,27,1993,6.79,2.32,1.83,0.63,1.35,0.5,0.99,1.68,58.32,0.71,20.02,5.67,28.76,2.62,9.61,7.55,0.64,0.0,0.02,0.73,0.49,2.91,0.33,0.09,D,2021
4571,W. Rusu,Byasier Pujan,DF,Remarkable Flames,25,1995,28.36,1.59,1.09,0.83,0.62,0.18,0.4,1.6,28.3,1.16,11.64,3.47,30.19,4.35,4.41,2.63,1.01,0.1,-0.01,0.95,1.25,2.72,1.23,0.07,D,2021
4572,F. Okon,Imaar Vircoand,DF,Remarkable Flames,33,1987,4.54,1.06,0.9,0.64,0.47,-0.07,0.25,0.38,50.07,0.13,8.66,3.03,35.96,3.99,3.84,0.88,2.04,0.85,0.15,1.15,1.19,2.32,7.18,0.01,D,2021
4573,G. De Groot,Lefghau,DF,Remarkable Flames,30,1990,15.84,1.33,0.86,0.55,0.62,0.04,0.45,1.38,36.35,0.82,9.56,2.45,25.47,3.6,4.26,1.73,1.62,0.2,0.14,1.45,1.77,2.96,0.79,-0.01,D,2021
4574,P. Sanyu,Lefghau,DF,Remarkable Flames,29,1991,1.69,2.91,1.25,2.34,0.66,0.07,1.83,2.32,74.96,0.69,11.29,3.48,31.56,6.44,3.01,1.83,1.75,0.04,-0.04,1.73,0.07,2.84,2.84,0.03,D,2021
4575,Q. Cheong,Lefghau,DF,Remarkable Flames,21,1998,26.6,2.53,1.97,1.55,0.76,0.18,0.8,1.47,54.17,0.66,13.41,4.9,36.42,7.04,4.97,1.2,2.31,0.79,0.07,1.56,2.25,4.74,4.32,-0.05,D,2021
4576,A. Ainomugisha,Moaithe,DF,Remarkable Flames,20,2000,15.07,0.85,0.66,0.49,0.32,0.14,0.15,1.0,18.89,0.85,12.92,5.02,38.22,6.26,5.87,0.75,1.09,0.42,-0.09,0.72,1.01,1.84,3.57,-0.09,D,2021
4577,C. Mirkovi?,People's Land of Maneau,DF,Remarkable Flames,30,1989,12.22,0.88,0.52,0.5,0.38,-0.01,0.49,1.03,41.73,0.56,8.85,3.05,33.65,4.59,4.03,0.29,1.68,0.82,-0.07,0.87,1.7,2.76,5.18,0.0,D,2021
4578,I. Wenene,Slandsganiamayotteque,DF,Remarkable Flames,19,2001,3.16,1.2,1.0,0.24,0.33,0.62,0.36,2.62,12.55,2.32,24.58,6.41,26.21,9.06,11.05,4.42,0.97,0.0,0.02,0.89,1.57,2.86,1.06,0.06,D,2021
4579,G. Efendi,Sobianitedrucy,DF,Remarkable Flames,29,1991,6.53,1.23,0.66,0.54,0.39,0.14,0.79,1.57,49.99,0.71,12.53,2.86,22.3,4.96,6.33,1.22,2.27,0.12,0.1,2.11,0.82,2.06,1.75,0.04,D,2021
4580,J. Bahri,Sobianitedrucy,DF,Remarkable Flames,24,1996,31.6,1.99,1.23,1.09,0.85,0.25,0.48,1.18,45.64,0.64,13.91,4.92,34.84,6.86,5.99,0.83,1.59,0.64,-0.01,1.03,2.27,4.3,3.3,-0.03,D,2021
4581,Q. Sumarni,Sobianitedrucy,DF,Remarkable Flames,18,2002,0.71,4.38,2.87,4.19,0.02,-0.03,1.44,5.77,25.1,4.37,30.05,10.08,33.26,15.67,8.47,5.81,4.21,0.06,0.02,4.23,1.44,5.72,1.52,-0.08,D,2021
4582,Y. Vitali,Sobianitedrucy,DF,Remarkable Flames,27,1993,23.67,0.49,0.27,0.16,0.5,0.04,0.22,0.66,27.74,0.55,8.74,2.38,26.74,2.97,2.92,2.67,1.2,0.01,0.09,1.07,1.3,1.92,1.36,0.13,D,2021
4583,Z. Delemovi?,Sobianitedrucy,DFMF,Remarkable Flames,25,1995,23.96,1.68,1.39,0.67,0.79,0.08,0.34,1.01,30.85,0.71,15.75,4.57,28.73,5.54,7.11,2.92,1.22,0.4,0.02,0.87,1.38,3.05,3.17,0.16,D,2021
4584,D. Adebayo,Nganion,FW,Remarkable Flames,23,1997,17.28,0.42,0.27,-0.03,0.04,0.15,0.02,0.69,8.28,0.68,15.78,4.31,27.17,0.39,7.23,8.17,0.44,-0.08,-0.07,0.39,0.09,0.58,0.21,0.12,D,2021
4585,R. Begum,Unicorporated Tiagascar,FW,Remarkable Flames,34,1986,20.21,0.27,0.24,0.11,0.1,0.23,0.25,0.62,27.27,0.31,9.37,2.65,28.88,0.26,4.14,4.85,0.73,0.2,-0.04,0.42,0.28,0.55,0.46,0.05,D,2021
4586,H. Sat?,Byasier Pujan,FWMF,Remarkable Flames,21,1999,0.26,0.09,-0.02,-0.02,-0.06,0.06,0.09,0.05,,-0.01,40.07,5.08,12.57,10.04,14.99,15.0,-0.08,-0.03,-0.09,0.0,-0.07,-0.06,-0.06,0.03,D,2021
4587,B. Asiedu,Isle of Lababwe,FWMF,Remarkable Flames,31,1989,30.49,1.89,1.25,0.21,1.04,0.47,0.58,2.26,22.71,1.68,19.93,5.54,27.63,2.91,9.77,7.28,1.28,0.05,0.02,1.24,1.12,2.98,0.18,0.03,D,2021
4588,F. Pellegrini,Nganion,FWMF,Remarkable Flames,33,1987,17.6,1.63,1.18,0.54,0.75,0.31,0.48,1.81,22.67,1.42,15.18,3.39,22.71,2.8,7.14,5.28,0.74,0.02,0.07,0.69,0.64,2.22,0.13,-0.02,D,2021
4589,M. Mansouri,Nganion,FWMF,Remarkable Flames,22,1998,8.54,1.14,0.58,0.19,0.76,0.15,0.64,2.6,26.19,1.9,22.79,5.73,25.66,2.49,10.51,9.44,1.48,0.06,0.02,1.43,0.38,1.44,0.24,0.05,D,2021
4590,M. Bwire,Rarita,FWMF,Remarkable Flames,31,1989,0.92,2.25,1.04,2.15,-0.06,0.02,1.14,2.19,49.94,1.07,18.88,5.63,29.4,6.63,6.59,5.61,-0.1,0.02,-0.07,-0.03,1.09,3.24,0.04,0.06,D,2021
4591,B. Ková?ik,Sobianitedrucy,FWMF,Remarkable Flames,27,1992,6.34,0.82,0.33,0.35,0.38,-0.04,0.26,0.75,40.02,0.52,13.36,2.1,15.07,2.42,5.99,5.02,1.01,0.14,0.07,0.79,0.78,1.48,0.28,-0.06,D,2021
4592,H. Tuhaise,Lefghau,GK,Remarkable Flames,23,1997,5.03,-0.01,0.09,-0.01,0.0,-0.06,-0.05,0.09,,-0.08,-0.02,-0.03,,0.05,-0.09,-0.08,0.06,0.01,0.09,-0.03,0.05,0.07,-0.08,0.0,D,2021
4593,P. Solanki,Nganion,GK,Remarkable Flames,25,1994,20.19,0.09,0.02,-0.09,-0.07,-0.01,-0.04,0.07,,-0.08,0.23,0.08,0.04,0.15,-0.09,-0.09,0.0,-0.08,0.07,-0.04,-0.02,0.08,-0.02,0.07,D,2021
4594,G. Boadi,Sobianitedrucy,GK,Remarkable Flames,37,1983,12.82,0.04,0.04,0.05,0.08,-0.03,-0.03,0.18,0.1,0.11,0.17,0.13,100.0,0.11,0.05,0.03,0.12,-0.05,0.0,0.12,-0.06,-0.06,-0.01,-0.1,D,2021
4595,K. Ndiweni,Dosqaly,MF,Remarkable Flames,27,1993,22.81,1.28,1.04,0.36,0.65,0.11,0.27,1.45,17.62,1.26,15.35,4.09,26.02,3.78,8.63,3.11,0.92,0.21,-0.08,0.8,0.56,1.63,0.96,0.1,D,2021
4596,N. Von,Iverde,MF,Remarkable Flames,23,1997,7.33,1.99,1.73,0.63,1.18,0.0,0.52,1.59,33.25,1.14,26.61,5.65,21.54,6.84,17.33,2.4,1.47,0.33,0.0,1.24,1.17,3.14,1.52,-0.04,D,2021
4597,D. Schmid,Nganion,MF,Remarkable Flames,22,1998,20.61,2.53,1.47,0.63,1.42,0.52,0.68,2.68,23.61,1.93,19.07,5.53,29.1,5.18,10.7,3.28,1.13,0.12,0.01,0.97,0.94,3.42,1.08,-0.06,D,2021
4598,F. Msiska,Nkasland Cronestan,MF,Remarkable Flames,18,2002,0.14,0.05,0.04,0.04,0.09,-0.05,0.05,0.08,,-0.05,30.08,10.08,33.29,9.98,19.95,0.07,10.04,0.03,-0.05,9.97,0.0,-0.01,-0.07,-0.1,D,2021
4599,H. Nakate,Northslands,MF,Remarkable Flames,19,2001,3.58,1.73,1.05,0.31,0.79,0.51,0.54,3.14,18.29,2.44,18.58,5.88,31.24,3.61,11.94,2.97,0.92,0.02,0.04,0.76,3.61,5.28,-0.08,0.28,D,2021
4600,Y. Namutosi,Sobianitedrucy,MF,Remarkable Flames,18,2002,0.08,0.1,0.04,0.01,0.0,-0.05,-0.03,-0.04,,0.09,30.1,19.96,66.68,19.96,9.98,0.01,0.07,0.06,-0.03,0.07,0.03,-0.04,0.02,0.1,D,2021
4601,G. Hungwe,Sobianitedrucy,MFFW,Remarkable Flames,24,1996,28.88,1.64,1.28,0.53,0.92,0.19,0.56,2.15,21.99,1.64,17.51,4.71,26.97,3.73,9.73,4.18,1.48,0.19,0.01,1.38,0.92,2.59,0.66,0.1,D,2021
4602,J. Nanziri,Byasier Pujan,DF,Serious Ranchers,26,1994,10.54,2.62,1.3,2.08,0.52,0.04,1.21,1.85,63.14,0.74,9.63,2.17,23.24,6.84,2.89,0.05,1.78,0.65,0.02,1.04,1.05,3.85,6.15,0.11,D,2021
4603,N. Muhammadu,Byasier Pujan,DF,Serious Ranchers,25,1995,0.8,0.09,0.04,0.06,0.03,0.06,-0.02,1.15,-0.01,1.25,12.52,1.27,9.9,1.3,8.78,2.41,2.45,0.08,0.07,2.58,0.09,-0.09,0.05,-0.09,D,2021
4604,I. Greenberg,Cabral Retrea,DF,Serious Ranchers,33,1986,27.28,1.7,0.77,0.96,0.52,0.07,0.74,1.37,46.28,0.86,8.96,3.88,43.95,4.75,3.17,1.07,1.51,0.47,0.09,0.94,1.56,3.25,3.02,0.13,D,2021
4605,D. Onzia,Desaintko,DF,Serious Ranchers,29,1991,0.69,5.64,2.79,2.89,1.42,1.37,-0.09,1.35,0.01,1.4,32.91,12.97,39.18,21.43,9.98,1.5,4.24,-0.09,0.03,4.22,0.08,5.73,1.45,0.03,D,2021
4606,K. Shibata,Imaar Vircoand,DF,Serious Ranchers,29,1990,2.53,0.39,-0.05,0.31,-0.01,0.03,-0.06,0.03,,0.05,10.73,4.47,40.65,8.0,2.83,-0.02,2.38,0.4,-0.02,1.92,1.51,1.93,3.26,0.02,D,2021
4607,L. Sayed,Ledian,DF,Serious Ranchers,24,1996,0.31,0.1,0.06,0.08,-0.04,-0.03,0.06,2.45,0.07,2.5,9.9,5.0,49.94,7.4,2.59,0.08,0.08,-0.05,-0.05,0.05,-0.05,0.06,7.53,0.08,D,2021
4608,F. Nanfuka,Lefghau,DF,Serious Ranchers,23,1997,10.1,3.71,2.56,2.88,0.69,0.0,1.53,2.57,59.39,1.1,11.96,4.36,36.44,6.6,4.7,0.65,2.16,0.98,0.01,1.26,2.13,5.68,2.66,0.19,D,2021
4609,W. Fernando,Nganion,DF,Serious Ranchers,27,1993,17.7,1.63,0.65,0.9,0.49,0.13,0.64,1.52,44.35,0.76,14.75,4.54,30.47,6.85,6.3,1.78,1.27,0.22,0.09,1.22,0.79,2.39,3.69,0.11,D,2021
4610,K. Supriadi,Pahon,DF,Serious Ranchers,27,1992,32.96,1.52,0.78,0.94,0.62,0.17,0.49,1.15,46.24,0.76,9.27,2.67,29.75,4.2,3.55,1.68,1.67,0.25,0.1,1.58,1.45,3.03,2.08,0.07,D,2021
4611,J. Manu,Pierrema,DF,Serious Ranchers,24,1996,12.71,1.46,0.71,0.6,0.53,0.23,0.56,1.65,35.09,0.95,13.69,2.79,20.05,4.29,5.97,3.34,2.37,0.0,0.07,2.37,0.96,2.43,1.08,0.09,D,2021
4612,C. Alanazi,Sobianitedrucy,DF,Serious Ranchers,32,1988,31.35,1.71,1.15,1.15,0.42,0.14,0.35,1.19,29.64,0.76,11.13,4.59,41.76,6.44,3.81,0.88,1.58,0.52,-0.02,1.03,1.89,3.77,4.97,0.05,D,2021
4613,L. Bekher,Sobianitedrucy,DF,Serious Ranchers,19,2001,0.16,0.07,0.09,-0.09,0.0,-0.03,0.0,-0.03,,0.04,29.92,0.01,0.03,10.03,20.1,-0.03,-0.02,0.05,-0.07,0.0,0.01,-0.03,10.09,0.02,D,2021
