,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,League,Year
4837,c.shevchenko,Nganion,0,0,0,1,Delta Colts,31,1989,25.01,16.67,31.95,52.04,648.56,474.24,1.66,1.68,97.7,6.3,6.25,99.93,8.73,23.97,36.21,-0.07,-0.05,-0.05,-0.04,0.67,-0.05,-0.04,0.09,E,2021
4838,f.dauda,Nganion,0,0,0,1,Delta Colts,34,1986,13.03,15.36,31.63,48.72,660.25,478.88,1.04,1.03,99.99,4.93,4.92,99.95,9.33,25.45,36.45,0.08,-0.09,-0.04,0.02,0.18,0.09,-0.04,0.06,E,2021
4839,f.ainembabazi,Nganion,0,1,0,0,Delta Colts,23,1997,16.3,26.72,34.16,78.48,464.5,115.13,13.01,15.34,84.09,10.21,12.36,83.33,2.76,4.8,57.01,-0.06,-0.03,-0.07,0.29,2.87,0.08,0.06,1.94,E,2021
4840,i.savage,Nganion,0,1,0,0,Delta Colts,22,1998,0.28,26.7,36.69,72.68,359.98,53.31,16.67,20.02,83.25,10.06,13.36,75.06,0.07,3.26,0.09,3.38,0.42,2.94,3.39,0.09,-0.06,0.01,0.07,E,2021
4841,j.choi,Nganion,0,1,0,0,Delta Colts,22,1998,0.17,55.06,64.9,84.52,1350.0,384.98,5.06,10.04,49.91,34.92,40.03,87.47,15.02,14.97,99.99,0.03,0.02,-0.06,-0.01,9.95,0.07,-0.04,5.04,E,2021
4842,m.korugyendo,Nganion,0,1,0,0,Delta Colts,29,1991,24.02,39.92,47.99,83.13,850.84,209.93,14.43,16.22,89.23,16.57,18.31,89.8,8.26,11.96,69.62,0.0,0.04,0.01,0.27,3.99,0.54,-0.1,2.87,E,2021
4843,m.naluwooza,Nganion,0,1,0,0,Delta Colts,23,1997,12.92,33.48,41.52,80.7,597.49,141.45,16.85,19.49,86.49,11.27,13.3,85.31,4.44,6.32,68.38,-0.06,0.09,-0.07,1.14,3.16,0.92,0.05,3.25,E,2021
4844,r.kabuye,Nganion,0,1,0,0,Delta Colts,32,1988,10.41,50.38,62.93,79.88,977.13,247.03,20.03,22.52,88.92,21.4,24.45,87.91,7.97,14.3,55.01,0.09,0.13,0.0,1.07,3.8,0.35,0.12,3.84,E,2021
4845,v.bellini,Nganion,0,1,0,0,Delta Colts,31,1989,19.64,37.72,48.0,78.67,739.15,193.83,15.58,16.98,91.58,15.71,18.9,83.74,5.56,10.07,56.09,-0.02,-0.02,-0.15,0.75,5.17,0.74,0.1,4.59,E,2021
4846,i.soko,Greri Landmoslands,1,1,0,0,Delta Colts,21,1999,7.35,21.4,29.43,72.83,339.65,60.61,12.28,14.44,85.03,6.63,8.47,77.72,1.66,4.12,41.93,0.03,0.0,-0.1,0.22,0.96,0.19,0.09,1.25,E,2021
4847,d.law,Nganion,1,1,0,0,Delta Colts,29,1991,28.05,22.76,30.67,73.96,367.51,103.86,11.97,14.87,80.79,7.99,10.27,78.84,1.87,3.85,50.44,0.1,0.12,0.18,0.65,2.53,0.52,0.14,2.51,E,2021
4848,j.mugenyi,Nganion,1,1,0,0,Delta Colts,25,1995,10.84,26.96,36.28,74.7,463.13,167.12,14.19,17.17,82.64,9.14,11.63,77.74,3.07,5.06,60.04,-0.03,0.21,-0.13,1.13,2.6,1.49,0.64,4.66,E,2021
4849,v.nakiyemba,Northern Namemo Laand,1,1,0,0,Delta Colts,34,1986,23.78,24.93,34.47,72.59,471.74,122.81,11.93,14.28,83.74,8.38,10.84,77.21,3.92,6.94,57.77,0.04,0.25,-0.03,1.31,1.8,1.13,0.36,2.68,E,2021
4850,j.ayebare,Dosqaly,0,0,1,0,Festive Governors,26,1993,7.21,80.24,83.83,95.79,1527.55,468.54,28.72,29.63,96.71,44.21,45.66,97.3,7.02,8.25,86.4,-0.01,0.08,-0.07,0.04,4.66,-0.08,0.05,4.18,E,2021
4851,l.wilson,Dosqaly,0,0,1,0,Festive Governors,25,1995,27.47,77.48,83.33,92.79,1478.04,497.04,29.8,30.91,96.46,37.88,39.6,95.74,9.21,11.84,77.18,-0.08,-0.02,-0.07,0.31,7.72,0.56,0.0,4.96,E,2021
4852,m.takata,Janmico,0,0,1,0,Festive Governors,21,1999,16.79,58.85,63.52,92.37,1189.01,265.47,18.01,18.86,95.68,32.88,34.32,95.44,7.49,9.68,77.14,0.05,0.1,0.14,0.03,2.77,-0.1,-0.05,1.54,E,2021
4853,a.nilsen,Nganion,0,0,1,0,Festive Governors,33,1987,16.59,71.03,75.65,94.05,1499.56,367.76,19.55,20.64,94.39,40.42,41.78,96.59,10.53,11.88,87.77,0.07,0.01,0.03,0.05,5.02,0.13,0.06,2.13,E,2021
4854,v.nazziwa,Nganion,0,0,1,0,Festive Governors,31,1989,33.64,74.55,87.4,85.56,1184.72,371.95,41.32,44.87,92.27,27.16,31.26,86.46,4.98,7.91,63.72,0.08,0.15,0.0,1.44,3.77,2.48,0.54,6.28,E,2021
4855,y.ssentongo,Nganion,0,0,1,0,Festive Governors,21,1999,21.18,73.54,79.84,91.83,1245.28,358.26,34.12,35.89,95.59,33.07,34.87,94.78,4.99,7.21,69.91,0.14,-0.02,0.1,0.46,5.58,0.62,0.15,2.74,E,2021
4856,z.acidri,Nganion,0,0,1,0,Festive Governors,23,1996,3.26,65.57,73.83,88.98,940.7,268.2,36.95,40.02,92.1,25.27,27.89,90.91,1.6,2.9,55.53,0.37,0.14,0.01,1.58,2.72,0.6,-0.09,4.33,E,2021
4857,u.roussel,Slandsganiamayotteque,0,0,1,0,Festive Governors,19,2000,21.29,54.99,61.33,89.41,770.69,198.06,33.71,36.19,93.48,17.62,19.39,91.07,1.64,2.49,67.8,-0.02,0.09,-0.16,1.1,2.12,1.24,0.29,2.82,E,2021
4858,i.hsieh,Nganion,0,1,1,0,Festive Governors,28,1992,10.59,76.15,84.44,90.18,1174.35,322.1,41.51,44.49,93.31,29.23,31.42,93.02,4.08,5.3,74.97,0.15,0.14,-0.09,1.21,5.06,1.78,0.11,4.24,E,2021
4859,u.nafula,Mico,1,0,0,0,Festive Governors,29,1991,13.03,17.66,21.57,81.21,234.27,27.9,11.64,13.1,89.49,4.43,6.03,72.22,1.05,1.27,72.18,0.13,0.21,0.07,0.86,0.56,0.38,-0.06,0.76,E,2021
4860,k.binali,Nganion,1,0,0,0,Festive Governors,17,2002,4.78,36.33,42.67,84.9,447.91,95.52,25.33,28.54,89.15,8.25,9.84,85.19,0.55,1.07,59.99,-0.07,0.22,-0.28,1.81,0.58,1.46,0.02,2.24,E,2021
4861,p.peh,Dosqaly,1,0,1,0,Festive Governors,23,1997,19.63,42.84,51.97,82.49,676.54,147.53,24.48,27.28,90.08,14.51,17.86,82.24,2.97,4.39,66.92,0.23,0.24,-0.1,1.79,2.11,2.29,0.37,3.94,E,2021
4862,o.aboagye,Dosqaly,1,1,0,0,Festive Governors,29,1991,28.85,40.8,46.54,87.41,614.68,103.28,23.21,25.83,89.95,13.03,14.71,89.36,2.89,3.42,81.81,0.18,0.09,0.03,1.53,2.2,1.3,0.06,2.39,E,2021
4863,a.yosef,Greri Landmoslands,1,1,0,0,Festive Governors,20,1999,7.75,42.69,50.49,84.44,609.67,118.59,25.34,28.21,89.05,13.37,14.94,89.79,2.16,3.23,67.91,0.35,0.13,0.21,0.98,1.57,1.38,0.17,3.04,E,2021
4864,l.ndyanabo,Imaar Vircoand,1,1,0,0,Festive Governors,33,1987,33.68,59.25,71.99,82.39,955.6,310.8,33.82,37.54,89.61,18.96,22.09,85.82,5.35,9.31,57.82,0.22,0.32,-0.11,2.38,7.72,4.29,0.29,9.52,E,2021
4865,w.abeja,Esia,0,0,0,1,Festive Governors,28,1992,30.92,29.62,33.31,89.04,782.48,465.11,5.43,5.5,99.95,14.69,14.73,98.8,9.44,12.91,73.01,-0.07,-0.07,0.0,0.08,0.01,-0.05,-0.09,0.1,E,2021
4866,g.kyobutungi,Lefghau,0,0,0,1,Festive Governors,31,1989,7.04,29.98,34.04,87.85,677.46,341.48,7.76,7.62,99.92,15.06,15.07,99.11,6.86,10.75,64.05,-0.01,0.05,-0.03,-0.07,0.09,-0.08,-0.08,0.1,E,2021
4867,c.medina,Nganion,0,1,0,0,Festive Governors,17,2003,6.02,56.74,61.65,91.92,843.94,133.26,32.14,34.16,94.11,20.51,22.25,91.8,2.55,3.15,78.85,0.42,0.16,0.24,1.25,4.23,0.71,-0.06,2.74,E,2021
4868,i.babirye,Nganion,0,1,0,0,Festive Governors,22,1998,0.5,76.07,84.04,90.55,1449.98,332.06,28.06,33.95,82.38,27.92,29.97,93.23,15.99,15.96,99.96,-0.01,-0.1,0.03,0.05,4.08,-0.08,-0.07,12.02,E,2021
4869,p.tibesigwa,Nganion,0,1,0,0,Festive Governors,17,2002,26.82,56.51,64.59,87.68,967.52,164.89,27.34,29.95,91.28,21.55,24.03,90.13,5.8,7.37,79.17,0.17,0.16,0.03,1.41,4.39,1.51,0.13,4.72,E,2021
4870,x.nankya,Nganion,0,1,0,0,Festive Governors,20,1999,3.29,99.36,109.0,91.01,1696.21,317.3,52.79,56.86,92.92,32.49,35.63,91.23,12.19,14.43,84.73,0.03,0.11,-0.1,1.51,7.87,1.31,-0.09,6.55,E,2021
4871,z.gholami,Nganion,0,1,0,0,Festive Governors,32,1988,28.02,88.73,96.99,91.45,1577.25,420.52,39.41,41.89,94.11,37.75,40.15,93.87,9.42,11.86,79.87,0.22,0.07,0.05,1.05,10.6,1.24,0.09,7.84,E,2021
4872,o.meszaros,Unicorporated Tiagascar,0,1,0,0,Festive Governors,30,1990,7.06,99.11,108.65,91.15,1625.68,409.38,47.89,50.14,95.3,42.96,45.69,94.11,6.35,9.07,69.75,0.04,0.05,-0.08,1.84,7.96,2.35,-0.01,8.48,E,2021
4873,h.gaillard,Byasier Pujan,0,1,1,0,Festive Governors,23,1997,35.07,74.12,80.88,91.87,1252.3,342.57,34.52,37.21,92.69,32.12,33.83,94.92,5.62,6.69,84.35,0.14,0.08,-0.06,1.34,6.52,0.91,-0.03,5.35,E,2021
4874,g.ochwo,Lefghau,1,1,0,0,Festive Governors,28,1992,7.22,62.12,71.6,86.77,952.27,202.11,35.28,38.46,91.87,21.59,24.58,88.22,3.92,6.62,60.44,0.2,0.17,0.08,1.03,5.47,2.08,0.3,5.95,E,2021
4875,g.katumba,Biarizea,0,0,1,0,Flying Penguins,26,1993,10.08,12.81,20.67,61.87,259.96,88.03,4.18,5.35,75.94,6.26,8.17,75.64,2.14,6.33,34.82,0.07,0.01,-0.05,0.05,0.99,-0.02,-0.02,1.7,E,2021
4876,d.egger,Janmico,0,0,1,0,Flying Penguins,32,1988,26.91,31.62,47.87,66.14,645.97,370.47,11.74,14.39,81.35,14.62,20.3,71.71,4.99,11.62,42.55,0.0,0.06,-0.03,0.69,4.18,0.9,0.53,5.05,E,2021
4877,j.zacarias,Janmico,0,0,1,0,Flying Penguins,25,1995,14.77,20.11,29.88,67.69,590.02,236.26,4.44,5.66,78.29,7.8,10.19,75.91,7.85,13.37,58.53,-0.05,-0.04,0.08,-0.01,2.65,-0.03,0.01,2.24,E,2021
4878,n.nassiri,Janmico,0,0,1,0,Flying Penguins,22,1997,28.91,27.18,38.97,70.06,466.19,217.62,13.28,15.65,84.45,10.6,14.9,71.7,2.84,5.99,46.23,-0.03,0.06,0.02,0.73,2.17,0.8,0.57,2.82,E,2021
4879,k.moshe,Nancipenuaroe,0,0,1,0,Flying Penguins,18,2001,0.56,16.02,24.0,66.73,314.06,76.07,6.08,8.09,74.99,7.91,8.09,100.09,2.06,5.97,33.25,0.09,0.01,0.0,0.03,1.93,0.07,0.07,2.0,E,2021
4880,v.caputo,Nganion,0,0,1,0,Flying Penguins,32,1987,9.83,19.95,29.42,67.54,510.32,131.36,3.01,4.44,69.72,10.61,12.12,86.66,6.03,12.04,50.04,-0.01,0.1,-0.08,0.15,1.38,0.02,0.08,1.87,E,2021
4881,j.ko,Southern Viout Aman,0,0,1,0,Flying Penguins,28,1991,32.62,22.07,28.77,77.19,501.85,160.56,5.81,6.9,83.52,11.35,13.16,85.13,4.88,8.27,59.94,0.04,-0.08,0.03,0.14,1.71,0.01,0.07,1.7,E,2021
4882,w.iddrisu,Nganion,0,1,1,0,Flying Penguins,22,1998,6.64,17.81,30.74,57.81,350.93,179.15,7.4,9.19,80.26,5.99,9.48,63.42,3.64,10.49,34.23,0.03,0.09,-0.05,0.82,1.56,0.83,0.68,1.19,E,2021
4883,o.balog,Rarita,0,1,1,0,Flying Penguins,28,1992,6.19,15.15,25.25,60.31,380.66,160.74,3.94,5.87,66.8,6.41,10.08,64.41,4.59,8.81,52.61,-0.06,-0.06,0.05,0.09,2.31,0.03,-0.01,1.78,E,2021
4884,e.thembo,Nganion,1,0,0,0,Flying Penguins,31,1988,22.69,17.43,26.4,66.24,235.96,48.54,11.16,14.7,75.38,4.39,6.6,66.47,1.16,2.3,45.36,0.04,0.13,-0.09,0.58,0.8,0.55,0.05,1.32,E,2021
4885,r.baidoo,Nganion,1,0,0,0,Flying Penguins,23,1997,0.18,20.02,50.09,39.95,309.92,30.08,9.93,10.08,100.01,9.94,30.01,33.33,-0.04,-0.04,,0.0,-0.06,-0.03,0.0,0.08,-0.04,0.05,-0.04,E,2021
4886,m.nakyejwe,Varijitri Isles,1,0,0,0,Flying Penguins,23,1997,14.51,15.18,23.92,62.91,206.22,50.84,8.89,12.86,69.67,4.11,7.28,57.59,0.74,1.46,49.95,0.19,0.16,0.1,0.76,1.81,0.13,-0.01,1.75,E,2021
4887,v.pathan,Coastpa Barleslands,1,1,0,0,Flying Penguins,18,2002,0.25,19.97,24.98,79.97,180.0,5.02,19.97,19.92,100.02,0.0,-0.06,,0.03,-0.05,,0.1,0.03,0.08,-0.02,0.05,-0.04,-0.08,0.04,E,2021
4888,t.tushemereirwe,Nganion,1,1,0,0,Flying Penguins,33,1987,15.2,13.94,20.73,66.65,217.38,22.21,7.94,10.44,76.79,3.61,5.95,62.19,1.48,2.76,57.02,0.07,0.1,-0.05,0.33,0.68,0.42,0.14,0.62,E,2021
4889,g.nakasi,Western Niasland,1,1,0,0,Flying Penguins,21,1999,16.31,21.01,31.63,66.78,326.86,88.34,12.27,15.76,77.14,5.92,9.8,60.91,1.92,3.52,55.43,0.1,0.04,0.14,1.13,1.33,0.99,0.23,2.14,E,2021
4890,b.brandt,Nganion,0,0,0,1,Flying Penguins,27,1993,27.94,14.26,30.67,46.72,750.47,628.34,0.42,0.47,100.1,2.12,2.15,99.99,11.54,27.84,41.74,0.05,-0.07,-0.05,0.1,1.93,0.05,0.0,-0.02,E,2021
4891,v.awio,Nganion,0,0,0,1,Flying Penguins,26,1993,10.04,16.16,27.63,58.38,696.4,507.05,0.87,0.97,100.07,5.25,5.13,100.07,10.02,21.57,46.59,-0.1,0.09,0.02,0.03,1.25,-0.09,-0.1,0.09,E,2021
4892,h.gomo,Janmico,0,1,0,0,Flying Penguins,24,1995,33.09,22.84,32.48,70.02,515.79,129.88,7.61,9.24,82.74,8.9,11.66,76.77,5.83,10.52,54.66,-0.01,0.04,-0.14,0.64,2.52,0.77,0.3,2.67,E,2021
4893,f.eid,Manlisgamncent,0,1,0,0,Flying Penguins,20,2000,0.12,79.95,110.02,72.62,1560.06,809.91,29.94,29.91,99.95,29.92,50.08,60.0,20.08,30.03,66.66,-0.05,1.06,-0.91,20.04,0.04,0.03,-0.06,0.02,E,2021
4894,x.marroquin,Nancipenuaroe,0,1,0,0,Flying Penguins,21,1999,0.72,10.05,17.02,58.32,189.96,12.87,2.77,2.86,99.92,5.78,7.06,80.05,1.43,4.28,33.33,0.07,-0.06,0.09,0.07,0.01,1.52,-0.01,1.39,E,2021
4895,i.basemera,Nganion,0,1,0,0,Flying Penguins,22,1998,36.07,25.78,36.48,70.66,419.07,140.26,14.13,17.26,82.03,8.76,12.05,72.6,2.23,5.0,44.34,0.09,0.08,-0.1,0.91,1.91,0.95,0.33,2.83,E,2021
4896,q.sousa,Reugha,0,1,0,0,Flying Penguins,29,1991,0.21,24.94,49.95,50.06,344.96,54.97,19.92,24.94,79.96,5.06,9.93,50.04,-0.09,9.97,0.05,-0.1,0.59,-0.42,5.04,-0.05,-0.04,-0.02,0.01,E,2021
4897,q.naturinda,Rosvi,0,1,0,0,Flying Penguins,25,1995,30.26,19.1,24.93,77.03,327.75,71.54,8.17,9.74,83.68,7.07,9.19,78.33,2.29,3.67,60.85,0.0,0.06,0.0,0.66,1.42,0.61,0.28,1.82,E,2021
4898,h.chevalier,Central Namemo Laand,0,1,1,0,Flying Penguins,32,1988,25.84,22.88,35.02,65.64,431.7,182.82,10.96,13.31,81.71,8.72,12.12,71.36,3.05,8.05,39.57,0.08,0.01,0.07,0.79,2.25,0.99,0.65,2.11,E,2021
4899,g.nalwoga,Nganion,0,1,1,0,Flying Penguins,30,1989,15.42,25.12,38.9,64.86,624.47,225.41,8.98,11.28,78.84,8.7,12.41,70.24,6.98,13.92,50.24,0.1,0.05,0.01,0.79,4.1,0.26,0.09,3.67,E,2021
4900,r.khonje,Nganion,0,1,1,0,Flying Penguins,19,2001,0.77,29.97,42.55,70.53,402.46,93.85,20.1,22.42,88.85,8.67,16.29,53.82,1.33,1.15,100.06,-0.05,0.18,-0.07,2.5,1.17,-0.09,0.1,1.21,E,2021
4901,d.kau,Southslands,0,1,1,0,Flying Penguins,16,2003,0.66,15.71,30.1,52.3,252.83,62.83,7.14,12.82,55.64,8.6,11.44,75.01,-0.02,0.02,,0.03,-0.08,0.06,0.06,0.08,-0.02,0.03,1.46,E,2021
4902,m.braun,Zacia Lygia,0,1,1,0,Flying Penguins,22,1998,0.24,29.96,53.4,56.25,306.68,36.68,30.05,36.8,81.8,0.09,10.06,-0.09,-0.04,3.27,0.02,-0.08,0.04,0.07,0.09,0.07,-0.01,-0.07,0.08,E,2021
4903,t.mendes,Lylimi,1,1,0,0,Flying Penguins,19,2001,8.83,16.84,23.64,71.31,258.04,81.84,9.77,11.87,82.99,5.59,7.71,72.09,1.32,2.64,45.83,0.13,0.1,0.05,0.94,0.58,0.47,0.1,2.38,E,2021
4904,a.murata,Nganion,1,1,0,0,Flying Penguins,30,1990,4.59,44.32,59.69,74.51,709.87,245.07,24.38,27.77,87.57,15.35,19.77,77.98,3.73,6.91,53.14,0.28,0.15,0.21,1.0,5.78,1.54,0.48,6.04,E,2021
4905,i.babirye,Nganion,1,1,0,0,Flying Penguins,22,1998,15.19,26.9,38.84,68.98,536.78,169.11,11.17,13.65,82.54,10.33,13.38,76.4,4.9,10.34,47.05,0.12,0.04,-0.06,1.53,4.08,1.52,0.29,4.17,E,2021
4906,r.kukk,Greri Landmoslands,0,0,1,0,Hideous Spiders,35,1985,2.06,50.01,59.58,84.08,915.06,308.48,23.06,24.93,92.01,21.42,26.59,81.04,5.5,7.05,78.68,-0.03,-0.05,-0.05,0.06,2.43,0.56,0.03,4.02,E,2021
4907,g.kiggundu,Ingre,0,0,1,0,Hideous Spiders,31,1988,34.02,44.45,53.77,82.76,996.63,289.97,10.89,12.11,89.52,25.3,27.7,91.39,8.04,13.22,59.93,0.09,0.06,0.04,0.0,2.19,-0.05,0.08,2.21,E,2021
4908,y.zgambo,Janmico,0,0,1,0,Hideous Spiders,26,1994,6.74,42.03,48.57,86.74,898.79,303.27,12.8,13.78,92.34,21.1,22.68,92.85,8.01,11.37,69.62,-0.03,0.07,-0.01,0.19,3.6,0.16,-0.09,3.66,E,2021
4909,l.sayed,Ledian,0,0,1,0,Hideous Spiders,24,1996,6.73,34.61,44.12,78.37,784.91,250.64,9.18,10.47,87.31,17.91,19.5,91.68,7.21,13.58,53.25,-0.06,0.07,0.05,0.16,3.15,0.12,0.06,2.22,E,2021
4910,e.kovacs,Nganion,0,0,1,0,Hideous Spiders,26,1993,17.53,36.73,42.99,85.68,851.18,246.13,8.73,9.74,90.5,20.39,22.12,91.67,7.54,10.59,70.7,0.02,0.02,0.07,0.05,1.33,0.12,-0.08,1.07,E,2021
4911,g.kalyango,Nganion,0,0,1,0,Hideous Spiders,23,1997,21.88,34.4,49.37,69.65,659.4,253.0,14.53,17.12,84.64,14.5,19.22,75.45,4.72,10.41,46.47,0.27,0.18,0.01,0.84,2.37,1.29,0.6,3.08,E,2021
4912,k.mahmood,Nganion,0,0,1,0,Hideous Spiders,29,1991,32.03,42.72,50.78,84.39,961.56,277.6,10.23,11.2,90.59,24.04,26.06,91.82,8.41,12.48,67.17,0.04,-0.02,-0.03,0.1,2.56,0.31,-0.06,2.42,E,2021
4913,l.blanc,Nganion,0,0,1,0,Hideous Spiders,36,1983,11.9,46.07,56.34,81.85,881.08,332.11,19.61,22.06,88.99,19.56,22.34,86.87,6.66,10.26,64.2,0.01,0.17,0.0,0.64,3.13,1.05,0.76,3.82,E,2021
4914,n.jorgensen,Nganion,0,0,1,0,Hideous Spiders,25,1994,34.15,41.72,53.36,78.29,747.87,276.13,19.93,22.06,90.17,16.96,20.15,83.41,4.43,9.09,49.29,0.07,0.17,-0.04,1.26,2.01,1.47,0.79,3.39,E,2021
4915,k.quarshie,Nganion,1,0,0,0,Hideous Spiders,23,1997,32.01,8.84,14.86,59.32,142.24,35.4,4.74,6.61,70.45,2.88,5.16,57.03,0.71,1.6,44.9,-0.07,0.04,-0.01,0.34,0.67,0.22,0.04,0.95,E,2021
4916,w.dufour,Nganion,1,0,0,0,Hideous Spiders,21,1999,0.59,24.02,37.92,63.19,292.03,66.08,15.95,25.9,61.55,7.93,10.1,79.99,0.04,-0.05,,0.09,-0.05,0.02,2.04,2.03,-0.06,0.06,0.0,E,2021
4917,i.mukisa,Lylimi,1,1,0,0,Hideous Spiders,34,1986,12.6,10.52,13.86,76.37,143.5,25.31,6.27,7.84,81.41,3.26,4.4,75.96,0.41,0.49,66.75,0.15,-0.08,0.05,0.53,0.63,0.22,-0.06,0.68,E,2021
4918,a.negri,Nganion,1,1,0,0,Hideous Spiders,22,1998,9.47,20.74,28.05,74.24,300.1,49.13,12.27,15.19,81.14,7.43,9.09,81.34,0.66,2.15,33.37,0.15,0.21,0.06,0.56,1.08,0.21,0.01,1.55,E,2021
4919,d.ghasemi,Nganion,1,1,0,0,Hideous Spiders,26,1994,1.36,53.75,63.16,85.46,1036.28,313.72,18.42,19.28,96.08,29.16,31.58,92.65,5.35,9.94,53.85,0.04,-0.01,-0.15,1.6,3.04,0.03,-0.05,3.01,E,2021
4920,g.musoke,Nganion,1,1,0,0,Hideous Spiders,22,1997,10.14,35.61,46.24,77.35,620.06,199.6,18.79,21.54,87.28,11.87,15.27,76.98,4.31,7.7,56.32,0.19,0.2,-0.08,1.62,3.37,1.23,0.2,3.78,E,2021
4921,v.sserugo,Nganion,1,1,0,0,Hideous Spiders,25,1995,14.29,17.38,22.63,75.95,305.66,59.78,8.46,10.24,81.73,5.68,7.46,75.61,2.3,2.79,77.94,0.14,-0.03,0.11,0.63,0.95,0.49,0.11,1.43,E,2021
4922,f.degroot,Nganion,0,0,0,1,Hideous Spiders,22,1998,21.95,27.98,37.28,74.81,835.49,456.82,3.86,3.84,98.78,12.57,12.71,98.56,11.07,20.01,54.62,-0.09,-0.07,-0.02,0.03,0.48,-0.04,0.09,-0.05,E,2021
4923,j.martin,Nganion,0,0,0,1,Hideous Spiders,33,1986,16.08,24.07,35.32,68.22,686.68,421.87,4.47,4.42,100.02,11.39,11.55,99.49,7.84,19.12,41.7,0.1,-0.06,-0.09,0.01,0.18,0.05,0.09,0.1,E,2021
4924,i.akulu,Central Diasongo,0,1,0,0,Hideous Spiders,22,1998,8.72,43.34,47.54,91.58,814.3,142.08,16.99,18.54,91.86,21.12,22.47,94.45,5.02,5.93,86.28,0.02,0.02,0.03,0.1,2.39,0.04,-0.08,1.86,E,2021
4925,j.sulji,Nganion,0,1,0,0,Hideous Spiders,32,1988,22.89,45.74,53.23,85.8,926.11,235.02,17.81,19.7,90.5,19.75,21.91,90.24,7.59,10.33,73.11,0.08,-0.02,-0.03,0.67,4.26,0.36,0.1,3.96,E,2021
4926,l.rusere,Nganion,0,1,0,0,Hideous Spiders,35,1984,24.34,28.98,37.07,78.04,557.55,123.81,12.21,14.41,84.81,12.0,14.02,85.3,4.34,6.83,63.01,0.21,0.1,0.11,0.81,2.22,0.54,0.29,2.58,E,2021
4927,m.mudimba,Nganion,0,1,0,0,Hideous Spiders,23,1997,22.84,29.55,38.45,76.85,592.05,115.16,11.77,14.24,83.34,10.85,12.71,84.62,5.79,8.86,64.41,0.08,0.0,0.03,0.43,2.48,0.54,0.15,1.92,E,2021
4928,d.ayesiga,Nganion,1,1,0,0,Hideous Spiders,29,1991,3.18,22.84,30.28,75.21,368.78,100.67,12.59,15.51,79.94,8.14,10.55,76.44,1.86,3.19,60.07,0.3,0.05,0.2,1.33,1.19,0.59,-0.07,4.15,E,2021
4929,e.salem,Nganion,1,1,0,0,Hideous Spiders,19,2000,8.89,36.01,50.04,72.27,621.37,216.03,19.88,22.82,86.55,12.58,14.98,83.96,3.75,10.47,35.93,0.04,0.04,0.07,1.77,3.02,0.54,0.32,3.39,E,2021
4930,l.sanz,Nganion,1,1,0,0,Hideous Spiders,32,1988,28.07,25.65,38.95,65.71,520.65,166.02,10.16,12.23,81.78,9.91,13.7,73.49,5.03,11.05,45.25,0.14,0.13,-0.1,2.62,2.02,1.56,0.62,3.05,E,2021
4931,q.nagadya,Nganion,1,1,0,0,Hideous Spiders,29,1990,12.44,38.52,45.14,85.01,644.4,122.19,20.56,22.45,91.33,13.54,15.25,88.38,3.78,5.49,69.62,-0.01,0.1,-0.12,1.64,2.65,1.03,-0.06,3.09,E,2021
4932,j.bernard,Republic of Denand Landsa,1,1,0,0,Hideous Spiders,22,1998,1.57,43.84,50.55,86.33,876.81,200.58,16.91,18.06,93.04,21.83,23.86,92.04,4.99,8.21,61.57,0.04,0.0,0.1,0.65,2.44,0.07,0.06,4.41,E,2021
4933,o.okamoto,Dosqaly,0,0,1,0,Horrible Bison,23,1996,30.6,47.0,53.61,87.75,1019.58,255.05,12.24,13.4,91.51,26.3,28.54,92.35,8.39,11.09,74.91,-0.06,-0.04,0.05,0.05,2.16,0.13,0.03,2.47,E,2021
4934,c.nakitto,Nganion,0,0,1,0,Horrible Bison,34,1986,23.04,42.58,52.45,80.9,718.76,280.0,20.79,23.06,89.86,18.01,20.97,85.94,3.09,6.17,49.38,0.07,-0.01,-0.11,0.43,1.7,0.64,0.18,2.52,E,2021
4935,d.hara,Nganion,0,0,1,0,Horrible Bison,26,1994,20.81,50.51,57.91,87.31,1094.22,334.03,13.99,15.15,92.04,26.88,29.25,91.74,9.13,12.76,72.47,-0.07,0.02,-0.04,0.06,4.3,0.25,0.01,4.12,E,2021
4936,g.leone,Nganion,0,0,1,0,Horrible Bison,23,1997,21.82,48.23,54.25,88.72,1050.05,248.18,12.11,13.47,90.6,26.41,28.34,93.46,8.92,11.26,78.87,-0.03,0.12,-0.05,0.32,2.25,0.27,0.16,2.58,E,2021
4937,h.lo,Nganion,0,0,1,0,Horrible Bison,26,1993,1.05,47.9,53.95,88.89,1056.9,235.93,12.04,13.08,92.34,27.06,28.9,93.16,8.92,12.07,74.93,-0.06,0.08,0.01,-0.04,1.0,-0.05,-0.09,0.93,E,2021
4938,i.tng,Nganion,0,0,1,0,Horrible Bison,23,1996,26.45,43.55,54.01,80.7,714.37,294.54,22.5,24.8,90.22,16.99,20.54,82.87,3.31,6.4,50.69,0.03,0.03,0.0,0.96,3.25,1.38,0.26,3.84,E,2021
