,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,League,Year
4948,o.rodrigues,Nganion,1,1,0,0,Horrible Bison,28,1992,24.37,0.3,1.33,0.56,37.49,1.37,0.41,0.35,0.6,12.97,-0.08,0.03,0.05,0.14,0.16,0.15,0.08,0.17,E,2021
4949,t.ong,Nganion,1,1,0,0,Horrible Bison,25,1995,4.12,-0.04,2.83,0.74,25.05,2.98,0.81,0.09,-0.09,12.99,0.02,0.09,0.06,0.2,0.2,0.17,-0.32,-0.25,E,2021
4950,z.nakiwala,Rarita,1,1,0,0,Horrible Bison,24,1996,4.26,0.14,1.65,0.97,57.08,1.56,0.87,0.18,0.32,13.61,-0.07,0.0,-0.02,0.26,0.18,0.24,-0.01,-0.01,E,2021
4951,g.nalukwago,Southern Ristan,1,1,0,0,Horrible Bison,25,1995,11.3,0.42,2.54,0.87,31.02,2.58,0.86,0.03,0.1,21.84,0.36,0.19,0.28,0.54,0.33,0.18,-0.13,-0.11,E,2021
4952,i.ajiko,Nganion,0,0,0,1,Horrible Bison,25,1995,38.03,0.01,-0.02,-0.08,,0.0,0.01,,,,-0.03,0.05,0.02,0.01,0.04,,0.1,-0.02,E,2021
4953,a.johannessen,Nganion,0,1,0,0,Horrible Bison,30,1990,3.63,-0.08,0.02,0.06,,0.09,0.03,,,,-0.02,0.0,-0.05,-0.04,0.07,,-0.09,-0.08,E,2021
4954,d.mulumba,Nganion,0,1,0,0,Horrible Bison,23,1997,23.01,0.11,0.37,0.16,22.22,0.3,-0.01,0.15,0.59,21.04,-0.08,0.08,0.08,-0.03,-0.05,0.12,0.04,-0.03,E,2021
4955,e.zen,Nganion,0,1,0,0,Horrible Bison,25,1995,9.21,0.05,0.85,0.26,25.0,0.86,0.25,-0.01,0.06,20.12,0.07,-0.06,-0.06,0.1,0.03,0.17,-0.05,-0.02,E,2021
4956,e.zoabi,Nganion,0,1,0,0,Horrible Bison,34,1986,15.56,0.14,1.26,0.28,15.07,1.25,0.17,0.04,0.68,13.4,0.21,0.04,0.05,0.23,0.14,0.08,-0.07,-0.08,E,2021
4957,j.bintihashim,Nganion,0,1,0,0,Horrible Bison,19,2001,0.41,0.08,0.08,0.04,,0.08,0.06,,,,-0.01,-0.01,0.05,0.0,0.07,,0.1,-0.07,E,2021
4958,k.kabonesa,Nganion,0,1,0,0,Horrible Bison,21,1999,20.99,0.02,0.38,0.1,14.25,0.34,0.07,0.04,-0.07,12.23,0.05,0.01,-0.05,-0.06,0.04,0.09,0.05,-0.06,E,2021
4959,k.mugala,Nganion,0,1,0,0,Horrible Bison,18,2002,0.34,0.0,-0.05,-0.09,,-0.02,-0.1,,,,0.1,-0.05,-0.04,-0.05,-0.01,,-0.04,-0.07,E,2021
4960,o.szilagyi,Nganion,0,1,0,0,Horrible Bison,24,1996,23.88,0.07,1.42,0.35,24.14,1.4,0.41,0.08,0.26,13.52,0.05,0.0,0.09,0.09,0.25,0.13,0.03,-0.07,E,2021
4961,s.gutierrez,Nganion,1,1,0,0,Horrible Bison,20,2000,5.53,0.46,2.56,0.66,28.67,2.56,0.68,0.18,0.66,23.77,0.4,0.02,0.04,0.23,0.25,0.0,0.32,0.44,E,2021
4962,u.nyakaisiki,Nganion,1,1,0,0,Horrible Bison,18,2001,14.43,0.2,1.65,0.52,30.43,1.57,0.4,0.13,0.49,19.08,-0.04,0.09,-0.06,0.09,0.19,0.16,0.12,0.0,E,2021
4963,a.lalam,Greri Landmoslands,0,0,1,0,Mad Bees,26,1994,25.63,-0.03,0.14,0.07,39.94,0.18,0.09,0.23,0.42,14.12,0.05,0.04,0.08,0.07,0.06,0.15,0.08,0.0,E,2021
4964,d.kalnis,Nganion,0,0,1,0,Mad Bees,31,1989,19.22,0.01,0.46,-0.02,-0.01,0.56,0.08,-0.1,,16.79,0.09,0.03,0.03,0.07,-0.01,0.0,-0.06,0.0,E,2021
4965,o.akia,Nganion,0,0,1,0,Mad Bees,28,1992,30.81,0.01,0.21,0.12,66.61,0.12,0.04,0.05,0.08,19.17,-0.07,0.1,-0.1,0.03,-0.07,-0.04,0.08,-0.05,E,2021
4966,r.koch,Nganion,0,0,1,0,Mad Bees,30,1989,8.11,0.04,0.26,-0.09,-0.04,0.23,0.01,0.07,,26.84,0.03,0.02,-0.01,-0.09,-0.01,0.12,0.02,-0.08,E,2021
4967,v.chimwaza,Nganion,0,0,1,0,Mad Bees,33,1987,9.29,-0.09,1.02,0.15,20.07,1.03,0.19,-0.04,0.06,17.49,0.12,0.03,-0.05,-0.02,0.02,0.09,-0.09,0.03,E,2021
4968,y.okori,Nganion,0,0,1,0,Mad Bees,31,1988,18.06,-0.08,0.08,0.08,-0.03,0.05,-0.09,0.01,,11.19,0.05,0.07,-0.1,0.03,-0.05,-0.05,-0.04,0.05,E,2021
4969,h.chakraborty,South Sati Fatina,0,0,1,0,Mad Bees,31,1989,22.82,0.1,0.35,0.1,49.9,0.2,0.19,0.12,0.32,7.41,0.01,-0.05,-0.06,0.05,0.13,0.17,-0.09,-0.01,E,2021
4970,c.benhamou,Nganion,0,1,1,0,Mad Bees,25,1995,15.82,0.04,0.36,-0.01,0.1,0.45,0.08,-0.01,,15.82,-0.08,-0.05,0.02,0.0,0.11,0.07,0.06,-0.01,E,2021
4971,x.nambooze,Nganion,0,1,1,0,Mad Bees,26,1994,12.29,-0.07,0.56,0.44,62.47,0.6,0.42,-0.03,0.02,18.05,0.08,0.01,-0.04,0.0,0.13,-0.01,-0.13,-0.07,E,2021
4972,o.manhica,Nganion,1,0,0,0,Mad Bees,29,1991,24.36,0.47,1.8,0.78,44.16,1.85,0.85,0.25,0.57,14.46,-0.04,0.09,0.1,0.4,0.17,0.17,0.05,0.09,E,2021
4973,q.salehi,Nganion,1,0,0,0,Mad Bees,31,1989,8.24,0.24,2.32,0.61,26.27,2.29,0.58,0.14,0.33,13.81,-0.07,0.04,-0.03,0.19,0.22,0.12,-0.09,0.05,E,2021
4974,t.chandiru,Nganion,1,0,0,0,Mad Bees,20,2000,2.5,0.02,1.09,0.08,0.02,1.07,0.07,-0.07,,19.06,0.03,-0.04,-0.05,0.11,0.12,0.04,-0.07,-0.01,E,2021
4975,y.fallah,Nganion,1,0,0,0,Mad Bees,22,1998,18.56,0.17,1.78,0.5,25.8,1.74,0.41,-0.02,0.28,15.27,-0.08,0.01,0.1,0.09,0.09,0.05,0.02,-0.03,E,2021
4976,j.taylor,Nganion,1,1,0,0,Mad Bees,33,1987,27.09,0.49,2.12,0.94,45.68,2.19,1.0,0.14,0.57,16.17,0.09,0.02,0.1,0.3,0.38,0.13,0.13,0.13,E,2021
4977,e.lungu,Nganion,0,0,0,1,Mad Bees,23,1997,8.09,0.03,-0.09,-0.02,,-0.04,-0.01,,,,-0.04,0.09,0.0,-0.1,0.04,,-0.02,-0.07,E,2021
4978,k.nkhoma,Nganion,0,0,0,1,Mad Bees,24,1995,0.92,-0.06,0.04,-0.05,,-0.1,0.08,,,,0.08,-0.04,0.1,0.04,0.01,,0.05,-0.05,E,2021
4979,r.martino,Nganion,0,0,0,1,Mad Bees,29,1991,28.95,0.0,0.03,-0.01,,0.01,-0.06,,,,0.08,0.03,-0.06,-0.03,-0.03,,0.01,-0.06,E,2021
4980,v.marino,Badad,0,1,0,0,Mad Bees,24,1995,26.02,0.08,1.0,0.18,27.97,1.0,0.34,0.0,0.16,21.85,0.01,0.06,-0.08,0.13,0.12,0.0,-0.11,-0.03,E,2021
4981,e.andoh,Central Diasongo,0,1,0,0,Mad Bees,27,1992,1.08,-0.08,-0.04,-0.02,,0.06,-0.06,,,,-0.1,-0.03,-0.08,-0.06,-0.01,,-0.07,-0.07,E,2021
4982,j.akbari,Eastern Sleboube,0,1,0,0,Mad Bees,18,2001,0.11,-0.03,0.07,-0.01,,0.05,-0.04,,,,-0.06,0.01,0.05,-0.04,-0.01,,0.03,0.06,E,2021
4983,c.attias,Nganion,0,1,0,0,Mad Bees,27,1993,8.23,0.05,1.44,0.56,33.26,1.41,0.5,-0.05,0.06,22.38,0.09,0.21,0.12,0.11,0.07,0.06,-0.02,-0.17,E,2021
4984,w.ross,Nganion,0,1,0,0,Mad Bees,18,2002,0.04,-0.1,-0.01,-0.1,,0.04,-0.05,,,,-0.06,0.07,0.04,0.02,0.08,,-0.01,0.05,E,2021
4985,y.nakimbugwe,Nganion,0,1,0,0,Mad Bees,29,1991,15.57,-0.06,2.24,0.57,22.12,2.22,0.56,-0.01,0.01,24.36,0.09,0.1,0.0,0.11,0.08,0.04,-0.15,-0.18,E,2021
4986,v.fernandez,Pahon,0,1,0,0,Mad Bees,28,1991,9.05,0.1,0.32,-0.02,0.03,0.18,-0.02,-0.01,,5.39,-0.05,-0.02,-0.09,0.1,0.03,-0.02,-0.01,-0.09,E,2021
4987,o.visser,Rosvi,0,1,0,0,Mad Bees,27,1993,12.51,-0.05,0.54,0.09,-0.03,0.64,-0.01,-0.04,,22.18,-0.09,0.0,0.1,0.12,-0.05,0.03,-0.1,-0.06,E,2021
4988,u.wahyudi,Tiagascar Westlands,0,1,0,0,Mad Bees,21,1999,0.24,-0.01,3.26,-0.05,0.09,4.0,0.05,-0.08,,32.03,0.05,0.03,0.1,0.09,0.08,-0.02,0.1,-0.09,E,2021
4989,l.nangiro,Eastern Niasland,1,1,0,0,Mad Bees,25,1995,18.69,0.03,1.93,0.75,36.06,2.03,0.75,0.12,0.03,20.27,0.21,-0.04,0.05,0.24,0.12,0.12,-0.18,-0.02,E,2021
4990,e.hayati,Nganion,1,1,0,0,Mad Bees,26,1994,20.65,0.37,1.26,0.48,32.12,1.34,0.46,0.29,0.75,14.11,0.06,0.06,-0.04,0.12,0.11,0.01,0.28,0.26,E,2021
4991,j.binhashim,Nganion,1,1,0,0,Mad Bees,23,1997,24.21,0.24,1.07,0.35,36.91,1.2,0.38,0.08,0.43,17.6,0.01,-0.07,0.09,0.16,0.12,0.08,-0.07,0.03,E,2021
4992,o.seah,Dosqaly,0,0,1,0,Mad Kingsmen,25,1995,24.4,0.09,0.47,0.13,16.62,0.42,0.11,0.07,0.56,18.96,-0.09,-0.03,-0.09,0.02,-0.06,0.0,-0.06,-0.06,E,2021
4993,v.andersson,Dosqaly,0,0,1,0,Mad Kingsmen,27,1993,30.17,0.03,0.46,0.1,23.53,0.66,0.18,0.16,0.5,8.82,-0.04,0.0,0.03,0.09,0.08,0.12,0.02,-0.04,E,2021
4994,c.pavlovi,Lefghau,0,0,1,0,Mad Kingsmen,22,1998,12.66,0.15,1.0,0.26,24.93,0.89,0.23,0.16,0.42,10.55,-0.01,-0.03,-0.03,0.04,0.02,0.03,-0.06,0.07,E,2021
4995,m.kayesu,Lefghau,0,0,1,0,Mad Kingsmen,32,1988,11.74,-0.07,0.98,-0.07,0.07,1.08,-0.1,0.06,,20.63,0.07,-0.01,0.05,-0.01,0.04,0.02,-0.08,-0.04,E,2021
4996,a.richard,Nganion,0,0,1,0,Mad Kingsmen,34,1986,14.12,0.21,1.04,0.21,26.68,1.14,0.26,0.08,-0.05,12.09,0.11,0.11,0.1,0.33,0.15,0.18,-0.17,-0.09,E,2021
4997,b.bwambale,Nganion,0,0,1,0,Mad Kingsmen,20,2000,1.07,0.06,-0.07,-0.05,,-0.09,0.0,,,,0.05,-0.01,0.09,0.06,-0.06,,-0.02,-0.07,E,2021
4998,d.huda,Nganion,0,0,1,0,Mad Kingsmen,30,1990,22.29,0.0,0.46,0.17,27.33,0.58,0.07,0.02,0.32,16.38,0.05,-0.09,0.03,0.08,0.02,0.06,-0.11,-0.04,E,2021
4999,g.nakalema,Nganion,0,0,1,0,Mad Kingsmen,19,2001,3.5,-0.01,0.02,-0.01,,-0.03,0.02,,,,0.06,0.07,-0.06,0.1,-0.04,,0.05,0.08,E,2021
5000,n.quinn,Nganion,0,0,1,0,Mad Kingsmen,24,1995,9.15,0.12,0.36,0.22,66.69,0.3,0.18,0.59,0.9,9.44,0.01,0.0,-0.07,0.11,0.04,0.21,0.05,0.16,E,2021
5001,r.morin,Nganion,0,0,1,0,Mad Kingsmen,28,1992,10.58,0.01,0.91,0.22,20.01,0.92,0.18,0.06,0.0,23.47,0.03,-0.02,-0.05,-0.01,0.13,0.05,-0.09,0.01,E,2021
5002,g.yunusa,Nganion,1,0,1,0,Mad Kingsmen,29,1991,20.42,0.19,1.13,0.39,36.32,0.97,0.37,0.06,0.22,18.84,-0.05,-0.07,0.08,0.16,0.12,0.04,0.05,0.06,E,2021
5003,k.umar,Nganion,1,0,1,0,Mad Kingsmen,20,2000,1.52,0.1,0.61,0.09,0.0,0.78,0.01,-0.04,,14.95,0.02,0.1,0.02,0.08,0.22,0.15,-0.07,-0.15,E,2021
5004,y.sen,Dosqaly,1,0,0,0,Mad Kingsmen,32,1987,32.26,0.76,3.77,1.53,40.93,3.76,1.51,0.26,0.49,15.19,0.27,0.03,-0.01,0.57,0.45,0.21,0.13,0.07,E,2021
5005,m.knezevi,Lefghau,1,0,0,0,Mad Kingsmen,20,2000,21.84,0.06,1.89,0.69,31.08,1.98,0.54,0.15,0.25,13.86,0.06,-0.04,-0.08,0.34,0.26,0.18,-0.22,-0.23,E,2021
5006,s.costa,Lefghau,1,0,0,0,Mad Kingsmen,19,2001,10.93,0.06,2.44,0.37,19.14,2.29,0.4,0.1,0.28,15.72,0.12,0.02,0.09,0.22,0.13,0.18,-0.15,-0.11,E,2021
5007,j.atuhairwe,Morticre,1,0,0,0,Mad Kingsmen,26,1993,5.65,0.15,2.72,0.6,20.01,2.73,0.6,0.17,0.33,16.33,-0.09,-0.06,0.07,0.25,0.2,0.07,-0.15,-0.13,E,2021
5008,d.adebayo,Nganion,1,0,0,0,Mad Kingsmen,23,1997,0.2,-0.1,0.02,0.05,,-0.07,-0.04,,,,0.05,0.06,-0.09,0.02,-0.03,,-0.06,0.04,E,2021
5009,x.rana,Nganion,1,0,0,0,Mad Kingsmen,20,1999,0.63,0.04,1.65,0.09,0.04,1.72,0.03,0.06,,1.36,-0.01,0.05,0.05,0.27,0.19,0.19,-0.24,-0.11,E,2021
5010,q.lou,Nganion,1,0,1,0,Mad Kingsmen,18,2001,1.54,0.02,0.71,0.71,99.93,0.63,0.65,-0.09,-0.01,25.3,-0.1,0.07,-0.09,-0.08,-0.07,0.02,0.04,0.04,E,2021
5011,c.neri,Nganion,1,1,0,0,Mad Kingsmen,24,1996,20.73,0.21,1.95,0.45,26.16,1.96,0.52,0.11,0.53,18.12,0.07,-0.06,-0.08,0.25,0.27,0.04,0.06,0.05,E,2021
5012,f.claes,Rosvi,1,1,0,0,Mad Kingsmen,22,1997,1.77,-0.03,3.43,0.53,16.69,3.7,0.61,0.03,0.07,11.12,0.06,0.06,-0.03,0.63,0.62,0.12,-0.56,-0.62,E,2021
5013,n.utami,Southern Ristan,1,1,0,0,Mad Kingsmen,29,1991,5.85,0.52,1.64,0.94,50.01,1.75,0.76,0.25,0.56,14.95,-0.05,-0.05,0.01,0.3,0.32,0.23,0.32,0.14,E,2021
5014,y.ruggiero,Southern Ristan,0,0,0,1,Mad Kingsmen,28,1992,37.99,-0.01,-0.04,0.06,,0.05,-0.02,,,,0.02,0.1,-0.09,0.05,0.09,,0.02,0.07,E,2021
5015,y.nagudi,Esia,0,1,0,0,Mad Kingsmen,30,1990,23.45,0.22,1.41,0.44,35.31,1.46,0.54,0.05,0.34,21.84,-0.02,-0.07,0.08,0.02,-0.01,0.05,0.09,-0.05,E,2021
5016,t.cortez,Janmico,0,1,0,0,Mad Kingsmen,22,1998,14.85,0.18,1.49,0.58,34.89,1.61,0.57,0.22,0.43,21.41,-0.08,-0.07,-0.07,0.24,0.15,0.06,0.04,0.13,E,2021
5017,e.okurut,Lefghau,0,1,0,0,Mad Kingsmen,28,1992,32.11,0.29,1.43,0.36,24.35,1.4,0.3,0.07,0.61,17.71,-0.04,-0.04,-0.04,0.05,0.15,0.12,-0.06,0.13,E,2021
5018,c.nangobi,Manlisgamncent,0,1,0,0,Mad Kingsmen,34,1985,30.32,0.06,1.56,0.5,33.23,1.58,0.57,0.15,0.3,21.26,-0.05,-0.05,0.09,0.02,0.1,0.07,0.11,-0.01,E,2021
5019,a.mugisha,Nganion,0,1,1,0,Mad Kingsmen,20,2000,2.4,0.08,0.92,-0.08,0.01,0.88,0.1,-0.09,,28.96,0.0,0.07,0.03,0.03,-0.04,-0.05,0.0,0.07,E,2021
5020,d.ocokoru,Nganion,1,1,0,0,Mad Kingsmen,28,1992,10.17,0.04,2.02,0.24,14.22,2.05,0.38,-0.06,0.09,18.22,0.05,0.05,0.03,0.13,0.22,0.03,-0.28,-0.08,E,2021
5021,h.david,Redohrainbri,1,1,0,0,Mad Kingsmen,21,1998,2.66,-0.02,1.25,-0.09,0.05,1.21,0.09,0.1,,19.91,-0.07,-0.04,0.06,0.01,0.11,-0.02,-0.08,0.02,E,2021
5022,f.taruvinga,Greri Landmoslands,0,0,1,0,Orange Giants,28,1992,29.39,0.01,0.45,0.07,23.18,0.53,0.15,-0.01,-0.01,11.11,0.0,0.02,0.03,0.05,0.07,0.13,-0.02,0.03,E,2021
5023,i.beh,Greri Landmoslands,0,0,1,0,Orange Giants,25,1995,12.65,0.09,0.17,0.01,0.1,0.14,-0.06,0.07,,19.94,0.03,-0.1,-0.05,-0.06,0.03,-0.02,0.02,0.04,E,2021
5024,s.nansamba,Imaar Vircoand,0,0,1,0,Orange Giants,28,1992,12.24,0.18,0.27,0.1,66.66,0.23,0.18,0.27,0.56,18.52,0.09,0.1,0.18,0.25,0.05,0.27,0.01,-0.1,E,2021
5025,a.hudak,Nganion,0,0,1,0,Orange Giants,29,1990,17.05,-0.1,0.65,0.13,9.98,0.6,0.09,-0.05,-0.01,12.99,-0.06,-0.04,0.01,0.03,-0.02,0.03,-0.09,-0.11,E,2021
5026,a.tio,Nganion,0,0,1,0,Orange Giants,33,1987,31.24,0.0,0.9,0.08,7.34,0.89,-0.01,0.09,-0.08,26.77,0.23,-0.07,-0.09,-0.05,0.06,0.05,0.05,-0.09,E,2021
5027,c.lunyolo,Nganion,0,0,1,0,Orange Giants,24,1996,1.22,-0.07,1.75,0.87,50.01,1.71,0.89,-0.06,-0.05,26.74,-0.05,0.07,-0.03,-0.02,-0.09,0.12,0.1,-0.02,E,2021
5028,c.yousef,Nganion,0,0,1,0,Orange Giants,21,1999,0.64,0.06,0.08,0.06,,0.05,-0.07,,,,0.1,-0.08,-0.02,0.05,0.1,,0.01,0.04,E,2021
5029,h.gumisiriza,Nganion,0,0,1,0,Orange Giants,30,1989,10.07,-0.05,0.26,-0.03,-0.1,0.27,0.02,-0.02,,27.54,-0.01,-0.05,-0.09,0.1,0.08,0.04,-0.01,0.01,E,2021
5030,u.businge,Nganion,0,0,1,0,Orange Giants,27,1992,12.54,-0.01,0.49,-0.08,-0.02,0.43,0.1,-0.05,,24.06,-0.06,0.02,0.07,0.0,-0.03,0.08,-0.09,-0.09,E,2021
5031,i.murakami,Nganion,0,1,1,0,Orange Giants,21,1999,24.25,0.03,0.39,0.08,9.07,0.44,0.12,0.01,0.07,22.68,-0.03,0.02,-0.08,-0.02,-0.04,-0.05,-0.11,-0.06,E,2021
5032,r.nuwagaba,Nganion,1,0,0,0,Orange Giants,30,1989,34.2,0.4,2.48,1.09,38.67,2.55,1.07,0.04,0.42,12.93,-0.07,0.03,-0.02,0.31,0.38,0.13,0.06,-0.04,E,2021
5033,s.layet,Nganion,1,0,0,0,Orange Giants,21,1999,0.67,0.07,1.51,0.09,-0.01,1.56,-0.02,0.03,,27.19,-0.07,0.08,-0.08,0.03,-0.03,0.06,-0.03,0.08,E,2021
5034,t.sommer,Nganion,1,0,0,0,Orange Giants,30,1990,15.51,0.12,2.67,0.87,28.67,2.69,0.73,0.05,0.28,9.77,-0.05,0.1,0.01,0.42,0.33,0.15,-0.12,-0.17,E,2021
5035,x.bekher,Lylimi,1,1,0,0,Orange Giants,28,1992,12.46,0.09,1.66,0.56,28.56,1.61,0.5,-0.02,0.24,15.35,-0.04,0.08,0.04,0.24,0.11,0.15,-0.15,-0.18,E,2021
5036,f.jee,Nganion,1,1,0,0,Orange Giants,30,1990,1.8,0.0,2.1,0.5,24.97,2.09,0.53,0.02,0.03,14.55,0.1,0.01,0.02,0.17,0.24,0.17,-0.23,-0.06,E,2021
5037,g.orlando,Nganion,1,1,0,0,Orange Giants,21,1999,0.4,-0.08,1.91,0.07,-0.05,1.94,0.07,0.05,,25.95,0.08,-0.01,0.01,-0.06,-0.07,0.12,-0.07,0.06,E,2021
5038,w.wandera,Nkasland Cronestan,1,1,0,0,Orange Giants,28,1992,2.15,0.03,2.2,0.37,20.09,2.25,0.5,-0.06,0.05,21.57,0.4,-0.03,-0.05,0.14,0.01,-0.04,-0.08,0.04,E,2021
5039,l.sakurai,Nganion,0,0,0,1,Orange Giants,31,1988,3.3,-0.09,0.09,-0.1,,-0.03,-0.07,,,,0.0,0.07,-0.04,0.1,0.0,,0.06,-0.08,E,2021
5040,m.murmu,Rosvi,0,0,0,1,Orange Giants,28,1992,34.7,-0.05,-0.03,0.02,0.08,0.06,-0.06,0.01,,43.94,-0.03,0.03,-0.01,0.07,-0.07,0.14,-0.11,0.08,E,2021
5041,a.kuloba,Coastpa Barleslands,0,1,0,0,Orange Giants,34,1986,25.74,0.02,1.18,0.3,32.05,1.12,0.27,-0.05,0.08,17.87,0.0,-0.02,0.07,0.08,0.06,0.05,-0.09,-0.1,E,2021
5042,a.luna,Nganion,0,1,0,0,Orange Giants,20,1999,0.07,-0.02,0.09,-0.1,,-0.05,-0.07,,,,0.0,-0.02,0.05,0.07,-0.08,,-0.02,0.08,E,2021
5043,f.nakacwa,Nganion,0,1,0,0,Orange Giants,21,1999,9.36,-0.05,0.58,-0.02,-0.02,0.54,0.04,-0.01,,14.09,0.1,-0.06,-0.05,0.0,-0.05,0.03,-0.03,-0.05,E,2021
5044,m.khatun,Nganion,0,1,0,0,Orange Giants,23,1996,27.4,-0.03,1.41,0.31,22.1,1.51,0.39,-0.04,-0.07,22.79,-0.08,-0.03,0.03,0.13,0.03,-0.03,-0.19,-0.09,E,2021
5045,u.binabdullah,Nganion,0,1,0,0,Orange Giants,23,1997,4.94,0.08,0.96,0.39,39.97,1.03,0.33,-0.03,-0.08,19.62,-0.02,-0.06,-0.04,-0.01,0.14,-0.02,-0.07,-0.06,E,2021
5046,x.sharma,Nganion,0,1,0,0,Orange Giants,29,1991,8.25,0.04,1.53,0.27,15.5,1.68,0.23,0.07,0.01,21.24,0.21,0.05,0.18,0.24,0.16,0.04,0.01,0.0,E,2021
5047,y.kasozi,Greri Landmoslands,0,1,1,0,Orange Giants,26,1994,12.1,0.0,0.74,0.27,44.38,0.72,0.32,0.16,0.28,22.04,0.02,-0.08,0.05,-0.01,0.12,0.14,0.11,0.01,E,2021
5048,p.farina,Nganion,0,1,1,0,Orange Giants,28,1992,17.37,-0.02,0.31,0.13,33.3,0.4,0.1,-0.07,-0.04,16.09,0.04,-0.01,0.02,0.07,-0.05,0.05,0.04,-0.02,E,2021
5049,x.sung,Lylimi,1,1,0,0,Orange Giants,32,1988,20.15,0.07,1.81,0.93,45.97,1.93,0.92,-0.02,-0.01,20.1,0.04,-0.09,-0.01,0.18,0.06,0.08,-0.15,-0.04,E,2021
5050,e.mwesigye,Nganion,1,1,0,0,Orange Giants,19,2001,25.29,0.07,1.62,0.65,37.55,1.68,0.51,0.19,0.31,17.26,0.11,0.0,0.01,0.19,0.24,-0.01,0.0,0.11,E,2021
5051,n.niwagaba,Nganion,1,1,0,0,Orange Giants,33,1986,10.31,0.09,1.83,0.61,30.05,1.97,0.62,-0.01,0.13,24.55,0.41,0.03,0.01,0.15,0.16,0.08,-0.02,0.0,E,2021
5052,g.katumba,Biarizea,0,0,1,0,Plane Janes,26,1993,0.06,0.03,10.08,0.04,0.01,6.82,0.05,-0.08,,11.01,0.01,0.09,-0.09,1.0,0.91,0.14,-0.93,-0.99,E,2021
5053,c.ibrahim,Imaar Vircoand,0,0,1,0,Plane Janes,29,1991,8.04,0.04,0.4,0.18,24.97,0.41,0.06,-0.03,0.01,11.24,-0.08,0.04,-0.09,0.22,0.17,0.25,-0.13,-0.11,E,2021
5054,l.kimuli,Nathuacamana,0,0,1,0,Plane Janes,22,1998,13.1,0.02,0.8,0.44,45.56,0.79,0.43,0.04,-0.08,17.45,0.09,0.01,0.04,0.06,0.03,0.09,0.06,-0.06,E,2021
5055,d.akia,Nganion,0,0,1,0,Plane Janes,28,1992,2.18,-0.05,1.97,0.09,0.0,1.97,0.02,0.03,,18.44,0.42,0.08,0.0,0.1,0.11,0.16,-0.18,-0.15,E,2021
5056,d.pal,Nganion,0,0,1,0,Plane Janes,29,1990,20.51,0.03,0.8,0.09,26.76,0.78,0.28,-0.07,0.06,18.85,0.05,0.0,-0.04,-0.01,0.05,0.11,0.03,-0.03,E,2021
5057,n.andama,Nganion,0,0,1,0,Plane Janes,34,1985,34.63,0.01,0.19,-0.05,12.51,0.2,-0.01,-0.04,-0.05,13.99,0.02,0.09,-0.02,0.11,-0.05,0.1,-0.12,0.02,E,2021
5058,u.ahebwa,Nganion,0,0,1,0,Plane Janes,24,1996,23.25,0.01,0.85,0.42,36.41,1.04,0.27,-0.03,0.22,17.81,0.06,-0.02,0.07,-0.01,0.17,0.14,0.02,0.02,E,2021
5059,z.hribar,Nganion,0,0,1,0,Plane Janes,23,1997,33.09,0.09,0.21,0.05,37.54,0.28,0.12,0.27,0.61,7.31,0.02,-0.05,0.06,-0.01,0.02,0.08,0.03,-0.02,E,2021
5060,h.binibrahim,Imaar Vircoand,0,1,1,0,Plane Janes,22,1998,13.08,-0.1,0.0,0.04,-0.1,0.17,-0.02,0.04,,6.0,-0.02,0.0,-0.01,0.08,-0.05,0.02,0.04,-0.1,E,2021
5061,a.muller,Nganion,0,1,1,0,Plane Janes,32,1988,3.91,0.06,0.49,0.0,-0.05,0.55,-0.07,0.09,,15.13,0.09,0.03,-0.04,-0.05,-0.01,-0.01,-0.06,0.03,E,2021
5062,h.nakafeero,Nganion,0,1,1,0,Plane Janes,29,1991,12.33,0.09,0.39,0.22,33.38,0.42,0.21,0.08,0.48,15.65,0.07,0.06,-0.01,0.04,0.11,0.07,0.01,-0.01,E,2021
5063,d.ebrahimi,Nganion,1,0,0,0,Plane Janes,20,1999,-0.07,-0.02,-0.01,0.07,,-0.02,0.0,,,,0.07,0.06,0.07,0.05,-0.06,,0.05,-0.03,E,2021
5064,s.wahab,Nganion,1,0,0,0,Plane Janes,19,2000,6.51,0.38,2.06,1.16,57.07,2.07,1.13,0.26,0.33,9.33,-0.09,0.08,0.09,0.61,0.58,0.26,-0.28,-0.13,E,2021
5065,q.hamalainen,Rarita,1,0,0,0,Plane Janes,26,1993,17.18,0.28,2.1,1.06,49.94,2.2,1.01,0.09,0.27,13.71,0.12,0.1,0.2,0.57,0.42,0.26,-0.12,-0.17,E,2021
5066,s.kofi,Western Niasland,1,0,0,0,Plane Janes,33,1986,8.71,0.48,2.3,1.44,59.94,2.28,1.4,0.17,0.38,15.2,0.08,0.0,0.04,0.36,0.5,0.14,0.21,0.07,E,2021
5067,j.chou,Nganion,1,1,0,0,Plane Janes,28,1992,29.67,0.78,2.87,1.16,40.77,2.87,1.09,0.2,0.35,15.79,0.08,0.41,0.39,0.63,0.37,0.07,0.12,-0.02,E,2021
