,Player,Age,FW,MF,DF,GK
2204,j.bauri,35,0,1,0,0
2205,y.raut,23,0,1,0,0
2206,e.rossetti,28,1,1,0,0
2207,x.kyosimire,28,1,1,0,0
2208,t.mendes,18,1,1,0,0
2209,b.chau,31,1,1,0,0
2210,n.brouwer,30,1,1,0,0
2211,f.taruvinga,27,0,0,1,0
2212,i.beh,24,0,0,1,0
2213,s.nansamba,27,0,0,1,0
2214,a.hudak,28,0,0,1,0
2215,a.tio,32,0,0,1,0
2216,c.lunyolo,23,0,0,1,0
2217,h.gumisiriza,29,0,0,1,0
2218,u.businge,26,0,0,1,0
2219,u.ilves,34,0,0,1,0
2220,k.akullo,31,0,1,1,0
2221,f.adriko,35,1,0,0,0
2222,f.jee,29,1,0,0,0
2223,r.nuwagaba,29,1,0,0,0
2224,t.sommer,29,1,0,0,0
2225,l.sakurai,30,0,0,0,1
2226,m.murmu,27,0,0,0,1
2227,a.kuloba,33,0,1,0,0
2228,m.wandera,26,0,1,0,0
2229,j.kyasimire,25,0,1,0,0
2230,e.aisah,22,0,1,0,0
2231,f.nakacwa,20,0,1,0,0
2232,m.khatun,22,0,1,0,0
2233,p.farina,27,0,1,1,0
2234,x.sung,31,1,1,0,0
2235,n.niwagaba,32,1,1,0,0
2236,v.nakiyemba,33,1,1,0,0
2237,g.katumba,25,0,0,1,0
2238,c.ibrahim,28,0,0,1,0
2239,d.akia,27,0,0,1,0
2240,d.pal,28,0,0,1,0
2241,h.nakafeero,28,0,0,1,0
2242,l.tino,22,0,0,1,0
2243,n.andama,33,0,0,1,0
2244,z.hribar,22,0,0,1,0
2245,f.got,26,1,0,0,0
2246,s.wahab,18,1,0,0,0
2247,q.hamalainen,25,1,0,0,0
2248,g.musoke,21,1,1,0,0
2249,j.chou,27,1,1,0,0
2250,j.munguambe,25,1,1,0,0
2251,s.kofi,32,1,1,0,0
2252,g.leung,30,0,0,0,1
2253,j.martin,32,0,0,0,1
2254,g.namugere,23,0,1,0,0
2255,g.barisi,34,0,1,0,0
2256,k.larsson,27,0,1,0,0
2257,l.abdullah,31,0,1,0,0
2258,q.shemesh,35,0,1,0,0
2259,r.lokiru,18,0,1,0,0
2260,q.lavyan,20,1,1,0,0
2261,g.mlakar,20,1,1,0,0
2262,v.salim,24,0,0,1,0
2263,v.akoli,21,0,0,1,0
2264,v.quay,30,0,0,1,0
2265,g.kintu,27,0,0,1,0
2266,l.wambi,18,0,0,1,0
2267,n.muzenda,24,0,0,1,0
2268,h.nakagolo,28,0,0,1,0
2269,a.kamusiime,28,0,0,1,0
2270,l.kavi,27,0,0,1,0
2271,b.lindberg,21,1,0,1,0
2272,g.owusu,26,1,0,0,0
2273,k.mirza,18,1,0,0,0
2274,r.baidoo,22,1,0,0,0
2275,v.hou,17,1,0,0,0
2276,x.mubiru,30,1,0,0,0
2277,d.gross,19,1,1,0,0
2278,z.shonhiwa,32,0,0,0,1
2279,s.nuwagira,26,0,0,0,1
2280,k.nambozo,23,0,1,0,0
2281,m.kusiima,26,0,1,0,0
2282,o.ueno,29,0,1,0,0
2283,i.koay,20,0,1,0,0
2284,i.mponda,27,0,1,0,0
2285,n.awad,21,0,1,0,0
2286,n.wahyuni,19,0,1,0,0
2287,g.namakula,24,0,1,1,0
2288,b.abubakar,24,1,1,0,0
2289,j.khoh,24,1,1,0,0
2290,r.kiberu,29,1,1,0,0
2291,o.nalubega,25,1,1,0,0
2292,g.syu,25,0,0,1,0
2293,t.lam,23,0,0,1,0
2294,p.nabbanja,27,0,0,1,0
2295,c.longo,25,0,0,1,0
2296,l.dube,24,0,0,1,0
2297,p.alobo,26,0,0,1,0
2298,t.lawino,28,0,0,1,0
2299,e.kalungi,27,0,0,1,0
2300,f.nagasha,22,1,0,1,0
2301,g.sule,22,0,1,1,0
2302,k.sibanda,29,1,0,0,0
2303,e.walsh,21,1,0,0,0
2304,p.aydn,31,1,0,0,0
2305,o.atwine,25,1,1,0,0
2306,u.siziba,24,1,1,0,0
2307,s.ibraimo,23,1,1,0,0
2308,s.sande,24,1,1,0,0
2309,u.woo,32,1,1,0,0
2310,f.nasasira,32,0,0,0,1
2311,l.antwi,22,0,0,0,1
2312,z.fabre,24,0,0,0,1
2313,r.ferretti,21,0,1,0,0
2314,m.delgado,24,0,1,0,0
2315,p.susanto,26,0,1,0,0
2316,c.simi,27,0,1,0,0
2317,d.abiria,20,0,1,0,0
2318,c.kalua,25,0,1,0,0
2319,f.akongo,17,1,1,0,0
2320,h.ziegler,22,1,1,0,0
2321,k.roger,25,1,1,0,0
2322,b.luki,20,0,0,1,0
2323,w.ng,30,0,0,1,0
2324,j.abdel,26,0,0,1,0
2325,c.kasangaki,29,0,0,1,0
2326,c.navarro,33,0,0,1,0
2327,k.mpofu,22,0,0,1,0
2328,x.nabukalu,27,0,0,1,0
2329,a.bondarenko,23,1,0,0,0
2330,o.wong,22,1,0,0,0
2331,u.yong,28,1,0,0,0
2332,n.khalil,27,1,0,0,0
2333,g.nadunga,25,1,0,0,0
2334,f.lubowa,31,1,0,0,0
2335,e.mwesigye,18,1,0,0,0
2336,u.woo,32,1,0,0,0
2337,m.mubangizi,23,1,1,0,0
2338,i.murakami,20,1,1,0,0
2339,p.binibrahim,25,1,1,0,0
2340,n.mucunguzi,28,0,0,0,1
2341,u.nishimura,30,0,0,0,1
2342,s.makela,31,0,1,0,0
2343,g.gentile,32,0,1,0,0
2344,v.handayani,25,0,1,0,0
2345,i.carpentier,27,0,1,1,0
2346,g.agustina,30,1,1,0,0
2347,f.ngulube,24,1,1,0,0
2348,x.muzaki,32,0,0,1,0
2349,l.kimuli,21,0,0,1,0
2350,g.varma,25,0,0,1,0
2351,j.chan,31,0,0,1,0
2352,k.byakatonda,27,0,0,1,0
2353,q.alonso,24,0,0,1,0
2354,t.nalugo,30,0,0,1,0
2355,a.bintizakaria,30,0,0,1,0
2356,s.baig,21,0,1,1,0
2357,f.rozman,25,1,0,0,0
2358,k.benhamou,24,1,0,0,0
2359,k.vogel,31,1,0,0,0
2360,l.ibrahimovi,24,1,0,0,0
2361,m.acola,17,1,0,0,0
2362,t.jiu,32,1,0,0,0
2363,f.magaia,21,1,1,0,0
2364,h.abe,24,1,1,0,0
2365,l.nakalembe,31,1,1,0,0
2366,g.alali,26,0,0,0,1
2367,i.kisitu,23,0,0,0,1
2368,m.sseguya,35,0,0,0,1
2369,f.lukyamuzi,31,0,1,0,0
2370,j.kayendeke,33,0,1,0,0
2371,p.ngamita,29,0,1,0,0
2372,y.arinitwe,19,0,1,0,0
2373,j.potonik,27,0,1,0,0
2374,k.deng,21,0,1,1,0
2375,c.said,26,1,1,0,0
2376,j.pradhan,22,1,1,0,0
2377,r.tumusiime,30,1,1,0,0
2378,v.phung,26,1,1,0,0
2379,i.leibowitz,25,0,0,1,0
2380,k.asadi,25,0,0,1,0
2381,a.oconnor,17,0,0,1,0
2382,b.binder,29,0,0,1,0
2383,e.miyamoto,21,0,0,1,0
2384,g.magaya,23,0,0,1,0
2385,o.gatti,22,0,0,1,0
2386,s.kule,23,0,0,1,0
2387,t.haim,29,0,0,1,0
2388,o.bosnjak,25,0,0,1,0
2389,q.amanya,21,1,0,0,0
2390,h.namwase,29,1,0,0,0
2391,s.nyathi,30,1,0,0,0
2392,d.mugisa,27,1,0,1,0
2393,c.ismail,22,0,0,0,1
2394,f.dauda,33,0,0,0,1
2395,m.ategeka,27,0,0,0,1
2396,i.suleman,19,0,1,0,0
2397,q.kobusinge,29,0,1,0,0
2398,f.mbale,31,0,1,0,0
2399,f.ohana,25,0,1,0,0
2400,h.tukamuhebwa,24,0,1,0,0
2401,i.okiror,33,0,1,0,0
2402,j.mutonyi,25,0,1,0,0
2403,k.kaunda,22,0,1,0,0
2404,q.muwanguzi,26,0,1,0,0
2405,q.pellegrino,29,0,1,0,0
2406,s.wimmer,25,0,1,0,0
2407,l.odur,30,0,1,0,0
2408,n.kumar,18,1,1,0,0
2409,u.kizito,29,1,1,0,0
2410,r.lambert,22,1,1,0,0
2411,c.machingura,27,0,0,1,0
2412,g.riva,24,0,0,1,0
2413,l.khonje,31,0,0,1,0
2414,p.okoth,29,0,0,1,0
2415,v.ang,28,0,0,1,0
2416,x.ayugi,22,0,0,1,0
2417,p.paterson,30,1,0,1,0
2418,f.nakalema,22,1,0,0,0
2419,g.mussa,38,1,0,0,0
2420,h.mancini,29,1,0,0,0
2421,z.amito,21,1,0,0,0
2422,e.mudzingwa,25,1,0,0,0
2423,d.jena,26,1,0,1,0
2424,h.kikuchi,21,1,1,0,0
2425,j.maneno,26,1,1,0,0
2426,w.ofori,25,1,1,0,0
2427,c.musana,22,0,0,0,1
2428,r.hall,31,0,0,0,1
2429,c.luka,23,0,1,0,0
2430,d.dejong,19,0,1,0,0
2431,f.sow,26,0,1,0,0
2432,i.cheong,32,0,1,0,0
2433,r.chandia,29,0,1,0,0
2434,t.vidmar,18,0,1,0,0
2435,x.owori,30,0,1,0,0
2436,f.salifu,33,1,1,0,0
2437,d.horn,28,0,0,1,0
2438,h.jovanovi,22,0,0,1,0
2439,c.najafi,20,0,0,1,0
2440,n.kasangaki,32,0,0,1,0
2441,e.bukar,28,0,0,1,0
2442,a.muller,31,0,0,1,0
2443,e.balog,19,0,0,1,0
2444,h.kajumba,21,0,0,1,0
2445,q.namazzi,24,0,0,1,0
2446,r.ueta,26,0,0,1,0
2447,t.neves,28,0,0,1,0
2448,c.popescu,30,0,1,1,0
2449,n.binsulaiman,32,1,0,0,0
2450,i.kiiza,22,1,0,0,0
2451,q.fernandes,28,1,0,0,0
2452,j.elsayed,27,1,1,0,0
2453,o.nabunya,30,0,0,0,1
2454,g.taruvinga,28,0,0,0,1
2455,y.nakkazi,28,0,1,0,0
2456,b.reyes,26,0,1,0,0
2457,b.tong,22,0,1,0,0
2458,g.namuganza,30,0,1,0,0
2459,w.ghosh,28,1,1,0,0
2460,b.kwek,22,1,1,0,0
2461,e.obbo,18,1,1,0,0
2462,k.mukwaya,19,1,1,0,0
2463,l.kagoya,20,1,1,0,0
2464,s.nakasi,22,1,1,0,0
2465,o.alon,28,0,0,1,0
2466,n.more,28,0,0,1,0
2467,d.gauthier,30,0,0,1,0
2468,b.ogwang,23,0,0,1,0
2469,e.giraud,21,0,0,1,0
2470,g.rizzo,22,0,0,1,0
2471,q.kayondo,19,0,0,1,0
2472,s.jimoh,30,0,0,1,0
2473,z.maneno,33,0,0,1,0
2474,q.tng,30,0,0,1,0
2475,d.akugizibwe,30,0,1,1,0
2476,f.rosario,29,0,1,1,0
2477,s.dlamini,21,0,1,1,0
2478,f.harutyunyan,21,1,0,0,0
2479,e.chebet,25,1,0,0,0
2480,l.maleki,28,1,0,0,0
2481,i.castro,24,1,0,0,0
2482,v.yohane,22,1,1,0,0
2483,c.nanyonga,18,1,1,0,0
2484,z.muratovi,22,1,1,0,0
2485,y.sunday,27,1,1,0,0
2486,k.darawshi,29,0,0,0,1
2487,v.vincent,37,0,0,0,1
2488,i.nalweyiso,22,0,1,0,0
2489,t.marufu,30,0,1,0,0
2490,y.norouzi,32,0,1,0,0
2491,i.moreau,31,0,1,1,0
2492,d.bagheri,19,1,1,0,0
2493,f.obua,25,1,1,0,0
2494,l.bergmann,27,1,1,0,0
2495,y.atuheire,21,1,1,0,0
2496,i.manuel,30,0,0,1,0
2497,b.turinawe,29,0,0,1,0
2498,h.nieminen,20,0,0,1,0
2499,l.alqahtani,26,0,0,1,0
2500,l.olsson,32,0,0,1,0
2501,u.ahebwa,23,0,0,1,0
2502,o.farkas,27,0,0,1,0
2503,g.mishra,28,0,1,1,0
2504,p.kralj,26,1,0,0,0
2505,u.jansons,25,1,0,0,0
2506,g.chu,18,1,1,0,0
2507,t.amer,26,1,1,0,0
2508,k.jao,29,0,0,0,1
2509,o.hamdan,21,0,0,0,1
2510,u.lang,23,0,1,0,0
2511,i.mwale,27,0,1,0,0
2512,c.sung,25,0,1,0,0
2513,l.kimbugwe,32,0,1,0,0
2514,b.mabika,18,0,1,0,0
2515,c.cudjoe,22,0,1,0,0
2516,n.picard,32,0,1,0,0
2517,i.tukahirwa,26,1,1,0,0
2518,z.hansson,19,1,1,0,0
2519,g.matei,27,1,1,0,0
2520,i.babirye,21,1,1,0,0
2521,m.nanzala,38,1,1,0,0
2522,r.adamu,28,1,1,0,0
2523,c.kakayi,21,0,0,1,0
2524,v.it,30,0,0,1,0
2525,t.candia,26,0,0,1,0
2526,b.kiyimba,26,0,0,1,0
2527,c.tukamushaba,24,0,0,1,0
2528,k.shibata,28,0,0,1,0
2529,q.binismail,23,0,0,1,0
2530,t.larsson,19,0,0,1,0
2531,t.okoro,25,0,0,1,0
2532,s.rizzo,22,0,0,1,0
2533,k.nasution,23,1,0,0,0
2534,g.muleya,25,1,0,0,0
2535,q.virtanen,24,1,0,0,0
2536,i.tabu,17,1,0,0,0
2537,k.kazlo,37,1,0,0,0
2538,w.martinez,20,1,0,0,0
2539,v.meijermeyer,20,1,0,1,0
2540,b.madondo,24,1,1,0,0
2541,d.makumbi,17,1,1,0,0
2542,p.binibrahim,25,1,1,0,0
2543,j.turyasingura,36,0,0,0,1
2544,a.khainza,20,0,0,0,1
2545,h.peh,32,0,0,0,1
2546,f.chin,21,0,1,0,0
2547,i.fong,19,0,1,0,0
2548,o.wanjala,22,0,1,0,0
2549,q.wang,33,0,1,0,0
2550,b.yousefi,28,1,1,0,0
2551,h.che,29,1,1,0,0
2552,s.nabasa,21,1,1,0,0
2553,m.arifin,25,1,1,0,0
2554,k.mawanda,25,1,1,0,0
2555,a.hasibuan,25,0,0,1,0
2556,l.tambala,34,0,0,1,0
2557,s.hashemi,29,0,0,1,0
2558,t.audu,26,0,0,1,0
2559,v.mansoor,30,0,0,1,0
2560,u.quaye,28,0,0,1,0
2561,g.kou,30,0,1,1,0
2562,i.yldrm,27,1,0,0,0
2563,h.ebrahimi,17,1,0,0,0
2564,n.chaw,30,1,0,0,0
2565,w.barbieri,29,1,0,0,0
2566,x.thomas,27,1,0,0,0
2567,f.ithungu,27,0,0,0,1
2568,c.kabagambe,30,0,1,0,0
2569,c.lum,32,0,1,0,0
2570,j.lopez,29,0,1,0,0
2571,k.ramos,19,0,1,0,0
2572,p.shehu,29,0,1,0,0
2573,s.razaee,23,0,1,0,0
2574,x.masaba,28,0,1,0,0
2575,t.achan,27,0,1,0,0
2576,y.nkhata,27,0,1,0,0
2577,z.bibi,29,0,0,1,0
2578,f.namukasa,24,0,0,1,0
2579,j.jackson,26,0,0,1,0
2580,p.dahiru,23,0,0,1,0
2581,y.alzahrani,27,0,0,1,0
2582,n.singh,24,0,0,1,0
2583,g.oduro,24,1,0,1,0
2584,d.piras,27,0,1,1,0
2585,e.ivano,32,0,1,1,0
2586,k.kuok,25,0,1,1,0
2587,t.darawshi,25,0,1,1,0
2588,a.perez,31,1,0,0,0
2589,k.atto,25,1,0,0,0
2590,b.elbaz,22,1,1,0,0
2591,i.nakimbugwe,23,1,1,0,0
2592,i.ndebele,21,1,1,0,0
2593,k.cheung,21,1,1,0,0
2594,u.tuhaise,26,1,1,0,0
2595,f.musa,22,0,0,0,1
2596,m.bahri,24,0,0,0,1
2597,a.koh,29,0,1,0,0
2598,a.mandlate,24,0,1,0,0
2599,b.munemo,25,0,1,0,0
2600,c.owere,25,0,1,0,0
2601,f.johnston,33,0,1,0,0
2602,c.kova,26,1,1,0,0
2603,o.nyandoro,18,1,1,0,0
2604,u.feng,37,1,1,0,0
2605,g.kiggundu,30,0,0,1,0
2606,b.omirambe,27,0,0,1,0
2607,e.nyirenda,22,0,0,1,0
2608,m.chia,24,0,0,1,0
2609,m.kyakimwa,23,0,0,1,0
2610,u.nakidde,30,0,0,1,0
2611,u.sorrentino,25,0,0,1,0
2612,y.lakatos,25,0,0,1,0
2613,s.fontana,23,1,0,1,0
2614,y.kasozi,25,0,1,1,0
2615,j.schreiber,27,1,0,0,0
2616,n.salazar,29,1,0,0,0
2617,o.wong,22,1,0,0,0
2618,q.nyangoma,28,1,0,0,0
2619,x.petersen,18,1,0,0,0
2620,u.nafula,28,1,1,0,0
2621,h.jiu,25,1,1,0,0
2622,c.lovri,21,0,0,0,1
2623,k.hoe,35,0,0,0,1
2624,i.issah,22,0,1,0,0
2625,p.mafabi,30,0,1,0,0
2626,p.romero,26,0,1,0,0
2627,v.bellini,30,0,1,0,0
2628,x.sharma,28,0,1,0,0
2629,e.mwesigye,18,1,1,0,0
2630,t.kabonesa,21,1,1,0,0
2631,h.abe,24,1,1,0,0
2632,p.chari,21,1,1,0,0
2633,v.mutasa,29,1,1,0,0
2634,h.mande,26,0,0,1,0
2635,a.juki,24,0,0,1,0
2636,g.koren,23,0,0,1,0
2637,m.beck,24,0,0,1,0
2638,n.bintisulaiman,19,0,0,1,0
2639,q.sano,20,0,0,1,0
2640,w.addai,31,0,0,1,0
2641,z.milani,33,0,0,1,0
2642,y.boyer,19,0,1,1,0
2643,g.lamwaka,25,1,0,0,0
2644,q.onzima,29,1,0,0,0
2645,y.imai,24,1,0,0,0
2646,b.ssenyonga,26,1,1,0,0
2647,g.simango,27,1,1,0,0
2648,i.waiswa,25,1,1,0,0
2649,b.ntege,25,0,0,0,1
2650,v.longoli,25,0,0,0,1
2651,f.zieliski,29,0,1,0,0
2652,d.nantumbwe,24,0,1,0,0
2653,g.samuel,22,0,1,0,0
2654,v.zhao,21,0,1,0,0
2655,g.hou,24,0,1,1,0
2656,k.castillo,23,0,1,1,0
2657,q.gruber,20,0,1,1,0
2658,d.bengtsson,23,1,1,0,0
2659,j.kataike,27,1,1,0,0
2660,o.nambafu,25,1,1,0,0
2661,h.sinaga,22,0,0,1,0
2662,j.deluca,25,0,0,1,0
2663,x.haji,25,0,0,1,0
2664,b.abdi,31,0,0,1,0
2665,s.rostami,34,0,0,1,0
2666,e.hor,22,0,0,1,0
2667,e.naik,18,0,0,1,0
2668,j.wulandari,25,0,0,1,0
2669,m.as,25,0,0,1,0
2670,o.atim,29,0,0,1,0
2671,l.tu,23,1,0,0,0
2672,g.vidal,31,1,0,0,0
2673,f.kazembe,22,1,0,0,0
2674,t.aguti,24,1,0,0,0
2675,b.sugawara,24,1,1,0,0
2676,j.singini,19,1,1,0,0
2677,j.nakano,28,1,1,0,0
2678,t.kamugisha,25,0,0,0,1
2679,y.draru,36,0,0,0,1
2680,a.kuhn,28,0,1,0,0
2681,e.zoabi,33,0,1,0,0
2682,t.nakirijja,23,0,1,0,0
2683,c.deangelis,17,0,1,0,0
2684,a.lefevre,28,0,1,0,0
2685,c.koo,25,0,0,1,0
2686,o.kasaija,30,0,0,1,0
2687,r.obi,32,0,0,1,0
2688,j.nakigudde,30,0,0,1,0
2689,p.sharon,35,0,0,1,0
2690,f.mishra,28,0,0,1,0
2691,s.anyait,29,0,0,1,0
2692,u.kojima,28,0,0,1,0
2693,f.ncube,32,0,0,1,0
2694,c.sulaiman,26,0,1,1,0
2695,f.zeng,25,1,0,0,0
2696,a.amito,31,1,0,0,0
2697,i.atuheire,28,1,0,0,0
2698,v.morel,23,1,0,1,0
2699,c.ferhatovi,21,1,1,0,0
2700,q.zyu,28,1,1,0,0
2701,f.aliganyira,17,1,1,0,0
2702,v.taheri,28,1,1,0,0
2703,y.anguyo,23,1,1,0,0
2704,i.lukwago,36,0,0,0,1
2705,j.graham,31,0,1,0,0
2706,k.vandenberg,26,0,1,0,0
2707,g.muchemwa,29,0,1,0,0
2708,i.mulondo,24,0,1,0,0
2709,b.ayuba,19,0,1,0,0
2710,m.obadiah,24,1,1,0,0
2711,d.bergmann,26,0,0,1,0
2712,e.dangelo,29,0,0,1,0
2713,e.koc,27,0,0,1,0
2714,e.meiyr,25,0,0,1,0
2715,f.mahachi,20,0,0,1,0
2716,o.oketcho,22,0,0,1,0
2717,r.taketa,22,0,0,1,0
2718,w.guo,29,0,0,1,0
2719,w.yeoh,28,0,0,1,0
2720,b.quaye,21,1,0,0,0
2721,f.ajio,28,1,0,0,0
2722,p.delgado,20,1,0,0,0
2723,e.alowo,22,1,1,0,0
2724,g.mandaza,23,1,1,0,0
2725,d.nasser,23,1,1,0,0
2726,a.tindimwebwa,19,1,1,0,0
2727,e.miyazaki,31,0,0,0,1
2728,o.contreras,32,0,1,0,0
2729,s.nyarko,22,0,1,0,0
2730,c.mitrovi,24,0,1,1,0
2731,h.amade,19,1,1,0,0
2732,i.winter,28,0,0,1,0
2733,p.nakubulwa,23,0,0,1,0
2734,z.iqbal,27,0,0,1,0
2735,f.kizito,20,0,0,1,0
2736,l.rezaei,30,0,0,1,0
2737,s.anyait,30,0,0,1,0
2738,j.teko,32,0,0,1,0
2739,i.huber,26,1,0,1,0
2740,j.bala,27,1,0,1,0
2741,d.oren,26,1,0,0,0
2742,i.namirimu,30,1,0,0,0
2743,m.namukwaya,32,1,0,1,0
2744,j.akello,30,1,1,0,0
2745,i.kamukama,27,1,1,0,0
2746,w.lew,24,1,1,0,0
2747,b.derosa,23,1,1,0,0
2748,d.john,24,1,1,0,0
2749,s.kiconco,35,0,0,0,1
2750,r.chee,33,0,0,0,1
2751,f.pop,25,0,1,0,0
2752,d.alshehri,33,0,1,0,0
2753,i.iddrisu,21,0,1,0,0
2754,e.taylor,27,1,1,0,0
2755,h.tourgeman,27,1,1,0,0
2756,q.hor,28,0,0,1,0
2757,d.ikeda,28,0,0,1,0
2758,g.kohler,26,0,0,1,0
2759,i.ludwig,28,0,0,1,0
2760,k.toth,25,0,0,1,0
2761,u.ortiz,19,0,0,1,0
2762,y.rabinovitch,28,0,0,1,0
2763,r.petrenko,25,0,1,1,0
2764,d.kikuchi,21,0,1,1,0
2765,z.no,22,0,1,1,0
2766,w.nabatanzi,19,1,0,0,0
2767,v.taheri,29,1,0,0,0
2768,r.bintihassan,20,1,0,0,0
2769,k.goncalves,21,1,0,1,0
2770,g.bellini,26,1,1,0,0
2771,l.wafula,23,1,1,0,0
2772,m.hsieh,26,1,1,0,0
2773,f.cho,25,1,1,0,0
2774,z.marini,28,0,0,0,1
2775,p.robinson,22,0,0,0,1
2776,i.azulay,28,0,1,0,0
2777,h.narvaez,23,0,1,0,0
2778,r.matovu,20,0,1,0,0
2779,p.chew,29,0,1,1,0
2780,o.kia,21,0,1,1,0
2781,q.nabimanya,21,1,1,0,0
2782,i.ocen,32,1,1,0,0
2783,d.daniel,27,0,0,1,0
2784,f.kembabazi,23,0,0,1,0
2785,f.lieu,18,0,0,1,0
2786,h.akugizibwe,26,0,0,1,0
2787,i.akpan,37,0,0,1,0
2788,t.awuah,26,0,0,1,0
2789,t.barigye,23,0,0,1,0
2790,u.ban,20,0,0,1,0
2791,i.najjemba,27,0,0,1,0
2792,x.nalukenge,30,0,0,1,0
2793,i.bintiomar,19,0,1,1,0
2794,m.ludwig,32,0,1,1,0
2795,r.lambert,23,1,0,0,0
2796,y.susanti,24,1,0,0,0
2797,a.schmitt,34,1,0,0,0
2798,u.rodrigues,17,1,0,0,0
2799,w.swee,20,1,0,0,0
2800,m.nkhata,16,1,0,1,0
2801,g.elbaz,24,1,1,0,0
2802,h.gomani,32,1,1,0,0
2803,a.soong,22,0,0,0,1
2804,a.tayebwa,21,0,1,0,0
2805,d.kojima,29,0,1,0,0
2806,a.aryemo,28,0,1,0,0
2807,g.gustafsson,26,0,1,0,0
2808,h.susanto,22,0,1,0,0
2809,f.nakazibwe,25,0,1,1,0
2810,z.okon,22,0,0,1,0
2811,g.nimusiima,26,0,0,1,0
2812,d.chen,27,0,0,1,0
2813,c.muyama,25,0,0,1,0
2814,g.hernandez,22,0,0,1,0
2815,l.mugumya,22,0,0,1,0
2816,u.kaahwa,17,0,0,1,0
2817,u.wright,27,0,0,1,0
2818,z.agyei,19,0,0,1,0
2819,q.sarfo,26,0,0,1,0
2820,c.gheorghe,18,1,0,0,0
2821,i.koomson,22,1,0,0,0
