,Player,Nation,FW,MF,DF,GK,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Performance PK,Performance PKatt,League,Year,Standard FK,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
1679,p.purnomo,Galamily,1,1,0,0,26,1994,2.56,0.07,0.46,-0.01,-0.09,0.39,-0.08,-0.03,,14.94,-0.05,-0.02,Tournament,2021,0.06,-0.03,0.08,0.09,-0.1,0.1
1680,y.atoo,Galamily,1,1,0,0,25,1996,2.77,0.05,1.11,0.08,-0.03,1.19,0.03,-0.07,,16.26,-0.06,0.07,Tournament,2021,-0.1,0.02,-0.01,0.08,-0.09,-0.13
1681,u.nishimura,Galamily,0,0,0,1,31,1989,5.01,0.06,-0.07,-0.03,,-0.08,0.09,,,,0.08,0.09,Tournament,2021,-0.03,0.03,-0.06,,-0.08,0.01
1682,f.pop,Galamily,0,1,0,0,25,1995,4.92,0.08,2.1,0.13,9.06,2.26,0.18,-0.06,0.0,12.83,0.05,0.01,Tournament,2021,-0.09,0.14,0.17,0.01,-0.17,-0.19
1683,i.kayange,Galamily,0,1,0,0,22,1998,1.37,0.05,0.69,0.04,0.0,0.67,0.09,-0.07,,33.05,-0.06,0.07,Tournament,2021,0.01,0.0,0.09,0.05,-0.02,0.06
1684,l.rahimi,Galamily,0,1,0,0,30,1990,2.72,0.01,0.81,0.32,50.08,0.78,0.34,0.07,0.01,23.24,-0.03,-0.03,Tournament,2021,-0.07,0.13,-0.03,0.09,-0.04,-0.1
1685,l.uchida,Galamily,0,1,0,0,21,1999,-0.03,0.06,0.01,0.07,,-0.1,-0.04,,,,0.06,0.1,Tournament,2021,-0.09,-0.07,-0.07,,0.07,0.03
1686,u.ajiambo,Galamily,0,1,0,0,27,1993,3.3,0.32,1.8,1.18,66.66,1.72,1.24,0.27,0.17,17.3,-0.02,0.08,Tournament,2021,0.04,0.16,0.18,0.14,0.14,0.11
1687,u.nambuya,Galamily,0,1,0,0,26,1994,2.02,0.03,1.47,0.52,33.4,1.55,0.54,-0.04,-0.02,19.26,0.06,-0.06,Tournament,2021,-0.02,0.0,0.08,0.07,-0.08,-0.09
1688,e.nabaasa,Giumle Lizeibon,0,0,1,0,28,1992,4.33,0.15,0.64,0.24,33.23,0.66,0.31,0.32,0.96,13.29,0.0,-0.02,Tournament,2021,-0.01,0.13,0.11,0.08,0.13,0.07
1689,n.barukh,Giumle Lizeibon,0,0,1,0,24,1996,0.61,0.03,0.01,-0.05,,0.0,-0.1,,,,0.06,-0.07,Tournament,2021,-0.01,0.0,0.04,,0.02,0.01
1690,u.ionescu,Giumle Lizeibon,0,0,1,0,35,1985,1.97,-0.08,-0.04,0.07,,-0.05,-0.01,,,,0.01,-0.06,Tournament,2021,0.1,-0.04,-0.05,,-0.09,0.06
1691,v.inoue,Giumle Lizeibon,0,0,1,0,28,1992,4.28,0.09,0.56,0.02,0.04,0.53,0.09,-0.1,,24.68,0.07,0.04,Tournament,2021,0.17,0.03,0.0,0.11,-0.11,-0.14
1692,w.longwe,Giumle Lizeibon,0,0,1,0,28,1992,4.36,0.01,0.74,-0.06,0.02,0.75,0.07,-0.01,,15.53,-0.01,-0.07,Tournament,2021,0.0,-0.03,0.03,0.06,-0.03,-0.05
1693,x.kawooya,Giumle Lizeibon,0,0,1,0,33,1987,0.06,0.09,-0.02,-0.05,,0.05,-0.01,,,,0.05,0.07,Tournament,2021,-0.01,0.03,-0.07,,-0.08,0.01
1694,y.takeuchi,Giumle Lizeibon,0,0,1,0,29,1991,3.86,0.06,0.26,0.06,-0.1,0.37,0.04,-0.09,,8.1,-0.03,0.04,Tournament,2021,0.09,0.06,0.01,0.01,-0.07,-0.06
1695,a.azmi,Giumle Lizeibon,1,0,0,0,23,1997,1.1,0.9,5.09,1.77,33.35,4.72,1.68,0.15,0.53,11.68,0.07,0.04,Tournament,2021,0.09,0.36,0.34,0.15,0.53,0.51
1696,i.peeters,Giumle Lizeibon,1,0,0,0,28,1992,0.17,0.1,10.0,10.01,100.03,12.82,12.96,0.0,-0.04,8.59,0.06,0.05,Tournament,2021,-0.09,0.98,0.96,0.14,-0.91,-1.0
1697,m.omony,Giumle Lizeibon,1,0,0,0,21,1999,2.63,0.38,1.04,0.74,66.71,1.12,0.82,0.28,0.52,12.07,0.06,-0.06,Tournament,2021,0.01,0.19,0.13,0.01,0.33,0.29
1698,v.jankowski,Giumle Lizeibon,1,0,0,0,31,1989,2.39,0.46,3.29,1.16,37.52,3.22,1.15,0.14,0.33,17.63,-0.02,-0.01,Tournament,2021,0.01,0.5,0.54,0.18,-0.24,-0.15
1699,x.seidu,Giumle Lizeibon,1,0,0,0,26,1994,0.97,-0.01,1.02,0.07,0.06,1.08,0.03,0.09,,24.26,-0.07,0.05,Tournament,2021,-0.1,0.04,-0.01,0.0,0.03,0.08
1700,r.zamani,Giumle Lizeibon,1,1,0,0,23,1997,3.74,0.07,0.62,0.25,49.94,0.55,0.31,0.01,-0.1,17.05,0.09,-0.03,Tournament,2021,0.03,0.0,-0.07,0.09,-0.07,-0.12
1701,z.matsui,Giumle Lizeibon,1,1,0,0,26,1994,1.23,0.89,2.49,1.68,66.69,2.45,1.6,0.28,0.47,11.54,-0.08,-0.02,Tournament,2021,-0.07,0.27,0.36,0.11,0.41,0.57
1702,z.testa,Giumle Lizeibon,1,1,0,0,24,1996,0.29,0.09,0.03,0.04,,-0.1,-0.06,,,,0.0,-0.02,Tournament,2021,-0.05,0.0,0.05,,-0.02,-0.06
1703,x.clement,Giumle Lizeibon,0,0,0,1,26,1994,4.31,0.03,0.04,-0.04,,0.08,-0.02,,,,-0.09,0.01,Tournament,2021,-0.02,0.09,-0.02,,-0.05,-0.04
1704,k.lawino,Giumle Lizeibon,0,1,0,0,23,1997,4.01,-0.08,1.15,0.25,19.98,1.29,0.21,0.0,-0.01,23.91,-0.04,0.07,Tournament,2021,0.09,-0.01,0.04,0.05,0.02,0.07
1705,l.abbasi,Giumle Lizeibon,0,1,0,0,33,1988,0.09,0.1,-0.06,-0.08,,-0.05,0.01,,,,0.09,0.0,Tournament,2021,-0.04,0.0,-0.05,,0.02,0.03
1706,q.roche,Giumle Lizeibon,0,1,0,0,25,1995,2.49,-0.04,0.42,0.0,0.0,0.46,0.05,-0.01,,30.67,0.0,0.06,Tournament,2021,0.0,0.1,-0.07,-0.06,-0.02,-0.07
1707,r.kirya,Giumle Lizeibon,0,1,0,0,26,1994,0.25,-0.09,10.06,5.1,50.02,11.95,6.05,-0.08,-0.09,19.21,0.1,0.09,Tournament,2021,-0.06,0.49,0.48,0.13,-0.45,-0.43
1708,w.isah,Giumle Lizeibon,0,1,0,0,26,1994,4.37,-0.09,2.86,0.07,-0.02,2.73,-0.04,0.02,,19.42,0.1,0.08,Tournament,2021,0.03,0.17,0.11,0.07,-0.24,-0.23
1709,h.marroquin,Giumle Lizeibon,1,1,0,0,31,1989,0.35,0.05,-0.03,-0.06,,-0.06,0.08,,,,0.0,0.06,Tournament,2021,-0.08,-0.09,0.09,,-0.02,0.07
1710,a.gautier,Greri Landmoslands,0,0,1,0,23,1997,3.95,0.07,0.23,0.21,100.05,0.21,0.21,-0.02,-0.09,8.07,0.03,0.0,Tournament,2021,0.05,0.01,-0.06,0.01,-0.13,0.01
1711,c.busingye,Greri Landmoslands,0,0,1,0,27,1993,2.97,-0.01,0.09,-0.1,,0.09,0.09,,,,0.0,0.07,Tournament,2021,0.04,0.09,0.0,,-0.05,0.0
1712,d.magoba,Greri Landmoslands,0,0,1,0,37,1983,4.03,-0.09,0.25,0.17,100.0,0.28,0.29,0.01,-0.06,11.01,0.05,0.07,Tournament,2021,0.08,0.08,-0.01,0.11,-0.04,-0.01
1713,r.sanz,Greri Landmoslands,0,0,1,0,27,1993,3.97,0.25,0.7,0.23,33.34,0.84,0.28,0.4,0.96,21.09,0.01,-0.03,Tournament,2021,-0.03,0.01,0.08,0.03,0.2,0.16
1714,d.gross,Greri Landmoslands,1,0,0,0,21,1999,0.43,-0.06,7.45,2.4,33.26,7.49,2.6,-0.08,0.04,18.86,-0.03,-0.04,Tournament,2021,-0.06,0.31,0.25,-0.04,-0.22,-0.29
1715,k.nasution,Greri Landmoslands,1,0,0,0,25,1995,0.31,-0.08,7.52,2.46,33.35,6.96,2.35,0.06,-0.02,8.52,0.07,0.08,Tournament,2021,0.05,0.84,0.76,0.18,-0.67,-0.78
1716,l.dewit,Greri Landmoslands,1,0,0,0,35,1985,4.0,1.17,2.99,0.93,33.35,3.02,1.09,0.13,0.44,19.64,0.73,0.84,Tournament,2021,0.75,1.27,0.68,0.29,0.06,-0.09
1717,b.sugawara,Greri Landmoslands,1,1,0,0,26,1994,2.6,-0.02,-0.08,0.02,,0.0,-0.02,,,,0.08,0.02,Tournament,2021,-0.03,0.06,0.09,,0.07,0.02
1718,e.alowo,Greri Landmoslands,1,1,0,0,24,1996,3.51,0.33,2.14,0.75,37.46,2.25,0.85,0.15,0.38,13.3,-0.07,0.0,Tournament,2021,0.03,0.44,0.46,0.14,-0.08,-0.08
1719,i.asante,Greri Landmoslands,1,1,0,0,27,1993,0.55,-0.07,0.02,-0.06,,-0.05,0.07,,,,0.02,-0.08,Tournament,2021,-0.08,-0.04,0.07,,-0.03,-0.09
1720,e.miyazaki,Greri Landmoslands,0,0,0,1,32,1988,4.05,-0.08,-0.07,-0.09,,-0.05,0.06,,,,-0.06,0.05,Tournament,2021,0.02,-0.05,0.05,,-0.09,-0.07
1721,c.ji,Greri Landmoslands,0,1,0,0,26,1994,2.38,0.07,1.83,0.46,24.93,1.82,0.34,0.04,-0.05,25.92,0.03,-0.03,Tournament,2021,-0.02,0.03,0.02,0.04,-0.14,-0.13
1722,i.adoch,Greri Landmoslands,0,1,0,0,25,1995,1.31,0.0,3.54,0.0,-0.09,3.67,0.0,0.05,,19.86,0.07,0.01,Tournament,2021,-0.09,0.09,0.15,0.09,-0.04,0.0
1723,i.mwale,Greri Landmoslands,0,1,0,0,28,1992,1.59,0.1,-0.04,-0.05,,-0.06,-0.01,,,,-0.02,-0.07,Tournament,2021,0.03,0.03,0.08,,-0.04,0.02
1724,o.contreras,Greri Landmoslands,0,1,0,0,34,1986,1.79,-0.03,1.72,0.01,0.09,1.75,0.04,0.09,,25.18,-0.04,0.07,Tournament,2021,-0.01,0.03,0.16,0.07,0.0,-0.16
1725,q.kaddu,Greri Landmoslands,0,1,0,0,28,1992,0.13,0.06,0.01,0.08,,-0.08,0.08,,,,0.03,-0.03,Tournament,2021,0.1,-0.08,-0.08,,0.04,-0.01
1726,s.nyarko,Greri Landmoslands,0,1,0,0,23,1997,0.15,0.08,-0.02,-0.07,,0.02,-0.01,,,,-0.06,-0.03,Tournament,2021,0.09,0.04,-0.09,,-0.05,-0.06
1727,x.durand,Greri Landmoslands,0,1,0,0,23,1997,2.42,0.0,1.64,0.42,25.01,1.63,0.48,0.02,0.04,31.04,0.08,-0.03,Tournament,2021,-0.02,-0.03,-0.05,0.1,-0.09,-0.1
1728,z.musenero,Greri Landmoslands,0,1,0,0,29,1991,2.5,-0.07,0.33,0.47,100.06,0.45,0.44,0.0,0.02,7.07,-0.03,0.06,Tournament,2021,-0.02,0.15,0.05,0.14,-0.11,-0.08
1729,a.alghamdi,Ledian,0,0,1,0,34,1986,2.52,0.02,0.31,-0.01,0.02,0.32,0.02,-0.02,,27.39,-0.03,-0.1,Tournament,2021,-0.01,0.07,0.06,0.07,-0.1,0.09
1730,h.mvula,Ledian,0,0,1,0,35,1985,2.83,0.0,0.01,0.09,,0.06,-0.08,,,,0.04,0.01,Tournament,2021,-0.06,-0.01,0.06,,-0.05,-0.09
1731,o.patra,Ledian,0,0,1,0,23,1997,0.04,0.07,29.91,-0.1,-0.04,38.61,-0.05,0.01,,12.01,0.04,0.02,Tournament,2021,0.06,0.96,0.97,0.1,-1.04,-1.0
1732,w.hagen,Ledian,0,0,1,0,25,1995,2.97,0.07,0.07,-0.04,,0.02,0.03,,,,0.08,0.01,Tournament,2021,-0.09,-0.09,0.09,,-0.07,-0.08
1733,z.wu,Ledian,0,0,1,0,25,1995,3.04,0.27,0.24,0.24,100.01,0.26,0.3,1.01,1.05,15.9,0.03,0.05,Tournament,2021,-0.1,0.06,-0.01,-0.01,0.36,0.34
1734,d.mumbere,Ledian,1,0,0,0,29,1991,2.58,-0.1,0.42,-0.03,0.06,0.39,0.04,-0.09,,13.09,0.08,-0.1,Tournament,2021,0.02,-0.02,0.08,0.13,0.0,0.05
1735,f.tayebwa,Ledian,1,0,0,0,31,1989,0.37,-0.04,2.55,0.01,-0.03,2.58,-0.1,-0.1,,22.34,-0.09,-0.03,Tournament,2021,0.04,0.2,0.25,0.0,-0.3,-0.27
1736,m.filipovi,Ledian,1,0,0,0,18,2002,0.24,-0.04,0.09,-0.03,,-0.02,-0.04,,,,0.08,-0.05,Tournament,2021,-0.08,0.06,0.03,,0.02,0.02
1737,p.khosravi,Ledian,1,0,0,0,30,1991,-0.05,0.05,-0.05,-0.06,,0.02,-0.06,,,,-0.03,-0.01,Tournament,2021,0.07,0.08,-0.09,,0.04,0.07
1738,p.mukalazi,Ledian,1,0,0,0,24,1996,1.93,0.04,1.47,-0.05,0.06,1.42,0.02,-0.05,,22.49,0.08,0.06,Tournament,2021,0.09,0.08,0.01,0.01,0.05,0.02
1739,v.namayanja,Ledian,1,0,0,0,26,1994,2.6,-0.06,0.79,0.09,-0.06,0.75,-0.08,-0.03,,20.91,0.04,-0.05,Tournament,2021,0.08,0.09,0.06,0.11,0.01,-0.08
1740,b.taremwa,Ledian,1,0,1,0,25,1995,1.11,0.01,0.85,0.09,0.04,0.8,-0.04,-0.02,,6.95,0.02,-0.02,Tournament,2021,-0.02,-0.06,0.07,0.04,0.09,0.04
1741,z.apili,Ledian,1,1,0,0,32,1988,0.62,-0.05,3.34,-0.09,-0.05,3.16,-0.01,-0.01,,23.12,0.01,0.0,Tournament,2021,0.07,0.21,0.11,-0.02,-0.11,-0.08
1742,m.janssens,Ledian,0,0,0,1,32,1989,3.09,-0.09,0.05,-0.02,,0.01,0.05,,,,-0.02,0.02,Tournament,2021,-0.06,-0.02,0.08,,0.08,0.05
1743,b.namazzi,Ledian,0,1,0,0,33,1987,3.08,-0.02,1.67,0.38,20.04,1.65,0.34,-0.02,-0.04,19.26,0.0,-0.09,Tournament,2021,-0.09,0.16,0.11,-0.01,-0.2,-0.01
1744,c.lawal,Ledian,0,1,0,0,28,1992,1.09,-0.06,0.0,0.08,,-0.08,-0.06,,,,-0.05,-0.03,Tournament,2021,0.05,-0.07,0.0,,0.03,0.0
1745,e.mohammad,Ledian,0,1,0,0,24,1996,1.45,-0.02,0.03,-0.01,,-0.04,-0.1,,,,-0.06,-0.01,Tournament,2021,-0.08,-0.03,-0.07,,0.07,0.01
1746,m.delgado,Ledian,0,1,0,0,26,1994,0.41,-0.04,-0.02,0.04,,0.0,0.06,,,,0.05,0.0,Tournament,2021,0.09,0.06,-0.01,,0.01,-0.02
1747,m.yanti,Ledian,0,1,0,0,23,1997,0.24,-0.09,-0.06,0.02,,0.03,0.01,,,,-0.05,0.0,Tournament,2021,-0.05,-0.03,0.04,,-0.02,0.04
1748,x.akao,Ledian,0,1,0,0,33,1987,2.72,0.07,1.44,-0.05,0.0,1.33,0.04,0.04,,25.17,-0.03,-0.09,Tournament,2021,-0.07,0.11,-0.04,0.13,-0.05,0.0
1749,a.pinto,Leoneku Guidisia,0,0,1,0,27,1993,0.17,0.01,5.09,0.04,-0.08,4.34,0.04,-0.02,,29.51,-0.03,0.05,Tournament,2021,0.07,0.09,0.02,0.0,0.07,-0.1
1750,d.young,Leoneku Guidisia,0,0,1,0,23,1997,0.0,0.02,0.09,0.08,,0.01,0.02,,,,0.04,0.1,Tournament,2021,0.0,-0.05,-0.04,,-0.09,-0.09
1751,k.appiah,Leoneku Guidisia,0,0,1,0,32,1988,3.02,-0.06,0.38,0.05,-0.08,0.33,-0.06,0.04,,5.92,0.09,0.04,Tournament,2021,-0.04,0.02,0.08,-0.01,0.04,-0.09
1752,k.mashiri,Leoneku Guidisia,0,0,1,0,26,1994,2.79,-0.03,0.08,-0.05,,0.05,0.03,,,,0.07,-0.1,Tournament,2021,-0.01,0.04,-0.06,,0.03,0.09
1753,k.vitali,Leoneku Guidisia,0,0,1,0,32,1988,2.78,-0.1,0.05,0.07,,0.07,-0.02,,,,-0.07,-0.08,Tournament,2021,-0.09,-0.04,0.09,,0.02,-0.04
1754,l.auma,Leoneku Guidisia,0,0,1,0,26,1994,2.92,0.04,-0.07,0.05,,0.07,-0.04,,,,0.0,0.06,Tournament,2021,-0.05,0.1,-0.06,,0.0,0.0
1755,m.olofsson,Leoneku Guidisia,0,0,1,0,26,1994,0.26,0.08,0.02,-0.09,,0.0,-0.08,,,,-0.1,0.07,Tournament,2021,0.09,-0.05,0.05,,0.08,0.05
1756,z.colombo,Leoneku Guidisia,0,0,1,0,32,1988,2.94,-0.05,0.36,0.01,-0.08,0.32,-0.07,-0.05,,10.8,-0.08,-0.05,Tournament,2021,-0.02,-0.02,-0.03,-0.05,0.08,-0.02
1757,a.lekuru,Leoneku Guidisia,1,0,1,0,23,1997,0.18,-0.09,0.06,-0.02,,0.08,0.08,,,,-0.07,0.1,Tournament,2021,0.08,0.07,0.04,,0.07,0.09
1758,e.mtetwa,Leoneku Guidisia,1,0,0,0,26,1994,2.76,0.36,2.68,0.35,14.27,2.53,0.44,0.24,1.02,12.73,-0.07,0.04,Tournament,2021,-0.02,0.26,0.38,0.18,0.1,-0.02
1759,j.amsalem,Leoneku Guidisia,1,0,0,0,30,1990,2.58,0.05,1.56,0.37,25.09,1.54,0.48,-0.07,-0.07,17.53,-0.03,-0.06,Tournament,2021,0.08,0.17,0.08,0.18,-0.07,-0.14
1760,n.nabulime,Leoneku Guidisia,1,0,0,0,22,1998,0.28,-0.01,-0.01,0.08,,0.01,-0.04,,,,0.01,0.09,Tournament,2021,-0.08,-0.02,0.01,,-0.05,-0.1
1761,y.bauer,Leoneku Guidisia,1,0,0,0,21,1999,0.0,0.08,-0.08,-0.01,,0.04,-0.02,,,,-0.06,-0.03,Tournament,2021,-0.05,-0.03,-0.03,,-0.03,0.0
1762,m.krlievi,Leoneku Guidisia,0,0,0,1,31,1989,3.07,-0.1,0.03,0.02,,0.06,-0.09,,,,0.03,0.03,Tournament,2021,0.07,0.06,0.03,,0.07,-0.04
1763,d.okidi,Leoneku Guidisia,0,1,0,0,33,1987,1.47,0.02,0.01,0.01,,0.07,0.0,,,,0.0,0.0,Tournament,2021,-0.05,0.05,-0.01,,-0.02,-0.06
1764,h.tan,Leoneku Guidisia,0,1,0,0,25,1995,3.02,0.01,0.37,0.36,99.96,0.4,0.26,-0.04,0.03,18.99,0.04,-0.1,Tournament,2021,-0.05,0.0,0.03,-0.04,-0.09,0.02
1765,t.takada,Leoneku Guidisia,0,1,0,0,27,1993,2.99,-0.05,0.75,0.0,-0.09,0.66,-0.03,-0.03,,19.72,0.0,-0.08,Tournament,2021,-0.03,-0.03,0.08,0.01,-0.04,-0.07
1766,u.jonsson,Leoneku Guidisia,0,1,0,0,29,1991,1.34,0.01,-0.09,0.04,,0.06,0.03,,,,0.05,-0.05,Tournament,2021,-0.07,-0.05,-0.01,,0.01,0.1
1767,f.ahin,Leoneku Guidisia,1,1,0,0,30,1990,0.66,0.05,2.86,-0.05,0.03,2.92,0.09,-0.07,,27.57,0.0,0.02,Tournament,2021,-0.09,0.04,0.05,-0.04,0.09,0.01
1768,d.chiwara,Manlisgamncent,0,0,1,0,25,1995,1.71,0.0,0.54,0.05,0.0,0.45,-0.01,0.01,,25.25,-0.04,0.09,Tournament,2021,0.09,0.07,0.01,-0.02,-0.03,-0.1
1769,f.kawala,Manlisgamncent,0,0,1,0,19,2002,4.03,0.07,0.69,0.74,99.91,0.82,0.64,-0.09,0.0,15.21,-0.09,0.07,Tournament,2021,-0.02,0.14,0.1,0.18,-0.03,-0.05
1770,g.kintu,Manlisgamncent,0,0,1,0,29,1992,2.0,-0.06,-0.09,0.04,,0.02,0.01,,,,-0.05,0.04,Tournament,2021,-0.09,0.04,0.0,,-0.05,0.09
1771,m.apolot,Manlisgamncent,0,0,1,0,28,1992,0.2,-0.09,-0.06,-0.07,,0.04,0.05,,,,-0.08,-0.03,Tournament,2021,-0.06,0.07,-0.02,,0.0,-0.06
1772,m.tseu,Manlisgamncent,0,0,1,0,24,1996,2.38,-0.09,-0.06,0.01,,0.02,0.01,,,,0.09,-0.04,Tournament,2021,0.09,0.04,-0.02,,-0.07,0.06
1773,q.achom,Manlisgamncent,0,0,1,0,31,1989,2.05,0.06,0.49,-0.07,-0.04,0.59,-0.09,-0.05,,27.01,-0.02,-0.09,Tournament,2021,0.5,0.08,0.03,0.03,0.01,-0.1
1774,z.ado,Manlisgamncent,0,0,1,0,31,1989,4.25,0.08,0.09,-0.02,,-0.1,-0.02,,,,-0.05,0.0,Tournament,2021,0.07,0.05,-0.05,,0.0,-0.1
1775,f.cheah,Manlisgamncent,1,0,0,0,28,1992,0.52,1.62,3.27,1.72,49.92,3.32,1.6,0.58,0.98,9.4,0.0,0.08,Tournament,2021,0.03,1.71,1.7,0.56,0.01,-0.08
1776,g.muleya,Manlisgamncent,1,0,0,0,27,1993,2.17,0.04,2.22,0.53,19.94,2.31,0.5,-0.05,-0.04,18.63,0.04,0.04,Tournament,2021,-0.09,0.17,0.18,0.0,-0.28,-0.24
1777,i.sari,Manlisgamncent,1,0,0,0,26,1994,1.88,0.05,1.11,0.04,0.05,1.13,0.06,-0.07,,12.49,-0.01,-0.07,Tournament,2021,0.06,0.17,0.09,0.02,-0.21,-0.04
1778,r.kato,Manlisgamncent,1,0,0,0,31,1989,2.94,0.73,2.35,1.08,42.89,2.38,1.06,0.32,0.61,17.74,0.07,0.04,Tournament,2021,0.0,0.12,0.17,0.03,0.66,0.58
1779,f.blanco,Manlisgamncent,1,0,1,0,22,1998,1.37,-0.09,0.01,-0.04,,-0.1,-0.04,,,,-0.04,-0.01,Tournament,2021,0.04,-0.06,0.02,,0.08,-0.01
1780,c.soto,Manlisgamncent,1,1,0,0,22,1998,0.79,-0.08,1.5,-0.02,0.02,1.41,0.04,-0.04,,25.02,-0.02,0.06,Tournament,2021,0.01,-0.03,0.03,0.03,0.05,0.0
1781,h.mbabazi,Manlisgamncent,1,1,0,0,23,1997,2.24,0.46,1.23,0.5,33.21,1.3,0.52,0.41,0.94,10.6,0.09,0.08,Tournament,2021,-0.09,0.2,0.13,0.15,0.17,0.26
1782,j.jorgensen,Manlisgamncent,1,1,0,0,25,1995,0.55,1.95,3.96,2.06,50.02,3.75,1.96,0.52,0.95,11.0,0.07,-0.08,Tournament,2021,0.05,0.53,0.58,0.13,1.32,1.44
1783,z.davies,Manlisgamncent,1,1,0,0,29,1991,2.4,-0.08,1.59,0.72,49.96,1.61,0.7,0.05,0.07,18.89,0.02,-0.06,Tournament,2021,0.03,0.32,0.17,0.16,-0.3,-0.24
1784,e.jew,Manlisgamncent,0,0,0,1,26,1995,4.28,-0.07,0.03,-0.06,,0.03,-0.08,,,,0.02,0.08,Tournament,2021,0.06,0.03,-0.04,,0.05,-0.08
1785,b.yang,Manlisgamncent,0,1,0,0,29,1991,0.47,-0.04,4.08,0.06,0.05,4.23,0.06,-0.08,,9.59,0.08,0.06,Tournament,2021,-0.01,1.82,1.88,0.51,-1.83,-1.84
1786,c.nangobi,Manlisgamncent,0,1,0,0,35,1985,4.38,0.27,0.72,0.63,99.99,0.79,0.72,0.31,0.37,25.99,0.06,-0.03,Tournament,2021,-0.02,0.07,0.11,0.03,0.11,0.17
1787,c.nyesiga,Manlisgamncent,0,1,0,0,26,1994,3.89,-0.09,1.11,0.3,25.02,1.1,0.2,0.02,0.09,24.88,0.05,0.1,Tournament,2021,0.0,0.05,0.01,0.06,-0.09,-0.04
1788,z.griffiths,Manlisgamncent,0,1,0,0,28,1992,3.04,-0.02,0.37,-0.08,-0.06,0.41,-0.02,0.03,,21.03,-0.02,-0.04,Tournament,2021,0.07,-0.01,0.04,-0.01,0.06,-0.03
1789,c.popescu,Mico,0,0,1,0,31,1989,2.91,0.07,1.27,0.68,49.93,1.29,0.6,-0.09,0.02,18.49,-0.05,-0.02,Tournament,2021,0.07,0.04,0.02,0.04,-0.02,-0.04
1790,e.nakayiza,Mico,0,0,1,0,24,1996,0.61,0.04,1.46,0.0,0.0,1.44,0.1,0.06,,5.79,-0.1,0.08,Tournament,2021,-0.08,0.15,0.06,-0.03,-0.21,-0.05
1791,v.it,Mico,0,0,1,0,31,1989,5.82,0.05,0.31,0.25,50.03,0.36,0.18,-0.03,0.04,5.51,0.06,-0.09,Tournament,2021,0.01,0.19,0.09,0.32,-0.04,-0.11
1792,w.twinamatsiko,Mico,0,0,1,0,28,1992,5.36,-0.05,1.09,0.43,33.26,1.03,0.32,-0.02,0.09,11.47,-0.05,0.08,Tournament,2021,0.03,0.02,0.06,0.13,-0.14,-0.07
1793,x.kho,Mico,0,0,1,0,23,1997,6.25,0.39,1.61,1.11,70.06,1.58,1.09,0.14,0.32,15.1,0.09,-0.05,Tournament,2021,0.04,0.16,0.16,0.03,0.18,0.2
1794,x.munkuli,Mico,0,0,1,0,28,1992,0.16,-0.06,-0.07,-0.05,,-0.04,0.08,,,,-0.09,0.07,Tournament,2021,0.0,0.0,0.03,,0.01,0.03
1795,y.eyotaru,Mico,0,0,1,0,24,1996,5.79,0.26,0.47,0.25,66.63,0.44,0.43,0.32,0.47,16.05,-0.08,0.09,Tournament,2021,-0.08,0.12,0.01,0.09,0.12,0.06
1796,y.gashi,Mico,0,0,1,0,29,1991,3.22,0.09,0.08,-0.04,,-0.02,-0.07,,,,0.0,0.05,Tournament,2021,-0.02,0.04,0.05,,0.03,-0.02
1797,l.tembo,Mico,1,0,0,0,21,1999,0.85,0.06,4.37,1.11,25.01,4.6,1.14,-0.07,0.04,13.37,0.08,0.07,Tournament,2021,-0.03,0.33,0.4,0.07,-0.33,-0.24
1798,n.katusabe,Mico,1,0,0,0,27,1993,0.64,-0.07,5.8,1.43,24.98,5.97,1.56,0.05,-0.02,14.53,-0.09,-0.03,Tournament,2021,-0.01,0.32,0.26,0.02,-0.25,-0.23
1799,p.khoh,Mico,1,0,0,0,23,1997,2.47,1.13,2.8,1.92,71.39,2.9,2.09,0.37,0.62,15.98,-0.02,0.06,Tournament,2021,0.09,0.23,0.4,0.2,0.82,0.96
1800,x.james,Mico,1,0,0,0,26,1994,3.31,0.71,2.04,1.17,57.0,2.22,1.22,0.3,0.45,16.54,-0.07,0.07,Tournament,2021,0.05,0.37,0.5,0.18,0.12,0.12
1801,m.ogbonna,Mico,1,1,0,0,21,1999,0.41,0.09,0.02,-0.09,,-0.07,-0.02,,,,0.0,0.01,Tournament,2021,-0.06,-0.01,-0.02,,0.04,-0.04
1802,u.nafula,Mico,1,1,0,0,29,1991,6.3,0.2,2.49,0.4,18.78,2.54,0.52,0.0,0.27,14.84,-0.06,0.1,Tournament,2021,0.21,0.22,0.36,0.2,-0.2,-0.05
1803,s.zandamela,Mico,0,0,0,1,34,1986,6.32,0.03,0.01,-0.07,,-0.1,0.02,,,,-0.03,0.03,Tournament,2021,0.04,-0.06,-0.08,,0.08,-0.05
1804,a.kiss,Mico,0,1,0,0,25,1995,6.21,0.06,1.08,0.56,42.86,1.17,0.53,0.09,0.09,24.7,0.05,0.17,Tournament,2021,0.11,0.2,0.05,-0.04,-0.19,-0.03
