,Player,Nation,Age,FW,MF,DF,GK,Raritan,player_id
1014,i.wenene,Slandsganiamayotteque,19,0,0,1,0,0,i.wenene-Slandsganiamayotteque
1015,i.winter,Danan Seekeeling,28,0,0,1,0,0,i.winter-Danan Seekeeling
1016,i.zia,Sobianitedrucy,35,1,0,0,0,0,i.zia-Sobianitedrucy
1017,j.abdel,Lefghau,27,0,0,1,0,0,j.abdel-Lefghau
1018,j.adam,Esia,30,1,0,0,0,0,j.adam-Esia
1019,j.agaba,Byasier Pujan,23,0,1,0,0,0,j.agaba-Byasier Pujan
1020,j.akbari,Eastern Sleboube,18,0,1,0,0,0,j.akbari-Eastern Sleboube
1021,j.andersen,Central Namemo Laand,25,0,1,0,0,0,j.andersen-Central Namemo Laand
1022,j.asiimwe,Nganion,26,0,0,1,0,0,j.asiimwe-Nganion
1023,j.atala,Moaithe,27,0,0,1,0,0,j.atala-Moaithe
1024,j.atuhairwe,Morticre,26,1,0,0,0,0,j.atuhairwe-Morticre
1025,j.ayebare,Dosqaly,26,0,0,1,0,0,j.ayebare-Dosqaly
1026,j.bah,Dosqaly,20,0,1,0,0,0,j.bah-Dosqaly
1027,j.bahri,Sobianitedrucy,24,0,0,1,0,0,j.bahri-Sobianitedrucy
1028,j.bala,People's Land of Maneau,27,1,0,0,0,0,j.bala-People's Land of Maneau
1029,j.bernard,Republic of Denand Landsa,22,1,0,0,0,0,j.bernard-Republic of Denand Landsa
1030,j.binhashim,Nganion,23,1,0,0,0,0,j.binhashim-Nganion
1031,j.bintihashim,Nganion,19,0,1,0,0,0,j.bintihashim-Nganion
1032,j.chan,Nganion,32,0,0,1,0,0,j.chan-Nganion
1033,j.chao,People's Land of Maneau,20,0,1,0,0,0,j.chao-People's Land of Maneau
1034,j.chew,Sobianitedrucy,25,0,1,0,0,0,j.chew-Sobianitedrucy
1035,j.choi,Nganion,22,0,1,0,0,0,j.choi-Nganion
1036,j.chukwu,Dosqaly,26,0,0,0,1,0,j.chukwu-Dosqaly
1037,j.dahiru,Rarita,28,0,0,1,0,1,j.dahiru-Rarita
1038,j.delemovi,Dosqaly,25,0,0,1,0,0,j.delemovi-Dosqaly
1039,j.deluca,Dosqaly,26,0,0,1,0,0,j.deluca-Dosqaly
1040,j.driwaru,Dosqaly,22,0,0,1,0,0,j.driwaru-Dosqaly
1041,j.elsayed,Nganion,28,1,0,0,0,0,j.elsayed-Nganion
1042,j.faida,Byasier Pujan,22,1,0,0,0,0,j.faida-Byasier Pujan
1043,j.ferri,Reugha,28,0,0,1,0,0,j.ferri-Reugha
1044,j.fukuda,Lefghau,26,0,0,1,0,0,j.fukuda-Lefghau
1045,j.ginting,Dosqaly,18,0,1,0,0,0,j.ginting-Dosqaly
1046,j.gou,Southern Ristan,22,0,1,0,0,0,j.gou-Southern Ristan
1047,j.graham,Dosqaly,32,0,1,0,0,0,j.graham-Dosqaly
1048,j.hakim,People's Land of Maneau,16,1,0,0,0,0,j.hakim-People's Land of Maneau
1049,j.hui,Esia,33,0,1,0,0,0,j.hui-Esia
1050,j.irawan,Giumle Lizeibon,19,0,0,1,0,0,j.irawan-Giumle Lizeibon
1051,j.kawano,Esia,23,0,0,1,0,0,j.kawano-Esia
1052,j.kayendeke,Nganion,34,0,1,0,0,0,j.kayendeke-Nganion
1053,j.kinoshita,Czechnor,32,0,0,1,0,0,j.kinoshita-Czechnor
1054,j.kirabo,Dosqaly,34,0,1,0,0,0,j.kirabo-Dosqaly
1055,j.ko,Southern Viout Aman,28,0,0,1,0,0,j.ko-Southern Viout Aman
1056,j.koval,Saintu,36,0,0,0,1,0,j.koval-Saintu
1057,j.kyarisiima,Dosqaly,21,0,0,1,0,0,j.kyarisiima-Dosqaly
1058,j.laurent,Cabral Retrea,30,0,0,1,0,0,j.laurent-Cabral Retrea
1059,j.leng,Greri Landmoslands,23,1,0,0,0,0,j.leng-Greri Landmoslands
1060,j.leroux,Biarizea,28,0,1,0,0,0,j.leroux-Biarizea
1061,j.lopez,Rarita,30,0,1,0,0,1,j.lopez-Rarita
1062,j.lorenz,Biarizea,24,1,0,0,0,0,j.lorenz-Biarizea
1063,j.lunkuse,People's Land of Maneau,20,0,0,0,1,0,j.lunkuse-People's Land of Maneau
1064,j.lysenko,Sobianitedrucy,20,1,0,0,0,0,j.lysenko-Sobianitedrucy
1065,j.maeda,Sobianitedrucy,28,1,0,0,0,0,j.maeda-Sobianitedrucy
1066,j.mahmoudi,Manlisgamncent,25,1,0,0,0,0,j.mahmoudi-Manlisgamncent
1067,j.maier,Rarita,20,0,1,0,0,1,j.maier-Rarita
1068,j.maneno,Nganion,27,0,1,0,0,0,j.maneno-Nganion
1069,j.manu,Pierrema,24,0,0,1,0,0,j.manu-Pierrema
1070,j.martin,Nganion,33,0,0,0,1,0,j.martin-Nganion
1071,j.mazur,Esia,31,1,0,0,0,0,j.mazur-Esia
1072,j.mercier,Dosqaly,23,0,0,0,1,0,j.mercier-Dosqaly
1073,j.mubangizi,Central Diasongo,19,0,0,1,0,0,j.mubangizi-Central Diasongo
1074,j.mugenyi,Nganion,25,1,0,0,0,0,j.mugenyi-Nganion
1075,j.muianga,Biarizea,23,0,1,0,0,0,j.muianga-Biarizea
1076,j.mukalazi,People's Land of Maneau,22,0,1,0,0,0,j.mukalazi-People's Land of Maneau
1077,j.munduru,Varijitri Isles,28,0,1,0,0,0,j.munduru-Varijitri Isles
1078,j.munguambe,Nganion,26,0,1,0,0,0,j.munguambe-Nganion
1079,j.mushabe,Lefghau,29,0,0,1,0,0,j.mushabe-Lefghau
1080,j.mutyaba,Dosqaly,30,0,0,1,0,0,j.mutyaba-Dosqaly
1081,j.nahabwe,Byasier Pujan,27,0,0,1,0,0,j.nahabwe-Byasier Pujan
1082,j.nakamya,Dosqaly,24,1,0,0,0,0,j.nakamya-Dosqaly
1083,j.nakano,Pierrema,29,1,0,0,0,0,j.nakano-Pierrema
1084,j.nakayama,Dosqaly,21,1,0,0,0,0,j.nakayama-Dosqaly
1085,j.nakubulwa,Dosqaly,25,0,1,0,0,0,j.nakubulwa-Dosqaly
1086,j.nakyanzi,Esia,26,0,0,1,0,0,j.nakyanzi-Esia
1087,j.namale,Rosvi,27,0,0,1,0,0,j.namale-Rosvi
1088,j.namatovu,People's Land of Maneau,16,1,0,0,0,0,j.namatovu-People's Land of Maneau
1089,j.namirembe,Rarita,30,0,1,0,0,1,j.namirembe-Rarita
1090,j.nanziri,Byasier Pujan,26,0,0,1,0,0,j.nanziri-Byasier Pujan
1091,j.nath,Sobianitedrucy,28,1,0,0,0,0,j.nath-Sobianitedrucy
1092,j.natukunda,Dosqaly,22,1,0,0,0,0,j.natukunda-Dosqaly
1093,j.neo,Sobianitedrucy,25,0,0,1,0,0,j.neo-Sobianitedrucy
1094,j.nkrumah,Nganion,25,0,0,0,1,0,j.nkrumah-Nganion
1095,j.nurhayati,Rarita,33,0,1,0,0,1,j.nurhayati-Rarita
1096,j.nyondo,Giumle Lizeibon,20,0,1,0,0,0,j.nyondo-Giumle Lizeibon
1097,j.odeke,Byasier Pujan,20,0,0,1,0,0,j.odeke-Byasier Pujan
1098,j.ogawa,Dosqaly,34,0,0,0,1,0,j.ogawa-Dosqaly
1099,j.ojok,Giumle Lizeibon,35,0,0,0,1,0,j.ojok-Giumle Lizeibon
1100,j.okullo,Esia,23,0,0,1,0,0,j.okullo-Esia
1101,j.opolot,Dosqaly,28,0,1,0,0,0,j.opolot-Dosqaly
1102,j.otoo,Sobianitedrucy,22,0,0,1,0,0,j.otoo-Sobianitedrucy
1103,j.potonik,Rosvi,28,0,1,0,0,0,j.potonik-Rosvi
1104,j.pradhan,Nganion,23,1,0,0,0,0,j.pradhan-Nganion
1105,j.ptersons,Danan Seekeeling,26,0,1,0,0,0,j.ptersons-Danan Seekeeling
1106,j.rinaldi,Central Diasongo,23,1,0,0,0,0,j.rinaldi-Central Diasongo
1107,j.riyadi,Sobianitedrucy,21,0,0,1,0,0,j.riyadi-Sobianitedrucy
1108,j.rolland,Frenchdo Stanser,28,0,1,0,0,0,j.rolland-Frenchdo Stanser
1109,j.saidu,Nganion,35,0,1,0,0,0,j.saidu-Nganion
1110,j.schuster,Reugha,23,0,0,1,0,0,j.schuster-Reugha
1111,j.sembiring,Coastpa Barleslands,21,0,1,0,0,0,j.sembiring-Coastpa Barleslands
1112,j.sharon,Landli Blicporlip,24,1,0,0,0,0,j.sharon-Landli Blicporlip
1113,j.ssemanda,Dosqaly,19,0,1,0,0,0,j.ssemanda-Dosqaly
1114,j.ssempijja,People's Land of Maneau,26,0,0,1,0,0,j.ssempijja-People's Land of Maneau
1115,j.sulji,Nganion,32,0,1,0,0,0,j.sulji-Nganion
1116,j.suryani,Redohrainbri,20,0,1,0,0,0,j.suryani-Redohrainbri
1117,j.takali,Dosqaly,22,0,1,0,0,0,j.takali-Dosqaly
1118,j.taylor,Nganion,33,1,0,0,0,0,j.taylor-Nganion
1119,j.teko,Sobianitedrucy,32,0,0,1,0,0,j.teko-Sobianitedrucy
1120,j.testa,Dosqaly,17,1,0,0,0,0,j.testa-Dosqaly
1121,j.tsan,Byasier Pujan,26,0,0,1,0,0,j.tsan-Byasier Pujan
1122,j.tse,Dosqaly,18,0,0,1,0,0,j.tse-Dosqaly
1123,j.tumuhimbise,Rarita,19,0,0,1,0,1,j.tumuhimbise-Rarita
1124,j.turyasingura,Nganion,37,0,0,0,1,0,j.turyasingura-Nganion
1125,j.wan,People's Land of Maneau,24,1,0,0,0,0,j.wan-People's Land of Maneau
1126,j.wibowo,Esia,29,1,0,0,0,0,j.wibowo-Esia
1127,j.willems,Mico,27,0,1,0,0,0,j.willems-Mico
1128,j.wojciechowski,Dosqaly,22,0,0,1,0,0,j.wojciechowski-Dosqaly
1129,j.yeo,Dosqaly,19,1,0,0,0,0,j.yeo-Dosqaly
1130,j.zacarias,Janmico,25,0,0,1,0,0,j.zacarias-Janmico
1131,k.adero,Rosvi,24,0,0,0,1,0,k.adero-Rosvi
1132,k.ahimbisibwe,Southern Ristan,22,0,0,1,0,0,k.ahimbisibwe-Southern Ristan
1133,k.akullu,Dosqaly,29,0,1,0,0,0,k.akullu-Dosqaly
1134,k.aliyu,Saintswacroa,24,1,0,0,0,0,k.aliyu-Saintswacroa
1135,k.alzahrani,Rarita,18,1,0,0,0,1,k.alzahrani-Rarita
1136,k.amer,Dosqaly,22,0,0,1,0,0,k.amer-Dosqaly
1137,k.amoding,Northslands,21,1,0,0,0,0,k.amoding-Northslands
1138,k.amoit,Esia,18,0,0,1,0,0,k.amoit-Esia
1139,k.anek,Esia,29,0,1,0,0,0,k.anek-Esia
1140,k.asadi,Lefghau,26,0,0,1,0,0,k.asadi-Lefghau
1141,k.awuah,Nganion,30,0,0,1,0,0,k.awuah-Nganion
1142,k.balogun,Lenia Gerdanho,23,1,0,0,0,0,k.balogun-Lenia Gerdanho
1143,k.baumann,Tabhu Striary,25,1,0,0,0,0,k.baumann-Tabhu Striary
1144,k.behera,Rosvi,19,0,1,0,0,0,k.behera-Rosvi
1145,k.ber,Dosqaly,19,0,0,1,0,0,k.ber-Dosqaly
1146,k.binabubakar,Sobianitedrucy,25,0,1,0,0,0,k.binabubakar-Sobianitedrucy
1147,k.binali,Nganion,17,1,0,0,0,0,k.binali-Nganion
1148,k.bintiali,Dosqaly,20,1,0,0,0,0,k.bintiali-Dosqaly
1149,k.byakatonda,Nganion,28,0,0,1,0,0,k.byakatonda-Nganion
1150,k.candia,Nganion,20,0,0,1,0,0,k.candia-Nganion
1151,k.cheung,Biarizea,22,0,1,0,0,0,k.cheung-Biarizea
1152,k.chisi,Imaar Vircoand,26,0,1,0,0,0,k.chisi-Imaar Vircoand
1153,k.cohen,Dosqaly,28,0,0,1,0,0,k.cohen-Dosqaly
1154,k.deangelis,Rosvi,19,0,0,1,0,0,k.deangelis-Rosvi
1155,k.deng,Nganion,22,0,1,0,0,0,k.deng-Nganion
1156,k.eder,Nancipenuaroe,21,0,0,1,0,0,k.eder-Nancipenuaroe
1157,k.ferrari,Nancipenuaroe,21,0,0,1,0,0,k.ferrari-Nancipenuaroe
1158,k.gao,Greri Landmoslands,25,0,1,0,0,0,k.gao-Greri Landmoslands
1159,k.golan,Lylimi,33,0,0,1,0,0,k.golan-Lylimi
1160,k.goncalves,Quewenia,21,1,0,0,0,0,k.goncalves-Quewenia
1161,k.guerra,Dosqaly,20,1,0,0,0,0,k.guerra-Dosqaly
1162,k.guillaume,Dosqaly,22,0,1,0,0,0,k.guillaume-Dosqaly
1163,k.haim,Nganion,23,0,1,0,0,0,k.haim-Nganion
1164,k.harada,Nganion,23,0,0,1,0,0,k.harada-Nganion
1165,k.huang,Sobianitedrucy,39,0,0,0,1,0,k.huang-Sobianitedrucy
1166,k.imai,Pierrema,28,0,1,0,0,0,k.imai-Pierrema
1167,k.jabarin,Manlisgamncent,22,1,0,0,0,0,k.jabarin-Manlisgamncent
1168,k.jao,Nganion,30,0,0,0,1,0,k.jao-Nganion
1169,k.jarvinen,Sobianitedrucy,24,0,0,0,1,0,k.jarvinen-Sobianitedrucy
1170,k.kabonesa,Nganion,21,0,1,0,0,0,k.kabonesa-Nganion
1171,k.kanyesigye,Sobianitedrucy,37,0,0,0,1,0,k.kanyesigye-Sobianitedrucy
1172,k.kao,Dosqaly,20,0,0,1,0,0,k.kao-Dosqaly
1173,k.kastelic,Nganion,31,0,0,1,0,0,k.kastelic-Nganion
1174,k.katongole,Dosqaly,17,1,0,0,0,0,k.katongole-Dosqaly
1175,k.kaudha,Dosqaly,22,0,1,0,0,0,k.kaudha-Dosqaly
1176,k.kazlo,Rarita,38,1,0,0,0,1,k.kazlo-Rarita
1177,k.kibuuka,Desaintko,23,0,0,1,0,0,k.kibuuka-Desaintko
1178,k.koskinen,New Rapore,19,0,0,1,0,0,k.koskinen-New Rapore
1179,k.kravchenko,Greri Landmoslands,26,0,0,0,1,0,k.kravchenko-Greri Landmoslands
1180,k.krisensen,Nganion,30,0,0,1,0,0,k.krisensen-Nganion
1181,k.kyosiimire,Southern Viout Aman,21,0,0,1,0,0,k.kyosiimire-Southern Viout Aman
1182,k.larsson,Nganion,28,0,1,0,0,0,k.larsson-Nganion
1183,k.machava,People's Land of Maneau,31,0,0,1,0,0,k.machava-People's Land of Maneau
1184,k.macuacua,Dosqaly,24,1,0,0,0,0,k.macuacua-Dosqaly
1185,k.mahmood,Nganion,29,0,0,1,0,0,k.mahmood-Nganion
1186,k.makaza,Dosqaly,25,0,1,0,0,0,k.makaza-Dosqaly
1187,k.marufu,Imaar Vircoand,34,0,0,1,0,0,k.marufu-Imaar Vircoand
1188,k.molina,Esia,25,0,0,1,0,0,k.molina-Esia
1189,k.moshe,Nancipenuaroe,18,0,0,1,0,0,k.moshe-Nancipenuaroe
1190,k.mpofu,Nganion,23,0,0,1,0,0,k.mpofu-Nganion
1191,k.mugabi,Esia,19,0,1,0,0,0,k.mugabi-Esia
1192,k.mugala,Nganion,18,0,1,0,0,0,k.mugala-Nganion
1193,k.muhumuza,People's Land of Maneau,22,1,0,0,0,0,k.muhumuza-People's Land of Maneau
1194,k.musah,Rarita,30,0,0,1,0,1,k.musah-Rarita
1195,k.mutero,Pierrema,25,0,1,0,0,0,k.mutero-Pierrema
1196,k.mwanje,Rarita,23,0,0,1,0,1,k.mwanje-Rarita
1197,k.mwanje,Sobianitedrucy,23,0,1,0,0,0,k.mwanje-Sobianitedrucy
1198,k.najjuma,Ngoque Blicri,30,0,0,1,0,0,k.najjuma-Ngoque Blicri
1199,k.nakazzi,Dosqaly,18,0,1,0,0,0,k.nakazzi-Dosqaly
1200,k.nalwanga,Rarita,21,0,0,1,0,1,k.nalwanga-Rarita
1201,k.nanyondo,Sobianitedrucy,27,0,1,0,0,0,k.nanyondo-Sobianitedrucy
1202,k.nanyonjo,Imaar Vircoand,21,0,0,1,0,0,k.nanyonjo-Imaar Vircoand
1203,k.ndiweni,Dosqaly,27,0,1,0,0,0,k.ndiweni-Dosqaly
1204,k.nkhoma,Nganion,24,0,0,0,1,0,k.nkhoma-Nganion
1205,k.ntale,Esia,27,0,1,0,0,0,k.ntale-Esia
1206,k.ntege,Slandsganiamayotteque,21,0,1,0,0,0,k.ntege-Slandsganiamayotteque
1207,k.nyakudya,Esia,24,0,0,1,0,0,k.nyakudya-Esia
1208,k.ohayon,Esia,31,0,0,1,0,0,k.ohayon-Esia
1209,k.okwir,Dosqaly,21,0,0,1,0,0,k.okwir-Dosqaly
1210,k.opio,Esia,26,0,1,0,0,0,k.opio-Esia
1211,k.othman,Sobianitedrucy,18,0,0,1,0,0,k.othman-Sobianitedrucy
1212,k.ozols,Esia,26,1,0,0,0,0,k.ozols-Esia
1213,k.pavi,Southern Ristan,18,0,1,0,0,0,k.pavi-Southern Ristan
1214,k.philippe,Eastern Niasland,30,0,1,0,0,0,k.philippe-Eastern Niasland
1215,k.polak,People's Land of Maneau,33,0,0,1,0,0,k.polak-People's Land of Maneau
1216,k.quarshie,Nganion,23,1,0,0,0,0,k.quarshie-Nganion
1217,k.ramos,Rarita,20,0,1,0,0,1,k.ramos-Rarita
1218,k.roger,Nganion,26,0,1,0,0,0,k.roger-Nganion
1219,k.sah,Liacra,20,0,1,0,0,0,k.sah-Liacra
1220,k.sekh,Republic of Denand Landsa,21,1,0,0,0,0,k.sekh-Republic of Denand Landsa
1221,k.shibata,Imaar Vircoand,29,0,0,1,0,0,k.shibata-Imaar Vircoand
1222,k.shibata,Rarita,29,0,0,1,0,1,k.shibata-Rarita
1223,k.ssenyondo,Esia,28,1,0,0,0,0,k.ssenyondo-Esia
1224,k.stern,Esia,17,1,0,0,0,0,k.stern-Esia
1225,k.supriadi,Pahon,27,0,0,1,0,0,k.supriadi-Pahon
1226,k.taremwa,Lefghau,28,1,0,0,0,0,k.taremwa-Lefghau
1227,k.thompson,Manlisgamncent,25,0,1,0,0,0,k.thompson-Manlisgamncent
1228,k.toth,People's Land of Maneau,25,0,0,1,0,0,k.toth-People's Land of Maneau
1229,k.tsui,Esia,27,0,0,0,1,0,k.tsui-Esia
1230,k.umar,Nganion,20,0,0,1,0,0,k.umar-Nganion
1231,k.vandenberg,Dosqaly,27,0,1,0,0,0,k.vandenberg-Dosqaly
1232,k.vandermeer,Central Diasongo,18,1,0,0,0,0,k.vandermeer-Central Diasongo
1233,k.walugembe,Esia,24,0,1,0,0,0,k.walugembe-Esia
1234,k.weiss,Central Diasongo,23,0,0,1,0,0,k.weiss-Central Diasongo
1235,k.woniak,Dosqaly,23,1,0,0,0,0,k.woniak-Dosqaly
1236,k.yldz,Nkasland Cronestan,25,0,0,1,0,0,k.yldz-Nkasland Cronestan
1237,k.yousef,Esia,19,1,0,0,0,0,k.yousef-Esia
1238,l.abdullah,Nganion,32,0,1,0,0,0,l.abdullah-Nganion
1239,l.achen,Lefghau,29,0,0,1,0,0,l.achen-Lefghau
1240,l.adikini,Nganion,28,0,0,1,0,0,l.adikini-Nganion
1241,l.adri,Esia,24,0,1,0,0,0,l.adri-Esia
1242,l.aguilar,Lefghau,24,0,1,0,0,0,l.aguilar-Lefghau
1243,l.akech,Dosqaly,23,0,0,1,0,0,l.akech-Dosqaly
1244,l.alanyo,Dosqaly,22,1,0,0,0,0,l.alanyo-Dosqaly
1245,l.alqahtani,Nganion,27,0,0,1,0,0,l.alqahtani-Nganion
1246,l.amadu,Xikong,18,1,0,0,0,0,l.amadu-Xikong
1247,l.amule,Dosqaly,19,0,1,0,0,0,l.amule-Dosqaly
1248,l.antwi,Nganion,23,0,0,0,1,0,l.antwi-Nganion
1249,l.arai,Nganion,23,0,0,1,0,0,l.arai-Nganion
1250,l.bagheri,Republic of Denand Landsa,22,1,0,0,0,0,l.bagheri-Republic of Denand Landsa
1251,l.barman,People's Land of Maneau,22,1,0,0,0,0,l.barman-People's Land of Maneau
1252,l.bekher,Sobianitedrucy,19,0,0,1,0,0,l.bekher-Sobianitedrucy
1253,l.binosman,Dosqaly,28,0,0,1,0,0,l.binosman-Dosqaly
1254,l.bintihassan,Rarita,23,0,0,1,0,1,l.bintihassan-Rarita
1255,l.bitton,Loco Phirema,22,0,1,0,0,0,l.bitton-Loco Phirema
1256,l.blanc,Nganion,36,0,0,1,0,0,l.blanc-Nganion
1257,l.bogere,Nganion,29,1,0,0,0,0,l.bogere-Nganion
1258,l.castro,Dosqaly,29,1,0,0,0,0,l.castro-Dosqaly
1259,l.chandia,Dosqaly,32,1,0,0,0,0,l.chandia-Dosqaly
1260,l.chhang,People's Land of Maneau,27,0,0,1,0,0,l.chhang-People's Land of Maneau
1261,l.chiu,Lylimi,31,0,0,1,0,0,l.chiu-Lylimi
1262,l.dahl,Dosqaly,22,0,0,0,1,0,l.dahl-Dosqaly
1263,l.dlamini,Rarita,19,1,0,0,0,1,l.dlamini-Rarita
1264,l.edwards,People's Land of Maneau,26,1,0,0,0,0,l.edwards-People's Land of Maneau
1265,l.egger,Lefghau,22,0,1,0,0,0,l.egger-Lefghau
1266,l.foo,Sobianitedrucy,29,0,0,0,1,0,l.foo-Sobianitedrucy
1267,l.fuchs,Sobianitedrucy,28,0,0,1,0,0,l.fuchs-Sobianitedrucy
1268,l.hasegawa,Dosqaly,28,0,0,1,0,0,l.hasegawa-Dosqaly
1269,l.herrera,Nkasland Cronestan,22,0,0,1,0,0,l.herrera-Nkasland Cronestan
1270,l.ibrahimovi,Nganion,25,1,0,0,0,0,l.ibrahimovi-Nganion
1271,l.jean,Badad,29,1,0,0,0,0,l.jean-Badad
1272,l.jung,Rarita,20,1,0,0,0,1,l.jung-Rarita
1273,l.kagoya,Nganion,21,0,1,0,0,0,l.kagoya-Nganion
1274,l.kalnis,Lefghau,42,0,0,1,0,0,l.kalnis-Lefghau
1275,l.kaur,Biarizea,21,1,0,0,0,0,l.kaur-Biarizea
1276,l.kavi,Western Niasland,28,0,0,1,0,0,l.kavi-Western Niasland
1277,l.kawuma,People's Land of Maneau,23,0,1,0,0,0,l.kawuma-People's Land of Maneau
1278,l.khachatryan,Esia,32,0,0,1,0,0,l.khachatryan-Esia
1279,l.khonje,Nganion,32,0,0,1,0,0,l.khonje-Nganion
1280,l.kidega,Highhlaands,29,0,1,0,0,0,l.kidega-Highhlaands
1281,l.kimbugwe,Newgan Ruland,33,0,1,0,0,0,l.kimbugwe-Newgan Ruland
1282,l.kimuli,Nathuacamana,22,0,0,1,0,0,l.kimuli-Nathuacamana
1283,l.kofi,Esia,22,1,0,0,0,0,l.kofi-Esia
1284,l.kovalenko,Byasier Pujan,25,0,0,1,0,0,l.kovalenko-Byasier Pujan
1285,l.kyalisiima,Byasier Pujan,22,1,0,0,0,0,l.kyalisiima-Byasier Pujan
1286,l.kyambadde,Sobianitedrucy,30,0,0,1,0,0,l.kyambadde-Sobianitedrucy
1287,l.lechner,Lefghau,23,1,0,0,0,0,l.lechner-Lefghau
1288,l.leibowitz,Rarita,22,0,1,0,0,1,l.leibowitz-Rarita
1289,l.lubega,Nganion,23,1,0,0,0,0,l.lubega-Nganion
1290,l.lukwago,Coastpa Barleslands,23,1,0,0,0,0,l.lukwago-Coastpa Barleslands
1291,l.maleki,Imaar Vircoand,29,1,0,0,0,0,l.maleki-Imaar Vircoand
1292,l.mandala,Rarita,30,0,1,0,0,1,l.mandala-Rarita
1293,l.masaba,Nancipenuaroe,33,0,0,1,0,0,l.masaba-Nancipenuaroe
1294,l.masson,Dosqaly,26,0,0,1,0,0,l.masson-Dosqaly
1295,l.mensah,Manlisgamncent,22,0,0,1,0,0,l.mensah-Manlisgamncent
1296,l.mirzaei,Biarizea,21,0,1,0,0,0,l.mirzaei-Biarizea
1297,l.mponda,Dosqaly,23,0,1,0,0,0,l.mponda-Dosqaly
1298,l.msowoya,Southern Ristan,28,0,0,0,1,0,l.msowoya-Southern Ristan
1299,l.mugumya,People's Land of Maneau,22,0,0,1,0,0,l.mugumya-People's Land of Maneau
1300,l.mulyani,Dosqaly,33,0,0,1,0,0,l.mulyani-Dosqaly
1301,l.munoz,Sobianitedrucy,20,1,0,0,0,0,l.munoz-Sobianitedrucy
1302,l.musoki,People's Land of Maneau,33,1,0,0,0,0,l.musoki-People's Land of Maneau
1303,l.mwase,Esia,18,1,0,0,0,0,l.mwase-Esia
1304,l.nahwera,Nganion,17,1,0,0,0,0,l.nahwera-Nganion
1305,l.nakalembe,Nganion,32,1,0,0,0,0,l.nakalembe-Nganion
1306,l.nakirya,Esia,26,1,0,0,0,0,l.nakirya-Esia
1307,l.nalukenge,Esia,25,0,0,0,1,0,l.nalukenge-Esia
1308,l.namaganda,Sobianitedrucy,27,0,0,0,1,0,l.namaganda-Sobianitedrucy
1309,l.namande,Quewenia,26,0,0,1,0,0,l.namande-Quewenia
1310,l.namugaya,Dosqaly,23,0,0,1,0,0,l.namugaya-Dosqaly
1311,l.namuyanja,Byasier Pujan,27,0,0,0,1,0,l.namuyanja-Byasier Pujan
1312,l.nanono,Sobianitedrucy,31,1,0,0,0,0,l.nanono-Sobianitedrucy
1313,l.ndoro,Esia,17,0,1,0,0,0,l.ndoro-Esia
1314,l.ndyanabo,Imaar Vircoand,33,1,0,0,0,0,l.ndyanabo-Imaar Vircoand
1315,l.novak,Sobianitedrucy,29,1,0,0,0,0,l.novak-Sobianitedrucy
1316,l.obote,Dosqaly,24,1,0,0,0,0,l.obote-Dosqaly
1317,l.olah,Esia,18,0,1,0,0,0,l.olah-Esia
1318,l.olsson,Nganion,33,0,0,1,0,0,l.olsson-Nganion
1319,l.olupot,Zacia Lygia,27,0,0,1,0,0,l.olupot-Zacia Lygia
1320,l.owori,Landli Blicporlip,20,0,1,0,0,0,l.owori-Landli Blicporlip
1321,l.petrenko,Frenchdo Stanser,29,0,0,1,0,0,l.petrenko-Frenchdo Stanser
1322,l.razaie,Nathuacamana,31,1,0,0,0,0,l.razaie-Nathuacamana
1323,l.rezaei,People's Land of Maneau,30,0,0,1,0,0,l.rezaei-People's Land of Maneau
1324,l.ricci,Nganion,33,0,0,1,0,0,l.ricci-Nganion
1325,l.rostami,Former Maneau,27,0,0,1,0,0,l.rostami-Former Maneau
1326,l.rusere,Nganion,35,0,1,0,0,0,l.rusere-Nganion
1327,l.sakurai,Nganion,31,0,0,0,1,0,l.sakurai-Nganion
1328,l.sanz,Nganion,32,0,1,0,0,0,l.sanz-Nganion
1329,l.sayed,Ledian,24,0,0,1,0,0,l.sayed-Ledian
1330,l.schmid,Sobianitedrucy,25,0,0,1,0,0,l.schmid-Sobianitedrucy
1331,l.schubert,Pierrema,29,1,0,0,0,0,l.schubert-Pierrema
1332,l.sichali,Central Democracy of Boekrainego,20,1,0,0,0,0,l.sichali-Central Democracy of Boekrainego
1333,l.sigauke,Sobianitedrucy,23,0,1,0,0,0,l.sigauke-Sobianitedrucy
1334,l.suarez,Nganion,17,0,1,0,0,0,l.suarez-Nganion
1335,l.tambala,Rarita,35,0,0,1,0,1,l.tambala-Rarita
1336,l.tarigan,Rarita,31,1,0,0,0,1,l.tarigan-Rarita
1337,l.tusiime,Janmico,19,1,0,0,0,0,l.tusiime-Janmico
1338,l.vanags,Sobianitedrucy,33,0,0,1,0,0,l.vanags-Sobianitedrucy
1339,l.wafula,Dosqaly,23,1,0,0,0,0,l.wafula-Dosqaly
1340,l.wambi,Nganion,19,0,0,1,0,0,l.wambi-Nganion
1341,l.wasswa,Landli Blicporlip,26,1,0,0,0,0,l.wasswa-Landli Blicporlip
1342,l.wenene,Southern Ristan,25,0,0,1,0,0,l.wenene-Southern Ristan
1343,l.werner,People's Land of Maneau,27,0,0,0,1,0,l.werner-People's Land of Maneau
1344,l.yusof,Byasier Pujan,26,0,0,1,0,0,l.yusof-Byasier Pujan
1345,l.zamani,Dosqaly,21,1,0,0,0,0,l.zamani-Dosqaly
